PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel, ,TaggedPitchType2,GeneralPitchType,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Stuff+,Good Swing Decision
129,06/14/25,8:54:57 PM,1.0,1.0,Logan Lynch,,Left,Kcl merchants 2025,Braden Alexander,,Right,Kcl bobcats 2025,Windup,6,Top,0.0,0,0,Fastball,,StrikeSwinging,,,,,,,91.03224024,-0.487578264,2.048780628,2310.86476,140.9732533,10:45,5.303721522,-2.191346333,6.000000192,-22.96044723,11.39342408,-6.484075214,2.93689786,0.826750234,81.46016375,-4.842137058,0.816550484,0.421851274,,,,,,,,,,,,4.21403588,6.33368366,2.028141252,50.0,5.250705774,-4.516757601,-132.2254515,-1.881526565,7.292703377,34.10528388,-21.21313764,KCL Merchants 2025,KCL BobCats 2025,,,,6382e2ae-c12c-448b-afb8-e001b164724d,c7e34215-5849-4c39-b4c3-c087b5835b55,91.29541774,5.303272266,-2.196612326,-0.483518961,2.111860896,81.67304446,2.938015552,-0.822749702,-4.823989444,0.877630341,0.421666828,-7.077322041,10.10247479,57.82441063,89.53875196,1230.571772,1955.962437,53.2515703,-0.413685942,0.846420124,0.335316143,,,,,,,,,,,,,,,,,0.932830276,0.0,,,medium,high,9.415123236,22.98055195,54.66700175,Jake Parpet,,Kcl merchants 2025,2022-11,,Other,Other,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,102.68680445151034,-1
130,06/14/25,8:55:05 PM,1.0,1.0,Logan Lynch,,Left,Kcl merchants 2025,Braden Alexander,,Right,Kcl bobcats 2025,Windup,6,Top,0.0,0,0,Sinker,,BallCalled,,,,,,,85.75975396,-0.289916064,5.035107968,,,,4.395579568,-2.569231161,6.000000192,,,,1.053494243,-2.122450124,76.93223097,-7.242701896,5.035107968,,,,,,,,,,,,,,,,,,,,,,,,KCL Merchants 2025,KCL BobCats 2025,,,,6382e2ae-c12c-448b-afb8-e001b164724d,37188b49-a4ed-4d83-8efe-64be8dac22d9,85.9932922,4.389306965,-2.569231161,-0.21617136,5.035107968,77.10976849,1.05917799,2.122450124,-7.156470189,5.035107968,0.449570003,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Jake Parpet,,Kcl merchants 2025,2022-11,,Sinker,Fastball,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,-1
131,06/14/25,8:55:18 PM,1.0,1.0,Logan Lynch,,Left,Kcl merchants 2025,Braden Alexander,,Right,Kcl bobcats 2025,Windup,6,Top,0.0,0,0,Sinker,,InPlay,,GroundBall,Out,1.0,,,86.01544076,-0.653775025,1.380250503,2208.45029,147.3280916,11:00,5.094249251,-1.179488607,6.000000192,-29.335297,9.135767083,-3.041980717,2.041823942,0.149942724,77.13564295,-6.208963959,0.801836178,0.446414839,82.42762049,-11.70577226,-14.90847882,,28.73056346,-106.1817062,12.67883667,11.07185595,,-12.60268274,0.069370623,2.123379729,5.170621284,1.068797062,50.0,5.024026374,-2.916626009,-124.9742058,-2.33852606,3.280992829,30.58485373,-24.18453592,KCL Merchants 2025,KCL BobCats 2025,,,,6382e2ae-c12c-448b-afb8-e001b164724d,01dcd7d3-eb1b-455b-85ae-cf80178fafb4,86.26386385,5.091649915,-1.184161105,-0.624299951,1.435929142,77.33283485,2.044617481,-0.146589573,-6.164397792,0.854208575,0.446220172,-3.567016646,7.436918675,69.03209055,77.03023328,790.2828903,2062.208922,35.78449983,-0.301225172,0.933781001,0.193174632,-20.76558427,77.99635139,-16.72340577,-0.070149025,2.941242397,1.991964531,-2.415756471,10.80509671,,,,,,,,,0.765542293,0.0,,44.64562531,medium,high,20.67279005,31.8646122,54.66700175,Jake Parpet,,Kcl merchants 2025,2022-11,,Sinker,Fastball,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,91.27715951245364,-1
146,06/14/25,9:06:58 PM,1.0,1.0,Logan Lynch,,Left,Kcl merchants 2025,Nolan Galla,,Right,Kcl bobcats 2025,Windup,7,Top,0.0,0,0,Fastball,,BallCalled,,,,,,,88.37426116,0.824129147,0.702073352,2268.784448,143.0155796,10:45,5.454082459,-1.695218351,6.000000192,-23.56313335,12.88644758,-7.782601127,4.256538665,1.691233286,78.91943431,-3.653723981,-0.778610379,0.434528026,,,,,,,,,,,,4.456523938,6.689582366,1.642523782,50.0,5.507610737,-1.325142173,-128.4194132,1.094976495,7.267050994,32.42570732,-21.26565173,KCL Merchants 2025,KCL BobCats 2025,,,,6382e2ae-c12c-448b-afb8-e001b164724d,74804dd3-dd9d-496c-af74-76efad26fc81,88.63538806,5.454096903,-1.701067163,0.822580513,0.771631699,79.13006211,4.257341439,-1.686980047,-3.639867244,-0.711053008,0.434334881,-8.437269947,11.52900522,51.52288714,75.87612363,1411.642138,1776.133257,62.22019632,-0.497014383,0.782856767,0.374315357,,,,,,,,,,,,,,,,,0.98240929,0.0,,,medium,high,21.71148873,20.73154757,54.66700175,Jake Parpet,,Kcl merchants 2025,2022-11,,Other,Other,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,114.09644939056705,-1
147,06/14/25,9:07:16 PM,1.0,2.0,Logan Lynch,,Left,Kcl merchants 2025,Nolan Galla,,Right,Kcl bobcats 2025,Windup,7,Top,0.0,1,0,,,BallCalled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KCL Merchants 2025,KCL BobCats 2025,,,,6382e2ae-c12c-448b-afb8-e001b164724d,476c4a97-c213-4aef-9671-5aa23f694621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jake Parpet,,Kcl merchants 2025,2019-02,,Other,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,-1
148,06/14/25,9:07:19 PM,1.0,3.0,Logan Lynch,,Left,Kcl merchants 2025,Nolan Galla,,Right,Kcl bobcats 2025,Windup,7,Top,0.0,2,0,Fastball,,BallCalled,,,,,,,88.60919239,-0.696262965,3.311228478,2363.750963,136.1153929,10:30,4.893488867,-1.605331443,6.000000192,-26.22000644,10.10744947,-5.789843952,2.060271782,-0.993047025,79.38212419,-5.660225671,2.21293435,0.433799468,,,,,,,,,,,,4.270774116,5.708934576,1.338664113,50.0,4.821515808,-7.253321315,-128.5707031,-2.404241847,6.989810881,32.18206124,-22.83045708,KCL Merchants 2025,KCL BobCats 2025,,,,6382e2ae-c12c-448b-afb8-e001b164724d,2c2ef7d8-d5ce-413e-906e-2093fd232b88,88.86445904,4.892059027,-1.61079617,-0.680479724,3.376749034,79.58718858,2.062208335,0.997199271,-5.629624069,2.275916657,0.433611953,-6.40766776,8.648891523,63.71124536,86.64561707,1046.894005,2119.276187,44.28952212,-0.319211138,0.896573379,0.307018609,,,,,,,,,,,,,,,,,0.686500259,0.0,,,medium,high,12.01894464,-59.69908172,54.66700175,Jake Parpet,,Kcl merchants 2025,2022-11,,Other,Other,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,91.27715951245364,-2
149,06/14/25,9:07:35 PM,1.0,4.0,Logan Lynch,,Left,Kcl merchants 2025,Nolan Galla,,Right,Kcl bobcats 2025,Windup,7,Top,0.0,3,0,Fastball,,StrikeCalled,,,,,,,86.52687907,-0.305678813,2.827249418,2225.094923,135.78496,10:30,4.899795069,-2.062395606,6.000000192,-25.46170799,12.58382899,-8.845710612,2.493541082,0.169775713,77.47335494,-5.131676238,1.147771141,0.443939084,,,,,,,,,,,,5.754408403,6.913751803,1.837032737,50.0,4.860137966,-5.926894892,-125.6167464,-1.46739097,8.993511478,30.63569432,-21.36861107,KCL Merchants 2025,KCL BobCats 2025,,,,6382e2ae-c12c-448b-afb8-e001b164724d,fc68c39a-68e8-4008-8de3-3aa8b59aac52,86.77716965,4.899382438,-2.068737166,-0.302103291,2.903567353,77.67610186,2.494742912,-0.164801747,-5.112280373,1.222663634,0.443745544,-9.56320962,11.18728375,51.08194522,66.40120089,1397.823003,1731.2245,62.82082567,-0.450254182,0.778045234,0.43808308,,,,,,,,,,,,,,,,,0.98261947,0.0,,,medium,high,30.2389192,60.05381962,54.66700175,Jake Parpet,,Kcl merchants 2025,2022-11,,Other,Other,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,91.27715951245364,-2
150,06/14/25,9:07:45 PM,1.0,5.0,Logan Lynch,,Left,Kcl merchants 2025,Nolan Galla,,Right,Kcl bobcats 2025,Windup,7,Top,0.0,3,1,Fastball,,Foul,,,,,,,87.05912013,1.030257133,2.082147168,,,,4.499700433,-1.655538902,6.000000192,,,,2.496383324,-0.280447813,77.89135167,-5.711535328,2.082147168,,,,,,,,,,,,,,,,,,,,,,,,KCL Merchants 2025,KCL BobCats 2025,,,,6382e2ae-c12c-448b-afb8-e001b164724d,8073d1b8-648f-45eb-8103-451fe6e43f2e,87.30054528,4.493617362,-1.655538902,1.101389045,2.082147168,78.07528863,2.501829673,0.280447813,-5.628126739,2.082147168,0.441395168,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Jake Parpet,,Kcl merchants 2025,2022-11,,Other,Other,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,-2
151,06/14/25,9:07:58 PM,1.0,6.0,Logan Lynch,,Left,Kcl merchants 2025,Nolan Galla,,Right,Kcl bobcats 2025,Windup,7,Top,0.0,3,2,Fastball,,BallCalled,Walk,,Walk,0.0,0.0,,88.49822265,0.614070234,0.431294549,2513.035731,152.9350932,11:00,5.107859936,-1.725446793,6.000000192,-26.45248264,9.888973158,-3.331048627,3.474237285,1.602184196,79.1027268,-4.410198135,-0.202489226,0.433883048,,,,,,,,,,,,1.952873946,5.139920096,1.692239264,50.0,5.142602943,-0.861613095,-128.6113,0.532530459,3.193921637,32.52759351,-23.76772001,KCL Merchants 2025,KCL BobCats 2025,,,,6382e2ae-c12c-448b-afb8-e001b164724d,818ff0f1-0d2f-48ca-bc0e-ca93f21a0fd3,88.75872107,5.106165874,-1.730051086,0.63286237,0.486177673,79.31174367,3.47630328,-1.598911936,-4.376379152,-0.150608895,0.433690802,-3.848665594,8.344324384,67.32004753,86.38794012,968.984402,2318.710378,38.55832171,-0.343358637,0.922673064,0.1754402,,,,,,,,,,,,,,,,,0.988629281,0.0,,,medium,high,12.2508539,-85.28542173,54.66700175,Jake Parpet,,Kcl merchants 2025,2022-11,,Other,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,102.68680445151034,-1
152,06/14/25,9:09:28 PM,2.0,1.0,Logan Lynch,,Left,Kcl merchants 2025,Nick Guidici,,Left,Kcl bobcats 2025,Stretch,7,Top,0.0,0,0,Fastball,,StrikeCalled,,,,,,,87.82230429,-0.828000551,1.049420021,2366.092076,142.0663188,10:45,5.343391897,-0.685295879,6.000000192,-24.30967026,12.57129797,-7.143767496,2.547864784,0.30517646,78.68647308,-5.43460355,-0.308952464,0.437091821,,,,,,,,,,,,4.227007286,7.088131633,0.603936282,50.0,5.261877433,-2.110743618,-127.6145432,-2.616708777,6.81393044,31.76586389,-20.74799029,KCL Merchants 2025,KCL BobCats 2025,,,,6382e2ae-c12c-448b-afb8-e001b164724d,928444eb-c992-4c3f-9b1a-0679ba6c24a7,88.07528575,5.343083428,-0.690897206,-0.825657634,1.117053817,78.89326121,2.548958377,-0.300803602,-5.416927565,-0.242634016,0.436899379,-7.778648078,11.20385783,53.84212516,77.92383843,1396.023204,1910.369316,59.00122056,-0.465356104,0.807394326,0.362709387,,,,,,,,,,,,,,,,,0.985127334,0.0,,,medium,high,19.86854541,-33.09137777,54.66700175,Jake Parpet,,Kcl merchants 2025,2022-11,,Other,Other,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,79.86751457339693,-2
153,06/14/25,9:09:39 PM,2.0,2.0,Logan Lynch,,Left,Kcl merchants 2025,Nick Guidici,,Left,Kcl bobcats 2025,Stretch,7,Top,0.0,0,1,Fastball,,StrikeCalled,,,,,,,87.12006446,-0.337154812,2.821630109,2576.442448,122.0892564,10:00,4.624950687,-1.451527085,6.000000192,-30.77624922,6.79559341,-4.839186334,1.746529593,-0.769734587,78.0769066,-6.164736004,1.902668499,0.441166747,,,,,,,,,,,,3.59594273,3.794950741,1.224302642,50.0,4.579671349,-6.080910035,-126.4672857,-1.713260547,5.689158284,31.35129032,-26.17003977,KCL Merchants 2025,KCL BobCats 2025,,,,6382e2ae-c12c-448b-afb8-e001b164724d,c66ec329-b3ed-4126-9827-83e9c1f35322,87.36544817,4.621790077,-1.457382612,-0.300386029,2.892434408,78.27261837,1.749946898,0.774261366,-6.112401015,1.970529671,0.440978933,-5.506226272,5.068653289,72.1113523,60.35144548,791.4008203,2451.885076,30.71680568,-0.163179874,0.951655287,0.260239397,,,,,,,,,,,,,,,,,0.930892658,0.0,,,medium,high,35.68369907,-13.65324912,54.66700175,Jake Parpet,,Kcl merchants 2025,2022-11,,Other,Other,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,148.32538420773716,-2
154,06/14/25,9:09:52 PM,2.0,3.0,Logan Lynch,,Left,Kcl merchants 2025,Nick Guidici,,Left,Kcl bobcats 2025,Stretch,7,Top,0.0,0,2,Curveball,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1.0,0.0,,77.17816676,3.497365489,-1.40936956,2545.845956,309.8717249,4:15,5.168835179,0.716666726,6.000000192,-54.2285292,-6.180667751,10.95448331,3.90524805,-0.319416979,69.02790248,-6.790536196,0.676179317,0.498894313,,,,,,,,,,,,-6.427595034,-4.578313737,-0.608163526,50.0,5.422868327,2.448988823,-111.9158009,5.334650945,-7.948183935,24.90693965,-37.83546408,KCL Merchants 2025,KCL BobCats 2025,,,,6382e2ae-c12c-448b-afb8-e001b164724d,47f386da-67ed-4da6-960a-b7d73256dacb,77.35265044,5.155796985,0.71610595,3.653961319,-1.40212801,69.13545432,3.915651717,0.319560068,-6.625654277,0.678124838,0.498739547,10.88211804,-9.459895872,55.67668957,28.53646813,1435.506017,2102.535163,56.3862088,0.361475611,0.825868964,-0.432753783,,,,,,,,,,,,,,,,,0.929588083,0.0,,,medium,high,64.31717869,55.7678175,54.66700175,Jake Parpet,,Kcl merchants 2025,2022-11,,Curveball,Breaking,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,136.91573926868045,-2
155,06/14/25,9:10:22 PM,3.0,1.0,Logan Lynch,,Left,Kcl merchants 2025,Kyler Lapp,,Right,Kcl bobcats 2025,Stretch,7,Top,1.0,0,0,Fastball,,BallCalled,,,,,,,87.98420098,2.353096415,1.409611342,2468.969142,149.3628279,11:00,5.133624634,-1.677700557,6.000000192,-27.30948516,9.552341293,-4.160942209,5.046679802,0.71409751,78.39058198,-2.839802303,0.617978527,0.436978377,,,,,,,,,,,,2.744140621,4.350526319,1.565260531,50.0,5.309693283,-3.010859233,-127.7244809,4.383091527,4.424143244,32.1999518,-25.16006806,KCL Merchants 2025,KCL BobCats 2025,,,,6382e2ae-c12c-448b-afb8-e001b164724d,b43fca9f-b39e-4e02-85c2-f8d4d088dbc2,88.25117023,5.13180286,-1.682883137,2.373030475,1.471005055,78.6023439,5.048943492,-0.710290918,-2.804153404,0.675723366,0.43677707,-4.738212185,7.958696757,68.58796734,73.43954677,901.3522359,2298.558847,36.5072297,-0.314112436,0.930979172,0.186040747,,,,,,,,,,,,,,,,,0.992756242,0.0,,,medium,high,23.90440791,-14.15762906,54.66700175,Jake Parpet,,Kcl merchants 2025,2022-11,,Other,Other,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,79.86751457339693,-1
156,06/14/25,9:10:37 PM,3.0,2.0,Logan Lynch,,Left,Kcl merchants 2025,Kyler Lapp,,Right,Kcl bobcats 2025,Stretch,7,Top,1.0,1,0,Fastball,,InPlay,,FlyBall,Out,1.0,0.0,,87.95823292,0.04604731,2.601140203,2393.504883,141.2191025,10:45,4.842968906,-1.041633087,6.000000192,-25.56724757,11.2585498,-6.078940767,2.75520506,-0.870933937,78.68819755,-4.803288351,1.446570331,0.436764772,66.62235922,35.01792064,-28.78176434,3252.803994,-53.59492385,96.0603151,55.68370838,232.6273249,,-30.31379036,4.08475656,4.185747398,6.077123654,0.833126849,50.0,4.831943524,-5.608817256,-127.7143351,-0.709842482,6.7573847,31.83648922,-22.36326587,KCL Merchants 2025,KCL BobCats 2025,,,,6382e2ae-c12c-448b-afb8-e001b164724d,8a1e92a2-876e-438d-a60d-aaccb948b6d5,88.21408938,4.84205991,-1.047046935,0.055650421,2.666609808,78.89666742,2.756762291,0.875089596,-4.778123626,1.510372564,0.43657422,-6.695816338,9.823043837,60.85385152,91.19926936,1165.730196,2090.439843,48.70389879,-0.3796697,0.873380229,0.305053921,-26.27017068,47.82130958,38.2300828,-1.224246492,3.028371514,3.371941905,-117.4152499,200.8211427,-18.33181041,20.61765897,0.846053976,0.733070089,0.65533684,0.182049088,,,0.881886663,0.0,0.984034773,30.03387463,medium,high,7.920657576,-76.41019341,54.66700175,Jake Parpet,,Kcl merchants 2025,2022-11,,Other,Other,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,79.86751457339693,-1
157,06/14/25,9:11:15 PM,4.0,1.0,Logan Lynch,,Left,Kcl merchants 2025,Zach Pomatto,,Left,Kcl bobcats 2025,Stretch,7,Top,2.0,0,0,Fastball,,BallCalled,,,,,,,89.34722138,-0.630443309,3.058079905,,,,4.568424823,-1.01637951,6.000000192,,,,1.166063927,-1.828482543,80.13235983,-7.018605582,3.058079905,,,,,,,,,,,,,,,,,,,,,,,,KCL Merchants 2025,KCL BobCats 2025,,,,6382e2ae-c12c-448b-afb8-e001b164724d,01c1819f-4c82-4483-b50e-0fc0aea5da2d,89.59091461,4.56254244,-1.01637951,-0.562318707,3.058079905,80.31790609,1.171270006,1.828482543,-6.939806187,3.058079905,0.430421831,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Jake Parpet,,Kcl merchants 2025,2022-11,,Other,Other,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,-1
158,06/14/25,9:11:37 PM,4.0,2.0,Logan Lynch,,Left,Kcl merchants 2025,Zach Pomatto,,Left,Kcl bobcats 2025,Stretch,7,Top,2.0,1,0,Fastball,,StrikeCalled,,,,,,,87.98865256,0.257732329,1.979823887,2232.514882,139.3076328,10:45,5.028996867,-0.200280892,6.000000192,-25.95668486,10.82252785,-6.47733827,3.105619174,-1.100709378,78.69221289,-4.668374472,0.748565286,0.43648843,,,,,,,,,,,,4.189201815,5.768461425,0.042694517,50.0,5.035001676,-4.212193929,-127.8100445,-0.250112178,6.771023226,31.95766632,-22.8504629,KCL Merchants 2025,KCL BobCats 2025,,,,6382e2ae-c12c-448b-afb8-e001b164724d,2f041e9a-49fd-4db2-8921-af31411b23a7,88.2434955,5.027901992,-0.205773374,0.269644999,2.046526793,78.89922427,3.107276442,1.104826117,-4.641056244,0.81365928,0.436300939,-7.106865951,9.355276235,59.71325751,75.08281488,1125.919372,1927.804002,50.43278235,-0.382392048,0.863512273,0.32882043,,,,,,,,,,,,,,,,,0.916237778,0.0,,,medium,high,22.42546661,-29.19946145,54.66700175,Jake Parpet,,Kcl merchants 2025,2022-11,,Other,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.27715951245364,-1
159,06/14/25,9:11:48 PM,4.0,3.0,Logan Lynch,,Left,Kcl merchants 2025,Zach Pomatto,,Left,Kcl bobcats 2025,Stretch,7,Top,2.0,1,1,Fastball,,BallCalled,,,,,,,88.83818224,1.865958998,0.634136238,2431.297719,135.2449749,10:30,4.497768848,-1.372713506,6.000000192,-27.89441817,8.224469921,-5.880930351,3.908164002,1.273404787,79.23329087,-3.437961849,-0.485102836,0.432552383,,,,,,,,,,,,3.405104553,3.801555171,1.324453371,50.0,4.6337184,-1.239580363,-129.0350757,3.309441096,5.602576673,32.88250576,-25.9191743,KCL Merchants 2025,KCL BobCats 2025,,,,6382e2ae-c12c-448b-afb8-e001b164724d,a9efd1e6-ec5a-40b2-86f0-3c7660e0ef29,89.09909476,4.495649892,-1.378601201,1.889831976,0.704863943,79.44248129,3.910714411,-1.268881458,-3.398400167,-0.417042409,0.432357922,-6.544912431,6.625605158,67.17722558,75.93815456,943.0565641,2240.94911,38.78819763,-0.275444156,0.92170905,0.273098781,,,,,,,,,,,,,,,,,0.986125135,0.0,,,medium,high,21.6556609,-33.15492459,54.66700175,Jake Parpet,,Kcl merchants 2025,2022-11,,Other,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,102.68680445151034,-1
160,06/14/25,9:12:03 PM,4.0,4.0,Logan Lynch,,Left,Kcl merchants 2025,Zach Pomatto,,Left,Kcl bobcats 2025,Stretch,7,Top,2.0,2,1,Fastball,,StrikeSwinging,,,,,,,89.3387627,-1.459736486,3.194264102,2389.200598,139.1095336,10:45,5.281055813,-1.414313477,6.000000192,-25.22269804,10.51528234,-5.271505115,1.820089207,-1.118202796,80.126096,-6.228328805,2.194305874,0.430265501,,,,,,,,,,,,3.947421108,6.190665191,1.156905122,50.0,5.147354803,-7.063421757,-129.6140787,-4.122007989,6.56756512,32.64310964,-21.87426254,KCL Merchants 2025,KCL BobCats 2025,,,,6382e2ae-c12c-448b-afb8-e001b164724d,0ffe1e54-1a80-4d36-b858-3b98b4f7bbef,89.59508823,5.27982308,-1.419463042,-1.446383002,3.255633621,80.33171706,1.821828304,1.122058177,-6.20071499,2.252962005,0.430079627,-5.850056097,9.11039772,63.34740432,92.60492176,1071.746876,2135.330919,44.85796951,-0.339109384,0.893742836,0.293647013,,,,,,,,,,,,,,,,,0.616524837,0.0,,,medium,high,6.655570415,42.75283316,54.66700175,Jake Parpet,,Kcl merchants 2025,2022-11,,Other,Other,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,91.27715951245364,-2
161,06/14/25,9:12:16 PM,4.0,5.0,Logan Lynch,,Left,Kcl merchants 2025,Zach Pomatto,,Left,Kcl bobcats 2025,Stretch,7,Top,2.0,2,2,Curveball,,StrikeCalled,Strikeout,,StrikeoutLooking,1.0,0.0,,78.73531003,0.174317718,1.790100005,,,,6.063282024,-1.233587126,6.000000192,,,,2.60660969,-0.430662039,70.78869763,-8.035922543,1.790100005,,,,,,,,,,,,,,,,,,,,,,,,KCL Merchants 2025,KCL BobCats 2025,,,,6382e2ae-c12c-448b-afb8-e001b164724d,ff071a3c-6ca4-43bb-a882-bf139ea3eef8,78.94861222,6.055864626,-1.233587126,0.261462251,1.790100005,70.94485792,2.613297527,0.430662039,-7.934854294,1.790100005,0.48794087,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Jake Parpet,,Kcl merchants 2025,2022-11,,Curveball,Breaking,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,-2
