PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,RunValue,ff_diff,ivb_diff,hb_diff,PitchType_Changeup,PitchType_Fastball,PitchType_Slider,PitchType_Splitter,PitchType_Curveball,PitchType_Cutter,PitchType_Knuckleball,PitchType_Sinker,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Stuff+,xBA,xWOBA,Good Swing Decision
59,07/17/2025,5:26:29 PM,1,2,Devan Tupper,,Right,Kcl groundsloths 2025,Sam Mitre,,Right,Kcl bobcats 2025,Stretch,2,Bottom,0,1,0,Slider,,StrikeCalled,,,,,,,75.44573595772977,1.2405045266485295,-2.7008970688080733,1914.0580752339229,322.0229535039272,4:45,5.4653103409686805,3.2770551233460075,6.000000192000004,-50.087252686124096,0.1105334431501532,1.5927644337722355,2.445752002909267,-0.8977278627714382,67.8120613358146,-8.230826169614197,-2.3982149708052662,0.509933805955673,,,,,,,,,,,,-1.812777217764849,-0.3768249093952925,-3.0578105150460138,49.99999999999996,5.537588727268179,5.121981150726498,-109.49337156651475,1.0115736826160722,-2.145617312156217,23.842162718835823,-32.62006249995704,KCL BobCats 2025,KCL GroundSloths 2025,,,,a0983048-7355-4c9d-9800-6f5ddc851d07,72be0c9a-54ea-4ee2-8a4a-81ccf62081ea,75.64351215288153,5.456137339612282,3.283697243824993,1.3480941625843443,-2.780523521304329,67.9483139632031,2.453805836914964,0.8929273092486437,-8.108788093469606,-2.4709091028929566,0.5097388322106327,2.3455393894416687,-2.811726139539213,-77.73316948251178,28.817502403021205,406.6697953240078,-1870.3577179083468,21.24647107556062,0.1674768662794046,-0.9771687401280992,-0.1307392541576318,,,,,,,,,,,,,,,,,0.997300029041097,0.0,,,medium,high,64.06424783728092,34.95181644639796,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,8.85838157509194,12.77415371095109,13.75391690223642,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,60.15337,0.0,,-2
60,07/17/2025,5:26:41 PM,1,2,Devan Tupper,,Right,Kcl groundsloths 2025,Sam Mitre,,Right,Kcl bobcats 2025,Stretch,2,Bottom,0,1,0,Fastball,,BallCalled,,,,,,,84.8511852898669,-0.8195603173026962,-7.231001036976006,1660.1366096826869,234.66517049778815,1:45,4.962846177140097,4.642121432169382,6.000000192000004,-26.470896157973726,13.49265509718007,14.685199209439649,1.989084991189671,0.890467616900869,76.04783174525451,-5.8104099571148256,-4.474449860789036,0.4549917890453054,,,,,,,,,,,,-10.33865734357042,7.566386262130303,-4.058499212546987,49.999999999999964,4.880186545868349,15.078054953532757,-122.37611896269334,-2.573827668062169,-15.397936603741735,28.177254035272554,-20.90501027925095,KCL BobCats 2025,KCL GroundSloths 2025,,,,a0983048-7355-4c9d-9800-6f5ddc851d07,3546b9ba-01cf-4b00-a225-b2168abe2206,85.08961618245753,4.961946569956843,4.649713156773202,-0.8100717010975045,-7.319829486327345,76.23493635266836,1.9905434842682173,-0.8962775323842895,-5.786778253686541,-4.562066398884264,0.4548088093049051,15.531205790305554,12.15015829742242,-20.90519421681205,7.0163750782229934,1550.8533507828429,-592.3744146858098,93.41721288100908,-0.5402818501954182,-0.3568226923199015,-0.7620846990951811,,,,,,,,,,,,,,,,,0.9970797595584416,0.0,,,medium,high,96.3147375704007,11.618182104427689,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,108.26494,0.0,,-2
61,07/17/2025,5:26:52 PM,1,3,Devan Tupper,,Right,Kcl groundsloths 2025,Sam Mitre,,Right,Kcl bobcats 2025,Stretch,2,Bottom,0,2,0,Changeup,,Foul,,,,,,,76.38309827322593,0.3915430856677161,-5.9042832943397565,1938.8985739332843,297.5418192534557,4:00,5.662132846092718,4.961085990475242,6.000000192000004,-46.66016807092019,2.675760084339288,2.801202627742652,2.139629396261438,0.312390673740028,68.69550752174314,-8.390160181438624,-5.376236761304173,0.505537264285846,,,,,,,,,,,,-3.5878099628045845,1.3111362717945376,-4.480062542303635,50.00000000000005,5.667263562811806,11.3419410768152,-110.41672029099438,-0.5216741024828252,-4.32146764319545,24.12292742950965,-30.59480402028701,KCL BobCats 2025,KCL GroundSloths 2025,,,,a0983048-7355-4c9d-9800-6f5ddc851d07,9d6a35f6-2f85-4030-88bf-4251ab24c671,76.59051493192082,5.654532868318083,4.967842195370178,0.480779962459104,-5.985105705301091,68.84511053467419,2.146593100194687,-0.3173884642347518,-8.284393306399203,-5.451290625456816,0.5053403836257131,3.571318373951456,-0.0013246108447013,-77.42276083325291,44.71357277313695,422.2058827153385,-1892.3714943427688,21.77555280051829,0.1006892644190119,-0.9760033452930292,-0.193078072311628,,,,,,,,,,,,,,,,,0.9969182244483298,0.0,,,medium,high,49.757784504176726,41.28219533367951,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92.82813,0.0,,-2
62,07/17/2025,5:27:11 PM,1,4,Devan Tupper,,Right,Kcl groundsloths 2025,Sam Mitre,,Right,Kcl bobcats 2025,Stretch,2,Bottom,0,2,1,Fastball,,InPlay,,Popup,Out,1.0,0.0,,85.48240753899108,0.3849009697251747,-1.7364173094254087,1700.9425801655902,236.7773206460034,2:00,5.57678647933571,0.9581100291885988,6.000000192000004,-26.901749357395733,12.342512237978074,14.737570566476345,3.740957234597537,-0.077713854380941,76.24150115843638,-4.395554027057124,-1.408408722658052,0.4492386856952004,,,,,,,,,,,,-8.502837533258676,6.344519737210197,-0.8250664587940483,50.00000000000004,5.592554558830843,3.313578438563697,-124.1847213844262,0.0007324118331593,-12.9739797143118,30.18085169820029,-22.493320059456924,KCL BobCats 2025,KCL GroundSloths 2025,,,,a0983048-7355-4c9d-9800-6f5ddc851d07,f6d171ab-ed68-44c2-aac3-e0ad512624fd,85.72003628337717,5.575645089480769,0.9658286185446012,0.3973196022523995,-1.829230407351729,76.43074332660787,3.742593955354992,0.0715990532631014,-4.369705281759657,-1.5006029818381772,0.4490493668973379,15.617603167637483,10.871634371222545,-24.15559884371476,0.7904943510529638,1552.0038109326615,-696.0530381162563,91.24375090789782,-0.4999193983837459,-0.4092160700971423,-0.7632973228656603,,,,,,,,,,,,,,,,,0.9976169965190016,0.0,,,medium,high,89.28855508405232,10.068988910160702,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,91.8298,0.0,0.0,-2
63,07/17/2025,5:27:43 PM,2,2,Devan Tupper,,Right,Kcl groundsloths 2025,Zayn Giles,,Right,Kcl bobcats 2025,Stretch,2,Bottom,1,0,1,Fastball,,StrikeCalled,,,,,,,84.51375754482052,-1.7243134954334,-5.472860563005552,1718.9473434856989,234.9707762593746,1:45,5.440272625894267,3.73313074042926,6.000000192000004,-26.33329398957216,13.720714187151088,15.915199364065865,1.6354403114958402,0.0425707318498472,75.91081619905138,-6.693000718300442,-2.467901454110685,0.4555064316627366,,,,,,,,,,,,-10.424342337374402,7.992256027610629,-3.295213717411097,50.0,5.2838565452019495,11.227956853598291,-122.25977721958148,-4.501296870957249,-15.48870706693163,28.22805086878717,-20.298987504456846,KCL BobCats 2025,KCL GroundSloths 2025,,,,a0983048-7355-4c9d-9800-6f5ddc851d07,e9791476-6711-4db3-ae70-253b93c70c81,84.74306547520727,5.439190276641759,3.7407355210927,-1.7124573725883474,-5.562500880308013,76.09085527658002,1.6370193809206772,-0.0484508947201743,-6.667884299594231,-2.5569834342883464,0.4553260034280663,16.76244310880426,12.332671824527608,-9.385121369834268,14.883338945886027,1695.938443893952,-280.3083377266937,98.66145407659263,-0.5663109950575673,-0.1630697640558794,-0.8078985758915952,,,,,,,,,,,,,,,,,0.9966674400468084,0.0,,,medium,high,103.39500505129742,-23.01214114195934,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,123.01318,0.0,,-2
64,07/17/2025,5:27:55 PM,2,2,Devan Tupper,,Right,Kcl groundsloths 2025,Zayn Giles,,Right,Kcl bobcats 2025,Stretch,2,Bottom,1,0,1,Fastball,,BallCalled,,,,,,,83.58189923521321,-0.8245472916300723,-5.58024964752812,1698.5793403118016,237.92599038953009,2:00,4.912104542129308,4.564983136806394,6.000000192000004,-28.095380975699044,12.860281112242616,16.248677288120895,1.8007915372542855,-0.7163303475447454,74.97280498299192,-6.131850895104738,-2.5122022446267214,0.4606048408578569,,,,,,,,,,,,-10.649320358984374,7.229215317132431,-4.118426672544717,49.99999999999999,4.828323954222263,11.3245574022449,-120.92817454969014,-2.596756955370982,-15.472854931786504,27.71852850006705,-21.67041216107546,KCL BobCats 2025,KCL GroundSloths 2025,,,,a0983048-7355-4c9d-9800-6f5ddc851d07,a52aa1fe-f0c8-4b9d-a6c9-ca59ddb944e3,83.80942867531321,4.910621557673751,4.572856893310368,-0.8079509917113039,-5.673981742029265,75.1516015578824,1.8027429135870057,0.7101082229197279,-6.101215083170353,-2.605932865320342,0.4604226118258828,17.135043431861515,11.379603731275642,-12.609719791126077,18.29637012639048,1657.6091669159052,-370.8148123935101,97.58797411321537,-0.5182060539176108,-0.2183087970005811,-0.8269242739424798,,,,,,,,,,,,,,,,,0.9973000505612865,0.0,,,medium,high,106.46673311375145,0.6761206922214532,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,104.3485,0.0,,-2
65,07/17/2025,5:28:10 PM,2,3,Devan Tupper,,Right,Kcl groundsloths 2025,Zayn Giles,,Right,Kcl bobcats 2025,Stretch,2,Bottom,1,1,1,Slider,,BallCalled,,,,,,,77.5679296459708,-1.1559127818191508,-5.062010205509672,1875.264202461358,290.49346003872074,3:45,5.240356825248522,2.772731739681264,6.000000192000004,-45.63044469829448,2.091845626875454,4.181226127193858,0.3591688062660818,1.5957119189562203,69.9932986058285,-9.724376033634304,-4.271410020123566,0.4972011926029627,,,,,,,,,,,,-4.037743315644914,1.538238378317584,-2.361745306600884,50.00000000000006,5.119482354403724,9.827944203168936,-112.26764267410007,-3.547126800030652,-5.02786220646886,24.93705216476813,-30.25861068801061,KCL BobCats 2025,KCL GroundSloths 2025,,,,a0983048-7355-4c9d-9800-6f5ddc851d07,063e2eb8-b091-4a56-9233-35c38affcefb,77.77014845068395,5.232814535076858,2.7798522911953403,-1.0681308861288428,-5.146422840104735,70.13842149672082,0.3659676925600596,-1.6009540631542,-9.622060262185386,-4.350161882023461,0.4970100011815813,4.981815833414084,-0.5040540782785349,-72.40584388831577,24.99115250001884,566.8410942186761,-1787.5421681566022,30.22726576205501,0.1058257975670486,-0.9532215065004616,-0.2831424731725855,,,,,,,,,,,,,,,,,0.9978140976327644,0.0,,,medium,high,67.50796274998307,32.85364767370841,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,6.7361878868508995,10.79284152722579,11.165455208814796,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95.83447,0.0,,-1
66,07/17/2025,5:28:25 PM,2,4,Devan Tupper,,Right,Kcl groundsloths 2025,Zayn Giles,,Right,Kcl bobcats 2025,Stretch,2,Bottom,1,2,1,Fastball,,InPlay,,LineDrive,Single,0.0,0.0,,84.84106853719983,-0.0780322590719696,-5.423757468773766,1722.6430720189585,236.86429819829155,2:00,5.236829105580126,3.921387987156769,6.000000192000004,-26.93185380358246,12.812334644600863,15.301676987960246,2.919658953643297,-0.14061091068336,75.9562111454257,-5.1728649829957485,-2.5329762961009843,0.4537413293920453,85.60158227368602,14.680448850232844,-24.642450655436782,634.0829494011604,-45.92663136057486,99.9537119450186,20.341091336943865,228.773732583291,,-25.243964987905088,2.4424517599305258,-10.096948283167926,6.954826348430961,-3.487142612303549,50.00000000000004,5.214834998069949,11.189629215713571,-122.78919851028807,-0.9929884984492304,-15.11495429011666,28.730082098310927,-21.76279666045259,KCL BobCats 2025,KCL GroundSloths 2025,,,,a0983048-7355-4c9d-9800-6f5ddc851d07,89b41456-7dfd-4286-8655-80df529847b8,85.07879400697632,5.235763251240772,3.929405621310292,-0.0667359687801041,-5.517960786010424,76.1409681412334,2.92124508133803,0.1345435854970929,-5.147455877234211,-2.6252573519545224,0.4535570905192757,16.19291864607551,11.387888067419675,-20.5427811932054,10.274676474038284,1613.1009514432255,-604.4869510815557,93.64104367555676,-0.5118642773832961,-0.3509066741104352,-0.7841297517653752,-34.52676156709185,75.26560647879927,21.693826421965248,-0.2419670088029773,2.0425086390341667,3.0003766397821168,-97.56592769926245,206.9258574279044,-18.41186909752371,33.052013779990936,0.4989558653631445,0.8853185834866416,0.4381017942551009,0.1558134256207335,,,0.9968249642927752,0.0,0.9970395459179492,47.432907429994906,medium,high,99.24720882663446,-5.750657066814931,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.891,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,120.47603,0.9166666666666666,0.83295,-1
67,07/17/2025,5:29:02 PM,3,1,Devan Tupper,,Right,Kcl groundsloths 2025,Jake Zimmerman,,Right,Kcl bobcats 2025,Stretch,2,Bottom,1,0,0,Fastball,,StrikeCalled,,,,,,,85.43141664872381,-0.8988767624634516,-7.312055893019886,1701.44541398983,236.9220048462876,2:00,5.530370195477266,3.978339627472941,6.000000192000004,-26.345844471578864,13.081739368948844,15.702917192018116,2.4925540376718907,1.545997964483884,76.57101046556143,-5.866170585635917,-4.364854768410621,0.4519304503591844,,,,,,,,,,,,-10.908755084455462,7.369379062200576,-3.3886005962980152,49.999999999999936,5.4412519843103,15.324099127236185,-123.19072297765555,-2.759604422637479,-16.469104275058772,28.484723315568484,-21.04839214129677,KCL BobCats 2025,KCL GroundSloths 2025,,,,a0983048-7355-4c9d-9800-6f5ddc851d07,f99fd7c7-d282-4c76-8eef-148d36011acf,85.66734775832172,5.529321429006994,3.986149068360567,-0.8874635542032837,-7.404103181159495,76.75575766586735,2.494103984726609,-1.5520342629424977,-5.841226912143352,-4.455909926756157,0.4517532228574793,16.58046515387984,11.753251102129791,-16.586469903877653,11.39249680343753,1630.6482886986144,-485.698111331828,95.83900108054604,-0.5230702812275709,-0.2854620591047249,-0.8030621979076094,,,,,,,,,,,,,,,,,0.987970423846968,0.0,,,medium,high,100.2532471230938,-18.729022730297853,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,131.88515,0.0,,-1
68,07/17/2025,5:29:18 PM,3,2,Devan Tupper,,Right,Kcl groundsloths 2025,Jake Zimmerman,,Right,Kcl bobcats 2025,Stretch,2,Bottom,1,0,1,Slider,,StrikeSwinging,,,,,,,76.63768029237136,0.6501468998228884,-5.550457557653481,1899.6756405731032,319.83040547781803,4:45,5.463597564322477,4.095561050431213,6.000000192000004,-48.13001104444117,0.8529724767830373,1.8899721992519785,2.0598779730366257,0.92169908372766,68.90227749324693,-8.415434865815515,-5.193734791953677,0.5037257353460807,,,,,,,,,,,,-2.9812729525967065,0.2322071272666667,-3.643121715696095,50.00000000000003,5.489041723180809,10.71952059435217,-110.84356391875798,-0.0612144242155701,-3.616154584029063,24.43705523757713,-31.89239242777898,KCL BobCats 2025,KCL GroundSloths 2025,,,,a0983048-7355-4c9d-9800-6f5ddc851d07,87fa4119-155f-4d2b-9cb8-08a67562ca5d,76.83873145304513,5.455262267626006,4.101913458004616,0.7492061103484555,-5.627261257630956,69.04578988001674,2.0671726437465106,-0.926261113595388,-8.300171915037453,-5.265269074966895,0.503539957335837,2.6237716223822938,-1.932606571927033,-76.47440542234689,22.508288613739648,444.29556123229554,-1846.989169880568,23.38796959560203,0.1787164683026262,-0.97226554388167,-0.1508646285181416,,,,,,,,,,,,,,,,,0.997500445448143,0.0,,,medium,high,69.7425402476343,24.676501107358234,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,7.66643724045035,12.031714677318206,13.456709136756675,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,64.13684,0.0,,-1
69,07/17/2025,5:29:47 PM,3,3,Devan Tupper,,Right,Kcl groundsloths 2025,Jake Zimmerman,,Right,Kcl bobcats 2025,Stretch,2,Bottom,1,0,2,Fastball,,BallCalled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KCL BobCats 2025,KCL GroundSloths 2025,,,,a0983048-7355-4c9d-9800-6f5ddc851d07,95fc4a2f-d9f1-46d6-8585-67b53d9efa69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will Vogel,,Kcl groundsloths 2025,2019-02,0.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,189.71344,0.0,,-1
70,07/17/2025,5:29:52 PM,3,4,Devan Tupper,,Right,Kcl groundsloths 2025,Jake Zimmerman,,Right,Kcl bobcats 2025,Stretch,2,Bottom,1,1,2,Slider,,StrikeSwinging,Strikeout,Throwdown,StrikeoutSwinging,2.0,0.0,,75.97468575110904,-0.2990269540842856,-4.282950661095812,1817.640302115837,282.3972827709953,3:30,5.562064011945939,3.858023077366724,6.000000192000004,-46.70396165807076,2.8991264484015105,4.18574597351852,1.391372444412303,-0.2188572333903476,68.47478779799111,-9.094352331017264,-3.4899938905865926,0.506904188642077,,,,,,,,,,,,-3.7623735495648662,1.6741214722649145,-3.510922660586836,49.99999999999995,5.510673935328307,8.131479408393245,-110.10692111455268,-1.8544279000915824,-4.507635219754244,23.936543789673784,-30.16831336360897,KCL BobCats 2025,KCL GroundSloths 2025,,,,a0983048-7355-4c9d-9800-6f5ddc851d07,3c4b091b-3f24-47cc-a6a5-c4c19ae73f00,76.17685321886695,5.554655929354306,3.86514436126472,-0.211991105892935,-4.368388893830352,68.62029419148166,1.3981727571427012,0.2135718539493004,-8.991070165981025,-3.5700459253816126,0.5067068268920664,4.995187079632966,0.2401973322071445,-73.79809674820974,36.64031704864876,507.1634388472834,-1745.4516648055164,27.902299385467867,0.0599031699386029,-0.960284420836021,-0.2725168643055598,,,,,,,,,,,,,,,,,0.9969447228830663,0.0,,,medium,high,57.023714656216114,24.29313723680681,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,8.329431781712671,9.985560705699733,11.160935362490134,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,88.8008,0.0,0.0,-2
71,07/17/2025,5:32:11 PM,1,1,Miles Woolsey,,Right,Kcl bobcats 2025,Cameron Heinold,,Right,Kcl groundsloths 2025,Windup,3,Top,0,0,0,Slider,,InPlay,,Popup,Out,1.0,0.0,,74.3293644900967,0.3939472282618741,-4.212196384386223,2263.849838634412,66.5365300844477,8:15,5.104808585847865,4.05766694146915,6.000000192000004,-49.09326935683122,2.857626949914092,-6.253547239345018,1.3808320962159433,0.385318733121215,66.9391758763332,-8.85135978962971,-5.395720940718516,0.518761867307511,,,,,,,,,,,,1.8801602147978191,1.4070411284113908,-3.7103431917851033,50.00000000000005,5.108709449064873,8.099811607341389,-107.71004276082289,-0.5686554867368143,2.149254029645985,23.403728796616456,-30.565628776265434,KCL BobCats 2025,KCL GroundSloths 2025,,,,a0983048-7355-4c9d-9800-6f5ddc851d07,631c5db3-9bff-473e-9b4e-cca6277b931d,74.5278102859392,5.09565948750838,4.060903466343592,0.5013436018981089,-4.251148838171164,67.07905750051677,1.3889216667578466,-0.3874783222814467,-8.728537132951846,-5.4282612469160645,0.5185562960455767,-5.881496288930643,-0.2188492325304474,-77.78608702421137,33.33391542211625,478.9448747109764,-2212.606584748663,21.15621215406597,0.0842364835430279,-0.97736455262569,0.1940689210334567,,,,,,,,,,,,,,,,,0.9943939823944002,0.0,,,medium,high,59.999476120095366,-2.917519724498915,54.667001749344,Ryan Theile,,Kcl bobcats 2025,2022-11,0.0,11.489835845960684,16.0796407918717,18.9930053460008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,99.10954,0.0,0.0,-2
72,07/17/2025,5:32:49 PM,2,1,Miles Woolsey,,Right,Kcl bobcats 2025,Lucas Rink,,Left,Kcl groundsloths 2025,Windup,3,Top,1,0,0,Changeup,,InPlay,,Popup,Out,1.0,0.0,,77.68365230805006,-0.1971540766655291,-6.2405351874963095,1862.0223545753029,226.6289830891979,1:30,5.003568549986292,4.854852505735437,6.000000192000004,-30.461414523582363,17.015872584092527,15.745810085483814,2.2807904725768102,-0.3440451339659084,69.68727740143453,-5.946422379134894,-3.274386163591304,0.4959232505500646,,,,,,,,,,,,-10.58153424176436,9.263737968780084,-4.353650844557629,50.00000000000006,4.969735589117699,11.836085102842311,-112.27815678448782,-1.2429660887375449,-13.265361914299143,23.72972074132174,-20.56072074091825,KCL BobCats 2025,KCL GroundSloths 2025,,,,a0983048-7355-4c9d-9800-6f5ddc851d07,3db6785e-1ad2-4e3e-88f4-94a3289ecfcb,77.90787957456345,5.002249361282724,4.861396091410546,-0.1826509804485593,-6.31885625399834,69.86516127472314,2.282771882795877,0.338766762122657,-5.914996775251266,-3.3540704639726444,0.4957151275162331,16.48801735234305,15.36737027006518,6.2611636448125365,65.21213487910647,1850.9155911520995,203.0731970699951,99.40351073681192,-0.6826236744911981,0.1090605580384199,-0.7225861289178497,,,,,,,,,,,,,,,,,0.9976401941553844,0.0,,,medium,high,31.309078608804157,28.552746583571228,54.667001749344,Ryan Theile,,Kcl bobcats 2025,2022-11,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,107.453926,0.0,0.0,-1
73,07/17/2025,5:33:25 PM,3,1,Miles Woolsey,,Right,Kcl bobcats 2025,Drew Wichtowski,,Right,Kcl groundsloths 2025,Windup,3,Top,2,0,0,Fastball,,StrikeCalled,,,,,,,84.56856632432302,-1.2647886293772257,-8.22318666583581,1962.2149061069545,218.14182173112445,1:15,5.475834250155177,5.58750511956264,6.000000192000004,-21.34334659901342,19.055385270923505,12.713965588015656,2.509331036388256,1.048486501671276,75.76825538012068,-5.282781701408112,-5.84873749622587,0.4574623838542863,,,,,,,,,,,,-9.58290355601,10.716850482623688,-4.920436342867335,49.999999999999964,5.359327816037615,17.196854269835523,-121.6726592913038,-3.36341300865247,-14.121775727028044,27.652545988483563,-16.38124126531214,KCL BobCats 2025,KCL GroundSloths 2025,,,,a0983048-7355-4c9d-9800-6f5ddc851d07,5de79a5b-220e-4269-b5ad-41ce904ee79d,84.81351741898958,5.47721150230436,5.593661486994251,-1.282246475279796,-8.295731238336916,75.96808902823712,2.5090374769729538,-1.053322387875463,-5.285374731443029,-5.921600410123327,0.4572722234998452,13.4081768681851,17.98897884196136,-13.929159025938842,86.77368533691633,1904.5142073724464,-472.3483583805786,97.05940982534952,-0.7633571376594207,-0.2407220314709159,-0.5994487333783697,,,,,,,,,,,,,,,,,0.9977761251659968,0.0,,,medium,high,11.903683196775289,-39.54055689096089,54.667001749344,Ryan Theile,,Kcl bobcats 2025,2022-11,0.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,115.19592,0.0,,-1
