PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,RunValue,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,ff_diff,ivb_diff,hb_diff,Stuff+,xBA,xWOBA,Good Swing Decision,PitchType_Changeup,PitchType_Curveball,PitchType_Cutter,PitchType_Fastball,PitchType_Sinker,PitchType_Slider,PitchType_Knuckleball,PitchType_Splitter
11,07/13/2025,7:43:03 PM,4,1,Thomas Mickels,,Right,Kcl merchants 2025,Cal Darling,,Right,Kcl bluecaps 2025,Stretch,1,Top,1,0,0,Slider,,BallCalled,,,,,,,73.22194442040058,-2.169514271835133,-2.144293054682109,1665.9687540174532,157.02865090668493,11:15,5.995039709755939,2.1201816152077124,6.000000192000004,-40.53740924134783,12.647987261055782,-5.597731244665844,0.5982114889900719,0.3401193675019371,66.28717600140355,-9.770251608236876,-3.206527677130668,0.5248893041432077,,,,,,,,,,,,2.29054706369833,7.59324698159947,-1.942201882417585,50.00000000000002,5.794682197509795,4.12725855719869,-106.27571730563844,-5.100924113065543,2.5603262143827097,22.059805401107987,-23.686474889376363,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,7ce386ca-c39e-44ba-8089-e551e74ecf06,73.43508682649505,5.990207963185441,2.12165290767394,-2.113424619155059,-2.1621272104701075,66.45093052930628,0.6031709566270659,-0.3410375619672368,-9.69537904132485,-3.220259237421242,0.5246538066815654,-5.427224505367867,10.175780721118349,-62.739510471487776,23.02790971448905,763.0747590030272,-1480.935110507863,45.80366571479125,-0.4217144072594849,-0.888933304983431,0.1787583228860008,,,,,,,,,,,,,,,,,0.9938288888706164,0.0,,,medium,high,69.27488125695987,-28.54434370394082,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,112.91305,0.0,,-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12,07/13/2025,7:43:17 PM,4,2,Thomas Mickels,,Right,Kcl merchants 2025,Cal Darling,,Right,Kcl bluecaps 2025,Stretch,1,Top,1,1,0,Slider,,Foul,,,,,,,70.60233309175047,-0.0052628113431839,-2.612035947576949,1607.6611593951532,138.49676405958604,10:30,6.450164734323858,2.77388664475869,6.000000192000004,-45.15401000250268,12.097722281303732,-8.227821017836062,2.6824340655381627,0.3410580117228767,63.678068331389056,-8.514246008767495,-4.172609215919556,0.5445852048122398,,,,,,,,,,,,3.541002477476938,6.551911236476515,-2.556227783218133,49.999999999999964,6.423672492884918,4.885651991716174,-102.50023077299166,-1.159522852416506,3.675369692517795,20.7903587009908,-25.37351890583772,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,dcbd5b2b-7988-42ff-964c-e8ee2811674c,70.81451608616186,6.444189309109037,2.774469403408656,0.0639185234058312,-2.619181437231722,63.83655764247559,2.6883535386054063,-0.3412413123609903,-8.424528017911095,-4.175194859248415,0.544335736656298,-8.157155748765806,9.254356168830183,-59.82010681081837,74.9614342075414,808.197964189467,-1389.7447442274315,50.271660758012814,-0.3764936652516656,-0.8644512782471476,0.3331313668243193,,,,,,,,,,,,,,,,,0.9966178235640504,0.0,,,medium,high,22.53470921321272,48.390169689476345,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,106.23454,0.0,,-2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13,07/13/2025,7:43:43 PM,4,3,Thomas Mickels,,Right,Kcl merchants 2025,Cal Darling,,Right,Kcl bluecaps 2025,Stretch,1,Top,1,1,1,Sinker,,Foul,,,,,,,82.07010296958369,-2.2731915370370817,-6.587045531385036,1817.7771418506072,200.89385278113232,12:45,6.266517185616973,4.011670204475669,6.000000192000004,-24.201412926368,19.413711236884573,5.374832684805322,2.2014291465093017,1.4022987941533538,72.80634191080956,-6.791636216507001,-3.616978304287016,0.4703178728402303,,,,,,,,,,,,-5.153120326465026,11.42313881272319,-3.475910035825581,50.000000000000064,6.066698490395361,13.5153045912994,-118.43664340163008,-5.412119302033161,-7.180902526832824,26.61520744600826,-16.255840584869123,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,0c5d8753-3e48-4fa3-a0d9-edd005849519,82.31641366627119,6.267678328371722,4.015328098864672,-2.288308737582924,-6.6303591129868895,73.00399734527474,2.201660541959477,-1.4050651406373609,-6.786410093548748,-3.660712822150344,0.4701075406846212,5.798838368654352,18.07029487623117,-33.766368246571965,74.90011314662308,1511.1378795374665,-1010.3346210348196,83.13108602515689,-0.7766461384352417,-0.5558077488015047,-0.2964768490554208,,,,,,,,,,,,,,,,,0.9978334521461608,0.0,,,medium,high,22.589898168039262,68.56391191687474,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,117.05107,0.0,,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
14,07/13/2025,7:44:04 PM,4,4,Thomas Mickels,,Right,Kcl merchants 2025,Cal Darling,,Right,Kcl bluecaps 2025,Stretch,1,Top,1,1,2,Slider,,Foul,,,,,,,73.17055518385554,-0.984681263627644,-4.296066654797338,1634.1449220113943,158.88244656598923,11:15,5.898275841150432,2.9373060330681287,6.000000192000004,-40.775272714396685,12.704867680473336,-4.664001382436068,1.5825107948883783,1.4515972960397712,66.0221638489266,-8.644864453691556,-5.177518255326919,0.5263417156865224,,,,,,,,,,,,1.0276839256172277,7.221319238181064,-2.5840211990592814,49.99999999999997,5.79428790088682,8.087986375209876,-106.0290440506888,-2.9023530993673976,1.1420713634427524,22.14851996688236,-24.14895383172757,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,738309b0-e001-4633-a991-fc1bbe782417,73.39073993066235,5.893555352506075,2.9392030751884985,-0.9303284875063909,-4.318818591977555,66.19130502388,1.5874155464838755,-1.4528496483293871,-8.570655292953369,-5.19613596546615,0.5260999977713035,-4.44660847907254,10.182541258534563,-64.98986618257189,23.24485316111413,690.8814095140699,-1480.9161029995853,42.27785432051495,-0.394386089364434,-0.9062330293061116,0.1523197594223976,,,,,,,,,,,,,,,,,0.9865652668989796,0.0,,,medium,high,69.07963215499728,-36.37677762625756,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,94.53471,0.0,,-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15,07/13/2025,7:44:32 PM,4,5,Thomas Mickels,,Right,Kcl merchants 2025,Cal Darling,,Right,Kcl bluecaps 2025,Stretch,1,Top,1,1,2,Slider,,StrikeCalled,Strikeout,,StrikeoutLooking,1.0,0.0,,68.71699869122008,0.2938296447302996,-3.68884766528392,1488.4014664729823,140.18123558402797,10:45,6.416254733847227,2.296295368903732,6.000000192000004,-49.37375809680034,11.215342352255512,-6.72515734231152,2.575427455087987,1.6972710104351625,62.03320122146038,-8.997231507794767,-4.961943677503672,0.5602331132961119,,,,,,,,,,,,2.3450309849369804,5.969680103978278,-1.9915258453378744,49.99999999999997,6.411750921553435,6.591426087248204,-99.65544082256264,-0.7100815250939937,2.299677103543388,19.722140180456364,-26.319825595451626,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,9597b006-740d-4b40-a0db-2ebeb512ec07,68.924136809297,6.40939046678947,2.298116311048735,0.3734444524036876,-3.710758588884262,62.185404469904846,2.5821438415802787,-1.6984011133281782,-8.895275585337926,-4.97888988187,0.5599784701908377,-6.515181614091392,8.127374023140112,-65.74942886269433,53.06153531845568,611.3280561229307,-1357.061875227465,41.07279318741705,-0.3154693822657109,-0.9117579536139878,0.2630142636332181,,,,,,,,,,,,,,,,,0.9964197583733276,0.0,,,medium,high,42.24461821338988,-63.272197348594695,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,70.410126,0.0,0.0,-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16,07/13/2025,7:45:02 PM,5,1,Thomas Mickels,,Right,Kcl merchants 2025,Trey Blanchette,,Right,Kcl bluecaps 2025,Stretch,1,Top,2,0,0,Sinker,,BallCalled,,,,,,,82.09934602299694,-0.2112202165914611,-2.835005720555232,1809.98601508387,198.47804839302145,12:30,6.222233483610608,2.476579585156974,6.000000192000004,-23.367018096846284,18.87976791924525,4.929076400951782,4.078433700021872,-0.2503472032362904,73.50460045154479,-4.6402022703964,-1.8997382924784016,0.4678087707173959,,,,,,,,,,,,-3.634745930096125,10.287039824683454,-2.2483187228872388,50.0,6.191487693331968,5.756125922742455,-119.1918278183731,-1.1336170660331328,-5.116213484389012,27.51092329289012,-17.694167669163964,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,7ca2f2b1-fb4c-4679-80f0-b9e12d33682e,82.35182444826123,6.223304887475032,2.4802028814502823,-0.2255431048782113,-2.8781247703175232,73.71170810458294,4.078529497270197,0.247548049994918,-4.637303457059769,-1.9420562608862924,0.4675894440011863,5.334099202019984,17.495495748913182,-34.26798089698566,55.638925089640345,1495.7961223201144,-1019.1385260362288,82.64130826727978,-0.7838074833335366,-0.5630643096372236,-0.2619244400263259,,,,,,,,,,,,,,,,,0.9968236179197102,0.0,,,medium,high,39.92496741932368,-69.2561046120444,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,107.300674,0.0,,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17,07/13/2025,7:45:15 PM,5,2,Thomas Mickels,,Right,Kcl merchants 2025,Trey Blanchette,,Right,Kcl bluecaps 2025,Stretch,1,Top,2,1,0,Sinker,,StrikeCalled,,,,,,,80.38953520157659,-1.667741425423193,-3.044500537939656,1774.2420555175263,195.4197741540348,12:30,6.088174691134393,1.7086562328979955,6.000000192000004,-25.62029180841381,18.45019605381488,3.3878469770819266,2.4005326561265026,0.8412287845453431,72.26220548707086,-6.503654862602971,-2.402394730139255,0.4777992366105837,,,,,,,,,,,,-2.8616122356585545,10.543829644170714,-1.4623961988705778,49.99999999999997,5.937261385801119,6.105603504404722,-116.64812588382368,-4.14612757655476,-3.8623715182810217,26.11641274902305,-17.942845650055105,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,cbea2144-d684-4238-93cd-27f80bff3fe6,80.63409421741778,6.088490506486004,1.71190853925763,-1.6730139923861866,-3.082965683030561,72.46132206308123,2.401256976379131,-0.8437014627802021,-6.491374140918199,-2.4395012420594777,0.4775767907198349,3.7493672574488808,16.968136588802658,-39.10281143466735,51.28001471203256,1376.8392573727126,-1119.0391105427973,77.60154557778782,-0.7480817683023352,-0.6307138910741162,-0.2063338448723314,,,,,,,,,,,,,,,,,0.9974581998109602,0.0,,,medium,high,43.847986759170695,-72.76036333127904,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,38.71353,0.0,,-2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18,07/13/2025,7:45:31 PM,5,3,Thomas Mickels,,Right,Kcl merchants 2025,Trey Blanchette,,Right,Kcl bluecaps 2025,Stretch,1,Top,2,1,1,Slider,,InPlay,,LineDrive,Out,1.0,0.0,,72.53628875792506,-0.3908970211989598,-2.834990146882318,1625.2814287369536,130.46671832546022,10:15,6.2252763398371735,2.159607438825546,6.000000192000004,-44.83326304102263,9.454481570166976,-7.635632667895326,2.1254228569359417,1.1136695757888175,65.44066289866224,-8.832033028279703,-4.2831268200798025,0.530300970661735,93.39506671803908,5.984814218170862,-1.7471745120409423,1047.6972369142447,3.019319695798148,109.95855449750805,1.7384409087211168,121.76258664136012,,1.8195546295286085,1.009276210975865,3.1383837767918656,5.257028227333882,-1.9240905608509185,50.0,6.167529794540118,5.413291965180505,-105.28227141483802,-1.891605148395085,3.434883306275041,22.01990798311529,-26.42036240719855,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,4e8b98e3-57b1-4f1d-898f-9eb32e5e83b7,72.74548271243357,6.218644924698448,2.1607133906274414,-0.3138670194707733,-2.848377974614724,65.5957926499483,2.131651846071706,-1.1142443958017767,-8.73669931775903,-4.291731741590586,0.5300685729157661,-7.506123303538976,6.638574863052555,-67.0155755733715,67.33202597524853,634.6413058577341,-1496.252029404279,39.048086973523695,-0.2534245203262238,-0.9206110418471056,0.2970712408271969,-2.832022584645777,92.84283984354698,9.737824455827576,1.123048642207841,1.573172811964724,2.1406694769740127,3.8661912226672936,121.7011917403626,6.330752731117307,1.8461382540668625,-0.0104016755838958,0.0493972637166154,0.2403663100837738,-0.9694245444148926,,,0.9956857094389924,0.0,0.9935502179001844,56.68628869892975,medium,high,29.40117662227635,-65.25541767368584,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,,,,108.3673,0.6666666666666666,0.6237,-2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19,07/13/2025,7:48:55 PM,1,1,Logan Elsbury,,Left,Kcl bluecaps 2025,Deegan Aeilts,,Left,Kcl merchants 2025,Stretch,1,Bottom,0,0,0,Sinker,,Foul,,,,,,,82.4247683530341,-0.4435346292008813,-5.951614022061173,1932.230599898089,203.77872306324585,12:45,4.801280147492345,4.608831117224545,6.000000192000004,-20.7998235225092,21.40074478917486,8.034478352246131,2.6535009006453483,0.2730023527278191,73.76409882790261,-4.374227727751558,-4.43842916261165,0.4675528108435073,,,,,,,,,,,,-6.351609940289811,11.72366546708648,-4.126949369599292,50.00000000000003,4.752903571480772,12.185404615911146,-119.17664750819353,-1.5458407525461937,-8.954094079679194,27.13218741092657,-15.646774684388408,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,9c9817a9-5929-4e24-8341-7cb62a02443f,82.67693623529868,4.8034841880830585,4.613073690057886,-0.4709553947032308,-6.001411762829556,73.97093612967099,2.652689408167004,-0.2762899798685729,-4.384868462119536,-4.488024673797037,0.4673386730537145,8.505583372100636,20.22665068991493,-17.06558615238843,90.18244323060335,1847.153428676123,-567.0443563889615,95.59694524936864,-0.8748166916984537,-0.2934661920884955,-0.3854521371413718,,,,,,,,,,,,,,,,,0.933382851276356,0.0,,,medium,high,8.835801092456881,-75.96505015243196,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,94.38464,0.0,,-2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20,07/13/2025,7:49:17 PM,1,2,Logan Elsbury,,Left,Kcl bluecaps 2025,Deegan Aeilts,,Left,Kcl merchants 2025,Stretch,1,Bottom,0,0,1,Sinker,,Foul,,,,,,,83.74626661192512,0.2562134918556806,-7.577070797952294,1998.7122343565595,205.7581309261909,12:45,4.803218624583953,6.071981138254493,6.000000192000004,-19.963218377168143,21.19741439599449,8.689843554858118,3.379839322235369,0.2872883629334499,74.78453060666237,-3.5095665913947984,-5.949677770319554,0.4617559962259837,,,,,,,,,,,,-7.264216159512583,11.377463992465891,-5.456205402423411,49.99999999999998,4.812706773721665,15.791668995165097,-120.68144796765289,-0.0563774551068392,-10.498876509935924,27.86234752409016,-15.730349835033763,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,afdcaff9-35ea-4d95-9fca-3a670a8b8d3f,84.00483952233793,4.805697238827887,6.076660803447015,0.2257339650639036,-7.631459559926911,74.99589074051717,3.3788122426700995,-0.2908901388115426,-3.523402968924502,-6.003691863628836,0.4615444430725267,9.207860500570291,20.09061410336617,-20.307834824180347,93.19259445198853,1874.4752470665867,-693.6808660336894,93.78414835540504,-0.8446543439895107,-0.3470639015010604,-0.4075606549392517,,,,,,,,,,,,,,,,,0.9970945678284844,0.0,,,medium,high,6.126664993210332,34.208973673430926,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,72.35518,0.0,,-2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21,07/13/2025,7:49:40 PM,1,3,Logan Elsbury,,Left,Kcl bluecaps 2025,Deegan Aeilts,,Left,Kcl merchants 2025,Stretch,1,Bottom,0,0,2,Sinker,,BallCalled,,,,,,,79.96720546487272,-1.464885871507282,-5.315804297942448,1411.2197554369773,228.8362795415556,1:45,4.876817677854997,4.520164865099945,6.000000192000004,-30.194796963466683,14.518572385686614,14.104430441964563,0.9929501326623096,-0.7408347067932709,71.91917693958167,-7.156954701138196,-2.652369126804745,0.4812715849481309,,,,,,,,,,,,-9.397117525404443,8.338502460862461,-4.09410271037335,49.99999999999999,4.739440748472396,10.36020162250295,-115.72524007261312,-3.844563742018351,-12.506735112477006,25.33945840636226,-21.07623781225015,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,182b09cb-a930-42a0-a390-ee604774afae,80.19219364295907,4.874719399616717,4.526015396925217,-1.4411005092225804,-5.385203456841076,72.09517680885307,0.9953826703665608,0.7362968217485417,-7.118496468849085,-2.722296820295768,0.4810730320708271,14.760548229269192,12.845442424770653,5.006519764332683,13.088490177449222,1405.835633139823,123.1558798026138,99.61847740038988,-0.6557016699302823,0.087269101306252,-0.7499596149179222,,,,,,,,,,,,,,,,,0.9831855418635388,0.0,,,medium,high,101.77964115970434,-18.76769324516949,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,139.55226,0.0,,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22,07/13/2025,7:50:01 PM,1,4,Logan Elsbury,,Left,Kcl bluecaps 2025,Deegan Aeilts,,Left,Kcl merchants 2025,Stretch,1,Bottom,0,1,2,Sinker,,InPlay,,GroundBall,Out,1.0,0.0,,79.88657682276713,0.6200593590634249,-4.717463510639981,2044.4145610986848,168.0378640064486,11:30,5.118722354966377,3.69258963038432,6.000000192000004,-32.38092271832012,12.547862209938046,-2.5705968884976103,2.998572671028499,0.9159418503210208,71.52904352094119,-5.501276227705346,-5.203080684797944,0.4824295029461344,,,,,,,,,,,,-0.2593965983251803,6.5762968163001805,-3.305976189448308,49.99999999999999,5.150710255415451,9.621740119948342,-115.700609657905,0.3253551367429854,-0.3430967412174153,26.46490592471515,-23.475762786870337,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,f04afe25-1030-43fc-b7ce-5203e8d2a399,80.13385070206643,5.115882642579273,3.694873961807399,0.6517784119170863,-4.744373913555355,71.72319546381114,3.0017466414882064,-0.9174861533261496,-5.451985390853637,-5.226230119633544,0.4822032919331729,-2.3143606795315312,10.533445586333867,-67.27219243392473,62.487368250411066,789.8671829183677,-1885.6671845744504,38.63537258773418,-0.377963972002601,-0.9223506917115072,0.0800776958167585,,,,,,,,,,,,,,,,,0.9964455565829842,0.0,,,medium,high,33.761368574630055,-17.528454820247163,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,,,,156.63728,0.0,0.0,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23,07/13/2025,7:50:48 PM,2,1,Logan Elsbury,,Left,Kcl bluecaps 2025,Cole Yates,,Right,Kcl merchants 2025,Stretch,1,Bottom,1,0,0,Slider,,StrikeCalled,,,,,,,79.42194059356261,0.0897197212191842,-6.579338783511574,2026.2080536507203,168.91542618348151,11:45,5.074619011243169,5.07725545378546,6.000000192000004,-34.354096282059444,11.409977405358887,-2.3436375334474246,2.2957153204349745,1.259862996498652,71.20954442437156,-6.375351401289475,-7.019272257375898,0.4868933696864114,,,,,,,,,,,,-1.0483171386885888,6.146580974857395,-4.537617985422103,50.00000000000004,5.062152168108094,13.291624457188613,-114.6613170919703,-0.7978121854929876,-1.3611091590951667,26.086546855131605,-24.193480201754017,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,8409bd4b-35f7-4f5f-a0f5-fd4046f6718d,79.66384870746836,5.071080060565898,5.07998065482874,0.129723036768683,-6.61134517369891,71.39921876893685,2.299417557801316,-1.261722529044763,-6.317570963855493,-7.0473421431444105,0.4866714139100514,-2.036923959814154,9.28347896098408,-72.89327310805162,67.44817209671366,596.0142223418582,-1936.5655484504705,29.415252854611328,-0.2886649550471235,-0.9557584893423277,0.0565531058184617,,,,,,,,,,,,,,,,,0.9967230412631688,0.0,,,medium,high,29.296645112957712,-11.67614474694228,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,115.081116,0.0,,-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24,07/13/2025,7:51:06 PM,2,2,Logan Elsbury,,Left,Kcl bluecaps 2025,Cole Yates,,Right,Kcl merchants 2025,Stretch,1,Bottom,1,0,1,Sinker,,InPlay,,LineDrive,Double,0.0,0.0,,84.12723337923266,-0.7387291479758743,-5.932932936805575,1885.739672182424,199.9863938455904,12:45,5.054433103596404,4.723914728941991,6.000000192000004,-19.563713772509782,20.962480685073974,6.309219937873976,2.7338177206603724,0.2841401023468069,75.29557686054893,-4.434588554880923,-4.74495768731954,0.4581834884009803,85.80102064325489,28.052073461260008,29.78001570832272,4719.921652197025,63.11247342908062,90.09337207550406,48.76558802121541,296.7519787688635,,44.24969305033639,4.028408712892442,-5.419680137678371,11.588359199461104,-4.242570216673141,49.99999999999997,4.982600781352031,12.448822492053688,-121.63252040584464,-2.170080130532123,-7.95519450958519,28.35095987297581,-15.164253963975629,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,99f63a18-8576-474b-bcf0-4d63fc83c6fa,84.38234416947651,5.056681689376955,4.727461203554859,-0.7668280508629515,-5.97486904363857,75.50743592796894,2.7328971424636213,-0.2869469388386648,-4.4468644194529015,-4.786976559120761,0.4579739744487621,6.705769030631393,19.83882918991114,-22.820574908278623,91.61336876790745,1738.1313890764015,-731.3777311007032,92.17239339642305,-0.8662120173951755,-0.3878466057057906,-0.3150424596188219,37.60852589645438,65.7213314950095,40.3499753388158,0.1501317583910235,1.669350301455301,2.677010841780121,207.06956095563189,212.56512844038613,75.56719611068606,-18.90069245514573,0.7257806321532576,0.5893711592959219,-0.0650217746633317,-0.8052414578310111,,,0.9954932490479792,0.0,0.9970465765003452,46.23614441643775,medium,high,7.547968108883221,36.18135035432892,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,1.269,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,,,,115.640755,0.0,0.17145000000000002,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25,07/13/2025,7:52:03 PM,3,1,Logan Elsbury,,Left,Kcl bluecaps 2025,Jaxson Grubbs,,Right,Kcl merchants 2025,Stretch,1,Bottom,1,0,0,Slider,,BallCalled,,,,,,,80.54787716707476,-2.8967025197084224,-5.20654497290494,2026.705021729941,183.0853403430883,12:00,5.349184591509368,3.8768556870624193,6.000000192000004,-30.39705348205074,13.8828233344998,-1.3508911986725411,0.1104602346177895,1.0880120071606088,72.64351864873625,-8.586118492601022,-5.46116310552831,0.4789329582192835,,,,,,,,,,,,-1.058230307323189,8.50995979102159,-3.4508064612860267,50.000000000000014,5.094475973906139,10.650100028718889,-116.44719813618995,-6.79786976950852,-1.4209705322373825,26.366067909254507,-20.747045454777748,KCL Merchants 2025,KCL BlueCaps 2025,,,,a14bd0b5-30e4-4e34-aac9-45d44e1a94de,6158b4eb-cca1-4f04-861f-583b03e3aa7f,80.7841808326793,5.347006897729836,3.879338497017095,-2.8723924635154465,-5.2360421081086495,72.8326640872335,0.1131013982635402,-1.0897797365660284,-8.54527187435293,-5.487686119931084,0.4787188243880049,-1.070177127437583,12.07314634586753,-64.11531266307819,60.86858593039876,884.7810827556914,-1823.3748053274808,43.656135119281736,-0.4359285442545358,-0.899674489270815,-0.0234971840742589,,,,,,,,,,,,,,,,,0.9958018100715832,0.0,,,medium,high,35.21827266264111,72.41164375498562,54.667001749344,Josh  Eisfelder,,Kcl bluecaps 2025,2022-11,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,99.30828,0.0,,-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
