PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,RunValue,ff_diff,ivb_diff,hb_diff,ang_diff,PitchType_Changeup,PitchType_Curveball,PitchType_Cutter,PitchType_Fastball,PitchType_Knuckleball,PitchType_Slider,PitchType_Sinker,PitchType_Splitter,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Stuff+,xBA,xWOBA,Good Swing Decision
107,7/2/25,8:21:23 PM,2,2,Benedict Hendrickson,,Right,Kcl groundsloths 2025,Braxton Waller,,Right,Kcl bluecaps 2025,,4,Bottom,1,0,1,Fastball,,BallCalled,,,,,,,71.71891873,2.7992222860805187,-6.643238932,993.2685193232796,228.5572207287521,1:30,4.810374446768321,5.156366816,6.000000192000004,-43.2298494,12.848147938321084,9.971566254,3.829137907149783,0.214670804,64.07498098940911,-5.359653764,-4.76737328,0.5389739440050456,,,,,,,,,,,,-7.658990892,5.9933311951156005,-4.61857906,50.00000000000001,5.015083436345416,11.78942586241372,-103.4304768,3.977216051254148,-8.122888641,20.62206915,-25.81770806,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,fa0e51c3-926d-4977-8f73-42a04a932363,71.94856023122851,4.806143314,5.162728062648736,2.8467585986312254,-6.718104876,64.24893072346916,3.833699431263376,-0.219569776,-5.289030236,-4.841067296,0.538725807,10.682858292421963,10.434435833908726,-34.34157821,6.819160084618946,820.1310258,-560.3279861,82.56891362761036,-0.546500308,-0.564125385,-0.618950695,,,,,,,,,,,,,,,,,0.99319975175192,0.0,,,medium,high,96.13724407615705,-8.2278184,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,127.72337,0.0,,-1
108,7/2/25,8:21:38 PM,2,3,Benedict Hendrickson,,Right,Kcl groundsloths 2025,Braxton Waller,,Right,Kcl bluecaps 2025,,4,Bottom,1,1,1,Fastball,,Foul,,,,,,,79.79859760591921,-1.567428213,-6.036725396,1918.3565792347267,234.9675421663279,1:45,5.418028421400159,3.460141894168971,6.000000192000004,-31.70215093,13.316642946826684,12.865745855728784,1.310935747015967,1.099060039,71.80191524904015,-7.534379507,-3.612623921,0.482912503376864,31.61680960678882,9.497844355805762,15.542906850748547,3289.713924318376,,,,24.75895948854103,,21.24354926852234,0.4971999516155961,-8.969132343,7.723504882936623,-2.974058092,49.99999999999994,5.271222015028265,11.826126441990828,-115.3315249,-4.086306115,-11.8561706,25.16515697461657,-21.96445651,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,8b2873c4-fe6a-4644-9f06-f5a9ce8061a5,80.02450050787075,5.416546464122972,3.4682575991142617,-1.551259175,-6.132304155,71.97772455952406,1.3129964453408651,-1.105164814,-7.501322752,-3.705548915,0.4827157529787627,13.773176043011157,11.717912722237514,-38.39160627,81.54724048991497,1503.5780414799449,-1191.362681,78.37844422436594,-0.449923927,-0.621032969,-0.641783851,8.355901815658163,30.043025223316235,5.217105518407582,1.8802051613302069,1.7866467539362845,0.9437173272701148,8.970990655169054,23.07655523729843,-0.067745147,-1.614816527,-0.053123555,-0.650263415,0.1229617228725992,-0.749691874,,,0.9884604978462362,0.0,0.9928021364519292,7.129074867765141,medium,high,16.607483559076442,52.27177225795681,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.78785,0.0,,-1
109,7/2/25,8:22:06 PM,2,4,Benedict Hendrickson,,Right,Kcl groundsloths 2025,Braxton Waller,,Right,Kcl bluecaps 2025,,4,Bottom,1,1,2,Curveball,,StrikeSwinging,Strikeout,,StrikeoutLooking,1.0,0.0,,70.95842453712727,3.292470756694163,6.700702863878251,1799.7522926370675,31.01718156455605,7:00,5.200306000139059,-3.306422713,6.000000192000004,-66.67216142,-8.448740651,-8.318592242,2.618922428970165,-0.8577465866164877,63.099094262610336,-9.319880212,-3.149074864,0.5460297330923426,,,,,,,,,,,,6.883760003951371,-7.079873298,2.762935281871332,49.99999999999995,5.431123839530155,-11.80054833,-102.2475945,4.183283719080112,7.106392921471357,20.76110591595439,-39.48289845,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,0b66e067-ea37-4676-8d45-813d8e0caf8a,71.09087788129612,5.183400235,-3.304750296,3.492537747726184,6.680544839607184,63.16580460858217,2.6315795689357184,0.8563294611754037,-9.129615471,-3.170511499,0.5458903106880422,-8.06012415,-12.52944115,-48.51813544,23.961158975187345,1192.1252285107182,-1348.312187,66.23829475799525,0.5676706746374934,-0.749165423,0.3413226836899639,,,,,,,,,,,,,,,,,0.9976820091900316,0.0,,,medium,high,111.56504307766862,16.572700770043863,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,6.030693582739531,22.542943562495466,19.16490711804346,-4.064872311093795,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,109.50905,0.0,0.0,-1
110,7/2/25,8:22:35 PM,3,1,Benedict Hendrickson,,Right,Kcl groundsloths 2025,Trey Blanchette,,Right,Kcl bluecaps 2025,,4,Bottom,2,0,0,Curveball,,BallCalled,,,,,,,70.13546814187852,3.403587928497547,-2.172600966,2021.092346471518,36.208154012284176,7:15,5.049888326389459,4.081943372471455,6.000000192000004,-65.47537825,-7.096022204,-9.189525545,2.7628839491004262,-1.2959796158538135,63.00085109,-8.981051899,-3.920022925,0.5499220990829906,,,,,,,,,,,,4.196162833544066,-5.075215184,-3.899602434,50.0,5.289976377806859,4.087747994701966,-101.6499142,4.400898680536123,4.267379946015048,21.012458133642703,-37.33540112,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,d213f9de-f0a4-4cd4-903b-e5bda028cf57,70.28377345274947,5.034378870364642,4.084250092039413,3.586757266164967,-2.200555705,63.07577704129661,2.77543071934552,1.2945118918356195,-8.792609621,-3.942088877,0.5497647824488348,-8.922592872,-11.13839724,-52.17230477,16.456550569086087,1239.513532503044,-1596.377297,61.32889151092096,0.4948482614027216,-0.789858662,0.362282337,,,,,,,,,,,,,,,,,0.9962483737737848,0.0,,,medium,high,75.18910448782253,55.22871974267041,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,6.853649977988283,21.190225115495466,20.03584042104346,-4.1759894828971795,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,102.30084,0.0,,-1
111,7/2/25,8:22:50 PM,3,2,Benedict Hendrickson,,Right,Kcl groundsloths 2025,Trey Blanchette,,Right,Kcl bluecaps 2025,,4,Bottom,2,1,0,Fastball,,BallCalled,,,,,,,78.58855338,-2.297819422,-6.751277791,1975.8293512943471,229.0969147798388,1:45,5.3635652362617945,2.9837557531769856,6.000000192000004,-32.16526988,14.406292036340382,10.549273875415262,0.5314815805852047,2.440934738,70.84838324,-8.330244377,-4.769880311,0.4911701033472743,,,,,,,,,,,,-7.949887487,8.555059271835013,-2.437394802,49.99999999999999,5.156327208243299,13.12303252954326,-113.3778794,-5.491884778,-10.15930788,24.25504728030625,-21.24138152,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,0323fb4a-e9ca-4f80-b567-96eefe7ac77d,78.81364614987828,5.362226978,2.990993306698328,-2.283041355,-6.837573011,71.02754799320446,0.5335604400684041,-2.446621256,-8.297252087,-4.854688798,0.4909662574046865,11.37027390647554,12.79164622739741,-44.76395254,12.235882260915057,1402.8663223777412,-1391.35463,71.00139095811775,-0.464903982,-0.704187651,-0.536641444,,,,,,,,,,,,,,,,,0.9875934919363344,0.0,,,medium,high,78.98770596517645,28.87572575737284,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,112.35596,0.0,,-1
112,7/2/25,8:23:08 PM,3,3,Benedict Hendrickson,,Right,Kcl groundsloths 2025,Trey Blanchette,,Right,Kcl bluecaps 2025,,4,Bottom,2,2,0,Curveball,,BallCalled,,,,,,,67.91503150478904,2.9903345375067345,-0.696727474,1937.929892156717,30.31136854812739,7:00,5.2802910407180885,2.9509394385389878,6.000000192000004,-71.61070385,-9.462962133,-8.918002026,2.0946619545146183,-1.560206539846979,61.24611338047421,-10.53603572,-2.396383051,0.567393294,,,,,,,,,,,,4.581303946889221,-6.211065245,-2.889054868,49.99999999999997,5.482912181,1.4158831441437107,-98.53271478,3.399903675398654,4.376187589073246,19.79193729002855,-38.10703001,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,6a188b44-8e4d-4b27-bf7c-12c0bf64c155,68.03909820898099,5.263157886938787,2.9533616541300782,3.194462915529414,-0.726196425,61.29372497931082,2.1085409698342343,1.5585889832574584,-10.33155085,-2.420613503,0.5672549626186587,-8.637769536,-13.84019955,-47.16473577,20.89558590971709,1317.5845106472646,-1421.106373,67.98927639125935,0.5869483132213991,-0.73331155,0.3431411488400361,,,,,,,,,,,,,,,,,0.9742211252823292,0.0,,,medium,high,71.19397268,59.18634974131821,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,9.07408661507776,23.557165044495466,19.76431690204346,-3.762736091906367,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,102.856094,0.0,,-1
113,7/2/25,8:23:24 PM,3,4,Benedict Hendrickson,,Right,Kcl groundsloths 2025,Trey Blanchette,,Right,Kcl bluecaps 2025,,4,Bottom,2,3,0,Fastball,,StrikeSwinging,,,,,,,78.39307872611525,-0.678610938,-6.096070137,1978.9501100963853,222.59295127780112,1:30,5.539801478061343,3.517989146820121,6.000000192000004,-29.99842696,16.641163900448028,11.217798256600306,2.405619337749881,1.234319342,70.38561120757224,-6.335137736,-3.983502966,0.4915287083271205,,,,,,,,,,,,-8.102814013,9.224867309959468,-3.026059679,50.000000000000064,5.466812017229762,11.785274850791373,-113.3202751,-2.198399075,-10.33816173,24.341142030052094,-20.40429033,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,7838c6c9-20b2-4789-87d5-d29d90f39470,78.62707773966812,5.539478783138015,3.5251158178205344,-0.676433137,-6.180385737,70.57192838,2.406890778568996,-1.239807146,-6.314029997,-4.066124498,0.4913150649702432,12.017649122820847,15.09442725773926,-36.8253389,81.0235625,1584.0830162998254,-1186.138498,80.04663727,-0.589287617,-0.599377666,-0.54174396,,,,,,,,,,,,,,,,,0.9887060712780984,0.0,,,medium,high,17.07879375,-89.03741463,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,112.6822,0.0,,-2
114,7/2/25,8:23:40 PM,3,5,Benedict Hendrickson,,Right,Kcl groundsloths 2025,Trey Blanchette,,Right,Kcl bluecaps 2025,,4,Bottom,2,3,1,Curveball,,BallCalled,Walk,,Walk,0.0,0.0,,70.33871024521919,2.494870271337707,-1.099196071,2028.913040021936,36.73403342505212,7:15,5.074277387942893,3.3306221653924006,6.000000192000004,-65.48946186,-7.595117625,-9.71377067,1.9374322210092396,-1.499430010561274,63.35970264825057,-9.881071941,-2.949363975,0.5476329765753862,,,,,,,,,,,,4.8673500787840585,-5.017788216,-3.235487927,49.99999999999997,5.239983074882625,2.2042687055339867,-102.0812835,2.792536508918737,4.991224703265624,21.21653555690285,-37.31954109,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,5554ea0b-f9e9-4274-a95d-922180b6db15,70.48047144457165,5.0585001750139424,3.332565033438537,2.680736917748889,-1.122692921,63.42805007417827,1.9499842407251888,1.4982470931680516,-9.693591262,-2.967132831,0.5474796864107357,-9.489127679,-11.64717775,-51.32340768,56.06725956257669,1267.9159657211078,-1583.943568,62.49237600185169,0.5008267223878413,-0.780685785,0.3737677085810556,,,,,,,,,,,,,,,,,0.8756901881355874,0.0,,,medium,high,39.539466393681,81.31919465,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.695,6.6504078746476125,21.689320536495465,20.56008554604346,-3.2672718257373394,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,103.40831,,0.695,-1
115,7/2/25,8:24:14 PM,4,1,Benedict Hendrickson,,Right,Kcl groundsloths 2025,Nolan Hunter,,Right,Kcl bluecaps 2025,,4,Bottom,2,0,0,Curveball,,StrikeCalled,,,,,,,69.71563292045582,3.000226633140086,-1.990645659,2074.918428673706,31.2810916,7:00,5.062980155449966,2.907078700702105,6.000000192000004,-66.5120072,-7.48252681,-8.187173446,2.312940940094453,-0.3739759552879415,62.72893738039079,-9.571535286,-3.548330854,0.5529756434006727,,,,,,,,,,,,3.7182115912383904,-5.139463875,-2.740155588,50.0,5.269464189357881,3.718736786025783,-101.092258,3.635873857,3.7395846846687175,20.79673598618265,-37.34305622,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,1b71c613-38ff-4707-9ddd-bc4d8b53f872,69.85972801022528,5.047228901069749,2.910193160620275,3.186560490191048,-2.028304848,62.79905968718412,2.3256353898794826,0.3719125766907877,-9.381726109,-3.579433994,0.5528205674936189,-7.828787929,-11.581846,-53.82330047,68.82367136988933,1224.777549647913,-1674.875052,59.02774454756733,0.5044689502415802,-0.807200432,0.306493949172646,,,,,,,,,,,,,,,,,0.9966242016260788,0.0,,,medium,high,28.05869576709962,84.95190164021872,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,7.273485199410985,21.576729721495468,19.03348832204346,-3.7726281875397185,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,102.49347,0.0,,-2
116,7/2/25,8:24:33 PM,4,2,Benedict Hendrickson,,Right,Kcl groundsloths 2025,Nolan Hunter,,Right,Kcl bluecaps 2025,,4,Bottom,2,0,1,Fastball,,BallCalled,,,,,,,78.50021966861443,-1.444021482,-6.602770951,1928.5473880855136,227.4498476281014,1:30,5.479836550757674,3.192391846605283,6.000000192000004,-31.90021059,14.718907792082312,10.619824185028504,1.4701739045385385,2.086506531,70.62995505440442,-7.441965441,-4.606653088,0.4914208181145384,,,,,,,,,,,,-7.946339037,8.441232450909643,-2.658332167,50.00000000000005,5.3429016288056745,12.818604152970504,-113.3369499,-3.778706381,-10.14344287,24.31213862122,-21.39887895,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,fafa60c9-76ac-42cf-8768-05e7a0205157,78.72982161512434,5.478626367606642,3.199680742914913,-1.431192142,-6.688679437,70.81174579856678,1.4721424576561306,-2.092134053,-7.410626747,-4.690624368,0.4912115311103625,11.435947551834298,13.09408157,-43.50238738,69.99760802607395,1398.8635235035472,-1327.582717,72.53456835676782,-0.49050436,-0.688384805,-0.534351788,,,,,,,,,,,,,,,,,0.9952929786464064,0.0,,,medium,high,27.00215277653343,58.88736082639549,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,110.993835,0.0,,-1
117,7/2/25,8:24:55 PM,4,3,Benedict Hendrickson,,Right,Kcl groundsloths 2025,Nolan Hunter,,Right,Kcl bluecaps 2025,,4,Bottom,2,1,1,Curveball,,BallCalled,,,,,,,71.47449069609993,0.6363088675433832,-3.138386934,2043.2586020954443,24.32177215870591,6:45,5.009377655947791,2.706230485256942,6.000000192000004,-62.70454689,-6.512166378,-6.778520396,0.3762925474866569,0.778363819,64.63653686454434,-11.15406755,-4.426497973,0.5395233407709634,,,,,,,,,,,,2.5266076167655287,-3.763465269,-2.446443492,50.000000000000014,5.025256009825423,5.8583673994683245,-103.6746438,-0.45534922,2.6684132671807337,22.118563314689258,-36.14873904,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,9e716fb8-42a6-44b5-a087-93c5c089fa2c,71.62134378407751,4.995026502,2.709947144179416,0.8068333990291714,-3.183306929,64.71476183969004,0.3880975893392409,-0.78089762,-10.9788511,-4.464703906,0.5393627846470422,-6.351017804,-10.42675892,-58.38024475,55.266418225959136,1071.2386748908675,-1739.929141,52.42795374957772,0.4777480702924176,-0.851546221,0.2159301154740976,,,,,,,,,,,,,,,,,0.8851371142175036,0.0,,,medium,high,40.26022359663677,-77.12964953,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,5.514627423766868,20.60636928949547,17.624835272043462,-1.4087104219430155,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107.54043,0.0,,-1
118,7/2/25,8:25:15 PM,4,4,Benedict Hendrickson,,Right,Kcl groundsloths 2025,Nolan Hunter,,Right,Kcl bluecaps 2025,,4,Bottom,2,2,1,Fastball,,BallCalled,,,,,,,78.43541932930609,0.3828767445235252,-5.216322022,,,,4.797805960822907,2.667843074450708,6.000000192000004,,,,1.4811418106716212,2.193612668,70.47085804579385,-7.926722862,-5.216322022,,,,,,,,,,,,,,,,,,,,,,,,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,f5b845ca-4c81-430b-8c8d-36c8ef859f02,78.65062404556986,4.790192417121425,2.6678430744507056,0.4714649611957057,-5.216322022,70.62763005104753,1.487975848630997,-2.193612668,-7.824041949,-5.216322022,0.491701655242486,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107.92382,0.0,,-1
119,7/2/25,8:25:39 PM,4,5,Benedict Hendrickson,,Right,Kcl groundsloths 2025,Nolan Hunter,,Right,Kcl bluecaps 2025,,4,Bottom,2,3,1,Fastball,,BallCalled,Walk,,Walk,0.0,0.0,,76.65206239484485,-1.997168784,-6.083193056,1823.956131,231.88111570227184,1:45,5.558249991563434,3.082520819060678,6.000000192000004,-35.01203691,13.808826810430496,11.3159291441677,0.7731566190675624,1.649506,69.15358536210991,-8.56898032,-3.952287921,0.5028914497227349,,,,,,,,,,,,-8.146399174,8.133212709843601,-2.591710534,49.99999999999994,5.374275511936602,11.489876551653612,-110.7486721,-4.851902303,-9.930027884,23.200879055402133,-22.2600953,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,545af80b-a2d7-4871-8a39-ae5b6c2075e8,76.87097172,5.556191554221822,3.0901732130859543,-1.97407921,-6.174180894,69.32527298193337,0.7758451262796806,-1.655479748,-8.527126273,-4.041559488,0.502682064,12.178877594623934,12.024285543265904,-42.17977227,24.012869041007708,1351.6275340037246,-1224.711793,74.10416902392318,-0.457441486,-0.671459018,-0.583000921,,,,,,,,,,,,,,,,,0.977312431,0.0,,,medium,high,68.38841786309305,21.223723803738505,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.695,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,113.71318,,0.695,-1
120,7/2/25,8:26:24 PM,5,1,Benedict Hendrickson,,Right,Kcl groundsloths 2025,Michael Lucas,,Right,Kcl bluecaps 2025,,4,Bottom,2,0,0,Fastball,,BallCalled,,,,,,,71.36771733584392,-0.879311728,-6.641300422,1104.2161080971437,234.681295474064,1:45,4.8390732628915165,3.3260286569120856,6.000000192000004,-43.97254128,12.435783163885844,11.09708473759514,0.3518823619964927,1.949389679,64.46796707043157,-9.125393621,-4.555055566,0.5405590245630926,,,,,,,,,,,,-8.225285381,7.019410293298905,-2.789063082,50.00000000000003,4.741463366618548,11.713070023513032,-103.0491084,-2.723198335,-8.676611775,20.157964499728468,-24.76948,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,3da6debf-88c7-4e8b-8cdc-4cecf7ee191d,71.57678855235432,4.834437404296515,3.3330364974332727,-0.826429761,-6.723512995,64.62345733754833,0.3566665584099052,-1.954760433,-9.052691829,-4.635368246,0.5403286206177188,11.8780219586578,10.094980156213364,-33.62446028,0.4630722521282502,919.4640930157996,-611.4564539,83.26849121955658,-0.481395154,-0.553747088,-0.67942834,,,,,,,,,,,,,,,,,0.9896862170944536,0.0,,,medium,high,90.4167650269154,-7.394573768,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,124.152756,0.0,,-1
121,7/2/25,8:26:42 PM,5,2,Benedict Hendrickson,,Right,Kcl groundsloths 2025,Michael Lucas,,Right,Kcl bluecaps 2025,,4,Bottom,2,1,0,Fastball,,BallCalled,,,,,,,77.45467874,-1.312066107,-6.571704,1962.870290151966,230.73486744472305,1:45,5.614305780112942,3.552877918834572,6.000000192000004,-33.88732768,13.99294609410726,10.943081601008098,1.5626557661593043,1.669823877,69.71908080559044,-7.682473898,-4.514278216,0.4980234986729637,,,,,,,,,,,,-8.113245643,8.00523954,-3.021569364,49.99999999999997,5.487053487986221,12.57881355385956,-111.8396702,-3.524569748,-10.08340265,23.69713777719512,-22.22488039,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,353ed84f-cd60-4ad7-aa29-ca86d6f1c35d,77.67878108,5.612651074684513,3.560463747405004,-1.29372727,-6.662350201,69.89625896503799,1.5649549793390485,-1.675595042,-7.645053333,-4.603267294,0.4978184091428037,11.807354499256943,12.27221161910081,-45.24279268,70.69177631,1382.0649191164885,-1393.827943,70.41040491,-0.445634377,-0.710096816,-0.545135317,,,,,,,,,,,,,,,,,0.9964409679704884,0.0,,,medium,high,26.377401323082776,83.31845094570417,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,112.44299,0.0,,-1
122,7/2/25,8:27:01 PM,5,3,Benedict Hendrickson,,Right,Kcl groundsloths 2025,Michael Lucas,,Right,Kcl bluecaps 2025,,4,Bottom,2,2,0,Fastball,,InPlay,,GroundBall,FieldersChoice,1.0,0.0,,77.23668798679417,-1.262629951,-4.526627831,1795.4906656410135,220.7130024159117,1:15,5.735175368789255,3.048830126680284,6.000000192000004,-31.60956445,16.233449276144977,10.154957887352316,1.923702167385343,0.320717531,69.50701629021553,-7.222244899,-2.606223892,0.4978296820057177,72.15068671645136,1.6609760039060455,-40.51119053,2279.0918921691928,,,,59.48911463146378,,-36.44878456,0.5611005921566898,-7.009209415,9.202249939117207,-2.685232944,49.999999999999964,5.613667511841587,8.576282365929078,-111.9097934,-3.356868792,-8.716726772,23.84253176711922,-20.73003448,KCL BlueCaps 2025,KCL GroundSloths 2025,,,,bea67f48-3d6a-4a18-8a58-ced243889d07,98c2abbf-b2e5-4e36-af71-6bd8e58f1eee,77.46680770621187,5.734247461,3.055548199630357,-1.253313361,-4.605977771,69.68821305,1.9254577171399845,-0.325801925,-7.194064855,-2.68324906,0.4976101314813966,10.90394123,14.545609398670006,-36.92728643,57.03774401887773,1435.3127628024315,-1078.732591,79.93986213735099,-0.605933229,-0.600801002,-0.521424086,-46.84914462,54.83161155367021,2.0913193874799227,-0.169158141,4.129397872703278,2.223704463028495,-35.34272092,47.85234412135347,-3.454446926,7.161462383,0.086025009,0.347872608730092,0.3125465617440752,-0.883911361,,,0.9954968844122136,0.0,0.8994773301158397,37.31385265637394,medium,high,38.66603038301005,51.20837832281683,54.667001749344,Will Vogel,,Kcl groundsloths 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,113.870056,0.08333333333333333,0.33075,-1
