PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,TaggedPitchType2,GeneralPitchType,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Stuff+,Good Swing Decision
49,06/25/2025,8:24:40 PM,1,1,Braden Mehn,,Left,Kcl merchants 2025,Ryan Theile,,Right,Kcl bobcats 2025,Stretch,2,Top,0,0,0,Sinker,,BallCalled,,,,,,,75.34070115703499,0.2843463376884518,2.6759950093816185,1667.9579707379676,105.87144848530208,9:30,4.792110014091096,-2.951959008562214,6.000000192000004,-42.225698359174736,7.968528245292795,-16.966248655211643,1.5378619926381707,1.8769503455876209,67.76019704729642,-7.697953890976987,-0.5483365209449496,0.5099157259331185,,,,,,,,,,,,10.10221951235096,4.214463062903604,2.743637477792167,49.99999999999996,4.790883947324719,-4.650728359676433,-109.38696654888324,-0.6061178506014647,11.96563435417863,23.33004520201914,-27.182203591340887,KCL Merchants 2025,KCL BobCats 2025,,,,2da2f4a4-8682-4293-bdc7-cea5bbb01535,bed8972f-c9b5-4e5c-9ad3-4013a065c40b,75.53855871738703,4.7872863652663655,-2.961819002478877,0.3405312033285892,2.7943341099617003,67.9037520038375,1.5426315271807365,-1.8693378825626183,-7.62540180912745,-0.4327160964546195,0.509718910232969,-18.07939517617773,5.645306725255135,27.33539603348049,62.26237993968064,1481.7033053560997,765.9236953150936,88.83337178457428,-0.242941444528751,0.4591984383013081,0.8544684012834668,,,,,,,,,,,,,,,,,0.9908393823548886,0.0,,,medium,high,33.963858054287435,-55.715562404801005,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,Sinker,Fastball,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,79.86751457339693,-1
50,06/25/2025,8:24:54 PM,1,2,Braden Mehn,,Left,Kcl merchants 2025,Ryan Theile,,Right,Kcl bobcats 2025,Stretch,2,Top,0,1,0,Sinker,,BallCalled,,,,,,,74.86291093096975,0.2848436506215973,2.5114661609983107,1661.4380808603066,108.95910006875552,9:45,4.980528929054463,-3.1380433355210764,6.000000192000004,-41.5945928177168,9.225930186230244,-17.88928828413746,1.779301281593765,2.2931806128434533,67.33000240688189,-7.578782109129039,-0.8885524322708807,0.5130870902153956,,,,,,,,,,,,10.544371821248552,4.894744969324977,2.9436852024424973,49.99999999999997,4.979703856386164,-4.284053909559207,-108.70791957791688,-0.5844694479310936,12.335642663666084,23.02895533918786,-26.447788610481723,KCL Merchants 2025,KCL BobCats 2025,,,,2da2f4a4-8682-4293-bdc7-cea5bbb01535,5342f02c-f2ce-4938-96f7-f869fe4bfb17,75.06127667558687,4.975912761165362,-3.1478049258574363,0.3382160986085972,2.627987038156006,67.47346770096362,1.7838623920590948,-2.28570381940035,-7.509400712187162,-0.7749411736687124,0.5128865680786976,-18.984570823514137,6.906260639449709,19.62741027724163,23.679981538593296,1564.903318205663,558.0807300038988,94.18968640681106,-0.3060158146883208,0.33590221413182,0.8907996540760353,,,,,,,,,,,,,,,,,0.9967054992684972,0.0,,,medium,high,111.31198338473396,-23.302657814531685,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,Sinker,Fastball,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,102.68680445151034,-1
51,06/25/2025,8:25:07 PM,1,3,Braden Mehn,,Left,Kcl merchants 2025,Ryan Theile,,Right,Kcl bobcats 2025,Stretch,2,Top,0,2,0,Cutter,,BallCalled,,,,,,,63.83691767443192,3.1128287202152447,-0.8966659662611024,2018.6190354574,280.0548678712864,3:15,4.87528485615859,-1.8302522500363825,6.000000192000004,-68.26294340348196,1.9038574116773648,13.19945008464576,2.0829537147165507,1.563721737474913,57.56840192948722,-9.783440131767785,1.616508276804528,0.6028890004019878,,,,,,,,,,,,-7.464162092039704,-0.0669591766717081,1.8956828322844357,50.0,5.089748491738577,1.1460420251336794,-92.62057481159503,3.4676228984838264,-6.31995704638681,17.093130548803476,-32.23074437842391,KCL Merchants 2025,KCL BobCats 2025,,,,2da2f4a4-8682-4293-bdc7-cea5bbb01535,f42566fc-8eca-41f5-a5a5-1dd3b63d48f4,63.99828735271291,4.861543875143979,-1.8315723251103952,3.274908467619143,-0.8805393829786824,57.65782554775493,2.094198623307809,-1.5630937871263737,-9.60776107003502,1.6263072182757898,0.6026786216419902,13.04292779508837,-2.303107315673653,58.94161631196268,22.9381520396316,1041.4282543423983,1729.2339348301914,51.59112423144374,0.090073549698873,0.8566420431274511,-0.5079873675506811,,,,,,,,,,,,,,,,,0.9923822420703728,0.0,,,medium,high,110.64433683566844,-15.95013424845536,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,Cutter,Fastball,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,68.45786963434023,-1
52,06/25/2025,8:25:20 PM,1,4,Braden Mehn,,Left,Kcl merchants 2025,Ryan Theile,,Right,Kcl bobcats 2025,Stretch,2,Top,0,3,0,Sinker,,BallCalled,Walk,,Walk,0.0,0.0,,74.4241700171151,-0.327036940754603,3.953963637587426,1728.4128288056634,110.88877330268949,9:45,4.857362276516261,-2.4241763603039623,6.000000192000004,-41.44808623611444,10.037723887255645,-17.20931636127897,1.0986803565087588,0.1776526781519884,67.0420459782124,-8.146292574232728,0.690751191863737,0.5164345600802235,,,,,,,,,,,,10.648733420252515,5.54055118834808,2.1115607278893167,49.999999999999936,4.8066595810898125,-6.997092632318709,-107.92986469087502,-1.7325492102225006,12.302118550676896,22.39351533307124,-25.773239755835657,KCL Merchants 2025,KCL BobCats 2025,,,,2da2f4a4-8682-4293-bdc7-cea5bbb01535,7ea51dee-d35e-4fa8-a8ee-5d12a63b1b3a,74.62316034950877,4.8531018778313,-2.4340888983427518,-0.2782089276799559,4.071352369902983,67.18711943210711,1.1029713551226392,-0.1701226411769342,-8.080730402165612,0.8049746609794571,0.5162335771549312,-18.31565242029969,7.826383463867359,24.96327608410452,49.47866633485193,1566.9418712678396,729.4546448187418,90.65784777532572,-0.3232450363742797,0.4220372775888249,0.8469930240473079,,,,,,,,,,,,,,,,,0.978219206309298,0.0,,,medium,high,45.46920029863328,74.9123452944678,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,Sinker,Fastball,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,102.68680445151034,-1
53,06/25/2025,8:25:44 PM,2,1,Braden Mehn,,Left,Kcl merchants 2025,Nolan Galla,,Right,Kcl bobcats 2025,Stretch,2,Top,0,0,0,Sinker,,Foul,,,,,,,75.40032800843217,0.6309030669850414,4.236047109305917,1735.8783728052804,103.99277760693144,9:30,4.68979602478185,-2.7235894484871594,6.000000192000004,-42.41097250441438,7.806768075510043,-18.246801455703903,1.7435354174516595,0.3000119672279671,67.74900551662498,-7.384330713108888,0.7765224855512008,0.5100351494483242,,,,,,,,,,,,11.311337072128676,4.008527058684902,2.388476538057953,50.00000000000004,4.716778547222149,-7.598631110514863,-109.29938244890344,0.0518128635796669,13.39637340298722,23.0303818934552,-27.42662450869079,KCL Merchants 2025,KCL BobCats 2025,,,,2da2f4a4-8682-4293-bdc7-cea5bbb01535,f767e0ed-acb5-4068-8aee-6bc85d4b6e09,75.59636795488646,4.684811711131193,-2.73384766802962,0.6886499719877603,4.358298267228641,67.89017413313374,1.7483288012164282,-0.292180971604005,-7.310592166151673,0.8961869901470136,0.5098457659755625,-19.40086290360453,5.545237037176793,23.19846760498872,50.28434442461279,1595.5254434492026,683.7925741621746,91.91458736079193,-0.2222490894118973,0.3939173301970033,0.8918713355782029,,,,,,,,,,,,,,,,,0.98374328784702,0.0,,,medium,high,44.7440900178485,78.05263316093254,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,Sinker,Fastball,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,114.09644939056705,-2
54,06/25/2025,8:26:02 PM,2,2,Braden Mehn,,Left,Kcl merchants 2025,Nolan Galla,,Right,Kcl bobcats 2025,Stretch,2,Top,0,0,1,Sinker,,BallCalled,,,,,,,72.63475239048462,1.736971195963256,-1.3679520405101653,1748.3314583322058,96.9672855712249,9:15,4.828189791498514,2.530411313663508,6.000000192000004,-49.30120062721242,5.872735841570588,-16.115992362487546,2.323499008436093,-0.975568083227514,64.67803135084236,-7.520033575674555,1.8240952542699551,0.5298725420045878,,,,,,,,,,,,8.149004187874425,1.7737395045835094,-2.409782829087656,50.000000000000064,4.941094128347855,2.935300134970129,-105.46162427252004,1.897532854241594,8.928203115193854,22.477827339113443,-30.230707036989035,KCL Merchants 2025,KCL BobCats 2025,,,,2da2f4a4-8682-4293-bdc7-cea5bbb01535,5d7fbb05-4d26-4849-bad5-28043fed0c6e,72.82250144891468,4.821310265597697,2.5194337202339807,1.8175710019527345,-1.23605467072333,64.81142344785884,2.329596434679856,0.9839806226121236,-7.42697408568715,1.9513935796575903,0.5296624681972685,-17.356708961496814,3.283221627821148,38.38189792504684,41.66095391233255,1370.4989531679355,1085.5392703903483,78.38896604167394,-0.0950878578668136,0.6209001532386097,0.7781010853318299,,,,,,,,,,,,,,,,,0.9948684923342772,0.0,,,medium,high,52.505141478900725,-75.33064739937689,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,Sinker,Fastball,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,114.09644939056705,-2
55,06/25/2025,8:26:15 PM,2,3,Braden Mehn,,Left,Kcl merchants 2025,Nolan Galla,,Right,Kcl bobcats 2025,Stretch,2,Top,0,1,1,Sinker,,BallCalled,,,,,,,73.79670149416816,3.505109173710758,3.479552661805552,1763.388407079239,104.59440956439236,9:30,4.928881825677475,-2.3786905601348467,6.000000192000004,-44.74979441782229,7.837458712084079,-17.53430031149879,4.467452309632517,0.6020266150968899,65.85226836626902,-4.980711394650741,0.1496463422931671,0.5219294053346832,,,,,,,,,,,,10.685729984599828,3.033391316835356,2.105054340548144,49.99999999999997,5.1893997916649175,-6.03153682040722,-106.86604893427707,5.367571385929686,12.08104191471953,22.25442664016752,-28.74456674343811,KCL Merchants 2025,KCL BobCats 2025,,,,2da2f4a4-8682-4293-bdc7-cea5bbb01535,a0fd7118-77d6-4da8-9a74-a875ec2ff457,74.00384485249552,4.923749486657385,-2.3895789019805207,3.563767560835023,3.609408615162464,66.00115145683229,4.472572863736357,-0.5936292163011196,-4.90254599958899,0.2759209770031142,0.5217203724136756,-18.756676243814823,5.397736014240106,31.006733510772232,33.9825801871661,1511.4121312954244,908.389808174045,85.7106764016232,-0.2159694221798733,0.5151388114650489,0.8294511520310696,,,,,,,,,,,,,,,,,0.9951836173510292,0.0,,,medium,high,59.41567783155051,-72.19876602725374,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,Sinker,Fastball,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,102.68680445151034,-1
56,06/25/2025,8:26:31 PM,2,4,Braden Mehn,,Left,Kcl merchants 2025,Nolan Galla,,Right,Kcl bobcats 2025,Stretch,2,Top,0,2,1,Sinker,,InPlay,,GroundBall,FieldersChoice,1.0,0.0,,73.44828442226193,0.7875900172201896,3.123451217071332,1692.7916145891347,107.20177741557234,9:30,4.882060840301509,-2.432646623415095,6.000000192000004,-44.05972479386167,8.780160275616169,-17.652092211521193,1.9435332868517423,0.9978594996602714,66.03301786775926,-7.543427168745046,-0.2292868692870544,0.5231815914497377,86.01474081214589,-10.861719381507612,-14.74235048607834,2997.0633703230837,25.266378361655143,-107.05890932220764,4.16549910238485,11.71553791864832,,-7.645091122831084,0.0799519424131648,10.621588365239894,4.480983943935061,2.188184981116208,49.99999999999999,4.920828921548131,-5.348096665343098,-106.5921892692518,0.2981459969276545,11.95241050550912,22.065883598739763,-27.131624882197475,KCL Merchants 2025,KCL BobCats 2025,,,,2da2f4a4-8682-4293-bdc7-cea5bbb01535,aff2081b-b836-4b1f-8390-0603d8cd0b60,73.64464328160372,4.877047615577844,-2.4428712445584724,0.8455279847998672,3.2454890622113792,66.17338746958463,1.9484734048767,-0.9900222251364807,-7.468413433353218,-0.110744679795576,0.5229779917868962,-18.80061741993971,6.368180045506042,24.81846519570057,36.960797038221344,1536.449188818659,710.5401752200746,90.76422493926268,-0.2684240170191312,0.4197446213085909,0.8670426748262282,-21.49628044477432,81.692889149307,-16.208560283359134,0.9774544951213924,2.1576473106375174,2.0462897463953245,-1.5585932758797347,11.611400248190098,0.0468898028784895,-0.3167247560066969,-0.0070614123009547,-0.8778492756544964,-0.1344278492676925,0.4596844597918647,,,0.9647924968692028,0.0,0.9877993299582284,50.24640132930247,medium,high,123.2647173343992,-7.555502355656712,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,Sinker,Fastball,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,102.68680445151034,-1
57,06/25/2025,8:27:35 PM,3,1,Braden Mehn,,Left,Kcl merchants 2025,Will Strehl,,Left,Kcl bobcats 2025,Stretch,2,Top,1,0,0,Sinker,,StrikeCalled,,,,,,,74.16443299504004,2.4296358125350195,3.5520749262734834,1735.4902300600434,108.7694214092571,9:45,4.672985853071197,-2.4546344270620524,6.000000192000004,-42.84344209887217,9.10997751342233,-17.07129935064565,3.366490422284697,0.5717308935133273,66.34483972283562,-5.690345375541223,0.3111975347119129,0.5187744655386979,,,,,,,,,,,,10.454586944494,4.09575535869435,2.174804539351125,49.99999999999996,4.846610021985446,-6.216009334079816,-107.49795405401296,3.4232565096970125,11.965201798613911,22.44346820874281,-27.486486160996208,KCL Merchants 2025,KCL BobCats 2025,,,,2da2f4a4-8682-4293-bdc7-cea5bbb01535,72b88590-eb42-4aeb-bea2-0ec97d3a3058,74.37318039098562,4.668423584235383,-2.465118691050134,2.4813717416753773,3.675964849949035,66.49615378506752,3.371090044056397,-0.5637784604609396,-5.619905413948502,0.4311570262969446,0.5185636506102764,-18.23728156578629,6.775966929897515,29.666218791009182,89.82364868622932,1508.0082106813804,858.9747232319488,86.89234802717428,-0.2795851886558508,0.4949464470348707,0.8227151006586849,,,,,,,,,,,,,,,,,0.9962299389637488,0.0,,,medium,high,9.15871618239362,36.63904190573948,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,Sinker,Fastball,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,114.09644939056705,-2
58,06/25/2025,8:27:47 PM,3,3,Braden Mehn,,Left,Kcl merchants 2025,Will Strehl,,Left,Kcl bobcats 2025,Stretch,2,Top,1,0,2,Sinker,,StrikeSwinging,Strikeout,,,,,,73.93470852834551,2.011706164084744,3.487590702113245,1850.1178901471408,108.24521912286168,9:30,4.53289986599988,-1.4042730346891796,6.000000192000004,-42.95921169035016,9.275186879170723,-18.164178780260343,2.826871510478212,-0.3273992228855155,66.22133595563203,-6.126777541776523,0.0389110505645258,0.5201754142759223,,,,,,,,,,,,11.022282847248947,4.32928998658046,1.1303487107772383,50.00000000000002,4.672284016493724,-6.048659990649737,-107.20357894658908,2.625766017366972,12.547432136127668,22.30054280882124,-27.24571731064077,KCL Merchants 2025,KCL BobCats 2025,,,,2da2f4a4-8682-4293-bdc7-cea5bbb01535,1818a2f9-d25e-49eb-8327-a9af4cfc4605,74.13866061335881,4.528338056893824,-1.4151191676684018,2.063559522144202,3.6159254343924982,66.36772589423121,2.8314254016628486,0.3355886023550283,-6.056989082769875,0.1628073446681574,0.5199687568863129,-19.372549207866115,6.94052498813912,26.21928217126753,81.0135418837498,1659.7587679934168,817.3965007947381,89.71097338350776,-0.2808712067867552,0.4418077924373404,0.8520077697649217,,,,,,,,,,,,,,,,,0.9942812168670918,0.0,,,medium,high,17.087812304625178,-49.56379011155345,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,Sinker,Fastball,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,57.04822469528352,-1
59,06/25/2025,8:28:00 PM,3,3,Braden Mehn,,Left,Kcl merchants 2025,Will Strehl,,Left,Kcl bobcats 2025,Stretch,2,Top,1,0,2,Sinker,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1.0,0.0,,75.27443938246317,2.191972594637092,4.88595556129066,1673.6800610013684,108.73422523920269,9:30,4.717517862180969,-2.576791804554135,6.000000192000004,-41.49360669332476,9.041854784050706,-16.3718460463721,3.305350478622385,-0.61090324716546,67.33748639514648,-5.661385109596451,1.7866429935253352,0.5116460673819417,,,,,,,,,,,,10.515555981062075,4.145477324100222,2.187319726451882,49.99999999999996,4.872779249044427,-8.868593019253325,-108.94657951337255,3.058607248267622,12.376237614143406,22.84529661984259,-27.29504818279261,KCL Merchants 2025,KCL BobCats 2025,,,,2da2f4a4-8682-4293-bdc7-cea5bbb01535,f2ae9929-d4ff-4ba9-9321-8608bd3f9884,75.48582485190482,4.713244043603303,-2.5866748395467267,2.24105349795585,5.004203693663283,67.49342833566776,3.309707607264344,0.6184815104667496,-5.593648737165634,1.9021876790292576,0.5114437109758933,-17.49097241109742,6.8432239376908885,31.700506279193103,81.52368016918274,1423.977813888834,879.4840147188129,85.08064635942807,-0.2732609504165703,0.5254791732373358,0.8057295399023414,,,,,,,,,,,,,,,,,0.9954400120459532,0.0,,,medium,high,16.628687847735584,25.103453575030656,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,Sinker,Fastball,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,68.45786963434023,-1
60,06/25/2025,8:28:27 PM,4,1,Braden Mehn,,Left,Kcl merchants 2025,Zach Spidle,,Right,Kcl bobcats 2025,Stretch,2,Top,2,0,0,Sinker,,Foul,,,,,,,72.18614140081837,1.8924899507537247,3.9390128498709895,1769.3974931558655,97.54075379394658,9:15,4.6268068134203535,-2.9832499217976336,6.000000192000004,-48.95013969286291,5.890719994598811,-17.570515417091226,2.3113026679524693,0.7807874626484785,64.79970185319398,-7.366159442343761,0.60517254496299,0.5329956315262855,,,,,,,,,,,,10.855199089599925,2.538852434438757,2.672057250549982,50.0,4.7530630267297465,-6.746252858380285,-104.62254533956232,2.189834494392019,11.770094846664335,21.229720336348382,-29.421218089463142,KCL Merchants 2025,KCL BobCats 2025,,,,2da2f4a4-8682-4293-bdc7-cea5bbb01535,3ceaf189-d735-428f-8b10-31f6511bf441,72.37594367504788,4.62027865598867,-2.994611010655974,1.967632767270849,4.073632104230176,64.9290346083315,2.3173480388239973,-0.7722603555135377,-7.274336513783243,0.7340822401042756,0.5327981604634267,-18.84059375161314,3.2665106025846637,32.076918719981734,32.596294368835835,1499.274054270747,939.6514241870858,84.73359208826892,-0.111197046852511,0.5310572823922908,0.8400079640035536,,,,,,,,,,,,,,,,,0.9787658043740513,0.0,,,medium,high,119.33666493195224,-1.5915898982210592,54.667001749344,Gavin Kleist,,Kcl merchants 2025,2022-11,Sinker,Fastball,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,91.27715951245364,-2
61,06/25/2025,8:29:03 PM,4,2,Braden Mehn,,Left,Kcl merchants 2025,Zach Spidle,,Right,Kcl bobcats 2025,Stretch,2,Top,2,0,1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KCL Merchants 2025,KCL BobCats 2025,,,,2da2f4a4-8682-4293-bdc7-cea5bbb01535,331d60bb-1ac4-4054-beee-1e08ab628ec7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gavin Kleist,,Kcl merchants 2025,2019-02,Other,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
62,06/25/2025,8:31:08 PM,1,1,Carter Sellers,,Left,Kcl bobcats 2025,Brady Hart,,Right,Kcl merchants 2025,Stretch,2,Bottom,0,0,0,Fastball,,BallCalled,,,,,,,84.10237344440814,-3.3380569041668,2.1725037546039347,1918.4237080413689,133.47041119289034,10:30,6.003551875756898,-1.5626923565353728,6.000000192000004,-23.800602142864243,16.48154604534723,-15.301525966324531,0.9120504212217618,0.8177401404915781,75.77227845438023,-7.814146776565626,-0.7319320722017673,0.4568018286922002,,,,,,,,,,,,9.003625990827478,10.03427869918562,1.3945150108170128,50.000000000000014,5.7173547596257634,-4.161482240786375,-121.97154699399468,-7.843410477242712,13.29791970279836,28.3725036524265,-17.353905729157383,KCL Merchants 2025,KCL BobCats 2025,,,,2da2f4a4-8682-4293-bdc7-cea5bbb01535,cc83e7f4-322b-49e0-982e-1160b3d5e597,84.32667979664082,6.003174406827367,-1.5690665820514962,-3.334420994612953,2.249570827396973,75.95278181474063,0.9130958652595677,-0.8125698785675528,-7.797752149201793,-0.65391941562786,0.4566173894825747,-16.023781242257083,15.10880524479678,-8.244347223290454,11.948523988083767,1898.597832546743,-275.09233690527475,98.966553873812,-0.6808699830950284,-0.1433949839924219,0.7182297297425029,,,,,,,,,,,,,,,,,0.9729191157159456,0.0,,,medium,high,100.7536715892754,14.157298839294084,54.667001749344,Ryan Theile,,Kcl bobcats 2025,2022-11,Other,Other,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,91.27715951245364,-1
63,06/25/2025,8:31:22 PM,1,2,Carter Sellers,,Left,Kcl bobcats 2025,Brady Hart,,Right,Kcl merchants 2025,Stretch,2,Bottom,0,1,0,Fastball,,StrikeCalled,,,,,,,83.5390300588406,-2.40763126989856,3.914848822147981,1897.2211111334204,135.89696733665377,10:30,6.237344022760377,-1.727753978526124,6.000000192000004,-23.55615069516048,17.297455191794914,-14.31896813737136,2.030139554887403,-0.723107046998457,75.12853742447261,-6.850872335536489,1.2032868087824775,0.4600305991223053,,,,,,,,,,,,9.04381074904849,10.153825529234004,1.41668032414701,49.99999999999998,6.0269932484911966,-7.852175834860313,-121.06618633999364,-5.814252819330035,13.173869656359372,27.720900722409937,-17.383252017661167,KCL Merchants 2025,KCL BobCats 2025,,,,2da2f4a4-8682-4293-bdc7-cea5bbb01535,2c579bb6-e661-425b-93d8-4b2308cd8af0,83.77153495941559,6.237655109388357,-1.7345451681497583,-2.412329303351026,3.9949119064802647,75.31266719344735,2.030675447291121,0.7282643359068773,-6.841508762414915,1.2821658257650026,0.4598411168391977,-15.072775908336745,16.01933357300974,6.097446677286672,18.68920960287605,1886.4879215120825,201.52237225517405,99.43426785848246,-0.7140269992283632,0.1062197606133438,0.6920135886152691,,,,,,,,,,,,,,,,,0.9029257895557048,0.0,,,medium,high,106.82028864258844,0.0229563992072503,54.667001749344,Ryan Theile,,Kcl bobcats 2025,2022-11,Other,Other,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,114.09644939056705,-2
64,06/25/2025,8:31:37 PM,1,3,Carter Sellers,,Left,Kcl bobcats 2025,Brady Hart,,Right,Kcl merchants 2025,Stretch,2,Bottom,0,1,1,Fastball,,BallCalled,,,,,,,84.69499240846457,-1.708402474767823,3.3078599832579547,2009.027694289165,139.29178338342655,10:45,6.302697447231263,-0.5163157199715644,6.000000192000004,-21.505579491563484,18.18911145959243,-13.438350293037669,2.919665982977122,-1.4415460601043328,76.00997480564787,-5.775097414932773,0.7598191143294094,0.4534586961571242,,,,,,,,,,,,8.377110423857737,10.410058727995471,0.2543640342841346,50.000000000000014,6.150803002806411,-6.689579607038943,-122.86882915340117,-4.329988335558504,12.555821438505609,28.78214907289288,-16.571194670679894,KCL Merchants 2025,KCL BobCats 2025,,,,2da2f4a4-8682-4293-bdc7-cea5bbb01535,9758d3c7-90f9-4ca8-b72a-447d8135b140,84.93181619616063,6.303802050457393,-0.5226853623810839,-1.7228336682345706,3.3848137805498624,76.20321019445744,2.919575386495102,1.4465613101673238,-5.775280005506731,0.8372077396615043,0.4532712561085638,-14.162910371190405,16.997248536617068,10.062066044053624,14.339474142464132,1978.126978733944,351.00702617719696,98.46190693920948,-0.7463814397767823,0.1747148768406552,0.6421755664670622,,,,,,,,,,,,,,,,,0.9935942794107242,0.0,,,medium,high,102.90552672821774,2.3146771576128704,54.667001749344,Ryan Theile,,Kcl bobcats 2025,2022-11,Other,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,125.50609432962374,-1
