PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,RunValue,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,ff_diff,ivb_diff,hb_diff,Stuff+,xBA,xWOBA,Good Swing Decision
40,07/06/2025,6:57:46 PM,5,2,Reed Frazier,,Right,Kcl bluecaps 2025,Jake Folmar,,Right,Kcl bobcats 2025,Windup,3,Bottom,1,0,1,Curveball,,Foul,,,,,,,68.1016482201764,2.82768774039749,-0.892870722606295,1878.60772109806,53.2348571309822,7:45,5.0761065449573,1.65861777390752,6.000000192,-64.7608670858217,-3.03658365582562,-10.6238964787674,2.30985759266562,0.0566025588519273,61.3105437004218,-9.41610819366907,-2.91550735907007,0.565456955881738,,,,,,,,,,,,5.43649521072063,-2.65794225368444,-1.57976548503108,50.0,5.26935567313878,1.80042172454408,-98.8215658995521,3.294866171481,5.23036011231537,19.7238299884607,-34.7312108830603,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,231594c0-cbe4-41f2-893e-1300095d031b,68.2584314191515,5.06182297132522,1.66044959834514,2.99625247083063,-0.915140299945226,61.396118047474,2.32171666244265,-0.0576880562535322,-9.23890150547862,-2.93172015351382,0.565274096764165,-10.4104760580844,-7.04988712819467,-58.0459095048265,56.6653832338498,994.233541171066,-1593.94687344958,52.9239569285879,0.316769117632629,-0.848472438151115,0.423971517689748,,,,,,,,,,,,,,,,,0.993515666727877,0.0,,,medium,high,39.0011550895352,-31.9032636286846,54.667001749344,Braxton Waller,,Kcl bluecaps 2025,2022-11,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-14.435340850878305,-21.488407231178563,-14.967414682603831,103.97343311894784,0.0,,-2
41,07/06/2025,6:58:13 PM,5,3,Reed Frazier,,Right,Kcl bluecaps 2025,Jake Folmar,,Right,Kcl bobcats 2025,Windup,3,Bottom,1,0,2,Fastball,,InPlay,,GroundBall,FieldersChoice,1.0,1.0,,80.4110206801334,-0.801560040424551,-4.73580612786559,1878.54506352271,204.761560363436,12:45,5.52507433753988,4.582661604523169,6.000000192,-24.2032940253917,19.9741369644676,7.32154045286809,2.76056743167976,-0.781310886656137,72.1034139020688,-5.37597334672172,-3.35228336922356,0.478378608272693,67.5497736015281,13.0419356671239,-10.6257514099233,1076.34412276224,-27.5712929182477,106.488608811079,5.0282985714174,128.132537226745,,-15.0399671947878,1.51709362311886,-5.55645832172542,11.0733351647086,-4.20026956705235,50.0,5.4455333286802,9.43756435244069,-116.486821540119,-2.33842112130758,-7.48232567601519,25.9536667820889,-17.2626986454079,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,e815fa2d-3d13-4dcd-80b1-6b36ce2bc514,80.6547246459069,5.52630325301049,4.58707596441074,-0.817838305487982,-4.78887624953295,72.3059636744983,2.76055459085255,0.77777205105291,-5.37450409961086,-3.40558818228186,0.478160935500894,7.822086547783351,18.617949536359,-28.6761523901409,16.4193921819401,1648.13392941925,-901.435580827931,87.7345963864513,-0.796681621245917,-0.479858374617605,-0.367470182026144,-12.1344196487756,64.6789114197159,15.2435622793905,-0.973862814298967,1.16193812166966,2.72304655097197,-33.2494673284709,123.743363533306,-9.58287333077413,2.76466676628962,0.0620966676937405,0.20012372889429,-0.0282580116996171,0.979363047040386,,,0.994837393217949,0.0,0.9967043097938,35.1167654145015,medium,high,75.2225470362539,-20.3620815234417,54.667001749344,Braxton Waller,,Kcl bluecaps 2025,2022-11,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,105.04590977633376,0.3333333333333333,0.50895,-1
42,07/06/2025,6:58:55 PM,6,1,Reed Frazier,,Right,Kcl bluecaps 2025,Zach Spidle,,Right,Kcl bobcats 2025,Windup,3,Bottom,2,0,0,Curveball,,BallCalled,,,,,,,67.5762950476567,4.4175702760718,3.05648899723673,1668.60772640393,54.9829541359961,7:45,5.10140294647584,-0.227318503838081,6.000000192,-65.6614370776602,-1.59621365011343,-11.0896216651089,3.63153574186654,-0.997645506628899,60.3183610346367,-7.9914825246127394,-7.65937644092912,0.570810524072124,,,,,,,,,,,,6.98303513900286,-3.92401570536512,-0.015573798709572,50.0,5.42361202078483,-4.95552483912803,-97.7799673435113,5.92927799393811,6.59778293756936,18.8781135234623,-35.8815783828992,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,70ee6bd1-b05f-4899-8746-932399ef08fe,67.7325053002729,5.0861698555968,-0.226155653500552,4.59611405461698,3.04235060011541,60.4141140557726,3.64261308779871,0.996978985186219,-7.81457127038746,-7.66981577384087,0.570632593630704,-10.9321300567386,-5.84006657118104,-53.9772843615514,59.0206769768319,981.318122626363,-1349.54306593749,58.8105944313966,0.337467019999199,-0.808783900842851,0.481647809244766,,,,,,,,,,,,,,,,,0.992344280830684,0.0,,,medium,high,36.88139072085129,-41.8056617728146,54.667001749344,Braxton Waller,,Kcl bluecaps 2025,2022-11,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-14.960694023398005,-20.048037225466373,-15.433139868945332,104.0123270237242,0.0,,-1
43,07/06/2025,6:59:34 PM,6,2,Reed Frazier,,Right,Kcl bluecaps 2025,Zach Spidle,,Right,Kcl bobcats 2025,Windup,3,Bottom,2,1,0,Fastball,,StrikeCalled,,,,,,,79.2711006773144,0.193742960771544,-1.68468172548349,1897.86121368454,205.51200450984,12:45,5.69818655778789,1.0533476093857,6.000000192,-27.5784638237291,17.6830082459883,6.59696729720139,3.58012315611377,-0.0369109996914972,71.0030221903201,-5.03613509005866,-0.430968325158226,0.484212347449949,,,,,,,,,,,,-4.14674694240573,9.50206487781159,-0.919898544733319,50.0,5.69802415895508,3.19828548765972,-115.173635660779,-0.401193098401031,-5.44753016255058,25.7749584637167,-19.6913044975425,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,c11d8716-8108-405f-96b4-fd3e6caea430,79.514889783891,5.6984070848651,1.05824097538135,0.189432585668063,-1.74375286771179,71.2031847563497,3.58101781688644,0.0330167877324963,-5.02125225853185,-0.489394057032,0.483984388629886,7.15091061076462,16.0757416254479,-38.86684452960311,48.6129496386575,1477.68688559376,-1190.93184295003,77.8606399108054,-0.702688432476774,-0.627512609648595,-0.335345928252222,,,,,,,,,,,,,,,,,0.996769581230065,0.0,,,medium,high,46.2483453252082,-66.4803405026331,54.667001749344,Braxton Waller,,Kcl bluecaps 2025,2022-11,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,105.80679566859281,0.0,,-1
44,07/06/2025,6:59:58 PM,6,3,Reed Frazier,,Right,Kcl bluecaps 2025,Zach Spidle,,Right,Kcl bobcats 2025,Windup,3,Bottom,2,1,1,Curveball,,BallCalled,,,,,,,68.0260475818734,2.3360251267842,-4.12931435580105,1916.5440369602,48.1374711775945,7:30,5.14636776357367,1.91028085882444,6.000000192,-64.3816201425777,-2.14069879344336,-9.62188541972491,1.95917704161272,2.73596001240763,61.3082506230655,-9.792079580095,-5.95106759346472,0.567818487936303,,,,,,,,,,,,3.70939096568682,-2.01387847005892,-1.56781477909514,50.0,5.30023921414205,7.34517319313031,-98.4914496892074,2.45879049382464,3.53726083363197,19.8982453252243,-34.0944762818458,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,3f2f8191-ba05-4a94-a6eb-7f317fc6e92a,68.1868477674072,5.13243292167966,1.91296760294777,2.49962532181446,-4.16160151785956,61.3986748014097,1.97078159960159,-2.73766861011138,-9.61842077056267,-5.97664837561469,0.567629972897926,-9.31264812307066,-6.24015965275157,-60.8176290241592,24.3438983013107,934.489706214499,-1673.28121802249,48.7591043144869,0.325391754961894,-0.873072147445387,0.363132525612784,,,,,,,,,,,,,,,,,0.986770323653783,0.0,,,medium,high,68.0904915288204,-47.3639295514202,54.667001749344,Braxton Waller,,Kcl bluecaps 2025,2022-11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-14.510941489181306,-20.592522368796303,-13.96540362356134,103.97343311894784,0.0,,-1
45,07/06/2025,7:00:22 PM,6,4,Reed Frazier,,Right,Kcl bluecaps 2025,Zach Spidle,,Right,Kcl bobcats 2025,Windup,3,Bottom,2,2,1,Fastball,,StrikeSwinging,,,,,1.0,,77.8448070076944,-0.379277576590375,-2.73033754320283,1939.90879201073,196.959379900059,12:30,5.634850766433311,1.75843913281166,6.000000192,-29.3013251659604,17.6732250201958,3.59920862862752,2.84016959689004,0.481107785998973,69.8661369331065,-5.92350160983837,-2.04749676412535,0.493290597436569,,,,,,,,,,,,-2.87752710694922,9.69085570554046,-1.53795505973906,50.0,5.58696489622496,5.28877313035974,-113.025125888152,-1.57403458237735,-3.64291288165367,24.6956849725304,-19.9055489700705,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,adccc0fc-66cb-4bf9-b308-2a63eae5d456,78.0892903204357,5.63452507649888,1.76255070210583,-0.377196316704535,-2.77872864124236,70.0608877249652,2.84149359698042,-0.484111498861394,-5.90183269414799,-2.09318862725928,0.493055839970744,4.05476711646388,15.9700375533863,-45.8632437400692,70.1924479221966,1350.90076282468,-1392.23318819809,69.6373338987996,-0.666089311664863,-0.717679714598866,-0.203127684324712,,,,,,,,,,,,,,,,,0.995626064499048,0.0,,,medium,high,26.8267968700231,38.1231050936934,54.667001749344,Braxton Waller,,Kcl bluecaps 2025,2022-11,0.0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,105.40843878618247,0.0,,-1
46,07/06/2025,7:01:05 PM,6,5,Reed Frazier,,Right,Kcl bluecaps 2025,Zach Spidle,,Right,Kcl bobcats 2025,Windup,3,Bottom,2,2,2,Fastball,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1.0,0.0,,81.6420172246767,0.405809870360194,-4.54690751158226,2034.37591939294,197.424558764305,12:30,5.42163811090618,3.42636669036053,6.000000192,-24.875207506189,18.0283701842587,4.11250455235559,3.7270582490470305,0.465685243719779,73.0094176151337,-4.30451658460798,-3.76919286694412,0.471431151821817,,,,,,,,,,,,-3.7850294968144897,9.61586044612927,-3.05759957216044,50.0,5.44041052293646,9.28628391335985,-118.29422597687,0.107851409769171,-5.24567164559455,27.1817335414172,-18.8474304585384,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,2de0ee7d-c43f-4980-b6d8-a9a63b475d8c,81.8985242168108,5.4223919617069,3.43028232288478,0.39533248513078,-4.59282511924046,73.2165709681297,3.72746007034763,-0.468588234753399,-4.2968243804429,-3.81316674864798,0.4712076537567,4.54605913226855,16.5716763081773,-45.3247758065216,86.7856651582183,1430.34380834734,-1446.65198694374,70.3087268538925,-0.670824043986591,-0.711103573903601,-0.210539329321154,,,,,,,,,,,,,,,,,0.995802061128063,0.0,,,medium,high,11.8929013576036,-59.8543305299389,54.667001749344,Braxton Waller,,Kcl bluecaps 2025,2022-11,0.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,105.36841306412694,0.0,0.0,-2
47,07/06/2025,7:03:13 PM,1,1,Matt Brummer,,Right,Kcl bobcats 2025,Justin Trusner,,Right,Kcl bluecaps 2025,Windup,4,Top,0,0,0,Fastball,,BallCalled,,,,,,,82.0484625112844,-1.93830164496344,-5.68679368724687,2096.62969080567,219.025633113232,1:15,5.3657265565356,2.22018562134862,6.000000192,-23.5135615767051,18.996583642592,12.5739286439252,1.59521698992937,2.03468111705413,73.7203364846123,-6.37188340774628,-3.31663110137102,0.469264625093822,,,,,,,,,,,,-8.67600060024637,10.9100155677486,-1.76274248652377,50.0,5.19335202613813,11.4416905289236,-118.641919418972,-4.73202956246067,-12.1483654094595,26.4280165292947,-16.8975573579869,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,23cf3ea2-eb7b-4990-86db-99ac89d1ccc3,82.2838860840554,5.3669132289011,2.22677561324791,-1.95359256787088,-5.76480027473666,73.9112305113344,1.59515456543622,-2.03975352401533,-6.371083539710231,-3.39416775218842,0.469068463397661,13.3127124632744,17.8042153274499,-20.5929209252284,83.4238169319236,1962.66134053923,-737.439165437146,93.6102998610613,-0.727225035320702,-0.351725995616217,-0.589434111678808,,,,,,,,,,,,,,,,,0.992600923632543,0.0,,,medium,high,14.9185647612687,-44.6709505679029,54.667001749344,Zach Pomatto,,Kcl bobcats 2025,2022-11,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,105.40843878618247,0.0,,-1
48,07/06/2025,7:03:27 PM,1,2,Matt Brummer,,Right,Kcl bobcats 2025,Justin Trusner,,Right,Kcl bluecaps 2025,Windup,4,Top,0,1,0,Fastball,,InPlay,,LineDrive,Single,0.0,0.0,,82.3125719599151,-0.0096124292966013,-7.43830093656009,2135.88095936486,218.223197200738,1:15,5.53316678593319,4.53009054495025,6.000000192,-22.7191848250955,19.7859869514399,13.2966341327931,3.63089173985126,1.31406779752264,73.6093810352775,-4.29625137577548,-4.94517014698432,0.469237173658323,94.7010807689331,16.7030531554821,-23.2434943677801,,-41.975032604448096,101.676431083245,23.9075903535855,240.297485544913,,-22.8721580959992,2.35233556290577,-9.66241859464923,10.6992308260189,-3.9284958497057,50.0,5.51919381805848,15.0991240124852,-118.670057438634,-0.693451820682531,-13.5296058152701,26.5385243987408,-17.1926684561467,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,466ab089-8551-4271-9a5e-b5b3143340c6,82.5572665850902,5.5347320782246,4.53676984768067,-0.0296311688483667,-7.51688247388752,73.8069175040494,3.6305479360847905,-1.31920378785206,-4.29975337601996,-5.02328580006767,0.469036613341211,14.0463473250279,18.6199323339994,-14.4481538573676,11.3781354893038,2068.33117965433,-532.910502661655,96.8373808748864,-0.760760715291391,-0.249503840710357,-0.599158549584424,-35.7959266276623,83.3433664066766,27.2181853119099,0.798220295195953,3.06187776591545,3.89967030488369,-93.39793035394,221.403947943139,,,,,,,,,0.995768662097053,0.0,,55.1343218289249,medium,high,100.240321940373,-16.6724612335047,54.667001749344,Zach Pomatto,,Kcl bobcats 2025,2022-11,0.891,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,105.0076274229362,0.5,0.7541,-2
49,07/06/2025,7:04:02 PM,2,1,Matt Brummer,,Right,Kcl bobcats 2025,Cameron Anderson,,Right,Kcl bluecaps 2025,Stretch,4,Top,0,0,0,Fastball,,StrikeCalled,,,,,,,84.8362729307809,-2.12216112693194,-5.192983649603289,2049.57356941621,215.397702808361,1:15,5.71979411804635,2.28130845567706,6.000000192,-20.3583996913849,19.3648007470769,11.5225649241625,2.04190267838019,1.59806298669292,76.1636693057022,-5.96472802695786,-3.01816388570505,0.453621508288967,,,,,,,,,,,,-7.9516723622917,11.1736621770191,-1.86384043406573,50.0,5.53432928445755,10.8032263332712,-122.755822233384,-5.1917146209932,-11.9138991905945,28.4003437657971,-15.4326801354612,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,9e0890ad-06a0-4522-b90f-2190fe50d08b,85.0769222080108,5.72149396369407,2.2870180507816,-2.14370986878307,-5.26176771818403,76.3621847286739,2.04135111892406,-1.60252958451441,-5.9716958926242,-3.08739730838395,0.453434518429238,12.1740014537414,18.3004207085878,-17.733461514849,8.10670084332065,1952.18553674429,-624.278340626922,95.2483758511944,-0.776418107776377,-0.304589378952978,-0.551724779347447,,,,,,,,,,,,,,,,,0.993217988631865,0.0,,,medium,high,82.7039692410114,-8.72672281491656,54.667001749344,Zach Pomatto,,Kcl bobcats 2025,2022-11,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,105.2409558428335,0.0,,-1
50,07/06/2025,7:04:15 PM,2,2,Matt Brummer,,Right,Kcl bobcats 2025,Cameron Anderson,,Right,Kcl bluecaps 2025,Stretch,4,Top,0,0,2,Curveball,,StrikeSwinging,,,,,,,74.4977965623417,0.0895002547631362,-4.76165357855761,1978.41787657261,18.6643277289943,6:30,5.37826213781262,3.50992033596565,6.000000192,-58.3269160934946,-6.38526221427578,-5.60655736988025,0.601154670046277,1.39296015447186,67.2930494068885,-10.8566110726691,-5.82286878416366,0.518715719574065,,,,,,,,,,,,1.28895299301387,-3.49504892513595,-3.11794610531404,50.0,5.35207381777012,9.13346249393608,-107.852037007925,-1.38687820955571,1.47253664994036,24.0138476967995,-36.166893129164,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,c1dd63fa-4cf6-4dd0-aa58-59e9edbdf31c,74.6571780898695,5.36468164421441,3.51372407895748,0.248177576016842,-4.80676253199074,67.3851959957367,0.61225056219189,-1.39553881864446,-10.6928616038451,-5.86129185969311,0.518552065860338,-5.17653450199539,-10.0333935516969,-58.4428141965222,34.4639047900634,1035.40361103584,-1685.84597653404,52.3349300113261,0.495826207258443,-0.85211824887803,0.167483916018067,,,,,,,,,,,,,,,,,0.977412423657669,0.0,,,medium,high,58.9824856889429,36.523129952797,54.667001749344,Zach Pomatto,,Kcl bobcats 2025,2022-11,0.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-8.039192508713,-24.837085789628723,-9.950075573716681,104.2154192274167,0.0,,-2
51,07/06/2025,7:04:55 PM,2,3,Matt Brummer,,Right,Kcl bobcats 2025,Cameron Anderson,,Right,Kcl bluecaps 2025,Stretch,4,Top,0,0,2,Fastball,,InPlay,,LineDrive,Out,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,6f48ad60-9cd3-4057-a12a-29f39495347f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zach Pomatto,,Kcl bobcats 2025,2019-02,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,-2
52,07/06/2025,7:05:13 PM,3,1,Matt Brummer,,Right,Kcl bobcats 2025,Ethan Hamrick,,Left,Kcl bluecaps 2025,Stretch,4,Top,0,0,0,Fastball,,Foul,,,,,,,85.6209577038096,4.3684059998166,-1.95684417529648,2486.60985143331,37.3673505321076,7:15,3.50387359958954,2.80018139594309,6.000000192,-53.9695726022213,-14.727882608845,-13.3858240547627,3.07663673082427,0.134690060035376,76.3680967280145,-5.87268758056243,-4.50075772764049,0.450863806905144,,,,,,,,,,,,6.54919826432529,-9.55675225975052,-2.6330213722817,50.0,3.8295372435991504,4.64689136517875,-123.970753970193,7.81779900930228,9.90915407268424,31.1944672950817,-46.6337325508884,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,72354ac3-98f2-469f-ace3-74df941d48ce,85.7771238206983,3.48846363542493,2.79609663372122,4.55128996331978,-1.90815681224864,76.450289442961,3.08853177999995,-0.131546664566558,-5.69024040920969,-4.45209855811038,0.450753914933938,-13.842701086663,-17.982764350717,-18.3058138404904,6.26567104983956,2360.77150558815,-781.016294099075,94.9393610834194,0.75454063485061,-0.3140887958957,0.576208867210518,,,,,,,,,,,,,,,,,0.943888374764529,0.0,,,medium,high,84.3608960551444,6.90894623676756,54.667001749344,Zach Pomatto,,Kcl bobcats 2025,2022-11,0.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,106.52045384454158,0.0,,-2
53,07/06/2025,7:05:32 PM,3,2,Matt Brummer,,Right,Kcl bobcats 2025,Ethan Hamrick,,Left,Kcl bluecaps 2025,Stretch,4,Top,0,0,1,Changeup,,BallCalled,,,,,,,79.0327360006172,-3.8129767886422,-5.29424561528119,1752.15286195885,220.60252179778,1:15,5.82994943460906,3.33160462543435,6.000000192,-28.1224258185689,17.7314462759259,13.8419274376307,-0.0777884454440638,0.449391522638538,71.4425432641515,-9.07939926656191,-2.68335004062211,0.48737082742265,,,,,,,,,,,,-9.20860472099177,10.8301734857397,-2.90717648974731,50.0,5.50123080262447,10.1851807127091,-114.178611968398,-8.44540213417862,-11.9576153223308,24.2292107571203,-18.11078459197,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,72f2f235-3166-4104-9767-f555d5f8f4c6,79.2517594486721,5.82876586654596,3.33697426202109,-3.8000085470199294,-5.35766391063694,71.61590219904,-0.0760222765737439,-0.453654278806013,-9.05185170560194,-2.74738371254573,0.487168944489177,14.4397723603156,16.2297874691961,12.393650276878,3.41887829305881,1711.32081371408,376.059468993352,97.6696069657347,-0.741549325488478,0.214627089426964,-0.635641259164077,,,,,,,,,,,,,,,,,0.969101830249533,0.0,,,medium,high,93.0769904637529,-28.4103593229893,54.667001749344,Zach Pomatto,,Kcl bobcats 2025,2022-11,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.5042530704374997,-0.7203772994270423,9.49840923379427,105.46165470632397,0.0,,-1
54,07/06/2025,7:06:03 PM,3,3,Matt Brummer,,Right,Kcl bobcats 2025,Ethan Hamrick,,Left,Kcl bluecaps 2025,Stretch,4,Top,0,1,1,Fastball,,BallCalled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,194428df-42cb-4145-99f5-49cf7a67d886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zach Pomatto,,Kcl bobcats 2025,2019-02,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,,-1
55,07/06/2025,7:06:20 PM,3,4,Matt Brummer,,Right,Kcl bobcats 2025,Ethan Hamrick,,Left,Kcl bluecaps 2025,Stretch,4,Top,0,2,1,Fastball,,StrikeCalled,,,,,,,83.2878781173071,-0.45384654032923,-5.78954144914048,2080.18513214873,215.495360385042,1:15,5.70622405704463,5.03770473982273,6.000000192,-21.2339036606892,20.0375245573132,12.7063197346359,3.51275843961069,-0.697413208729304,74.5417446486089,-4.46972676009196,-3.39351082148553,0.462377051778623,,,,,,,,,,,,-8.80543807773914,10.9860745983272,-4.57187693783614,50.0,5.65675253529895,11.8323331036687,-120.467211352781,-1.59762543463926,-12.6957430018533,27.5194818268085,-16.3342494002308,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,85329be8-ed61-456d-90ac-12b6fb95a67f,83.530201582036,5.70774814963868,5.04340495354295,-0.47344553781239,-5.85817507072057,74.7411371114635,3.51237180397105,0.692895143451921,-4.47419888265992,-3.46317496917956,0.462181180032276,13.3571155883026,18.8681957277661,-2.85263657470168,1.54357071215083,2077.60744673684,-103.525268781362,99.8760838459976,-0.81315366010745,-0.0497673342537668,-0.579917526459695,,,,,,,,,,,,,,,,,0.97988876451909,0.0,,,medium,high,88.6107863590644,4.54379962825284,54.667001749344,Zach Pomatto,,Kcl bobcats 2025,2022-11,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,104.92281313673433,0.0,,-1
56,07/06/2025,7:06:40 PM,3,5,Matt Brummer,,Right,Kcl bobcats 2025,Ethan Hamrick,,Left,Kcl bluecaps 2025,Stretch,4,Top,0,2,2,Fastball,,Foul,,,,,,,84.9363714217767,0.975622721329053,-2.96587346933678,,,,4.24470832907554,3.49789792706776,6.000000192,,,,2.0368017063905,-0.73896922888504,76.0393676098527,-6.10994561383772,-2.96587346933683,,,,,,,,,,,,,,,,,,,,,,,,KCL BobCats 2025,KCL BlueCaps 2025,,,,de89ca55-0bb0-4372-9d9c-fe21cb0be3ac,8869ffce-9c76-40be-b6bd-dd52b7b3e926,85.1709537506292,4.23831915519975,3.49789792706776,1.05022894143055,-2.96587346933679,76.217581883804,2.04248004909318,0.738969228885046,-6.02211097055751,-2.96587346933679,0.452752647618138,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Zach Pomatto,,Kcl bobcats 2025,2022-11,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,,-2
