Pitcher,PitcherTeam,TaggedPitchType,PitchCall,PlayResult,RelSpeed,SpinRate,RelHeight,RelSide,Extension,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ABS_Horizontal,ABS_RelSide,differential_break,xWhiff_xg,xWhiff_rf,xWhiff_nn,xWhiff,stuff+
Devan Tupper,Kcl groundsloths 2025,Fastball,InPlay,Out,83.5333768678551,1766.92000035966,5.54407703751402,2.49089196192314,6.000000192,15.7578336076958,13.3660524764728,2.22205267054304,-0.809286242032988,13.3660524764728,2.49089196192314,2.3917811312229986,0.0012315783,0.01,0.8935398,0.3015904548779751,77.31039029529444
Devan Tupper,Kcl groundsloths 2025,Fastball,InPlay,Single,85.6788996453732,1783.43506008723,5.40373709030339,2.580052412269,6.000000192,14.0893398381176,15.0870518523597,1.83645562166269,0.252927210954751,15.0870518523597,2.580052412269,0.9977120142421008,0.010433688,0.01,0.8678578,0.29609716722120843,75.90222831310975
Devan Tupper,Kcl groundsloths 2025,Fastball,StrikeCalled,StrikeoutLooking,86.8839506119751,1563.04017255065,5.44241363310529,2.75212746711554,6.000000192,10.3079309522758,15.0822726338012,1.76796113664059,-0.58812629067871,15.0822726338012,2.75212746711554,4.774341681525399,0.035290435,0.02,0.33285418,0.12938153882821402,33.16596099787738
Roy Rolston,Kcl merchants 2025,Fastball,InPlay,Single,84.2071718035834,2089.12676952672,5.48844666828467,2.19099776503339,6.000000192,19.5026369749642,13.0833210036314,2.69137050094232,-0.399159643535433,13.0833210036314,2.19099776503339,6.4193159713328,0.0015133275,0.02,0.9959763,0.3391632187739015,86.9418789391983
Roy Rolston,Kcl merchants 2025,Fastball,StrikeCalled,StrikeoutLooking,85.2620065428316,2041.55447948827,5.4133697866585,2.63101582772334,6.000000192,18.4862848854831,13.7400085182027,2.61130798947608,0.430894148414951,13.7400085182027,2.63101582772334,4.746276367280402,0.28898805,0.02,0.9920405,0.43367618958155313,111.16955107843658
Joe Stellano,Kcl merchants 2025,Fastball,InPlay,Error,86.3293634068944,2114.32898113427,4.73829138640482,2.43940806953971,6.000000192,15.2593065659116,9.83987120608878,2.60372569934184,-2.02111391814789,9.83987120608878,2.43940806953971,5.41943535982282,0.16543026,0.34,0.9952976,0.5002426244815191,128.2333439785298
Joe Stellano,Kcl merchants 2025,Fastball,InPlay,Out,85.9115280443775,2018.28811194793,5.17722268201012,3.24904143259104,6.000000192,14.641369968575,8.69837106584022,2.98030672248904,-1.00362163282782,8.69837106584022,3.24904143259104,5.9429989027347805,0.0058807423,0.06,0.9892881,0.35172294466445847,90.16146793777502
Joe Stellano,Kcl merchants 2025,Fastball,InPlay,Out,85.3205987455682,2163.4457995812,5.07578595653941,2.61348739886019,6.000000192,15.4906316912825,8.89558464567128,2.68293912882198,-1.53588196050749,8.89558464567128,2.61348739886019,6.595047045611221,0.0026899688,0.01,0.99785197,0.33684731220205627,86.34821412633401
Nolan Bowles,Kcl groundsloths 2025,Fastball,InPlay,Out,78.3879374776541,2117.48966673374,4.9526047407157,2.5099825056327,6.000000192,16.0941896042356,6.65449425360304,3.60908021081249,-0.920427270546472,6.65449425360304,2.5099825056327,9.439695350632558,0.029831015,0.16,0.9990791,0.3963033742705981,101.58931771431065
Nolan Bowles,Kcl groundsloths 2025,Fastball,BallCalled,Walk,77.9464283794089,2005.47114440866,5.14156906753888,2.59204792676311,6.000000192,16.6818552814084,8.44591622480927,3.59555054262623,0.0856325524482813,8.44591622480927,2.59204792676311,8.235939056599129,0.004497268,0.05,0.99716175,0.3505530045988659,89.86156281269518
