,PlayResult,RelSpeed,SpinRate,RelHeight,RelSide,Extension,InducedVertBreak,HorzBreak,VertApprAngle,ZoneSpeed
2709,0,80.7291058271782,1932.47672899753,5.4472203321194,2.42513249581324,6.000000192,16.8560342642539,13.1273912845122,-5.83544482640095,72.4263933452725
2712,1,81.5192092457358,2035.31742920069,5.60667020012808,2.1120480076164,6.000000192,17.7166708824405,12.792491208134,-6.11481012476981,73.2056008577756
2716,1,81.1269153739017,1908.76759886324,5.64309354296081,2.64512496196602,6.000000192,18.8412341053012,11.046244380802,-6.11991765217554,72.8496017307623
2720,1,68.357364618681,2078.23455969928,5.5681686381547,3.43002169376652,6.000000192,-0.748719819854983,-11.4847849837082,-10.9470743799238,61.8791068743639
2721,1,80.2035372773755,1978.64014218984,4.69930161866853,2.47749473251611,6.000000192,15.845333597517,16.1513546449938,-5.44491809526617,71.8793584849149
2725,1,79.5923828186526,1869.73594387471,4.41172222625285,2.52346200600574,6.000000192,11.8852293222078,17.0767391549885,-5.15544610391283,71.2182223361989
2726,1,73.6840058098222,2162.36796479379,4.34120833948753,3.61088788996439,6.000000192,3.22973179357135,-6.83891515496121,-6.58828428254446,65.9435747109137
2728,1,68.6396727642016,2033.60358851712,5.60950782234088,1.29761360913929,6.000000192,0.411784229297858,-9.81394992487337,-8.83770099372084,61.7525126091324
2729,1,80.2744161244988,1778.78386041991,5.5805836645956095,3.4396125018078,6.000000192,16.3487102896208,13.1817942851181,-6.5463423024129,72.1188560715771
2731,1,80.6782050501529,1892.89594837697,5.53729533170499,1.97594332488665,6.000000192,16.4544104750314,14.3350474685361,-5.92983899283778,72.3958820516604
2732,1,84.4448014891594,2020.86468957614,4.52204804241556,4.21623964246818,6.000000192,13.6138793465334,12.3823963027789,-4.71110203465631,75.527809398783
2738,0,87.8797999180015,2225.81607213591,4.54683440625165,5.44976369897241,6.000000192,12.916699200853,9.23890839679721,-4.67980830219216,78.58739668617
2744,0,87.8590550463617,2071.15393282576,4.67925407829326,3.39980117552985,6.000000192,14.1706212114818,11.7226181327083,-6.69734191525713,78.9176362878283
2745,0,86.875990090652,2054.73548805867,4.6317835924128,4.15164108814189,6.000000192,12.8884641337251,9.70531470808688,-4.54106790494589,77.6781743097695
2749,0,83.5193742684712,1868.24425447139,4.93005668007602,4.62102346434716,6.000000192,13.1464002832978,10.4004434520415,-2.94751916404908,74.4007986639228
2762,0,79.2290024316269,1795.22130254258,5.59478247446451,2.16360456162641,6.000000192,19.3638120274208,8.65274863829481,-3.47778178094534,70.7134698431992
2766,0,70.1467235513572,1731.17999767113,4.6234488226217,2.69014173433647,6.000000192,2.38614372380388,-3.90059680130852,-8.57561460973908,63.0944439717812
2768,0,78.5470488554307,1692.05632357525,5.58285959730509,2.40371002163253,6.000000192,18.7918782538584,8.80057320828019,-6.57758873563181,70.6161886755863
2772,1,76.5828309069947,1800.02567938357,5.47685096676892,2.46057151699601,6.000000192,20.5878625625332,8.2032894160814,-6.39962131610466,68.8557943531163
2778,1,73.0605135111174,1462.14011585187,5.11480882612693,2.58193986455361,6.000000192,12.7403072170686,16.7610422866962,-7.54899712138971,65.7455442439615
2783,0,78.7025973568326,1865.75061734531,5.4800477947945,1.02120131931229,6.000000192,19.3685403098056,9.77523271132384,-5.86989988504877,70.6596297910781
2786,1,77.8202232765953,1658.49164679714,5.59150983870542,1.56738169978136,6.000000192,19.5087351553261,7.64691063735638,-5.0998000571046305,69.7336212468543
2790,0,83.1424064288558,1987.79693321446,4.18864947742089,4.26017332679031,6.000000192,11.6331797419072,10.9611611406383,-6.12703342063365,74.5577334813097
2795,0,82.6096181562211,2011.15297379759,3.7987630943263,3.54437151604297,6.000000192,11.7920426192364,10.1489297594342,-4.34818065646149,73.7639161762618
2797,0,85.4952353480683,2206.62155530801,4.25806605322945,4.63481402752737,6.000000192,13.2816086440326,12.4371664125576,-5.15064980185166,76.5312364788734
2802,1,85.4385139787534,2146.03534144773,4.74551687756443,3.79945884676764,6.000000192,14.1069146716287,9.01472837308701,-4.48673023289469,76.3926573436802
2803,1,84.9029543181536,2193.01471103085,4.42456073217604,3.4444505665586,6.000000192,12.2270014531392,9.9679015825315,-5.29206814850071,76.0175663396105
2805,1,69.629616401448,1711.43229526695,4.93143512751201,0.155210895887897,6.000000192,5.30652571595336,-3.68129089525157,-8.7675648928166,63.0693264577168
2806,1,78.5484180108823,1849.04054366279,5.50531729730923,1.43054091207891,6.000000192,19.7525068169617,9.79462114492903,-4.47525964367514,70.2837074277085
2812,1,72.8108489181272,1215.98850784842,5.29862122809491,3.85370976390718,6.000000192,13.0877925523434,13.9062899995087,-6.90908412043083,65.384776256159
2814,1,85.707776880091,1979.60935830558,5.89442731184549,2.72558579246439,6.000000192,18.1750232663974,3.03271160359122,-5.0126270255695,76.7920864176634
2819,1,86.2712926775891,1937.48517625799,6.05827377656793,2.16310384660867,6.000000192,18.8881346754893,3.3153611360397,-5.6542662812968,77.4114393561561
2824,0,85.0215061088684,2004.40398311881,5.86132038594323,2.14378370971885,6.000000192,19.8028716713487,4.42760467756185,-7.52052182702149,76.5810742968515
2828,0,82.8349290848298,1913.59911849054,5.48485332245691,1.22944371341024,6.000000192,18.2714284970346,3.39601924675616,-8.30468503621233,74.7344104408787
2831,0,84.5272004261085,1995.97478178238,6.00892342714991,2.00462023645162,6.000000192,17.4989321261965,2.7270413492233,-6.69000326601089,75.9882063778721
2834,0,87.6533416943154,1855.15895455282,6.17388305763189,1.66095032920736,6.000000192,17.7612278794549,5.87111616356873,-5.115257279685969,78.5530096655641
2840,0,86.4867264516166,1821.18931131099,6.08179966581824,2.8962970940307,6.000000192,18.2167208619316,5.83761300210801,-4.20953870913551,77.363625708688
2845,1,87.1735966406917,2013.31608061247,5.91611565783706,2.50388956415357,6.000000192,19.2623003421859,3.24835125199452,-3.94533301853008,77.9605227643749
2848,0,86.7691983861799,1981.39804540962,5.80142667819543,1.36485925459784,6.000000192,19.1151935563961,4.40424495316879,-5.6721315654797,77.8635309378806
2852,1,86.9969013305284,1920.20458495195,5.97539686173646,1.65362469065983,6.000000192,16.7476270203744,3.51733260237222,-5.3763744507479,77.9893486578346
2857,1,88.7518009713392,1800.90623634577,5.95400519131729,1.56434589897455,6.000000192,17.1764450519404,4.67852158758362,-6.39914180876875,79.7155737392405
2863,1,75.4902564472722,2058.76688930275,4.79266024062677,2.77288143445169,6.000000192,-12.3188779737449,-7.97185570558351,-10.0289904615227,67.9655417103497
2864,1,84.6755763059805,1897.09519109419,5.75221758927857,2.43595059269444,6.000000192,20.1426424130421,4.81091128985209,-6.66080958198989,76.1541779291687
2868,0,83.1832558739494,1953.12759558477,6.09081315474233,2.86426157630993,6.000000192,19.4003315700934,2.8905033046143,-6.34461585634754,74.7448904239715
2872,0,84.6199581981199,1959.97736944266,5.87634079413961,1.11728605028335,6.000000192,19.0110162487164,3.92379150366864,-4.15946014839194,75.7029498528597
2876,1,80.5232366866556,1779.7731151942,5.88685927776244,4.36120845370704,6.000000192,19.4936816804779,5.61743535070136,-6.72850896252203,72.4099805210994
2882,0,89.1003958312224,2105.7955661911,6.02838816676798,2.11829836080843,6.000000192,20.2391177466604,5.67768413541181,-5.89311555621478,79.9813060314677
2888,1,83.1692393643237,1220.01774187663,6.37389883213299,2.99245772309854,6.000000192,15.9539259506679,6.36482488495169,-7.41700902629219,74.8537793785058
2893,0,87.8073524964544,1876.76333798473,5.9874258059613,1.78327845696217,6.000000192,18.3096703421874,3.92842293306662,-3.74512464387836,78.4897834207897
2894,1,86.4976235690942,1725.30875618718,5.94675291267463,2.72561392653189,6.000000192,19.140750860015,5.96347954050645,-4.94470805492558,77.5024417475651
2898,1,67.8262156337093,1600.53340655378,5.17305062705126,0.299674321627428,6.000000192,6.58476016271843,3.86741060997125,-8.3507160303532,61.0283325466059
2907,0,65.8144600949079,1724.21288955431,4.81666939667225,0.0350997381575375,6.000000192,3.14329173511632,4.44959520684956,-10.7057320538806,59.6013877359458
2908,-1,77.8173720808176,1932.60158075823,5.04892678310574,-1.98141004524236,6.000000192,18.9735233186326,-9.20863922001963,-5.35755345398954,69.7648936969392
2911,1,65.9522028081576,1586.33972655135,5.29098362101404,0.808693877960267,6.000000192,4.02870415517315,6.3647064986815,-9.9663856560923,59.5905891387779
2916,0,66.2406127555124,1646.26842708991,5.45916249359618,-0.975931621424702,6.000000192,3.58177278576486,5.71266672926249,-8.72439844188487,59.59029305073209
2920,0,78.7778996723595,1718.12311377329,5.8172503529886,1.39668989957947,6.000000192,20.0673366201365,6.16797353521218,-6.29007167776347,70.8138153291884
2923,0,77.3196056340944,1765.6333802078,6.11416089942548,2.25991463971943,6.000000192,20.059899657535,5.55222453517037,-7.01808767056491,69.6134097158633
2925,-1,78.6245566289926,1789.9813731249,5.80762801714002,1.37096099681448,6.000000192,19.6701600970806,7.80128461388605,-5.14160678794527,70.4742047095933
2929,1,80.0939543169831,1867.29437325073,5.85006835257555,1.91836489438733,6.000000192,21.4119003357979,7.47866670674957,-6.71587798633171,72.0733074535621
2938,1,79.5744373397745,1826.69804850873,5.93407832898184,1.31386114660829,6.000000192,20.3668500009821,6.4341138591297,-6.01746651400727,71.4834952325094
2940,1,82.82905187451975,2015.5022825570063,5.3159550078142015,3.9547476475355454,6.000000192000004,13.184566259515972,6.030402840323974,-5.8134118542608855,74.23307751572705
2945,0,74.23508456723341,2373.867505886132,4.847510750286973,2.866584347970443,6.000000192000004,-0.0163884787407297,-11.54045983612246,-9.904182796626106,67.01198971826012
2947,-1,81.94356017860498,1994.6290895065245,5.290536125622945,4.155853890276508,6.000000192000004,13.496670337789766,5.733743111953018,-6.343466209487129,73.53989768031174
2953,1,82.99053243516892,1855.804878747259,5.741652198836404,2.762427962109814,6.000000192000004,14.541719401139002,4.024408842881742,-6.162748790338069,74.46895392555793
2954,1,82.49242328193286,1878.94773744028,5.804477228027851,3.1586472643381667,6.000000192000004,16.646987692361122,3.7690956532331934,-6.023947278181122,74.02805954020221
2961,1,67.75268615118411,1914.13682763564,4.7137898716828,1.8551443830870624,6.000000192000004,-3.1927777621645035,-15.48828547605003,-8.747196696325513,60.855694054163806
2963,1,78.36891831159355,1798.15056942686,5.445333896618086,3.03867050029879,6.000000192000004,16.82985372436874,6.371260477581183,-5.928039529512547,70.32089714288131
2967,0,65.38320309870991,1913.356426062106,4.939481344235428,-3.639578305385704,6.000000192000004,-3.184934399110148,-18.060106042651103,-11.156513621624027,59.09554145303625
2975,-1,80.60428237237585,2049.70320181603,5.279707504424017,3.488937012837833,6.000000192000004,11.961217925014097,2.5875489385909343,-5.515290913411759,72.17528443003658
2979,1,72.40232913786055,2382.348538090659,5.274127709575683,3.529619401867718,6.000000192000004,0.916502188119054,-14.013953336156977,-9.80955687492316,65.35637751844105
2981,0,81.69169240329592,1962.3426667371136,5.496982352726411,3.339811533389316,6.000000192000004,15.07584599161308,3.0819568932379413,-4.602396303556308,73.05692823841268
2985,1,74.52645924039678,2312.493284203826,4.979315195980253,3.3877783600389826,6.000000192000004,2.0645499531151827,-11.269504709313006,-7.473825106513211,66.86895613559986
2989,1,74.95518127639782,2385.6914212046954,4.735770128122315,2.898759329847205,6.000000192000004,2.042471569946649,-10.068881254686811,-8.446643780609723,67.43068154692827
2995,0,78.17928050448504,1981.3014387732385,5.280458919842673,1.916593188354904,6.000000192000004,17.216882365177238,6.34174864517307,-6.4496035698575405,70.2484960478943
2996,0,79.069603758443,1931.03789399102,5.576249841979194,1.5233590143356388,6.000000192000004,19.64411760427913,7.401773453073959,-5.949143143022055,71.01042275201314
3000,1,69.10923864899215,1950.845703243639,4.637693769404833,1.0239839363562402,6.000000192000004,-5.281968080716176,-15.406875461640311,-9.50509748829416,62.2103148905846
3003,1,73.6285832627285,2278.464776842127,5.044738125066269,2.823691704920423,6.000000192000004,3.469350943373321,-11.025128699045291,-9.1044342866596,66.37595122970171
3028,1,80.35499743744617,1931.2831346357696,5.711606621262095,2.1204018397368265,6.000000192000004,17.057726948239186,6.127532408981929,-4.183500566599091,71.82887782143682
3033,1,66.37594247707992,2045.799142684787,4.887101152468739,1.865028003096308,6.000000192000004,-8.947811862321075,-13.676222732116088,-10.72417884619736,59.8802349903841
3043,0,67.40456467944854,1858.2613922864605,4.845520384701667,2.65798104445447,6.000000192000004,-16.04367914307997,-10.655964350995024,-9.89217891035947,60.509536900663406
3045,1,78.17600233911593,1652.7308281096552,5.719020264699438,1.7102061626797924,6.000000192000004,16.003064178731307,7.22329270425896,-6.26234505479517,70.18786676688958
3049,0,75.89860415887037,1520.0425465527069,5.484642404617114,3.8864633097351295,6.000000192000004,10.072995225102405,7.841968590707535,-4.033210781084796,67.62256215230181
3061,0,76.40324820037013,1993.211341605168,5.172066384332775,2.968418760000644,6.000000192000004,15.074943874774137,9.25423686688612,-5.829713396194627,68.4653577249282
3066,0,83.81485621678054,1873.672674339516,5.8577873505533535,2.71099506711135,6.000000192000004,17.565884603884992,4.612116219208104,-5.636924017367636,75.17712498712704
3073,0,73.59958135894844,2415.907545546011,5.566463417503103,4.126235527893127,6.000000192000004,-8.989570768517353,-9.9838133855828,-8.502702489346623,66.03421093936606
3079,1,79.50866431604817,1870.4721986695745,5.756166644298979,3.670041209189416,6.000000192000004,19.665249914430536,9.188492309124277,-5.090369159470013,71.25095597943442
3083,1,81.30535860029826,1712.5148162168484,5.63694020623608,2.762298198334096,6.000000192000004,16.146276650344625,7.169998094609908,-4.804210769946241,72.76337670426909
3086,1,81.38707870313749,1683.8788903176612,5.356398196055612,2.24495221921976,6.000000192000004,14.764489925471173,7.209099299340115,-5.347964057782225,72.90876645164839
3091,1,74.79490401099756,2536.6493615890136,5.398584436417908,3.812588587307153,6.000000192000004,-7.347147679328074,-9.515235740978452,-8.086351144862656,67.05936033170916
3104,1,67.32562358481114,2257.529510451452,5.852245638682225,3.653081631190708,6.000000192000004,-9.18972956594937,-7.838170302573147,-10.862446014298383,60.76270759810858
3110,1,79.53200821673023,1795.616085406471,6.064622017110641,2.8228133200298244,6.000000192000004,18.97065573700808,5.691133384328595,-6.943187825092568,71.56484138119868
3120,1,66.50510211378393,1027.2131848764848,5.791227689803889,3.2157174283722902,6.000000192000004,16.801440899803957,7.6071122619359635,-8.726537248344346,60.067198940193855
3121,1,77.55713423953942,1671.5062097905395,5.721144694317912,2.644119090530967,6.000000192000004,18.88254989893869,9.562300927120065,-6.395164991883691,69.70302811664263
3124,1,81.21831680148922,1996.1972819656996,6.230634261131368,1.7985893046040708,6.000000192000004,17.630346294054497,5.725070644012372,-7.57173283630939,73.16288041049253
3126,1,81.95010516168287,1945.2309440118256,5.978342324349663,2.7267699498491083,6.000000192000004,17.936427492821313,5.331644268380868,-5.442698560903913,73.47951524260029
3130,1,76.08423548222119,2616.069958572108,5.505254068699034,3.470703125323104,6.000000192000004,-7.150087334819922,-10.54759373241738,-9.469211278552184,68.46480436997395
3134,0,89.27357074632141,2446.0720262892937,5.14932462499258,-2.2570487677702578,6.000000192000004,11.59022511064747,-4.761704643971961,-4.97231719806565,79.90020863199234
3144,1,79.40596173666825,2395.764666965187,5.690389497486102,-0.5934823137191952,6.000000192000004,-0.7636121869753367,8.49071218666581,-8.736264228774246,71.46331579539654
3151,1,75.3915342512029,1814.61877843109,5.15333148952319,2.75643775543907,6.000000192,-8.66279600477395,-6.04644592512725,-8.93218984895796,67.746498167991
3158,1,74.0606500998231,2066.1878937407,5.42162450430163,0.712507139774898,6.000000192,-15.8148289403508,-7.63275269456646,-9.9905929796281,66.6151189180244
3160,-1,86.2201727538709,1923.61490888841,5.7460303849971,4.09966042874588,6.000000192,18.0750828882588,13.4680239734805,-6.32595112511406,77.436955910423
3161,1,86.3492550453112,1911.40847957271,5.4805905441749,0.484924634936485,6.000000192,17.4218906332339,13.8335039798587,-4.45069017440869,76.9500281771696
3166,1,85.7209059220547,1894.96994540441,5.51047101124898,3.29112654923829,6.000000192,17.9583073521505,13.2647242077567,-5.53413592548779,76.8796857937424
3169,0,78.4497023803199,2254.23529843633,5.42266884457624,3.4477978400013,6.000000192,3.33546124919462,-5.70554778826118,-7.96073656276153,70.5179786128088
3174,0,82.0989065496275,1856.34378825328,5.46093130925684,1.78831782581593,6.000000192,18.1425843038368,12.9757185183232,-7.23421588920418,73.9147464488763
3176,1,84.2908329728189,1750.19399096218,5.76770908955198,1.69540068919471,6.000000192,16.8466106118962,12.4806364428011,-5.85577025164039,75.648617373551
3180,1,72.8985681243573,2028.09361889143,5.41610126570375,2.05581961220551,6.000000192,-10.924529257229,-7.36070285334956,-9.71423149819469,65.5827309435638
3181,0,86.5577148873884,2170.38621285373,5.8964610357839105,0.797269351770099,6.000000192,19.2488664473253,11.9057298461718,-5.98333844523431,77.7333009429257
3187,1,78.862591394551,2133.59886124458,5.64900055847833,2.84971638032402,6.000000192,5.61337921703852,-4.77526017566369,-7.32575080263676,70.8010275340279
3188,1,85.5018575534513,1715.05191477623,6.06671485196238,2.14133670186296,6.000000192,17.3246820557551,12.0926572399984,-6.95775630752131,76.8979539234319
3191,1,85.2349973981712,1698.63956147747,5.70091346329553,2.02264088602427,6.000000192,17.4668091884155,12.1912023304393,-6.01302220172226,76.513455050369
3193,-1,85.9148855181291,2136.09320900008,5.92434436956663,3.9634732958820096,6.000000192,17.9563533923824,14.2287789361055,-4.95284168915071,76.9600997714773
3194,0,84.7628125533237,2183.94142610621,5.74495303993122,4.04959726680686,6.000000192,19.9593285413418,12.7744132330983,-5.99171439863276,76.1120137457194
3195,0,73.5709672678977,2115.26637837954,5.58985220600602,2.19960873377904,6.000000192,-8.39095145446426,-6.90317158509427,-9.52760490660047,66.2079077823972
3196,0,85.7315499559428,2134.0325319161,5.91531950355473,2.17644094649649,6.000000192,18.6231750669551,13.0859306703506,-5.153412716483,76.8507384584167
3201,0,85.9752242498689,2208.51912497079,5.70011444803478,2.96405570498665,6.000000192,18.8786695330151,13.4236840167262,-5.269479747304,77.0976200804429
3206,0,86.609698943234,2188.71045813282,5.72303491790607,5.82496482161175,6.000000192,19.9161165021091,12.6747968772043,-4.68459614967733,77.5553205443645
3211,0,87.7705650922112,2134.46309313939,5.82420551252427,0.776028227935662,6.000000192,18.5426231226253,13.0684326747147,-4.94650651038938,78.6550093018325
3216,1,74.3382476562022,1844.05043259654,5.12627242071762,2.04353134210066,6.000000192,-9.99759363663348,-6.82759428745717,-10.4310692197006,67.037391962373
3219,1,87.0674667462024,2275.03715096932,5.51370353199564,2.67946275698085,6.000000192,19.1927532169562,14.0538280741288,-4.12418869387296,77.8933230293363
3222,-1,84.9957165463917,1765.8098622103,5.61280647024427,4.30159061086028,6.000000192,17.2528895752121,12.8857255575029,-6.13101254434521,76.3019029387134
3223,0,86.717302786613,2047.47698201699,5.77133295545176,2.73167337680693,6.000000192,17.3763079614411,14.581098015586,-5.95514047952856,77.8340954096358
3231,0,86.3021897221331,1819.38959169282,5.86503977988465,3.22374142213756,6.000000192,17.7227816236443,11.5908270613102,-6.05688961766349,77.4643436473646
3236,0,85.4594160752734,1990.15393999441,5.95616865610046,4.17377827125741,6.000000192,18.4477242685371,12.7361670862705,-6.43128037702909,76.7935942705051
3238,1,84.8829796406642,2035.14302047219,5.71175627308159,3.26998775234457,6.000000192,17.0334974361893,12.7397751676105,-5.62624881476762,76.128904960551
3240,0,83.4991105512985,1862.12499757096,5.22789836450547,3.54860393014768,6.000000192,17.150579214782,14.538424190756,-5.51355610243581,74.8574797864769
3243,0,84.2048589736069,1843.32357498503,5.47640841629445,3.16452748725179,6.000000192,17.7567008887573,13.0242946355977,-5.10932933764324,75.45371877733
3245,1,85.0271459167957,2113.78964200347,5.78822795777464,2.62718056455834,6.000000192,19.7002546330469,12.7342048273822,-5.52907867411403,76.2934058527026
3249,-1,67.329657746314,1899.3504663895,5.21432970648456,1.52613404310821,6.000000192,-5.37584322318119,14.4824316050793,-10.6343018956816,60.8038127388983
3250,0,65.7983641259118,1951.37583212949,5.30964943234128,-1.19177047239458,6.000000192,-4.12531850909005,15.7380043993202,-10.8183296025019,59.4699922339591
3262,0,65.2427101887836,2009.28837808611,5.30721812586386,-0.564261382490644,6.000000192,-7.87479523503662,15.543984883686,-11.3493548409166,59.0031430479688
3265,0,76.2453662175483,1587.95541400941,5.85934421687529,0.26151547440986,6.000000192,20.9477953214835,-4.86579934959602,-6.12680546430551,68.5139168937867
3267,-1,76.8810677427317,1670.08734006843,6.00407728910389,0.451555205847822,6.000000192,21.8879523846401,-6.18163033333368,-6.78688172888807,69.2185643673834
3274,1,87.763045029451,1851.36471316076,5.17579725672984,4.44880773300189,6.000000192,13.2611252550378,9.16725238800087,-5.45810963381388,78.6119980744371
3282,1,90.077927494478,2069.45220762164,4.867413576522,4.67788514238127,6.000000192,14.859127698077,11.4263265048835,-5.5715254968555,80.6925316459689
3292,0,76.7983051966002,1550.61776551048,5.69752965462414,-0.861895050494937,6.000000192,20.5985404031655,-5.82935098901961,-4.2615538050592,68.6823765219753
3296,1,79.0816983390758,1536.41533075007,5.86932525817367,0.530434365702384,6.000000192,20.5295294020777,-5.88194208200976,-6.21768679464083,71.073953596475
3297,1,65.7617728325746,1998.62499623518,5.004187322391769,1.90830220749547,6.000000192,-7.73181246136377,13.9026920892368,-10.7439562028897,59.3491730646839
3303,1,87.6174756311392,2061.4857324585,4.87611342780913,5.69037708732508,6.000000192,15.0063093135942,11.0055166846579,-5.51015971098706,78.4990636572156
3307,0,88.445810310932,2267.70753646697,4.915519194054,6.29165205585411,6.000000192,15.7594039040962,11.8022635678649,-5.25137704404258,79.1735120176526
3312,1,85.0169410591901,2092.97575820105,5.20017523438184,4.51253241203254,6.000000192,14.5071946911021,9.40891987043223,-4.23865146268678,75.9700823606765
3316,1,83.2632834124602,2093.46514395975,5.47772877809133,4.69820802193553,6.000000192,17.3574736861753,9.21916954130285,-5.42444809253372,74.6217703169662
3321,1,80.9461576816864,2032.54877484735,5.49986305723116,4.36301156352798,6.000000192,16.237424757666,9.49977290398973,-5.52428093404548,72.5550180510931
3322,1,69.6881592131384,1879.49364528719,4.7046174672853,2.80083317202893,6.000000192,-4.13342764899398,-7.6308418797461695,-9.18391373623048,62.805785167154
3325,1,87.5736012109381,2152.67807815788,5.0988479303558,-0.330738007869657,6.000000192,18.6151986364833,-13.6197559796618,-4.62709868559463,78.4307994670982
3330,1,73.4530630299534,1782.46213418242,5.90099366535955,-1.48910036666353,6.000000192,10.4813747326042,7.47183975551366,-6.95261713268084,65.9581798471354
3338,0,86.619637525437,1913.99129116259,5.62524191381101,3.9412455110459694,6.000000192,17.6519866139492,-12.5105189390262,-3.85563498472762,77.3772614135542
3342,0,72.992257231399,1754.17230787269,5.74221661041659,-0.502264761932552,6.000000192,9.9937339897908,7.2898939763779,-8.23996986547622,65.765571969726
3345,1,87.980124839927,2028.25973159605,5.61769790402075,0.116437771666157,6.000000192,18.6099791155095,-12.1075298063516,-3.6238468915810897,78.6445830542967
3347,1,80.1397797864372,1958.65814475732,4.90203744411149,4.03057904735712,6.000000192,16.85721051431,11.6033792814039,-5.72101425529142,71.8609043905827
3350,1,72.6897604933278,1965.73429295498,4.76090409069214,3.9723635871570706,6.000000192,-2.71006414901405,-7.97345413784307,-8.54525513295285,65.3013603120667
3353,1,84.0210642557271,2131.3117191995,5.68812006012775,3.03250251897876,6.000000192,16.1097962717602,9.49724817238025,-4.71022549944128,75.1986663491379
3360,1,66.0326464114762,1692.6950597172,4.12356954433462,5.04279288191312,6.000000192,5.63719413163174,-14.6158949624913,-8.13016702427541,59.2811041804221
3361,1,73.3145262467833,1463.44343076437,4.28141179048027,6.00608954280484,6.000000192,9.3922160785578,13.0422376253951,-6.73770770445001,65.7080006928467
3366,1,66.1860590955925,1127.47468140915,4.57437814737133,-0.260135995817606,6.000000192,7.4072370374304,-12.0611273047099,-9.42905444873186,59.4158075029258
3368,0,66.2369607245929,1774.95110622112,4.39708829862811,3.10559483774315,6.000000192,5.84312917153847,-13.6707978607864,-8.52553475918364,59.5710014180844
3371,1,76.9093265765815,1556.91041316996,5.13089287868289,2.28526371169258,6.000000192,9.34317999267375,12.2024518147441,-7.90116625852981,69.2216532881681
3373,1,77.6370705598525,1620.73088125165,5.5469008118617,-0.252331611229847,6.000000192,14.7578465050995,-13.7612664946328,-6.46523465746614,69.731380046355
3377,1,78.3279552380388,1570.5724444699,5.4371603832645,-1.32370490942822,6.000000192,15.0376932072988,-13.9990980629792,-6.22468221542065,70.3117451010827
3379,1,79.5280714795859,1578.35844448278,5.25169453484581,-1.55577337366681,6.000000192,15.4881484451269,-13.8562676489814,-5.78538012085997,71.3326578733024
3383,1,85.5466149605846,1637.74555642628,5.97080664641354,3.46473143467123,6.000000192,12.9834959738886,12.4741167933029,-5.31335369256232,76.6090705874932
3390,1,75.5852195570128,2223.72006585731,5.31681293303178,2.573204256111,6.000000192,-4.04242251496045,-0.360867923786031,-9.25209748402456,68.0500018379985
3399,1,77.2746528795484,2134.05724423437,5.46770716157177,2.39182008152919,6.000000192,-1.38565855779859,-0.505717679078641,-8.22647671812468,69.4221182620988
3403,1,78.1056104218846,1632.3727686365,5.32994009160205,-0.43524095466307,6.000000192,15.7894803011657,-14.2750990867463,-7.56948298140099,70.3563904345693
3406,1,79.1066153996937,1797.70064701196,5.22431482440349,-1.28022718228307,6.000000192,15.3774597036651,-15.4686267998079,-6.04745551208047,70.995573985708
3410,-1,77.893767746367,1600.04053681533,5.23558218607575,-1.91937710494886,6.000000192,16.2735063624605,-14.1083175447843,-6.00838681016331,69.9048865098197
3414,0,77.7403429791333,1657.08232825949,5.22777180092242,-0.941987108491713,6.000000192,15.2641021052033,-15.1999891927719,-4.97814331984729,69.5734642478731
3417,1,78.4290404045036,1774.46873572429,5.22258752434454,-1.32881467308589,6.000000192,16.8475571026397,-14.5720326358458,-4.75161159478973,70.1845180135518
3423,0,79.9843223108512,1254.1154723018,5.73016741761416,3.30332399850543,6.000000192,12.673034473362,14.1888267483168,-7.72455229792165,72.0046236433614
3425,0,84.8598983061827,1567.61548934285,5.9333278783922,3.14655637319184,6.000000192,13.0197184678699,12.4962601324449,-6.7478273114364,76.2231057919066
3427,-1,85.9478061135716,1716.33055891798,5.43946759799975,2.18718239447766,6.000000192,14.042691675202,14.0034002971862,-6.4448543198799,77.1690377635431
3432,0,78.5907349399874,1950.85953172255,5.22637599085435,2.78922187348694,6.000000192,-1.79688244106777,0.0233034652826321,-7.81976016194716,70.5473543985041
3433,1,83.8994280613074,1486.53417256696,5.606768410236951,3.6225161643290096,6.000000192,11.7910308424321,14.2963808629558,-5.66758614239338,75.168151321948
3439,0,79.7797634064624,2104.78626165169,5.08944000464761,3.29694323608392,6.000000192,-3.7714759228127,0.342595783626711,-7.419454557544941,71.5121709620665
3444,1,87.1516009557856,1801.47720431416,5.40856912907918,2.61857744668591,6.000000192,14.2638106791917,14.2006084015375,-5.47738985160456,78.1119342139886
3446,1,78.8336066279395,1270.99523558019,5.62443906398962,2.91784577515754,6.000000192,12.3652147017007,14.7927773076452,-7.78094811779876,70.9718907328851
3451,0,78.7299562785222,1583.07788093864,5.45355244018056,-1.61956218520811,6.000000192,13.9205613280992,-14.4512935976349,-7.52719220005535,70.8739083596108
3455,1,80.9182283848985,1632.22604937569,5.58067876414605,-0.0531656656105903,6.000000192,14.7832252614104,-14.6807576447622,-5.84548492154457,72.5827617433831
3458,1,78.7632125091722,1623.75334431404,5.14349554978064,-1.34431070350171,6.000000192,15.8794405251496,-13.6072296951099,-6.52543565062876,70.7694193665915
3459,1,80.5832481572898,1707.99996362289,5.27654081727617,-2.27855962057415,6.000000192,15.886764338147,-14.371343290191,-4.69677177682298,71.5869430079528
