,PlayResult,RelSpeed,SpinRate,RelHeight,RelSide,Extension,InducedVertBreak,HorzBreak,VertApprAngle,ZoneSpeed
333,1,70.84881351,1219.252853,5.694132648,1.846285578,6.000000192,16.87733327,10.3805434,-6.867467858,63.68258934
335,1,72.02993017,1292.351557,5.470958953,2.415159037,6.000000192,17.25679527,9.286170965,-7.521068994,64.88580945
340,1,68.91557414,1590.663721,5.975729004,0.929383059,6.000000192,8.64318248,-10.56092855,-8.098023124,62.00938361
344,-1,81.39458248,1802.598593,6.241068516,1.237268489,6.000000192,19.68145461,4.043075932,-6.975749908,73.2586327
355,1,79.56438492,1680.844454,6.416318523,1.144948072,6.000000192,18.02323264,2.999912972,-6.243979126,71.46964386
356,0,79.31084142,1711.718671,6.410020692,1.590062239,6.000000192,18.06643734,2.246211405,-6.857129658,71.34926273
361,1,74.12301939,1568.495332,6.147736797,1.724597956,6.000000192,18.10513884,1.976535251,-7.545709492,66.79682754
371,1,81.8869628,1740.324194,5.614248663,-3.33219201,6.000000192,14.7047394,-15.1951315,-5.31662042,73.04378095
380,1,80.87492032,1631.278546,5.457495824,-1.758634038,6.000000192,15.12642348,-14.00557991,-5.616234331,72.50576102
385,1,85.39793424,1794.45276,4.62303273,-2.898862151,6.000000192,11.60597904,-13.49490935,-5.142029729,76.4464043
409,0,81.99274318,2056.494903,6.111455095,0.715298914,6.000000192,19.20716318,2.016043626,-6.12382605,73.64780324
414,1,67.77151169,1293.750672,4.140027812,2.309942501,6.000000192,11.80071334,10.72926507,-7.948259518,60.98887993
426,-1,70.23016355,1976.659678,4.474227841,1.842675874,6.000000192,0.465471789,-6.19763076,-7.957565366,63.03058395
428,1,83.58588723,1401.445217,5.269908984,0.840501624,6.000000192,8.493295899,1.280021198,-6.385645643,74.97090168
433,0,83.33505653,2149.994845,5.860118367,0.836876,6.000000192,18.73213641,4.237043318,-6.336236021,74.89062037
442,0,84.69030326,2109.300852,5.810567745,0.498007066,6.000000192,19.58139005,2.576469111,-6.709701704,76.16982576
453,1,83.47595072,1820.372174,4.18146818,-1.99048437,6.000000192,12.10275151,-15.52495506,-4.952630966,74.69691363
460,1,85.30629792,2007.57762,4.231529573,-1.72479815,6.000000192,13.24311425,-13.91301936,-4.023900559,76.20943062
464,1,86.35824222,1978.980046,4.127046333,-2.197613359,6.000000192,13.00971461,-14.08468761,-3.187338039,77.0314363
467,-1,82.0211971573802,1954.57143294824,5.71524399960664,4.07814120642535,6.000000192,21.9779825944596,4.24018496431593,-4.95507625201447,73.4980423236214
472,0,75.8858765449851,2375.70470115048,5.53779275836164,2.04833834470098,6.000000192,3.34159001947307,-8.58677711559778,-8.62107801607182,68.3211868604223
477,1,80.8873911438297,1933.28127106873,5.83665652396226,0.874510668969741,6.000000192,20.7292671958419,2.57652894963216,-4.60168052766166,72.437140496685
481,1,82.4381947687474,2068.80024485497,5.95254892567408,1.25069824568359,6.000000192,21.1117702311408,3.42720934436691,-3.57767258140769,73.6753618625594
482,1,82.0276222018234,2083.14228823661,5.61431330728471,2.78624958348386,6.000000192,21.9790512416845,4.2408972853257,-5.87300628366362,73.6754944689867
492,1,84.3130613540707,2026.55714760697,4.92659993461395,5.91170425385862,6.000000192,21.9974189299378,6.97085465859973,-2.84175106686038,75.2100839522335
494,0,84.7274277404908,2024.26538595527,4.99928400122168,3.13574129248477,6.000000192,21.8835468515768,6.14140103278265,-4.21948354913762,75.846903334109
500,1,83.7042846570947,2024.51875239429,4.74362833505182,2.67443972427525,6.000000192,21.4269381805382,7.45744687189109,-4.29166163845822,74.9345499024497
506,0,83.705952841837,1883.41146061083,4.64852841825622,4.39115930185308,6.000000192,20.3370622518859,8.9064509714202,-3.09304651226941,74.7219580510203
511,0,83.9183501667981,2040.15057021496,4.96247436653466,4.28540585587471,6.000000192,21.0198956029296,6.94467911816188,-3.96024661492812,75.0594634201465
517,0,83.5286823180228,1794.52682993025,5.31095944273728,1.9086336907372,6.000000192,15.1861809707344,14.6652058812388,-7.75186190604562,75.2129804911874
523,0,74.6564116446257,2086.58500670831,4.89340749721375,1.37838940374793,6.000000192,-1.81381781547435,-10.2938345948544,-10.174256003337,67.4033054947984
530,0,71.6562529349925,1778.01483558965,4.66612593514549,3.44349296893447,6.000000192,-2.14138269241607,-12.203265958813,-5.08483388008757,63.7231064287547
536,1,84.4486484674347,1827.12850061803,5.22824609009092,-1.9472460433845,6.000000192,13.2467955459803,13.9597814653172,-4.8792320923789,74.6330292733654
538,1,73.2389681369796,2432.27433609158,5.10273915044187,1.75683196617951,6.000000192,2.28080932052404,-8.08645552221435,-8.94294212999349,65.9753548925905
544,0,71.412912441958,2381.84216444521,5.37096776373517,1.63320354034156,6.000000192,2.08280196457803,-7.91977332429693,-9.82364703457337,64.4864512727522
549,1,78.8253256440682,1956.79354671608,5.92228463122337,1.79562092602006,6.000000192,22.0099795651097,3.73857815392563,-4.62455347265356,70.5932355051278
553,1,78.4751634667112,1920.23809048318,5.82514407305952,1.90142156835821,6.000000192,21.2404704738484,4.01562139185336,-6.82435443906496,70.6401308424053
554,1,83.5739049041269,1657.37505082918,5.251027283545991,0.612063835622791,6.000000192,12.4863841662826,15.0406371667118,-5.58032664376108,74.8952439346154
565,1,83.988154035833,1670.09112739339,5.28784046568222,2.75759075859043,6.000000192,12.6033148543942,12.9330398069804,-5.8788503425799,75.3027435753791
569,0,73.3835688178191,1967.48681530901,4.89416707038146,2.57085313767969,6.000000192,-2.31929398522557,-11.8547141539099,-8.4794436171109,65.9478352516138
573,0,83.1599232122748,1705.62889311119,5.36308112029051,1.46676644259887,6.000000192,14.3305719647704,11.1981467144494,-5.03528414903283,74.4495439883827
578,1,73.2692344243779,1944.56649297388,4.7421649059765,1.75710348298361,6.000000192,-4.72286206647591,-11.8627225926507,-10.0710828328601,66.097066460056
585,0,80.687844243231,2040.62143821207,5.70019029214469,-0.0333748190521576,6.000000192,21.1387209100037,2.707200172116,-5.64015919747398,72.4414776952974
592,0,70.1870022379408,2327.48933500203,5.55890664178112,2.56597159302374,6.000000192,2.28196805230306,-9.56813511937511,-10.8642073563184,63.5813856444159
594,1,73.4581320457546,2199.52009980379,5.65834934883982,2.67855135397432,6.000000192,4.5254990816265,-7.89069941519323,-7.60360019305226,65.9644555520076
597,0,79.477583139975,1987.38679782955,5.77642875013054,2.86461259111442,6.000000192,22.3589691114292,3.7642351676393297,-5.98360058332955,71.4039345872518
601,1,70.061138209307,2249.36733229909,5.45239913151264,1.08227815308192,6.000000192,3.28105953094401,-8.62570743895365,-7.08378869691033,62.7554386439374
603,1,71.2541697774885,2277.22741044504,5.47458855368048,-2.13577773688462,6.000000192,1.1236163706517,-9.71465408804461,-8.23244641266491,63.873811852162895
610,1,75.8181884558311,1844.46851946066,5.44667031685817,0.184381067038046,6.000000192,15.6626008802259,-15.1887677722826,-6.82481304203448,68.1652417800918
613,1,75.5314628708684,1924.74423810708,5.15904943141524,0.331284228108891,6.000000192,15.5489883819483,-15.0004723762937,-5.78274328736351,67.7146811948115
618,1,71.0965679385361,1538.15006123339,4.57891452751283,-2.16649159780407,6.000000192,8.58262715687553,-19.5947097292712,-6.10272363365147,63.61186404301031
624,1,79.3462378170473,1631.94496436341,5.64520380050762,1.28237911164134,6.000000192,18.8233183598129,8.73933671428853,-6.56573713070756,71.3384871989522
628,0,78.8771615681241,1760.09159995642,5.62248669772032,0.479874824934727,6.000000192,18.6084480456056,7.70785439421751,-5.44680237053685,70.7330859020183
630,0,77.4795850414333,1748.82353295047,5.54825384416169,1.34499768520729,6.000000192,18.8794764718277,8.09998910738562,-6.34824892513814,69.6282334170201
631,-1,72.9639788329809,1670.10736770202,5.52549285177391,0.043926428455616,6.000000192,17.3583224295509,10.7082352722215,-6.64731202855696,65.5781177510565
636,1,77.5840462576497,1615.32517195848,5.4863713307625,0.521289752946563,6.000000192,17.5001193359146,8.68310477667798,-6.1026229101415295,69.658936883477
639,1,76.2187258057012,1892.13537003814,5.44301831882519,-0.843922282768462,6.000000192,15.2669511213996,-15.4351424460469,-5.96521165588423,68.3675332567752
641,1,75.610345677682,1807.86911347091,5.46892229037796,-1.43436938294134,6.000000192,15.6784699224025,-14.3822503348866,-6.65401181273168,67.9448519061269
649,1,74.5516604679955,1896.70336526256,4.4730640744368,2.28106060935279,6.000000192,14.3493856599031,-15.7070066054453,-4.36626681372664,66.5244802850539
653,1,71.9202588049827,1396.95765926127,5.1549928770419,2.47553838629372,6.000000192,10.6242151912063,15.7255355767524,-8.6083699481039,64.8694341582852
657,1,72.4311108187675,1253.69164115752,5.02731649614007,2.01667138175927,6.000000192,10.9683585114039,13.925839727944,-7.52786392738144,65.1342939017921
658,1,77.4201466965157,1621.63397868472,5.41970908373638,2.07155801923326,6.000000192,18.2852515032174,8.75904260283344,-6.41119570131158,69.570123419096
660,0,75.319168104026,1852.09703194397,4.76856669118353,3.15566771113837,6.000000192,19.1842554411909,11.1670193426371,-4.8820276253457,67.4109386103239
665,1,73.1972258507862,1442.46264003779,5.43941273033906,3.51944037892574,6.000000192,18.0368696375958,11.3844133528536,-8.30727268334038,66.0769583035308
671,0,76.9825350601503,1887.00630161169,5.28737912771099,3.7497171670081295,6.000000192,19.676013538419,11.8761351605611,-6.47360553220332,69.1763885401738
675,1,78.6138888359529,1910.94822643266,5.35756724320189,4.70432901543712,6.000000192,17.8173283536614,12.5219871875464,-5.98703575953947,70.540566007771
676,1,72.9250766693791,1377.23675082506,5.43766932391782,3.14174464619067,6.000000192,17.1804686608223,11.5630157301125,-6.65530744380363,65.5236288232397
680,1,71.0481084494731,2131.37219110226,5.09438106116284,3.31906142841082,6.000000192,-5.57321818778016,-10.7760494146809,-9.98077522207477,64.0323174095061
681,0,80.9985625814876,2076.66495218281,5.12990668948947,3.00758903273228,6.000000192,17.5163254766948,8.90578853841864,-6.00806758406495,72.7059906144924
682,1,80.7667948617805,2059.82624391075,5.21527571487411,2.97656627438926,6.000000192,16.4891236549979,6.2963082465478895,-5.05687421124051,72.3156809620664
687,1,69.0111443113744,2218.11203901439,4.52806635195766,2.91694626885342,6.000000192,-4.50225094974059,-14.501945563767,-9.37252081997791,62.0920262987452
700,0,76.9968984346198,1810.79235182434,5.30061481005539,4.88194778602181,6.000000192,17.869944785363,10.2175506422447,-4.630731170006791,68.8094537352417
701,1,78.5457658981327,1882.08251244094,5.43864088572533,3.2038064250071,6.000000192,17.730474054576,12.1983636937846,-6.99257991754087,70.6691531288551
706,0,73.1311441371523,1460.72429941585,5.51128078997228,3.85086067481636,6.000000192,17.3504323807557,12.506686694071,-6.72273504646824,65.7173192596475
712,0,77.2801784350852,1878.17404768847,5.29089677741506,3.42442033768851,6.000000192,18.7121091787472,12.6153158795252,-6.44862905038116,69.4271608554122
716,1,72.7288945970017,1476.73865942897,5.48817751825769,4.29289694217408,6.000000192,18.0698326406321,12.2744192929954,-5.49474616659902,65.143505084148
719,1,75.4029508580662,1846.59812382252,5.2378262926787,3.63422073869224,6.000000192,18.6507131498414,12.3125198866614,-5.20355804849589,67.5256173714261
724,1,68.8149457091193,2265.81366804551,5.10822085691101,2.51314750268914,6.000000192,-6.11170673607044,-14.0033368924436,-10.337765949797,62.0813363767112
729,1,85.1834167700633,2158.31414879418,5.473112299817689,3.0996485573679,6.000000192,17.5787560766199,7.11989816336778,-4.93838605458669,76.2913652622711
737,1,84.0337644931436,2046.68189620024,5.57894612628654,2.405771171772,6.000000192,17.738045532855,8.79854571873763,-5.12149753037063,75.3004242592198
739,-1,84.6723222432697,2538.12373217946,5.23534680266869,3.90997165740541,6.000000192,16.6713160586278,6.05378145551262,-6.0128185365497,75.9792269026951
747,0,80.5335636448015,1888.3535645583,5.5150982016903,3.44374383620868,6.000000192,18.3442950369284,10.1014905652476,-7.52159755097097,72.5357000331103
753,0,83.8575908529937,2349.2398329914,5.18483629311845,2.969761385657,6.000000192,16.7981940053786,6.05912302469622,-6.52574260489684,75.3317094126775
759,1,83.2169582489442,2352.32515870941,5.22374867823823,4.10010828394044,6.000000192,17.8544051960764,5.56712546363888,-5.48779957852287,74.6254264237047
764,0,82.992606306475,2318.46692002168,5.47534133650205,2.17644358263427,6.000000192,17.3762437440955,7.66823314824918,-6.42836516422248,74.5738001267333
771,0,82.9801919535747,2259.02992680745,5.54149681265895,3.08001572613667,6.000000192,18.6183148881042,5.80066834388206,-4.32127002726067,74.2392653981297
776,1,76.0489711025759,2439.60508724857,4.96475654633101,4.57890427759473,6.000000192,1.85205452674647,-7.14331460634211,-9.39841062871304,68.555140333386
778,1,75.7234748788779,2455.18990691034,4.86063945331301,4.48790130802238,6.000000192,-0.0398401712211935,-8.42646139146766,-7.98277800284439,67.9938498502984
781,1,65.7471245166729,2062.8377598531,4.86410115109802,-1.83254013727915,6.000000192,-1.12955708198849,12.3031063038982,-9.65994895565414,59.2409986765472
784,1,75.3341094469557,1710.22201528881,4.53583664964904,-1.56338864061193,6.000000192,7.01769657621953,-19.3160444484916,-6.82299679149504,67.5836957734369
789,0,67.9045211502681,1983.36183395849,4.76955056303165,-1.95063581898418,6.000000192,-4.06375728770842,12.7350783784643,-9.74715254056485,61.176865030665
790,-1,75.040296666531,1701.02647021304,4.81419496154189,-1.23418600237364,6.000000192,8.41185641108073,-16.9844472880645,-6.75491431844778,67.3254995690807
793,1,65.1776952716426,1929.02927520145,4.60502131628216,-1.60386325767534,6.000000192,-7.56167527312603,13.3262215425063,-11.5894597633179,58.9911450755174
798,0,82.6597463635823,2441.29822048701,5.24631818027376,3.3479278275591,6.000000192,16.8636246686,5.59189209294959,-6.00419745377286,74.1651896083332
803,0,75.2704958671624,2430.95274293656,5.0803108728462,4.16193397276345,6.000000192,0.919521246339428,-9.19114310753065,-8.47226626622594,67.6854247008976
806,0,74.554994600831,2386.18178070427,4.93763127252021,5.01594895299134,6.000000192,3.03757380890271,-5.91788991213021,-8.01410853274109,66.9917114227745
808,1,79.196343801229,1957.04557155727,5.34585174180532,3.30359553032136,6.000000192,19.7143669005187,10.2273985942164,-5.681369157,71.0705673400929
809,1,81.8854691821339,2314.63411103334,5.36914091608371,3.26957805461688,6.000000192,16.614522603348,6.38212127119317,-4.65426004928328,73.269012833978
813,-1,72.7205325224749,1696.52926775642,5.10723137006938,-2.85151572189954,6.000000192,11.0291927114395,-14.6730383051295,-7.19716792885052,65.3411658151822
817,1,73.8402750990859,1607.57389163745,4.95496124193013,-1.73932898609355,6.000000192,9.65048067845667,-16.4947727623766,-7.65157271474865,66.4242697200852
819,0,67.0763365018531,1890.75990152339,4.49280255108195,-2.88749887046866,6.000000192,3.02018584862947,11.4908207642369,-7.72003520416869,60.1256642975645
825,1,74.8182688384475,1636.81680952154,5.39411010405174,-0.197978595232362,6.000000192,11.0978931881082,-15.2499097520976,-5.52829066495918,66.9487249114405
831,1,76.7629298537445,1683.61737285925,4.7490166266029,-1.40132116708813,6.000000192,7.42270525619975,-16.4932623497815,-5.87907082329625,68.7181448714663
835,1,83.3411521144969,2375.39885214159,5.32009938251776,4.44506059316156,6.000000192,17.2813155858585,5.88566220745869,-5.72443281091516,74.7204058379197
839,1,74.8072995404843,2448.32859051331,5.16459012287838,3.53547005746622,6.000000192,0.0218394506478106,-8.2230608517907,-9.90476965811348,67.5049837800652
840,0,75.253490642039,2395.22902320081,4.79677744034011,3.6901047382005,6.000000192,-0.826422853721617,-7.06047363973411,-8.24730464462563,67.6175227527174
846,0,76.6997502300121,2467.38346664898,5.1478475124817,3.72214871771162,6.000000192,-0.362971287987534,-7.46557920341585,-8.33017853046258,68.9277251056095
850,0,81.5650445824378,2126.86507244283,5.36906930162398,3.40089332239036,6.000000192,16.6562641298503,8.77267375200864,-7.82501149407703,73.481427393815
858,-1,80.7006713538259,2304.08238918661,5.15745185208512,4.16707634487317,6.000000192,16.9756467052108,8.74805072749738,-6.06868908499935,72.430037860592
860,0,80.3113976001309,1939.85679578298,5.06082836505739,2.62037582098328,6.000000192,21.0707718472732,-2.33613527344095,-5.39225277527704,72.0488819738672
867,0,80.0457115442357,1939.83983890094,5.39096559533924,1.50360499656325,6.000000192,20.3667275197336,-0.807914818568098,-6.94975346926901,72.0650461247578
872,1,69.9854700705883,1341.85104983872,5.67589394739133,1.9129360027669,6.000000192,19.6622658959318,7.01850735460546,-7.7439036424858,63.117375904800305
874,1,74.6273491956355,1543.74168283127,5.46732249369546,-2.76018812168302,6.000000192,10.2434719230035,-15.8280458226957,-6.76807716958584,66.9825925540715
878,0,65.9985469362192,1838.95291042571,4.81606512965197,-1.82237376682833,6.000000192,-5.98838106365002,12.2155087052389,-9.38100610565278,59.3180845854465
883,1,61.9650638457014,1818.08170247821,4.96036781052774,-1.64467099137557,6.000000192,-1.52121619955531,14.9329831143481,-10.3702904070999,55.8917459769729
885,0,71.4717852846186,1560.79939068684,5.11629973492009,-2.64601824157675,6.000000192,12.4774217864527,-14.2671408747464,-6.7697556986646,64.1421648437385
891,1,72.7685041785473,1659.93870699456,4.56056975685051,-2.99414892486096,6.000000192,6.54195715700217,-17.492083910464,-7.19895272184508,65.2949943870089
894,1,78.8820080326612,1869.0535377879,5.35487933778538,0.525838077468606,6.000000192,19.4432407231439,-2.15889242573071,-4.56747607977123,70.6011398209083
898,1,80.0483087328397,1809.85758982995,5.23731091476052,1.35016454784455,6.000000192,19.5016063991441,-2.6326215960197,-5.554480889859209,71.8194504427357
903,1,69.5565189496335,1658.60540555921,5.53842878468604,0.169290892303928,6.000000192,7.10063648388923,-10.9959919848991,-8.05944457886307,62.5621643699963
908,1,71.0012886375082,1699.29309880882,5.6642328188584,3.15240545691698,6.000000192,10.0780554655419,-9.6074789630405,-8.22812826035975,63.9464082725834
914,-1,74.7941989166283,1396.98369494179,5.78536395816641,2.35468727704368,6.000000192,16.1817417447648,11.9414121859956,-7.19283796532404,67.3123487513027
916,0,81.2897371422431,1950.66694317269,6.00692810914686,1.89763885220302,6.000000192,18.9428927167342,5.98169546356154,-5.60478595821973,72.9279032261132
917,0,77.6608738217371,1715.89656564102,6.28343191168827,3.04854131372749,6.000000192,19.2721923702816,3.55318919923917,-7.23589293218264,69.9313459695946
923,1,69.4063475128369,1694.73185861024,6.34217815166118,2.32653109528591,6.000000192,8.33145198658231,-11.9420959885152,-8.76232198342273,62.5831070703878
