PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,RunValue,ff_diff,ivb_diff,hb_diff,ang_diff,PitchType_Changeup,PitchType_Curveball,PitchType_Cutter,PitchType_Fastball,PitchType_Slider,PitchType_Splitter,PitchType_Knuckleball,PitchType_Sinker,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Stuff+,xBA,xWOBA,Good Swing Decision
88,7/22/2025,7:19:00 PM,1,5,Danny Harris,,Right,Burlington bees 2025,Jackson Stanek,,Left,Normal cornbelters,Stretch,3,Bottom,0,2,2,Fastball,,Foul,,,,,,,84.89412792,-1.52236075,-4.049354947,1908.145908,211.7568139,1:00,5.145548762,3.056135026,6.000000192,-20.61018272,18.95618518,9.714499175,2.009286177,-0.095953245,76.13776421,-5.419676834,-2.21044504,0.452725143,,,,,,,,,,,,-6.612542303,10.76262515,-2.731376619,50.0,5.009260912,8.413953216,-123.0667624,-3.911625344,-9.943246387,28.86944865,-15.99034462,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,bbd87b8d-e514-454b-981c-474b8eb15fc9,85.14168641,5.147149555,3.061323078,-1.542685902,-4.111029634,76.340372,2.008847613,0.091902064,-5.424866164,-2.271825136,0.452527519,10.29496923,17.81807692,-22.179399,88.16006731,1766.955281,-720.3400858,92.60063783,-0.787373629,-0.377507864,-0.487371091,,,,,,,,,,,,,,,,,0.997652665,0.0,,,medium,high,10.65593942,-89.86204517,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,111.06901,0.0,,-2
89,7/22/2025,7:19:20 PM,1,6,Danny Harris,,Right,Burlington bees 2025,Jackson Stanek,,Left,Normal cornbelters,Stretch,3,Bottom,0,2,2,Fastball,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1.0,0.0,,86.15673599,-0.491067612,-6.160932985,1940.660283,217.771329,1:15,5.197072288,5.114009389,6.000000192,-20.05859192,18.56554672,12.39401073,3.066465223,-0.398740492,77.06855819,-4.283900219,-3.826436409,0.447302089,,,,,,,,,,,,-8.763188095,10.20306771,-4.617416967,50.0,5.145208203,13.05725461,-124.530873,-1.696993962,-13.50055892,29.42521397,-16.45521355,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,4fe63367-8cea-4fc3-b6ae-4fe870f1890f,86.40746759,5.198622507,5.120092661,-0.510595911,-6.232465718,77.27201817,3.066029218,0.393992432,-4.288986562,-3.897820616,0.447110217,13.07122464,17.48265542,-12.56563486,94.63947371,1894.176472,-422.2059058,97.6047425,-0.771528023,-0.217557864,-0.597840351,,,,,,,,,,,,,,,,,0.997710829,0.0,,,medium,high,4.824473657,-6.408807378,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,111.870255,0.0,0.0,-1
90,7/22/2025,7:19:49 PM,2,1,Danny Harris,,Right,Burlington bees 2025,Nolan Mccrossin,,Right,Normal cornbelters,Stretch,3,Bottom,1,0,0,Slider,,StrikeSwinging,,,,,,,77.34238285,1.698257928,-3.76207061,2334.239415,66.74445187,8:15,4.790410581,2.671153015,6.000000192,-47.29039925,0.722127386,-9.751604631,2.431765824,1.642958796,69.3443035,-7.241856493,-5.609096901,0.498710834,,,,,,,,,,,,3.927072002,-0.22204727,-2.358662333,50.0,4.901866417,7.640869305,-112.0834245,2.016987683,4.856172329,25.52734545,-32.4486307,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,7ca5ada2-2f53-422a-9c89-a85bd6e9a2ce,77.54546866,4.780399395,2.672130695,1.814707632,-3.773943121,69.48457006,2.44020164,-1.643379042,-7.114013857,-5.615129943,0.498516499,-9.635394588,-2.324084928,-66.13167063,18.69259848,944.5176626,-2134.610042,40.46361554,0.159763636,-0.914477764,0.371760674,,,,,,,,,,,,,,,,,0.994034877,0.0,,,medium,high,73.17666137,57.04105892,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,8.38765554874999,17.570372597870964,21.563100072967742,-2.09303436978125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,97.47952,0.0,,-2
91,7/22/2025,7:20:04 PM,2,2,Danny Harris,,Right,Burlington bees 2025,Nolan Mccrossin,,Right,Normal cornbelters,Stretch,3,Bottom,1,0,1,Slider,,StrikeCalled,,,,,,,76.56693425,2.299867233,-3.322257544,2350.147431,66.88345846,8:15,4.705693412,2.597256558,6.000000192,-49.16142477,-0.169659233,-11.45550212,2.75113888,1.448518925,68.58891496,-7.00370831,-5.493924767,0.503770889,,,,,,,,,,,,5.007138793,-0.924349718,-2.319749105,50.0,4.865159864,6.75662618,-110.9696059,3.112819496,6.067591344,25.07359855,-33.2941656,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,2bbdbb36-1934-436e-a37f-7de6c836fd55,76.76390154,4.694856235,2.597380608,2.426011019,-3.324101607,68.72129597,2.760281918,-1.44829828,-6.867126462,-5.490294826,0.503578928,-11.43370731,-3.353280913,-60.69391611,19.96489386,1150.338509,-2049.369235,48.94750404,0.192169201,-0.872017308,0.450174203,,,,,,,,,,,,,,,,,0.994941177,0.0,,,medium,high,72.03159553,56.41894057,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,9.163104148749994,18.462159216870965,23.26699756196774,-2.69464367478125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.7204,0.0,,-1
92,7/22/2025,7:20:18 PM,2,3,Danny Harris,,Right,Burlington bees 2025,Nolan Mccrossin,,Right,Normal cornbelters,Stretch,3,Bottom,1,0,2,Slider,,BallCalled,,,,,,,76.74242795,0.941321226,-4.108717167,2392.099198,58.26853416,8:00,4.701883674,2.96421966,6.000000192,-50.07707708,-1.237652791,-10.91397841,1.405984894,1.770453459,68.98432234,-8.499711905,-6.174519219,0.502987034,,,,,,,,,,,,4.416178465,-1.014966523,-2.622697831,50.0,4.749979119,8.287614326,-111.1909257,0.453556133,5.366671499,25.38014706,-33.40746711,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,6bd1b47d-052c-4d25-a204-52d2665bdb1a,76.92991496,4.690796197,2.964871744,1.071803802,-4.116887702,69.10954983,1.415464566,-1.770639341,-8.35886201,-6.176954864,0.502802331,-10.83243914,-4.491782692,-61.95913454,5.6722087,1124.528669,-2111.296721,47.01011855,0.247244464,-0.882612528,0.399831589,,,,,,,,,,,,,,,,,0.987912313,0.0,,,medium,high,95.10498783,33.1274921,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,8.98761044874999,19.530152774870963,22.72547385196774,-1.33609766778125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99.3828,0.0,,-1
93,7/22/2025,7:20:33 PM,2,4,Danny Harris,,Right,Burlington bees 2025,Nolan Mccrossin,,Right,Normal cornbelters,Stretch,3,Bottom,1,1,2,Slider,,Foul,,,,,,,75.87816598,2.803730718,-3.15321177,2260.054758,63.04271694,8:00,4.703857145,2.96223356,6.000000192,-50.55095894,-0.665697838,-10.50841007,3.103082737,0.847004626,67.91713996,-6.769411763,-5.146213656,0.508343936,64.34461459,-23.29236149,-54.5820395,,90.95445302,-61.86507473,28.10977956,8.396419672,,-38.72135853,0.070075014,4.559094548,-1.371426173,-2.69908211,50.0,4.903666824,6.343446381,-109.9503158,4.01540007,5.426367494,24.52638273,-33.80636107,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,128a5ec4-a415-4bd0-8284-633b1b05f501,76.07498146,4.69265643,2.962992912,2.933771652,-3.162513139,68.04727426,3.11232598,-0.847256152,-6.629467431,-5.14969573,0.508152467,-10.41648924,-3.903107397,-61.81381218,15.2286336,1067.510397,-1992.051471,47.23382886,0.214123266,-0.881417348,0.421016254,-48.16370239,34.25088967,-25.44334404,0.330682002,3.055887201,3.083364248,-5.252242113,6.550863767,,,,,,,,,0.99569143,0.0,,29.19886069,medium,high,76.29422976,54.85332443,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,9.851872418749991,18.958197821870964,22.31990551196774,-3.19850715978125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,101.40754,0.0,,-2
94,7/22/2025,7:20:59 PM,2,5,Danny Harris,,Right,Burlington bees 2025,Nolan Mccrossin,,Right,Normal cornbelters,Stretch,3,Bottom,1,1,2,Fastball,,BallCalled,,,,,,,87.2363535,0.05857139,-8.056474643,1956.506721,211.0569778,1:00,5.241260411,4.90232806,6.000000192,-18.23655532,19.76309695,10.1444694,3.776525904,1.789677298,77.87539086,-3.379786307,-6.160050807,0.443671297,,,,,,,,,,,,-8.200566549,10.66736518,-4.247612103,50.0,5.235508504,17.45649957,-125.5726441,-0.441691946,-12.83992112,30.03026488,-15.4717734,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,68e4848f-eacb-47d9-ae04-eaffcae3a79e,87.49647781,5.243561386,4.907459361,0.029919748,-8.116909358,78.09052076,3.775488756,-1.793727556,-3.393948071,-6.221034341,0.443477744,10.72190931,18.77874348,-19.55860914,73.25455941,1843.61538,-654.9815871,94.22995384,-0.807225325,-0.334770936,-0.486123127,,,,,,,,,,,,,,,,,0.964622923,0.0,,,medium,high,24.07089653,-49.43604013,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111.81528,0.0,,-1
95,7/22/2025,7:21:13 PM,2,6,Danny Harris,,Right,Burlington bees 2025,Nolan Mccrossin,,Right,Normal cornbelters,Stretch,3,Bottom,1,2,2,Slider,,InPlay,,FlyBall,Out,1.0,0.0,,77.37115418,0.560652908,-3.002591563,2268.624973,65.95613111,8:15,4.78982114,2.340438259,6.000000192,-47.23307202,0.615267223,-9.344914264,1.375531847,1.231451643,69.5692863,-8.355015547,-4.775961614,0.497857389,75.10986088,30.16361998,-3.391680292,2761.487321,-0.838769643,109.9968021,49.81616406,267.977864,,2.661575522,4.104448104,3.984113286,0.131718884,-2.090259991,50.0,4.808363413,6.148383433,-112.2597186,-0.214161236,4.944060718,25.5393888,-32.01059385,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,7cbcb270-ed4b-4f67-b07a-7b195b37ca04,77.56813813,4.78009128,2.341609984,0.67590927,-3.017007978,69.70661566,1.384045419,-1.232051366,-8.227724987,-4.784646477,0.497666282,-9.204944848,-2.394186533,-68.08866844,44.0607602,846.5856542,-2104.745114,37.31712665,0.152043403,-0.927762473,0.340792602,-3.841915346,64.82579041,37.74053239,1.151587977,2.261140781,1.638067497,12.44396775,267.6887806,24.68393059,39.61792585,0.969404763,0.904973576,0.022145477,-0.424891049,,,0.996977939,0.0,0.989021821,40.99058945,medium,high,129.6546842,-0.562726195,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,8.358884218749992,17.677232760870965,21.15640970596774,-0.9554293497812499,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,101.82372,0.4166666666666667,0.1971,-2
96,7/22/2025,7:21:49 PM,3,1,Danny Harris,,Right,Burlington bees 2025,Caleb Royer,,Left,Normal cornbelters,Stretch,3,Bottom,2,0,0,Changeup,,BallCalled,,,,,,,79.23794664,-0.119182744,-4.941871172,1739.630632,253.3004334,2:30,5.068720524,3.748983032,6.000000192,-37.11801051,8.393655948,19.75136652,1.864371673,-0.790562954,71.17329175,-7.130245497,-1.202921707,0.485548807,,,,,,,,,,,,-12.3477399,4.579755062,-3.356887643,50.0,5.037470628,9.357921348,-114.7639703,-1.301984381,-16.14024821,25.17974616,-26.18765984,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,87d4714d-ebce-4bd0-84b2-190096fe5847,79.43826613,5.06398607,3.757821616,-0.063761743,-5.047295829,71.32029781,1.868842792,0.78363887,-7.062037958,-1.307978366,0.48537235,20.74696699,6.366648021,1.644558125,44.13921821,1738.914076,49.92568256,99.95880985,-0.287234914,0.028699013,-0.957430139,,,,,,,,,,,,,,,,,0.996710463,0.0,,,medium,high,50.27470362,-14.31903224,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,114.25902,0.0,,-2
97,7/22/2025,7:22:02 PM,3,2,Danny Harris,,Right,Burlington bees 2025,Caleb Royer,,Left,Normal cornbelters,Stretch,3,Bottom,2,1,0,Changeup,,StrikeCalled,,,,,,,79.1977777,0.011837343,-5.829668107,1782.935472,255.6539667,2:30,4.914757708,4.327280623,6.000000192,-37.91012869,7.745752406,20.17205761,1.766638901,-0.571454414,71.12178502,-7.142981815,-2.019715933,0.486317488,,,,,,,,,,,,-12.85941744,4.184284198,-3.862477932,50.0,4.893746699,11.11836418,-114.5452413,-1.059922182,-16.75949053,24.91772739,-26.72073324,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,39b5f898-593c-4679-a962-74ce83d02d2a,79.39633479,4.909845798,4.336670291,0.06924446,-5.941308709,71.26574662,1.771202789,0.564183725,-7.073072294,-2.130150469,0.486145902,21.23046129,5.738322161,-2.42843481,44.12365917,1781.334262,-75.54564083,99.9101925,-0.24755495,-0.042371495,-0.967946901,,,,,,,,,,,,,,,,,0.99487265,0.0,,,medium,high,50.28870675,-18.73754019,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,113.8762,0.0,,-2
98,7/22/2025,7:22:15 PM,3,3,Danny Harris,,Right,Burlington bees 2025,Caleb Royer,,Left,Normal cornbelters,Stretch,3,Bottom,2,1,1,Changeup,,Foul,,,,,,,79.1938915,-0.18524337,-6.497154622,1652.120157,257.962997,2:30,4.725108944,3.636170083,6.000000192,-38.88873082,6.868809798,19.62123251,1.311103716,0.793157647,71.15866049,-7.514726824,-2.799000169,0.486858615,,,,,,,,,,,,-12.77720421,3.775642398,-3.116047746,50.0,4.687366471,12.4679273,-114.3984849,-1.482909588,-16.61715839,24.76742162,-27.26370717,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,75c97980-aabc-4370-9c38-7e04860511f8,79.39144747,4.719851011,3.645390681,-0.123561891,-6.606774586,71.30108349,1.31593042,-0.800289675,-7.440757728,-2.907357907,0.486689418,20.66369001,4.842276519,-4.715244527,44.07472559,1646.52864,-135.810355,99.66155503,-0.207837554,-0.082203679,-0.974703086,,,,,,,,,,,,,,,,,0.997771169,0.0,,,medium,high,50.33274697,-17.03453765,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.05691,0.0,,-1
99,7/22/2025,7:22:34 PM,3,4,Danny Harris,,Right,Burlington bees 2025,Caleb Royer,,Left,Normal cornbelters,Stretch,3,Bottom,2,1,2,Slider,,InPlay,,LineDrive,Single,0.0,0.0,,76.95254962,1.088414693,-1.801814194,2252.608934,57.49465766,8:00,4.66449998,2.492890098,6.000000192,-50.94830626,-2.636435898,-11.21013529,1.430995464,0.116434853,69.17977528,-8.542143464,-3.93389286,0.500263075,74.15097769,17.01035332,-7.437419962,1254.206343,-16.31515544,108.7833429,20.2924483,205.7078232,,-9.757761936,2.52189062,5.425674471,-1.820907814,-2.339624326,50.0,4.723890176,3.825269932,-111.7333764,0.713276034,6.667842187,25.35840272,-34.41184067,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,f2bedd7f-3a1b-4eae-9208-2407467a7d69,77.13267369,4.653128826,2.49317725,1.224428475,-1.805650361,69.29857962,1.440834026,-0.116358369,-8.395570015,-3.932413768,0.500087811,-11.16983717,-5.856693793,-59.35452926,51.2161521,1148.209612,-1938.004566,50.97243444,0.273914774,-0.860337778,0.429871613,-9.178432991,70.31046151,21.69246097,0.178583095,1.352843425,1.43163693,-34.86398247,202.7318703,-13.9323224,39.21983435,0.618570748,0.944727304,-0.006587885,0.327790971,,,0.997106794,0.0,0.992139037,40.93146032,medium,high,43.90546311,86.17861245,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.891,8.777488778749998,20.928935881870963,23.02163073196774,-1.4831911347812499,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,100.390945,0.8333333333333334,0.7317,-2
100,7/22/2025,7:23:08 PM,4,1,Danny Harris,,Right,Burlington bees 2025,Jack Novak,,Right,Normal cornbelters,Stretch,3,Bottom,2,0,0,Slider,,BallCalled,,,,,,,75.41076405,3.370841371,-3.051634834,2097.789298,68.60366658,8:15,4.870970415,4.29252149,6.000000192,-50.60179835,-0.049208176,-11.50489558,3.795065754,-0.49492516,67.40084088,-6.218632428,-5.233690288,0.51173277,,,,,,,,,,,,5.135246895,-1.24272824,-4.037095036,50.0,5.117124616,6.134335643,-109.2247565,5.072873327,6.031346162,24.21450191,-33.63363359,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,e6884b17-e137-432e-9740-0db35a5b7d06,75.60871686,4.860016222,4.29246487,3.498704393,-3.051338064,67.53287002,3.804227105,0.495267364,-6.079319214,-5.228195313,0.511538889,-11.50342889,-3.298727999,-58.4982943,61.48685334,1096.145129,-1788.626791,52.25239398,0.190625722,-0.852624614,0.486511153,,,,,,,,,,,,,,,,,0.996656388,0.0,,,medium,high,34.66183199,75.37547869,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,10.31927434875,18.341708159870965,23.31639102196774,-3.76561781278125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,101.126236,0.0,,-1
101,7/22/2025,7:23:22 PM,4,2,Danny Harris,,Right,Burlington bees 2025,Jack Novak,,Right,Normal cornbelters,Stretch,3,Bottom,2,1,0,Changeup,,BallCalled,,,,,,,78.4761782,-1.217874874,-7.799212511,1683.913977,256.0547219,2:30,4.842752202,2.835246214,6.000000192,-39.3471495,7.468404062,20.14633271,0.421197588,2.779535568,70.68812861,-8.604266882,-4.020731821,0.49245506,,,,,,,,,,,,-13.45804301,4.438857761,-2.207713097,50.0,4.719756126,14.9119495,-113.026912,-3.537030808,-17.11400382,23.86241899,-26.5293486,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,2eda2280-707c-4665-931d-90c8ce720386,78.66893301,4.837246878,2.844070328,-1.152960341,-7.903767369,70.82613608,0.426205104,-2.786396225,-8.527937423,-4.124446324,0.49228796,21.14636126,5.463603633,3.096620926,58.19475318,1681.455224,90.96490458,99.85398579,-0.24064319,0.054019924,-0.969109232,,,,,,,,,,,,,,,,,0.99510449,0.0,,,medium,high,37.62472214,2.4852487,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,112.348206,0.0,,-1
102,7/22/2025,7:24:13 PM,4,3,Danny Harris,,Right,Burlington bees 2025,Jack Novak,,Right,Normal cornbelters,Stretch,3,Bottom,2,2,0,Fastball,,StrikeSwinging,,,,,,,85.44182755,-0.860612216,-4.361084586,1973.789193,213.8496961,1:15,4.932955332,2.515991702,6.000000192,-19.93480318,19.14826806,10.93007799,2.469491188,0.634178413,76.50837677,-4.635027993,-2.292629904,0.449951666,,,,,,,,,,,,-7.378934031,10.6456416,-2.166407197,50.0,4.851094786,9.10665709,-123.8385819,-2.481387687,-11.23210301,29.29640823,-15.96941317,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,ffa0c73d-d367-4d06-ac6a-4d8a2d17e18b,85.69102813,4.934766816,2.521575097,-0.883456159,-4.427415037,76.71251199,2.468867915,-0.638600175,-4.642960277,-2.358953201,0.449754714,11.55414977,18.04003066,-17.46331737,82.00879433,1882.81582,-592.3245437,95.39092761,-0.792223226,-0.30009514,-0.531342891,,,,,,,,,,,,,,,,,0.997123942,0.0,,,medium,high,16.1920851,-56.34747863,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,110.262146,0.0,,-1
103,7/22/2025,7:24:35 PM,4,4,Danny Harris,,Right,Burlington bees 2025,Jack Novak,,Right,Normal cornbelters,Stretch,3,Bottom,2,2,1,Changeup,,BallCalled,,,,,,,79.83992558,-1.537858896,-7.680384751,1861.867972,245.5124779,2:15,4.874178255,2.411525066,6.000000192,-33.77914857,11.40429237,19.55044963,0.616688213,3.140435796,71.85157112,-7.885476871,-4.014252837,0.483794774,,,,,,,,,,,,-13.0757786,6.666712984,-1.793511404,50.0,4.728115704,14.94799797,-115.0144389,-4.087595298,-17.23196346,24.54868563,-23.38829708,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,c43e71b8-ab0f-4aea-836c-25715735d0dc,80.04509118,4.870932357,2.420274406,-1.499664618,-7.784638989,72.00684815,0.620038201,-3.14739574,-7.833911141,-4.11867488,0.483621172,20.54609437,9.725364951,-1.057089867,62.48502786,1861.551099,-34.34895457,99.98298091,-0.414424518,-0.018448652,-0.909896679,,,,,,,,,,,,,,,,,0.970094589,0.0,,,medium,high,33.76347493,-17.15933568,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,110.55693,0.0,,-1
104,7/22/2025,7:24:51 PM,4,5,Danny Harris,,Right,Burlington bees 2025,Jack Novak,,Right,Normal cornbelters,Stretch,3,Bottom,2,3,1,Slider,,StrikeCalled,,,,,,,77.44119182,1.09405351,-3.963385927,2397.303177,64.29726126,8:15,4.684557974,3.033329229,6.000000192,-46.72069415,1.154618851,-8.341646371,1.810534502,1.351240409,69.52368029,-7.727597374,-5.542846371,0.497997698,,,,,,,,,,,,3.093332055,0.231450615,-2.705175923,50.0,4.747004925,8.007918028,-112.2310947,0.848898653,3.836422798,25.53932609,-31.88699912,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,39648faf-26c8-498e-842e-fe8e30e5e263,77.64518847,4.675005195,3.035134572,1.205708258,-3.985168555,69.66681251,1.818785757,-1.352302709,-7.603458821,-5.558490798,0.497801776,-8.131949841,-1.827843434,-70.70052497,55.60622084,792.3224478,-2262.584288,33.05057348,0.14334105,-0.943803984,0.297804272,,,,,,,,,,,,,,,,,0.988021069,0.0,,,medium,high,39.95440124,69.15945855,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,8.288846578749997,17.137881132870966,20.15314181296774,-1.4888299517812498,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.99117,0.0,,-1
