PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,RunValue,ff_diff,ivb_diff,hb_diff,ang_diff,PitchType_Changeup,PitchType_Curveball,PitchType_Cutter,PitchType_Fastball,PitchType_Slider,PitchType_Splitter,PitchType_Knuckleball,PitchType_Sinker,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Stuff+,xBA,xWOBA,Good Swing Decision
278,7/22/2025,9:11:17 PM,2,2,Issac Graf,,Right,Normal cornbelters,Cole Yearsley,,Left,Burlington bees 2025,Stretch,9,Top,1,0,1,Fastball,,StrikeCalled,,,,,,,90.15877652,-2.276147176,-1.193575459,2040.665814,191.6073616,12:30,5.964720958,1.441079003,6.000000192,-12.74732644,22.22647981,4.061434657,2.785434031,-0.670069934,80.80402783,-4.688529403,-0.422284995,0.425640527,,,,,,,,,,,,-2.599264176,12.78983132,-1.346195266,50.0,5.771797022,2.595397451,-130.9337823,-5.621516381,-4.420963571,32.86125163,-10.4204399,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,37e53616-8ed5-44a3-88bd-f0b45b85b813,90.41882175,5.968283045,1.443016741,-2.319902053,-1.216796973,81.02219763,2.783283232,0.668517889,-4.719777965,-0.445713805,0.425452757,4.278655027,21.43270015,-5.237683362,91.48643828,2032.145165,-186.2873892,99.58245742,-0.97545937,-0.091287553,-0.200363668,,,,,,,,,,,,,,,,,0.566168536,0.0,,,medium,high,7.662205547,-27.28742861,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,110.51478,0.0,,-2
279,7/22/2025,9:11:31 PM,2,3,Issac Graf,,Right,Normal cornbelters,Cole Yearsley,,Left,Burlington bees 2025,Stretch,9,Top,1,0,2,Fastball,,BallCalled,,,,,,,90.20992995,-0.948268135,-1.677864252,2092.260166,192.9336398,12:30,6.001621599,1.81928347,6.000000192,-12.85208952,22.09337425,4.48570478,4.048841138,-0.633249884,80.65909013,-3.387313674,-0.825668184,0.425468024,,,,,,,,,,,,-2.999573716,12.27733089,-1.685170048,50.0,5.91690472,3.692498015,-131.0538733,-2.589618162,-5.104294882,33.26219507,-11.28204187,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,ce19f939-0f7e-406d-baba-63da68a59769,90.4761433,6.005399094,1.821602043,-0.994096432,-1.705273797,80.87988498,4.046621796,0.63144894,-3.419844279,-0.85300918,0.42527521,4.742228261,21.27095102,-10.52835723,69.14604452,2057.036116,-382.3022638,98.31645936,-0.958221659,-0.182722144,-0.220054243,,,,,,,,,,,,,,,,,0.892327734,0.0,,,medium,high,27.76855993,10.48645408,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111.16101,0.0,,-1
280,7/22/2025,9:11:44 PM,2,4,Issac Graf,,Right,Normal cornbelters,Cole Yearsley,,Left,Burlington bees 2025,Stretch,9,Top,1,1,2,Changeup,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1.0,0.0,,86.29878471,-0.755771907,-0.500019387,,,,5.250499626,1.498679089,6.000000192,,,,1.537853363,-1.033952436,77.50062364,-7.587815767,-0.500019387,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,f48e58ae-3aca-4dbe-bc57-2c900700bb43,86.53035001,5.244364784,1.498679089,-0.683485349,-0.500019387,77.67741967,1.543409517,1.033952436,-7.503373321,-0.500019387,0.445008716,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,105.947876,0.0,0.0,-2
281,7/22/2025,9:12:11 PM,3,1,Issac Graf,,Right,Normal cornbelters,Keanu Spenser,,Right,Burlington bees 2025,Stretch,9,Top,2,0,0,Fastball,,BallCalled,,,,,,,90.55972774,-0.59417081,-2.692216751,,,,4.661537135,0.668995599,6.000000192,,,,1.369615526,1.83497671,81.18784537,-6.812721164,-2.692216751,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,45bc0bd7-9a8a-46fb-948d-05728bc2459d,90.80625678,4.655852666,0.668995599,-0.528110649,-2.692216751,81.3776535,1.374749578,-1.83497671,-6.735674271,-2.692216751,0.424512187,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,107.51786,0.0,,-1
282,7/22/2025,9:12:21 PM,3,2,Issac Graf,,Right,Normal cornbelters,Keanu Spenser,,Right,Burlington bees 2025,Stretch,9,Top,2,1,0,Fastball,,StrikeSwinging,,,,,,,89.56344008,0.190807046,-2.122084998,,,,4.782920252,1.355129432,6.000000192,,,,2.162735444,0.618025259,80.20648252,-6.171933172,-2.122084998,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,ce8ff540-73e8-43ba-8cd0-739cb2d1c7f7,89.80925187,4.777150147,1.355129432,0.258125264,-2.122084998,80.39554109,2.167960154,-0.618025259,-6.093071019,-2.122084998,0.429008904,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,107.25004,0.0,,-1
283,7/22/2025,9:12:34 PM,3,3,Issac Graf,,Right,Normal cornbelters,Keanu Spenser,,Right,Burlington bees 2025,Stretch,9,Top,2,1,1,Fastball,,StrikeSwinging,,,,,,,91.95485152,-2.989980402,-2.242336297,2002.691825,192.5207934,12:30,5.898073646,1.302595197,6.000000192,-11.90682585,21.76513506,4.255970209,2.122312541,0.427818407,82.47719787,-5.239430351,-1.435103249,0.4176435,,,,,,,,,,,,-3.052661795,12.77266797,-1.122320218,50.0,5.647216673,5.081774057,-133.3997292,-7.369407731,-5.393934199,33.89742871,-9.605243994,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,4d393b64-7b40-4f11-96ed-9f0ef359f25e,92.21620022,5.901591777,1.304618414,-3.033104831,-2.266596451,82.69676634,2.120135979,-0.429451846,-5.270843209,-1.459607842,0.417462668,4.483076457,21.04199168,-7.280375328,90.52530314,1986.545935,-253.7908479,99.19379058,-0.968347038,-0.126724863,-0.215046097,,,,,,,,,,,,,,,,,0.638735364,0.0,,,medium,high,8.527227171,-13.13950018,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,108.93494,0.0,,-1
284,7/22/2025,9:12:47 PM,3,4,Issac Graf,,Right,Normal cornbelters,Keanu Spenser,,Right,Burlington bees 2025,Stretch,9,Top,2,1,2,Fastball,,BallCalled,,,,,,,92.67022368,-1.096435027,-2.723275205,1998.005868,188.8752077,12:15,5.990580194,1.040258873,6.000000192,-11.70308436,21.46275335,2.875595207,3.995026665,1.253010585,82.83761293,-3.316226116,-2.177684774,0.414492816,,,,,,,,,,,,-2.486097168,11.98733581,-0.81993221,50.0,5.894387863,6.302560629,-134.5270024,-2.969684724,-4.457465035,35.06419196,-10.6812733,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,8d31f8f6-9517-4d4e-af2a-80fa44308787,92.94055595,5.994237529,1.041820361,-1.141332673,-2.741953832,83.0647529,3.992769359,-1.25425768,-3.349239011,-2.196532869,0.414307437,3.050684346,20.6982191,-14.47208872,67.61438678,1934.608135,-499.3183489,96.8269496,-0.956676132,-0.249908349,-0.1493874,,,,,,,,,,,,,,,,,0.666707456,0.0,,,medium,high,29.1470519,-58.20591295,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,109.607155,0.0,,-1
285,7/22/2025,9:13:03 PM,3,5,Issac Graf,,Right,Normal cornbelters,Keanu Spenser,,Right,Burlington bees 2025,Stretch,9,Top,2,2,2,Fastball,,BallCalled,,,,,,,92.90388546,0.648000752,-3.009734095,,,,4.771558715,0.793021284,6.000000192,,,,2.770930897,2.006782254,83.06349766,-5.276904086,-3.009734095,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,dbc18d8a-0e09-44f5-9841-f177a23ada73,93.16228624,4.766144891,0.793021284,0.710807802,-3.009734095,83.26239959,2.775717269,-2.006782254,-5.20367108,-3.009734095,0.413892667,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107.42648,0.0,,-1
286,7/22/2025,9:13:14 PM,3,6,Issac Graf,,Right,Normal cornbelters,Keanu Spenser,,Right,Burlington bees 2025,Stretch,9,Top,2,3,2,Fastball,,BallCalled,Walk,,Walk,0.0,0.0,,92.57751361,-0.438186678,-2.673298348,,,,4.636876149,0.545419579,6.000000192,,,,1.608140609,1.940931481,82.92975701,-6.393023086,-2.673298348,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,01612467-7189-4e77-9674-ccbf9a17e2a2,92.828786,4.631592464,0.545419579,-0.375422723,-2.673298348,83.12609347,1.613024191,-1.940931481,-6.319038132,-2.673298348,0.415242683,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.695,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107.20198,,0.695,-1
287,7/22/2025,9:13:48 PM,4,1,Issac Graf,,Right,Normal cornbelters,Kooper Schulte,,Right,Burlington bees 2025,Stretch,9,Top,2,0,0,Fastball,,BallCalled,,,,,,,91.73594788,-1.678155128,-3.576287585,,,,4.490132383,1.550868516,6.000000192,,,,0.250535892,1.777233765,82.35828679,-7.734898314,-3.576287585,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,1bbed088-a7dc-46f4-91cd-5ca93f675aeb,91.98135372,4.484657241,1.550868516,-1.613917655,-3.576287585,82.54966093,0.255580944,-1.777233765,-7.659523995,-3.576287585,0.419636188,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,107.56964,0.0,,-1
288,7/22/2025,9:14:09 PM,4,3,Issac Graf,,Right,Normal cornbelters,Kooper Schulte,,Right,Burlington bees 2025,Stretch,9,Top,2,2,0,,,Foul,,,,,,,81.00621953,-0.588161889,-3.212014311,,,,5.377869928,2.124228906,6.000000192,,,,1.403047006,0.864128082,72.86701446,-8.347273672,-3.212014311,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,a10acb39-9475-418f-a000-67c021971377,81.22232434,5.370949267,2.124228906,-0.506145761,-3.212014311,73.02915145,1.409389296,-0.864128082,-8.251139029,-3.212014311,0.474852858,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.988754,0.0,,-1
289,7/22/2025,9:14:28 PM,4,3,Issac Graf,,Right,Normal cornbelters,Kooper Schulte,,Right,Burlington bees 2025,Stretch,9,Top,2,2,0,,,StrikeSwinging,,,,,0.0,,91.08341989,0.73530364,-1.834814998,,,,4.534884506,1.020769671,6.000000192,,,,2.514159834,0.685078941,81.45947617,-5.423311143,-1.834814998,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,5c0b81a6-0b08-4f3c-8321-0874221b49a9,91.33493057,4.529372011,1.020769671,0.800167409,-1.834814998,81.6541577,2.519162307,-0.685078941,-5.346960148,-1.834814998,0.421794831,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,107.46276,0.0,,-1
290,7/22/2025,9:14:41 PM,4,3,Issac Graf,,Right,Normal cornbelters,Kooper Schulte,,Right,Burlington bees 2025,Stretch,9,Top,2,1,1,Fastball,,StrikeSwinging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,c08ead01-791c-45bf-ba63-894eb5a64454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kannan Kleine,,Normal cornbelters,2019-02,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,107.244774,0.0,,-2
291,7/22/2025,9:14:48 PM,4,4,Issac Graf,,Right,Normal cornbelters,Kooper Schulte,,Right,Burlington bees 2025,Stretch,9,Top,2,1,2,Fastball,,BallCalled,,,,,,,93.04092927,1.190096171,-2.378740219,,,,4.876825752,0.857055019,6.000000192,,,,3.389860277,1.355002175,83.11026478,-4.719843445,-2.378740219,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,02db12c3-2367-4e42-b1df-49657ec6ab10,93.30127125,4.87144263,0.857055019,1.252583689,-2.378740219,83.31135491,3.394686534,-1.355002175,-4.646594891,-2.378740219,0.413112525,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,106.56971,0.0,,-1
292,7/22/2025,9:15:09 PM,4,5,Issac Graf,,Right,Normal cornbelters,Kooper Schulte,,Right,Burlington bees 2025,Stretch,9,Top,2,2,2,Fastball,,InPlay,,GroundBall,Out,1.0,0.0,,92.5360159,-3.006052,-2.748388107,1977.061133,197.5898936,12:30,5.90601574,1.043314815,6.000000192,-12.11840836,21.1528012,5.974194705,2.096556081,1.015131074,82.99488424,-5.2957271,-1.615861796,0.415150741,86.93906026,-15.94640464,-16.72464177,,33.01357663,-104.9290415,22.42904582,7.799943859,,-6.225009165,0.055066039,-4.14988472,12.44509702,-0.822737515,50.0,5.653626888,6.241829376,-134.1909401,-7.460750041,-7.421353415,34.24969984,-9.918139011,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,2540a6b3-e68f-4d34-be80-c0e3b9e611e0,92.79800315,5.909358261,1.0461039,-3.046793798,-2.781616889,83.21358875,2.094533716,-1.017361514,-5.324838365,-1.649311399,0.414972044,6.285416241,20.42886518,-6.507229908,76.8003011,1964.324041,-224.0575474,99.3557563,-0.947102773,-0.113328588,-0.300254838,-24.05592447,80.05746121,-23.88546842,1.051109539,1.337274908,2.025220284,-0.845773532,7.753953271,,,,,,,,,0.975078323,0.0,,46.55285041,medium,high,20.87972901,83.91740192,54.66700175,Kannan Kleine,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,109.59787,0.16666666666666666,0.27755,-2
293,7/22/2025,9:17:39 PM,1,1,Braeden Sunken,,Right,Burlington bees 2025,Tyler Thompson,,Right,Normal cornbelters,Stretch,9,Bottom,0,0,0,Fastball,,Foul,,,,,,,89.64081091,-0.809805358,-4.683100209,1899.098443,214.6858624,1:15,5.799674762,3.205559075,6.000000192,-17.65639925,17.89093934,10.46195625,3.573108763,0.284773321,80.18481578,-4.154160668,-2.704481463,0.429116356,,,,,,,,,,,,-7.239053251,9.950050037,-2.829308075,50.0,5.723258822,10.29957153,-129.8659116,-2.413528924,-12.11434044,32.29055839,-15.52293661,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,f64e86e8-59de-48a9-af1f-071306ab8fcb,89.90009106,5.801594728,3.210979885,-0.833652401,-4.747064243,80.3962432,3.572340273,-0.288962477,-4.164534226,-2.768081232,0.428931252,11.06486299,16.90532319,-21.32842116,68.57135267,1769.030945,-690.727452,93.15109236,-0.76596698,-0.363713348,-0.53010111,,,,,,,,,,,,,,,,,0.953970857,0.0,,,medium,high,28.2857826,27.51817496,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110.91121,0.0,,-1
294,7/22/2025,9:17:54 PM,1,2,Braeden Sunken,,Right,Burlington bees 2025,Tyler Thompson,,Right,Normal cornbelters,Stretch,9,Bottom,0,0,1,Fastball,,Foul,,,,,,,88.90808675,1.592131375,-2.456981971,,,,4.670917949,2.043897155,6.000000192,,,,3.309829374,0.241007089,79.42186174,-4.883082655,-2.456981971,,76.99670525,24.5296986,53.41471877,2019.544924,85.09397669,69.7066362,27.56848338,196.3950032,,49.51971871,2.378648332,,,,,,,,,,,,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,6f657586-4688-4c5e-9fcb-78b89f2c2b56,89.15694171,4.665070647,2.043897155,1.66026103,-2.456981971,79.61349975,3.315134101,-0.241007089,-4.802530172,-2.456981971,0.432420607,,,,,,,,,,,56.24605177,41.74959024,31.96632595,0.338951621,0.3644581,3.195938673,149.3838198,127.4969477,-24.78575295,-1.846140659,-0.363810624,-0.924556877,-0.196709577,0.32634326,,,,0.0,0.730691071,35.61768556,low,high,,,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,107.33293,0.0,,-2
295,7/22/2025,9:18:15 PM,1,3,Braeden Sunken,,Right,Burlington bees 2025,Tyler Thompson,,Right,Normal cornbelters,Stretch,9,Bottom,0,0,2,Fastball,,Foul,,,,,,,89.84349374,2.202693886,-2.108307658,,,,4.584232834,2.403935756,6.000000192,,,,3.849013548,-0.443603105,80.14897351,-4.146107029,-2.108307658,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,3610d986-f259-4b4c-b0e9-46e74bb34a2c,90.09495943,4.578680417,2.403935756,2.268752297,-2.108307658,80.34632504,3.854252898,0.443603105,-4.066509889,-2.108307658,0.427963825,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.23765,0.0,,-1
296,7/22/2025,9:18:38 PM,1,4,Braeden Sunken,,Right,Burlington bees 2025,Tyler Thompson,,Right,Normal cornbelters,Stretch,9,Bottom,0,0,2,,,InPlay,,GroundBall,Out,1.0,0.0,,78.42856354,0.839828394,0.174761668,,,,4.824927676,0.381423316,6.000000192,,,,1.951363535,0.110984596,69.99321911,-7.469592597,-4.183309797,,80.03017663,-1.340189289,-41.74542541,,,,,33.75420201,,-39.32294208,0.285897255,,,,,,,,,,,,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,c6237ac2-9b22-48c8-a6ff-098be0147800,78.6428381,4.817508085,0.381423316,0.927210442,0.174761668,70.15011861,1.958029688,-0.110984596,-7.365737755,-4.183309797,0.489634928,,,,,,,,,,,-53.2712837,59.69502407,-1.871792414,-0.24162816,1.95504988,2.029689141,-21.38972319,26.11179609,,,,,,,,,,0.0,,42.83617568,low,high,,,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,106.22751,0.25,0.4455,-1
297,7/22/2025,9:19:12 PM,2,1,Braeden Sunken,,Right,Burlington bees 2025,Cole Jones,,Right,Normal cornbelters,Stretch,9,Bottom,1,0,0,Fastball,,StrikeSwinging,,,,,,,83.1867861,0.846823454,-2.528616006,,,,4.503020699,2.208811311,6.000000192,,,,2.045731603,0.142795342,74.54024552,-6.530878202,-2.528616006,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,d76f5b81-2c8e-445e-b1e2-5bcc706d704a,83.41757329,4.496258121,2.208811311,0.92525448,-2.528616006,74.71175439,2.051707237,-0.142795342,-6.44004594,-2.528616006,0.462075896,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,105.886955,0.0,,-1
298,7/22/2025,9:19:26 PM,2,2,Braeden Sunken,,Right,Burlington bees 2025,Cole Jones,,Right,Normal cornbelters,Stretch,9,Bottom,1,0,1,Changeup,,BallCalled,,,,,,,83.59791067,-2.040672695,-4.339480906,1336.662327,244.8444198,2:15,5.162155544,3.84573249,6.000000192,-31.16344503,9.716970347,14.80576201,0.66235598,-1.03873058,75.23214276,-7.913058343,-1.535211175,0.460181518,,,,,,,,,,,,-9.47327396,5.945618043,-3.500160886,50.0,4.977333569,8.742650527,-121.1031931,-5.268497155,-13.78480328,28.09900468,-23.52242867,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,8d63b746-2cea-413b-9362-88f464642338,83.81982523,5.159174636,3.85314707,-2.006444466,-4.427018346,75.40221773,0.665418422,1.033024744,-7.866110348,-1.621668075,0.460000158,15.6303342,8.022895964,-16.92060507,8.418151466,1278.796848,-389.030588,95.67089773,-0.40667563,-0.291046273,-0.865971708,,,,,,,,,,,,,,,,,0.659713051,0.0,,,medium,high,82.42366368,-12.44209067,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,118.20366,0.0,,-1
299,7/22/2025,9:19:39 PM,2,3,Braeden Sunken,,Right,Burlington bees 2025,Cole Jones,,Right,Normal cornbelters,Stretch,9,Bottom,1,1,1,Changeup,,StrikeSwinging,,,,,,,81.7148165,0.942541039,-2.894213947,,,,4.542740236,2.190447983,6.000000192,,,,2.053588244,0.501706324,73.23827608,-6.707439278,-2.894213947,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Burlington Bees 2025,,,,8c001b0d-874d-4784-b895-723c0513e0da,35693784-5426-4fc0-bb92-f703ac5e43d0,81.9390565,4.535971734,2.190447983,1.022928994,-2.894213947,73.40741539,2.059876084,-0.501706324,-6.612348554,-2.894213947,0.470578724,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Danny Rollins,,Burlington bees 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,105.96003,0.0,,-1
