PitchUUID,xSLG
baa69949-f5be-4735-9d25-2f75ba7bae21,0.25
be90e530-9399-4f98-a2ce-ee570b9404e6,0.0
87e067df-8a19-420a-acf7-47084397475f,0.0
bc5425d6-d6dd-47b6-be90-21a7fa74d9d5,0.0
3ee4f22c-81fd-4031-a380-8e84deeba114,0.0
2fe54617-5a72-416d-b6da-692ec048abd3,0.0
dc995acf-05e9-4102-b080-c605b57bd23b,0.0
8acb1199-7e4a-46aa-933a-e2bb27dbddd0,0.375
f7a00df5-8873-4d0e-a4cb-7e8ef834b32a,0.0
fa92f38b-f9a1-44f6-a232-9496ab03c766,0.0
67365a27-19ad-4e93-88ee-bb83a61145da,0.125
82fbc446-10f6-4713-8526-2908077ebdab,0.0
8b9a149f-ec90-478b-9553-0923c6df1056,0.0
ab0e752f-c4c7-42e4-af7c-18081dc8c1ac,0.0
c6692327-1388-46e0-a9e3-2d3a5a909d04,0.0
9de859e3-81ac-4920-97cc-200e574b6a67,0.25
7bfa199b-fa77-4c56-a41d-78391a96f93d,0.0
03fdd35a-59dc-4fba-b95a-b037bc2fd706,0.3125
d8374559-0148-432d-b209-46e9ca28d080,0.0
01e95535-1eae-4652-a6a9-784d1477a4f9,0.0
754052ce-1408-4556-841e-9ecfd9614465,0.0
cce1114c-630d-4b41-8202-18c4ee59e517,0.0
3679af4c-cc73-439d-aedb-8581229d250e,
5bbf652d-b868-465a-9bca-a3b693ffd30f,0.5
cce4c022-e4bc-4d36-8201-77a72c70b8ff,0.0
1f0a427d-b2fd-4534-99f7-cb808d086aee,0.0
899e3925-4650-4af7-8171-5381408e0277,0.0
9346ba63-65c9-4da1-a727-bb6ea2e7eebd,0.0
0b5ea842-b363-4bc4-afce-a1f517fd7282,0.0
4cb8d0c9-58cc-4ee8-b402-b94fa1b7fc00,0.0
9740f928-0438-438c-8a67-4336ffdc1176,0.0
9e939b1e-3248-4d42-96d6-442f491ec1bd,0.0
b4b522d5-48eb-4190-8b62-8205300341fa,0.0
14d26b5e-f917-448b-bf24-6c8555219118,0.0
aa3269c1-f827-4d23-8047-3b1adce7c843,0.0
14ff7414-e7cc-4918-821f-43f3ae16330a,0.0
52252ec8-a9b1-4862-b435-c2038a98d8bf,0.0
cbd9565e-9752-4317-b328-d62dca9ba782,0.0
60699d90-fab5-4b3d-8170-4ddb27e1f7c7,0.9375
31ba6456-c947-47af-a24d-657d871fd68f,0.0
52b6802f-7f74-48a9-86f8-bcf0e6b683b8,0.0
f9aa2768-8b0a-4cb5-b165-d201682a4bca,0.0
22cffcbe-2aab-4a92-89da-7d7cb9cdbd7f,0.0
f0130d8f-6879-4e7c-9425-f7759698f5f3,0.0
38ce7ad4-2060-4a87-a762-ffc52511aca3,0.0
4eda1b24-b447-4430-bf02-dc2de43bc76e,0.0
b9460688-c615-444c-a4b8-6d4c1c9e8cc6,0.0
c55b7443-f844-4cdf-8aab-69e7208feaa4,0.6875
26b45e1c-e2fd-4b2f-8c9e-ef593c7bab4f,0.0
779b9d04-fa5a-4dcd-9ed6-036c4fa8f327,0.0
422a8c57-fa60-4032-858a-00951cfd0f29,0.0
7b701235-2145-4b5a-a645-e6303e7cdcb6,0.0
3dfdddfb-346a-48b2-9be4-ae6696288c11,0.0
757f8a86-0200-4e90-a7b2-8bb319457714,0.0
532cac37-79e7-40b6-a5e4-2f8f7b33bde6,
848dc695-edf5-4579-86b9-9ef6518f915c,0.0
9fce8e36-39df-487b-aef4-82ecdd3e3937,1.125
bdef9ebd-6e84-4fb5-bf0a-5895bdd6658c,0.0
070ffa05-90d2-4957-a72b-c264744a55a3,0.0
bf0b6fdb-cc59-4135-a53e-868aee63037b,0.0
93d4a465-7bbb-42bc-9d26-fd4bdfb8a408,0.0
d176d8cf-99ba-430a-bdf8-c7de43d67487,0.0
50242d41-4944-4fd4-8523-4bf37a775f6b,0.0
c01cf0b7-cb70-4eb4-9005-35bb62e4c505,0.0
ec599c48-9cd6-405e-bf61-0b55b6c2ea65,0.0
72e3d0ad-75bb-4a86-93a1-ed5cc99e3fcd,0.6875
a0c947ef-841b-4f4f-a6dd-ad966596761d,0.0
0592e6ad-b8c4-45b5-9d2d-44a4cf604894,0.0
40102b01-38f0-46d8-b5db-3e403696be3e,0.0
805ce494-1bdc-4d7a-aa80-e6a667492e2f,0.0
97f681c3-189e-45f0-a917-b7e03305ef38,0.0
de701ad3-137f-420a-b662-486c0b3d406d,0.625
f3157cbd-3cee-4ff6-a4eb-b769f42df552,0.0
894ede1f-5711-4216-a373-f4fef6a64ee0,0.0
efb42109-9312-4f5b-bd67-bcdf257a2648,0.0
641b2db5-877c-4248-ba42-2ac87787b25e,0.0
a38c8b31-4671-4356-bb7b-8ffb0a507acb,0.0
82a9a61c-949a-4854-9bb0-8ae17eb0e0dd,0.0
29d8b847-fffb-44fd-8b8f-decc89ba6c1c,0.125
5f5a4c52-e447-49c6-bb20-d233009d8063,0.0
a2c668c4-1cf6-4915-b3ad-1ba5141f30f8,0.0
fea301e5-52e9-4fb7-93d7-ac62cbe309f1,0.0
be8a0be8-8738-4a8a-b500-67b6963c5259,0.0
af0844be-ba56-4bb7-aad2-767396bb020e,0.0
104b5d91-afb2-488c-b6e6-b8d2e806a663,0.0
08656ede-9223-4ec5-b751-057e4e2bd81a,
659dda25-601f-454c-9dd4-724d399d3768,0.0
a4b6a9c1-46c2-42df-937b-bb9009cc4538,0.0
befa3989-b6db-4ca1-98ae-3e48112705b9,1.75
b0855a2d-a1b8-46bc-a78d-20988c5a6153,0.0
fd2e6dd1-ae10-48cd-81c4-31a0f2b7add3,0.0
c7f8cfde-1a45-44b5-8655-22cc0c80232f,0.0
c6a1d353-1e57-490a-bb1b-38b1c22a93d8,0.0
e4bb4db5-5523-4e3e-9119-120002fc3ca1,0.0
ba4d8a45-32b5-456b-9bf4-45052c426a14,0.0
ead13a07-c57d-4ac3-b7f2-2c714eabfa93,0.0
