PitchUUID,Stuff+,delta_run_exp_mean
c87c7b24-7de7-4c00-98a0-5b1a4fa9c728,105.22475,-0.0017301174741864
0146069a-2b6e-46a0-916f-01acd229b913,128.4288,0.0464135021097046
c92b1470-952a-4b0f-96cb-c34b85cf606a,112.885254,-0.0023656702153769
af62306c-3eae-44f6-8f0d-4493a3ed6f4d,270.38364,0.3150508556472752
92727691-aaf6-40ca-828b-17a4bd2b6048,206.20688,0.1917011728413722
291d2911-9ec5-451e-a963-fb14b8965bdf,79.876236,-0.0015084264877677
2fcb774f-9286-490b-ad50-80d2f22f14f9,106.19917,-0.0006965609515182
4734691c-ce3d-4565-930b-ff160463e3ee,108.89768,0.0
84913e8c-4eb2-40b5-862f-3eaca1200f4b,106.35837,-0.3091451514169687
8b69ce65-e6a4-4f41-9c16-44314b0456d8,105.682396,-0.0015084264877677
d7f5849c-5cf1-4641-b0b0-e5b3f15fcdcc,102.91777,-0.0052768876913169
ed667a10-0ea6-4a35-9883-8876f40e4ed7,128.96744,-0.0016017590095178
d194e4a5-3b92-45ad-8346-62691b1909ae,119.32532,0.0
b41dec8d-93e6-432f-aed1-ebf447efd8ee,-23.168037,-0.2596690323372092
2e42ece4-d4a4-497c-a004-d22853400e17,138.0427,-0.0015084264877677
285fa2a1-848b-4a13-b269-19fe73e5ff1f,102.94966,0.0
a7019ca0-1b70-4b30-836c-1f144b129313,107.996445,0.0
21d58980-63a8-4c74-bdcc-e1df9fb22877,97.028755,-0.0070085473190721
86d2ccd8-ac31-4d42-ba51-605f89ca7553,110.53659,-0.0013085811065526
b089a499-74de-4794-94cf-8a1fbd1389ed,115.20607,-0.0013085811065526
83a7f884-0d68-4769-9b27-5a9cc11b0386,105.40502,-0.0017301174741864
2a237387-5e0c-4d47-a96f-69645246c6dd,111.09468,0.0
8aeaa5f5-3102-4642-a1e0-d62816df8ad3,109.49911,-0.3107128412766607
b85ed794-65a7-43d3-902b-88aa714f2e0e,91.3772,-0.0023656702153769
55329564-9543-41c2-bedc-730447c01f3a,140.16046,
cc67cfaf-4ade-4332-9391-07c9f5c9ec84,102.288,-0.0047350402939837
58fee5f9-4315-44c1-b28a-1a46454723fa,-40.751205,-0.2982508193316343
50a15a2b-1fd5-4b6b-9261-99a7e0d99d59,111.53745,0.0
e55cffc5-2276-4f90-9632-efb77bf022d9,-47.930984,-0.3091451514169687
2431b10f-0854-4d06-a953-e181c12ad243,111.04888,-0.0015084264877677
f5cc854a-e7a9-42b4-b43a-b4991b6b834a,98.33336,-0.0052768876913169
fc07143d-eb3e-433b-9fdf-048ecc58d5a7,118.54066,-0.2643760545552022
e64775e5-c0da-490a-9c0a-3b1c68f70488,101.28929,-0.0027889833593668
d2373e8d-3932-4ed4-8084-789b6cbb7dc2,102.7377,-0.0047350402939837
cea75dd6-9c75-42ec-a1c9-49028feaed36,101.93265,-0.0016017590095178
9be9a827-f195-484c-bf61-06be8e63ed88,103.66178,-0.0130999659469755
074e3812-3a85-4f80-a54c-f0c3bb0f2a47,105.926125,-0.0017301174741864
4806f77e-e61c-4416-878c-211d33581544,105.556076,0.0464135021097046
b5eaebd7-fe76-4ebb-955b-c441e4c6058e,102.65944,-0.0023656702153769
20f8ffdb-b4d4-4281-8a4d-8302e6e4c360,97.09104,-0.0003116906981502
ccbffb68-239f-4cf9-9fad-21ffa799117a,108.87078,0.0
0034466f-b0b3-4b99-9457-616661c64640,-45.354233,-0.3091451514169687
70cfe270-a780-46fa-97e0-f5b7a926f736,101.58981,-0.0015084264877677
9f51bdf8-6a35-4026-aebb-b10aa24535f9,105.921906,0.0
3b368a12-07c6-4542-81e8-3382e6293ad3,100.707695,-0.005143965724844
1593aa57-58ef-4a84-be3e-0f45df1fae24,-47.56659,-0.3091451514169687
603052cf-1ed3-4451-94fa-1956080d0a0b,103.75957,-0.0023656702153769
03067b69-db79-41d5-b3dd-8a3922dbc4f0,103.47172,-0.0026684862737452
4ced28dc-4875-40dc-972a-1a21e6a25a6a,-50.84584,-0.2969801167026226
2801513f-b8a7-44c1-a70d-e15d8a2a1210,106.12806,-0.0015084264877677
71b67125-20aa-4d1e-8a60-f64e9346adc7,333.23846,0.404250718903375
4eea23a2-1948-4540-9af7-213fe6471310,75.156944,-0.0015084264877677
303fb22a-f617-4b7c-bfbc-8c7796164326,109.701675,0.0
cea880e3-cc15-4a3e-890a-7aaa99d43181,124.24972,0.0
c4466a6f-d1bf-4020-8bae-ea0892cf80a0,96.13655,-0.0070085473190721
8e724913-377a-425b-bc2d-5a9972951ffc,100.12758,-0.0017301174741864
5818bd70-4416-4bf7-81a1-1856b791ec72,130.25012,0.0464135021097046
74336775-ce9a-4c21-b28b-f1707b0fb219,136.846,-0.0023656702153769
ad0baced-3122-4b48-9f0b-f21d6c8f5e88,105.313934,-0.0078215680067531
5810f30e-0906-4c38-8c9c-96fff08d981e,110.278465,0.0
9657aecf-7791-429e-80fd-56f36082bbbc,40.206432,-0.0070085473190721
80a61ce2-e423-47c3-916a-816277690267,170.6897,0.0
eb41d6e4-417c-4766-ae22-d430a2a0340d,189.71344,-0.3091451514169687
b0740899-2349-43e8-abf9-88f9fe315a92,100.95513,-0.0027889833593668
6f8dc766-eea0-434f-b472-225a80c9ae87,58.86975,
85429688-9ff9-4d10-87af-27b0fec7401e,74.74193,-0.3178730886193978
e0ca7053-4260-4919-8b81-ec75a8c337ff,64.60561,-0.0080450986281523
ac3724fb-c90d-44e5-9a0f-e528303cce8f,106.20659,-0.0078215680067531
71aadf38-6f14-425d-8476-6cf9dabb9f4c,119.21278,0.0
5dadc338-5970-464e-91b4-f835ada83947,256.8665,0.2817137663313962
e11d596c-135d-4795-b5ef-226c05d55d79,81.409515,-0.0023656702153769
ea085ce3-1987-4004-83a4-ba1017c06bba,110.4559,-0.0078215680067531
c2a34a00-0bea-4e41-af70-145849e08efd,107.88384,0.0
640aac09-c0af-4bbb-bc1d-6dc0b022418a,117.214966,
cbbf53e9-3afb-486d-bb0d-70ce87b76fca,101.31908,-0.0027889833593668
2c5e79c0-2298-4c05-a94a-5aed746bbd3f,105.66582,-0.0047350402939837
55f0140b-b35a-458b-8659-b62093a911d6,108.40082,0.0
86c0a804-b3eb-425a-8596-a2646ad5e2e4,104.63359,-0.0070085473190721
575a9722-eca1-40d1-8575-e3aa386c7678,94.03831,-0.0017301174741864
92e94481-1b81-4705-a4f9-c293934901f5,101.313,0.0
28779243-c758-4afb-9b39-c5e1ae713d71,90.55484,-0.2834617943745128
2f399e97-96f9-4ad8-8d6d-a287ea29521d,269.74323,0.3150508556472752
5a09b1a2-c44c-4819-bcbc-be69efd83210,19.389267,-0.2969801167026226
5ca4bf86-a225-401d-9818-f058d92d4beb,-47.652695,-0.2969801167026226
bdf7e0ed-3eb7-4f8c-98e0-3f6f0ffb8d62,104.25889,-0.0023656702153769
844d8775-99f8-4d98-b12a-84fb52e4140f,103.888504,-0.0047350402939837
1f9628be-77d1-45ba-9b01-77078f147641,100.35651,-0.0016017590095178
12543544-520e-4550-a4ed-4529eb5da692,106.49906,-0.0021576512766823
6209694d-1599-40b2-8a66-8d1869a1b73d,95.826614,0.0509554140127388
683b565e-e7fa-4ed4-bd3d-a963e5a41574,129.13605,-0.0015084264877677
ae9e153a-ca31-4434-af4a-03cabe35a51d,102.69604,-0.0026313207267571
80860a46-a22e-46a0-b996-d32d49c508a6,96.164894,0.0
70fc07b8-3b04-4749-9773-2e19e8811481,215.06195,0.2222222222222222
32fb2b21-e59a-495e-9ffe-131ea16bed76,109.26589,-0.0023656702153769
395ff911-4bad-4fa7-a2b9-893b42615354,103.210106,-0.0047350402939837
e9d8abcd-22e7-4402-b392-d3658b932f91,106.45829,-0.0016017590095178
d915f9bc-e883-4b68-aa01-975133bd0d6b,103.55117,-0.0021576512766823
c3e2a3a6-83f7-4a39-936a-9a6c5a53f48e,138.97675,0.0
b6620244-c713-4c09-948a-09bce1aa289e,103.306015,0.0
ed7911cc-5f0d-4d9b-8c94-2439e739c114,122.84463,0.0464135021097046
52414c62-72de-4ab8-bc8c-366351980e69,109.52294,-0.0023656702153769
8440e093-c27b-4833-8f45-ea36f46ef14e,101.97217,-0.0047350402939837
9e796787-f1ad-4dd4-b92a-c211da076ffb,105.64737,0.0
99a43a01-b6c2-46ab-9df2-2371457f7bd1,103.85263,-0.0070085473190721
7f10a009-4a7e-4fa2-85a3-23693efe5eb2,106.570145,-0.0013085811065526
3e477d15-c55d-4413-8518-ffd86dcd3ef4,64.31651,-0.0013085811065526
50e29fee-9107-4dc5-98f5-521514a08c65,-30.626297,-0.2596690323372092
97152db3-881d-4de8-a340-c16bad812856,106.67533,-0.0015084264877677
324f2eb3-3009-47ad-b4d6-4a83f1a9eaa1,98.08246,-0.0052768876913169
2952cc24-1a35-4eaf-a185-1d25122c020d,107.43985,-0.0016017590095178
77f12754-5bff-4676-8375-fd00b3073381,71.45215,0.2970496772161864
66f0afc6-fe9a-4bb3-bddc-2f02852fbb45,198.54266,-0.0015084264877677
f692b616-413c-48a8-bd3a-8668cea8afa4,107.832436,-0.0052768876913169
2a89b1b2-4cd6-4f8e-b05b-1b6bba3e7fca,202.78058,-0.0070085473190721
992c809d-cca1-452f-a9a8-d236f317437d,119.39164,-0.0023656702153769
87e415a6-3a9e-485b-beb7-280ce58ef7c9,108.7596,-0.0047350402939837
84199633-c548-49d7-b95d-64ac3dd0ebb0,105.78287,-0.0016017590095178
9c50c68e-8d60-4929-8c1a-80be28694bb6,99.08743,-0.0130999659469755
09a117cb-206c-4734-b861-6ff949033da2,106.192635,-0.0013085811065526
7e777796-f864-4247-aeb0-2e7493f23888,202.92209,-0.0017301174741864
d94c0050-991d-429f-8480-3c4f9999e993,187.30055,-0.3107128412766607
a0e41abe-2669-413d-addb-b999f8fd4e55,103.01755,-0.0023656702153769
e58fdc8c-c8d8-4fce-a3a1-682ef5c0a144,-52.19571,-0.3178730886193978
3b57a913-2538-42de-870b-8098ab2fc377,107.045456,-0.0015084264877677
90a582c6-abe7-40dc-8909-b2c4bf497228,102.713455,0.0
09df0555-1216-480d-82ff-9961be987cf1,106.04808,-0.0021576512766823
ee5a30af-e0a4-4485-94ed-d77bf45c5dc3,-22.894035,-0.2342883533447679
317f6860-6f83-452a-8f67-4daef60e7024,103.14745,-0.0015084264877677
26affebe-f9a3-4774-9078-4fd6ac8ef650,99.69661,-0.0052768876913169
bf7c93d4-5f65-49c7-8576-ff421f547fa5,105.6161,-0.0016017590095178
e1817d6d-2ca1-4db9-884a-ee38bf6ad4fd,200.85666,0.0
ce356275-3fac-4d6d-a210-a27038647627,101.190445,-0.0017301174741864
d4674728-5735-4476-836d-254a5723bd30,128.2951,0.0464135021097046
d9c75d67-044d-49ef-8a5d-d224ba2c6b64,86.39543,
1dbaa402-93ac-4a5a-942a-a69e9ff3039b,104.87793,-0.0015084264877677
211aaf9a-a64b-421f-8f9f-3c217687d74f,106.21192,0.0
72ea8fc4-c01e-4f9e-91d0-c346a947389e,189.71344,-0.2643760545552022
428304c1-3ed1-4aa1-951d-e6d2b21fa747,106.479996,-0.0015084264877677
3a2b2d49-ee86-469b-a813-cb313987b2ea,185.87257,-0.3397555233962415
c129eabd-4c34-4513-a953-008c29ca9518,173.0706,-0.0006965609515182
b5658ada-9606-4353-bac8-b643868a3c42,154.35516,0.0
55fb41dc-05f6-40c1-ad36-72fd880c2845,179.48492,-0.0070085473190721
c516f94b-3b95-434f-a766-a106d9520659,156.61494,-0.2596690323372092
dc726a6a-0194-471c-a0df-7da0502cc413,143.35281,-0.0015084264877677
40175417-daa4-49e2-bbc9-456ce631ba42,110.620735,0.0
8c3f1df0-2f2d-46f4-8e5d-5441583312e1,107.52652,0.0
c7935702-5c95-420c-a5a1-27aae6e154dc,99.198135,0.8
224d3684-4d48-459f-b96d-cf34a3425e6a,85.82905,-0.0080450986281523
b241b18e-cced-4ade-b55b-18d812edfe28,71.53323,-0.0047350402939837
ce3a009c-866f-4236-ade2-40157ede86e0,207.20306,-0.2643760545552022
54bbd9b7-fcc8-4b39-ad17-d5f47f491451,115.84416,-0.0015084264877677
ca0ad336-5eaa-46cb-bf0b-cf4fcb17137f,145.90433,-0.0026313207267571
8d1e8e90-b9a4-4547-801b-a77ed5d217b3,107.09849,0.0
cb2b5f05-3be9-4054-a5b2-25d16cbbfd64,117.87064,-0.0015084264877677
435fd2fc-ab32-4b91-bb31-94d6c3af9e6d,105.55968,-0.0026313207267571
c5a334c8-de4f-4f78-9074-693767993879,105.60902,-0.0032740145275165
ea0e8e69-ed37-4952-894d-9741a0c4ee8a,105.83208,0.0
5081756d-2886-49bc-9b35-6388ec13e565,91.16884,0.0
38a128b0-2687-455a-b282-a618467f4f44,128.45906,0.0464135021097046
cfc55f5c-8439-45b2-8c23-b278c1c6fb4f,122.373436,-0.0015084264877677
1e9b3ce1-9cc2-4c75-88d1-f66f9fd7ea19,145.13905,-0.0026313207267571
98172c6b-2fc5-4314-b24e-0d18f36e385f,106.39379,-0.0032740145275165
f2005a5f-0fd6-4e91-8483-05f9fd0073aa,143.77983,0.074074074074074
fd8caa7e-e38e-4117-ac82-577cb615a02e,105.211006,-0.0027889833593668
1e63b442-9426-4ba5-9dc9-3b5b305b348c,101.72941,0.0
f86151dd-b64d-4a23-90df-f03efbe1a39b,105.6623,-0.0023656702153769
7a467910-dde6-4162-ba33-96e9992cc443,106.1078,-0.0078215680067531
17384eef-fb68-407e-ad14-89a30001439f,99.56435,-0.0017050175277823
4be4c87a-bcf7-41f7-ae21-01606cab8b0d,121.38564,0.0
0b4d38b3-e4ee-4435-ad05-5c0f13b0875a,-40.318405,-0.2982508193316343
d08c3738-19e6-4651-b4bb-8ae4c281a869,142.1429,-0.0015084264877677
ac8d6e89-26bc-42b3-a551-80ce3266fd30,127.262886,-0.0052768876913169
4bcf8ccd-de3a-498b-b201-ca26b1311748,165.2677,-0.0016017590095178
508dccfb-16e4-4823-a997-a0a7443d66eb,77.44851,-0.0130999659469755
84417710-6aa6-4f13-b2a8-f17f60af53b0,-29.8423,-0.2596690323372092
4949d6a7-da67-4749-ac74-aa7deff1809b,107.06877,-0.0015084264877677
2b36ef3f-8c5a-4cc0-a4cf-13b8ed687e21,313.86166,0.404250718903375
46012e98-2daf-43fc-a125-e6bb4d091eaf,104.47499,-0.0023656702153769
83e4fdec-07d7-4cf1-b440-4950bfc52120,164.60526,-0.0047350402939837
63fc1190-cd23-49f0-8abe-853b16315152,165.80527,-0.0016017590095178
7dd10257-c338-40f4-a545-5ae7bcd5f6bb,62.77268,-0.2342883533447679
2e1b0ee1-b990-46a2-8faf-f48643c8748d,94.09638,-0.0015084264877677
a339cf62-7dff-421a-8086-3969621d8b67,106.28643,-0.0026313207267571
7811eaf9-3127-4389-bcf4-6891464b5733,103.9442,-0.0032740145275165
eee6c76f-bc61-4e94-8e91-d2f600d2ecd3,75.116684,0.0
66ea975b-ba67-476d-a7f6-d7009dd8082b,90.94002,0.0
4b25f9f4-c360-4bbb-8f57-2bc0a16de54c,135.25752,-0.2834617943745128
61482bce-b596-4870-a13c-4ceb34731047,85.65513,-0.0015084264877677
923b6e8f-0cbf-410c-a7f9-030965b46b37,204.34673,-0.0052768876913169
38a73279-2e9a-4198-87fd-31431396eb2e,143.98346,0.0
1a108fa2-438d-4fc5-acfa-7d8cbd8a496a,140.81216,-0.0070085473190721
4fb59707-c81f-4e6b-b65d-3225595402c4,107.776436,-0.0017301174741864
ad1a7ec0-f5ae-4aba-90d7-9128e5034e6a,124.834045,0.0464135021097046
f610f9dc-f7e5-4db7-b5fd-8dbb3909ebce,105.58263,-0.0027889833593668
a047d1be-384d-4382-83f8-76ee63cb08f7,120.64322,-0.0047350402939837
fb630e78-18d3-4d0f-9af8-9bed989cbec8,177.44113,-0.0016017590095178
22155b2b-49c0-498e-a501-36b90ccc2ece,105.93349,-0.0021576512766823
a16014ba-cb37-4be9-bbd0-abfa4f6ae2ef,53.068848,-0.1237961440953685
fd074eff-4dfb-4116-be94-3cfb1c89426a,73.135086,-0.0015084264877677
e28aa828-7716-4ab5-9f7c-48e226fe4205,119.22806,0.0
967ed520-01c0-495a-9148-35149a746dce,108.69453,0.0
426c9a1c-eb37-47fb-bb9a-3af0f0ca4bb9,-50.586655,-0.3091451514169687
da45d1e7-d584-43c1-af8d-b46bbb1d2ec1,87.304886,2.0
0e780671-d5aa-4531-afa0-469f83988a2a,82.1352,-0.0023656702153769
8fdf5690-f028-4f34-9fc6-5b87d8042950,146.52048,-0.0003116906981502
266da96f-76e1-49cb-b361-8b951f39c56d,67.09263,0.0
aa091e61-825f-41ee-a899-7fdc2568dbc2,113.84206,-0.0480627056547609
84eb950b-c1fa-4bfc-839a-d026491666b9,149.31503,0.2817137663313962
c1fa21b0-4a6d-4213-9e1e-883186da780a,128.03984,-0.0023656702153769
4c520e6e-238a-48b9-b2a9-d58aee361379,101.529495,-0.0003116906981502
9bac0f2b-9ed2-417e-8314-b8c28aceb27d,127.98578,0.0
706c924c-fa02-4b25-a6f2-6ef843a5ddda,124.930176,-0.2982508193316343
a2dc6c10-bab4-405e-833a-02e2ef51b6a7,131.80327,-0.0080450986281523
c241db63-528b-4efd-ad04-ef01b05c0b03,125.26125,-0.0047350402939837
4259fd28-6699-4e4c-8125-301fa6808c8e,135.84775,-0.2643760545552022
27284fea-fb5d-4247-a8ae-1ede96c3fcd0,108.94359,-0.0023656702153769
4110d034-fd8a-422e-b8cc-bd30062a0347,154.7651,-0.0003116906981502
5d48429a-d1a4-4f74-ad60-ba41ea949d0d,-43.354507,-0.3052495049914568
2f65a4c0-7c8a-4100-80eb-767eb48090f2,101.06908,0.2266506699037009
e96bfb60-f180-4cf7-bee9-19f03ada9cfe,199.52945,-0.0023656702153769
78760442-746c-4b50-8854-c66f89427a56,93.17917,-0.0047350402939837
64a3df4b-e2b9-450f-bc81-802c02a399c2,102.20482,-0.0016017590095178
19e21787-620f-4426-9225-6b0adbd3861a,204.16452,0.0
03060679-c64f-4c71-8b39-e8ae669f5b01,99.110886,-0.0017301174741864
ec8c0398-978c-4539-853f-a6f342c39aa1,106.13398,0.0
1959d5b8-fc2b-4cad-af7b-d503302df6dd,102.15511,-0.0023656702153769
4353b285-cbe3-4c25-8b1b-05c776def0bf,102.41256,-0.0078215680067531
f8c55b40-90bb-4e2c-b419-94248ab369ce,108.47757,-0.0017050175277823
31dcf4a1-e9e3-4fa1-9905-928366c5e1e3,143.70964,-0.3052495049914568
27f27657-924d-4bb4-b95a-9f5b763422cc,83.76744,-0.0015084264877677
4107d644-a5b3-46d2-b712-616d908c20c9,70.94182,-0.0026313207267571
af2ee321-243d-4b50-90e6-d38cba7c283b,167.24628,0.0
827a384c-648d-4f05-8303-0499bd44e8ed,134.81534,-0.0130999659469755
08c8bbb7-ee7a-48f9-a1a0-835bca78123f,102.916504,-0.0017301174741864
d5cb3a9b-1289-4672-a58e-ef6f20eb8fe6,141.39561,0.0
9a531415-d668-4de2-9c80-8a32c21a660a,140.22021,-0.2834617943745128
4139ab07-3b21-4e00-87c5-ba2f55ae3d9f,107.48056,-0.0015084264877677
