Unnamed: 0.1,PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,TaggedPitchType2,GeneralPitchType,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Good Swing Decision,Unnamed: 0,xBA
263,264,5/28/2025,8:52:07 PM,2,6,Mitchell Cox,,Left,Burlington bees 2025,Charlie Graham,,Right,Normal cornbelters,Stretch,7,Bottom,0,3,2,Sinker,,BallCalled,Walk,,,,,,77.88724820951167,1.613191412350693,1.4965004783561706,1841.6798843064564,124.86639636431428,10:15,4.552746291457908,-1.757607737,6.000000192000004,-32.56698314,14.409202402027448,-16.83129135,3.3390287738402846,1.769060983,69.62318094554715,-4.570330669,-1.705003841,0.4932991839840778,,,,,,,,,,,,9.63022125,7.2398655071387985,1.6454056746955268,49.999999999999964,4.665415643021303,-2.481721853,-113.1175288,2.270725642460438,12.184795670501751,25.1493846985868,-23.0136908,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,38a128b0-2687-455a-b282-a618467f4f44,78.11333775201747,4.551091477522623,-1.766336873,1.6310730126922623,1.5997361954187728,69.79660878868665,3.341292829449228,-1.762396509,-4.53488027,-1.60358051,0.4930831258397699,-17.79876875,12.483856186163688,12.03421768818865,89.70060187746385,1801.2057619311238,383.9825509644454,97.80232587,-0.559101432,0.2084958163666137,0.8024556579464523,,,,,,,,,,,,,,,,,0.993435294,0.0,,,medium,high,9.269458310282658,58.14194520011973,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Sinker,Fastball,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,263.0,
264,265,5/28/2025,8:53:29 PM,3,1,Mitchell Cox,,Left,Burlington bees 2025,Jack Novak,,Right,Normal cornbelters,Stretch,7,Bottom,0,0,0,Sinker,,BallCalled,,,,,,,77.66845600730109,1.3750340854249392,-1.278288387,,,,4.199081502360269,-0.677884473,6.000000192000004,,,,1.7586526217940617,1.866114767,69.66622545,-7.081871362,-1.278288387,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,cfc55f5c-8439-45b2-8c23-b278c1c6fb4f,77.88370955662035,4.191436730031479,-0.677884473,1.4644764375241706,-1.278288387,69.82298211289356,1.7655840219025971,-1.866114767,-6.977504044,-1.278288387,0.4946264795996806,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Sinker,Fastball,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,264.0,
265,266,5/28/2025,8:53:43 PM,3,2,Mitchell Cox,,Left,Burlington bees 2025,Jack Novak,,Right,Normal cornbelters,Stretch,7,Bottom,0,1,0,Fastball,,BallCalled,,,,,,,82.24926553090452,2.6650635574869352,-2.330679141,,,,4.1559424247762085,-0.253324392,6.000000192000004,,,,3.3113588074595466,2.420638393,73.42777387784862,-4.910816141,-2.330679141,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,1e9b3ce1-9cc2-4c75-88d1-f66f9fd7ea19,82.48339882813075,4.149118873289534,-0.253324392,2.744650502714426,-2.330679141,73.60306255534574,3.317504530521672,-2.420638393,-4.816810025,-2.330679141,0.4677048099443733,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Other,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,265.0,
266,267,5/28/2025,8:54:00 PM,3,3,Mitchell Cox,,Left,Burlington bees 2025,Jack Novak,,Right,Normal cornbelters,Stretch,7,Bottom,0,2,0,Fastball,,BallCalled,,,,,,,80.61595357506543,0.1260582999124686,1.0512793163249672,1966.8669839764189,122.93966125108352,10:00,4.702036312757214,-1.853173103,6.000000192000004,-30.2845613,13.506808576669783,-16.87111918,2.2955004426383496,2.281937767,72.25494343769304,-5.613235498,-2.157145469,0.4762837758020595,,,,,,,,,,,,9.496050956953034,7.267312850078436,1.7772792695914943,50.00000000000001,4.694809230327045,-1.658146554,-117.1486514,-0.62461094,12.889559766126856,26.928336562348463,-22.30968979,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,98172c6b-2fc5-4314-b24e-0d18f36e385f,80.83920488567706,4.700706912838326,-1.86206172,0.1403710103958818,1.1573192125982188,72.42764827419606,2.297436572764074,-2.275098518,-5.583039367,-2.052856546,0.4760837922108165,-17.8654582,11.75319622488565,17.14444908104964,70.87883047439594,1879.468492267604,579.7964463756518,95.55646149837132,-0.519593535,0.2947817270304045,0.8019515520160537,,,,,,,,,,,,,,,,,0.914049063,0.0,,,medium,high,26.209052573043724,-62.36100967,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Other,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,266.0,
267,268,5/28/2025,8:54:22 PM,3,4,Mitchell Cox,,Left,Burlington bees 2025,Jack Novak,,Right,Normal cornbelters,Stretch,7,Bottom,0,3,0,Fastball,,BallCalled,Walk,,,,,,82.26056924,0.7204560342617342,2.465925020687726,2000.059030898945,126.20197164019928,10:15,4.713134766793843,-1.327412102,6.000000192000004,-28.32408737,13.764503565990069,-15.07187922,3.0230372600374293,0.290170885,73.57963277551788,-4.654003354,-0.398311246,0.4669320832685933,,,,,,,,,,,,9.002775771176708,7.201070420245564,1.135142503141522,50.00000000000001,4.755498267366581,-4.695871483,-119.4472591,0.6612711825696103,12.717641502180635,27.775362939471464,-22.00156119,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,f2005a5f-0fd6-4e91-8483-05f9fd0073aa,82.49418146239249,4.712484057418283,-1.335833939,0.7266620588655752,2.566664923344635,73.76486332908131,3.0244819591195733,-0.283507347,-4.631201339,-0.298308021,0.4667320503306222,-16.01654912,12.187535472595505,27.01104985995099,81.00968146730041,1781.8904931686282,908.351472413454,89.09189507110403,-0.526206521,0.4541623314013823,0.718918127,,,,,,,,,,,,,,,,,0.9925834432107936,0.0,,,medium,high,17.091286679429572,-85.65563234,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Other,Other,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,-2,267.0,
268,269,5/28/2025,8:54:36 PM,4,1,Mitchell Cox,,Left,Burlington bees 2025,Ryan Colucci,,Right,Normal cornbelters,Stretch,7,Bottom,0,0,0,Changeup,,Foul,,,,,,,78.39917590249873,0.2665789829261842,2.22555451544348,1849.6566013462789,124.95294692186832,10:15,4.636951438523433,-1.705007677,6.000000192000004,-32.25025772,14.0517606923355,-15.96392296,2.197375460009017,0.965877468,70.30172721699107,-5.843432045,-0.808195892,0.4897466614004276,58.962053723654144,-35.68419638,-65.29489983,,100.77791225716254,-44.08868788,46.90877389379257,3.6056255143034655,,-30.32349071,0.013290697,9.400284326387762,7.512126172979772,1.532868344,49.99999999999995,4.640028718358749,-3.972699197,-113.8699195,-0.38414649,12.07166735042967,25.184981961886955,-22.52711923,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,fd8caa7e-e38e-4117-ac82-577cb615a02e,78.62236506698075,4.635385267376488,-1.7137246,0.283474956114375,2.3284679118273384,70.47345252632579,2.1995671173044067,-0.959202258,-5.809409102,-0.707474826,0.4895365603515509,-16.92879701,12.233810310023202,19.68243707106779,91.44032505835904,1741.5882497014277,622.9766539813387,94.15738296686028,-0.539430971,0.3368066556397025,0.7717353851184787,-43.50812956,20.01619611,-34.39357985,0.4236047870911646,2.722647675096624,1.868085593565496,-1.820413853,3.112334936,,,,,,,,,0.9888230881396344,0.0,,20.792021258123487,medium,high,7.703707447476862,-49.03092971,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Changeup,Offspeed,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-2,268.0,
269,270,5/28/2025,8:55:05 PM,5,1,Mitchell Cox,,Left,Burlington bees 2025,Ryan Colucci,,Right,Normal cornbelters,Stretch,7,Bottom,0,0,1,Sinker,,HitByPitch,,,,,,,78.30518039059055,3.903546722779384,0.6163359857362878,1929.3527087766715,120.13439004442066,10:00,4.523629677375001,-1.548447109,6.000000192000004,-33.87185755,12.8655285995139,-17.89496508,5.334740257795195,2.466853413,69.60823911906694,-2.538417465,-2.790596884,0.4920437645659307,,,,,,,,,,,,9.911370560115742,5.582405504860006,1.508556485272055,50.00000000000005,4.822578821957956,-0.717056722,-113.5180253,6.792195451241848,12.596643631713787,25.81797529387895,-25.07921116,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,1e63b442-9426-4ba5-9dc9-3b5b305b348c,78.5353063,4.521665701134082,-1.558059194,3.92524116606297,0.7315994622313399,69.78503283498623,5.337329251935072,-2.459334699,-2.497879972,-2.676440024,0.4918251785947263,-18.97507551,10.805864891227108,16.76234606891976,89.50363208588074,1847.373040887584,556.4303394546721,95.75092374161758,-0.480698293,0.2884026009984889,0.8281021016524469,,,,,,,,,,,,,,,,,0.9481148598245304,0.0,,,medium,high,9.446731122707408,-85.07970401,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Sinker,Fastball,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,269.0,
270,271,5/28/2025,8:58:28 PM,5,1,Braeden Sunken,,Right,Burlington bees 2025,Ryan Colucci,,Right,Normal cornbelters,Stretch,7,Bottom,0,0,0,Fastball,,StrikeCalled,,,,,,,87.67843379872235,-2.158541505,-3.241824466,1861.747371142122,217.2456760646556,1:15,5.700897724711092,2.398967961605696,6.000000192000004,-19.10610723,17.945614745080096,11.692199660668551,2.0984205930334947,-0.357167556838915,78.68198674208095,-5.770255065,-1.025139097,0.4381024891550586,,,,,,,,,,,,-7.409850348,10.42901985940869,-2.141401174,50.00000000000001,5.513635790902597,6.832202946580271,-127.1722249,-5.407166877,-11.89848616,30.817017186363348,-15.42748352,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,f86151dd-b64d-4a23-90df-f03efbe1a39b,87.92662441850617,5.7023441066148886,2.4047271262948566,-2.17661383,-3.309708072,78.88170353842787,2.0980397371302835,0.3527863147717466,-5.774884834,-1.092077761,0.4379170311757423,12.33008208800812,16.876382756866125,-12.25846804,61.21879854906977,1819.299040605357,-395.2901147,97.71997365514076,-0.777897583,-0.212322102,-0.591434422,,,,,,,,,,,,,,,,,0.9915401767646204,0.0,,,medium,high,34.903081305837226,-36.6852228,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Other,Other,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,-2,270.0,
271,272,5/28/2025,8:58:46 PM,5,2,Braeden Sunken,,Right,Burlington bees 2025,Ryan Colucci,,Right,Normal cornbelters,Stretch,7,Bottom,0,0,1,Fastball,,StrikeSwinging,,,,,,,87.87930841679488,-1.836863104,-4.082720568,1961.3912164500389,216.3677875604045,1:15,5.578222157091063,2.5549198975140097,6.000000192000004,-18.63029254,18.29845711937441,11.417013302459766,2.313598841567444,0.294552192,78.79999399029215,-5.360385159,-1.921419216,0.4373748677558055,,,,,,,,,,,,-7.540320448,10.510306997230716,-2.228418384,49.99999999999997,5.417368929724256,8.728598556711905,-127.3711007,-4.687346509,-12.14908638,30.85066803744916,-15.23967279,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,7a467910-dde6-4162-ba33-96e9992cc443,88.13052212347218,5.580019550396037,2.5607652348272087,-1.858976055,-4.151297572,79.00201546450097,2.312969205183304,-0.298972862,-5.368651041,-1.988753869,0.437188865,12.062604227794576,17.28116731212429,-17.00668936,70.69727421515078,1875.6207826454547,-573.6742836,95.62706138962824,-0.770015203,-0.292483355,-0.56703622,,,,,,,,,,,,,,,,,0.5088872658403187,0.0,,,medium,high,26.37245320636433,-42.13889082,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Other,Other,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,-1,271.0,
272,273,5/28/2025,8:59:10 PM,5,3,Braeden Sunken,,Right,Burlington bees 2025,Ryan Colucci,,Right,Normal cornbelters,Stretch,7,Bottom,0,0,2,Fastball,,Foul,,,,,,,88.88016616290177,-1.437052897,-3.300181331,2141.733429538379,211.93293712251176,1:00,5.591474926522428,1.9220324968802065,6.000000192000004,-16.14877133,19.90086077394654,10.866129405943894,2.907656873710448,0.243020759,79.59336687641465,-4.496484077,-1.239895368,0.4321374859015525,,,,,,,,,,,,-6.988731081,11.247782438677628,-1.659215161,50.000000000000014,5.464845879148712,7.086424559794687,-128.9540228,-3.759690667,-11.53270491,31.818754730039537,-13.61311853,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,17384eef-fb68-407e-ad14-89a30001439f,89.13372981852677,5.594123476815343,1.9273671978239904,-1.469666658,-3.363560486,79.80194341713658,2.9062957364475506,-0.247225312,-4.515742488,-1.3032668,0.4319514314170367,11.46090437455018,18.98065453260223,-12.05411581,75.96609277022881,2094.509902957728,-447.2698845,97.79507916674623,-0.829955316,-0.208835459,-0.517263882,,,,,,,,,,,,,,,,,0.7328592347797663,0.0,,,medium,high,21.63051651,-28.75677551,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Other,Other,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,272.0,
273,274,5/28/2025,8:59:34 PM,5,4,Braeden Sunken,,Right,Burlington bees 2025,Ryan Colucci,,Right,Normal cornbelters,Stretch,7,Bottom,0,0,2,Slider,,BallCalled,,,,,,,80.49933851503522,0.091362463,-5.293862303,,,,4.756665945286137,2.533033439826684,6.000000192000004,,,,1.3529894780251237,2.401097413,72.30210987443026,-7.79874947,-5.293862303,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,4be4c87a-bcf7-41f7-ae21-01606cab8b0d,80.71928760566932,4.749449972183541,2.533033439826692,0.1753462741015028,-5.293862303,72.46497452842408,1.3595131581506197,-2.401097413,-7.700931662,-5.293862303,0.4791511791698141,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Slider,Breaking,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,273.0,
274,275,5/28/2025,8:59:54 PM,5,5,Braeden Sunken,,Right,Burlington bees 2025,Ryan Colucci,,Right,Normal cornbelters,Stretch,7,Bottom,0,1,2,Fastball,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1.0,0.0,,87.84314759711539,-0.073341468,-3.768329017,1943.5491176917665,214.58153803738773,1:15,5.346581353554044,2.5494828674109846,6.000000192000004,-19.00453412,17.95225798073393,10.486109200787176,3.694559272058184,0.08399442,78.50590590686544,-3.678108454,-1.780514176,0.4375409000475165,,,,,,,,,,,,-6.955240991,9.736986649365113,-2.248161329,49.99999999999997,5.329594613661702,8.059301147504238,-127.4155027,-0.766763295,-11.1926666,31.33104543263827,-16.50488077,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,0b4d38b3-e4ee-4435-ad05-5c0f13b0875a,88.09945373678795,5.348370208715001,2.5549859610480032,-0.096074114,-3.834427452,78.71651579296983,3.6939198366266974,-0.088348637,-3.6865649,-1.846726759,0.4373499635589776,11.10825364145872,16.86683963787168,-23.43722025,74.41699367,1783.1993906228477,-773.0349967,91.74964370031688,-0.755392522,-0.397743998,-0.520751236,,,,,,,,,,,,,,,,,0.8552475924886598,0.0,,,medium,high,23.02470569677089,-64.00456486,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Other,Other,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-2,274.0,
275,276,5/28/2025,9:00:30 PM,6,1,Braeden Sunken,,Right,Burlington bees 2025,Tyler Thompson,,Right,Normal cornbelters,Stretch,7,Bottom,1,0,0,Changeup,,BallCalled,,,,,,,77.58813352684015,0.025351431,-3.419665616,,,,4.751495238835408,2.416432749957516,6.000000192000004,,,,1.0387146701905183,0.76556207,69.81504970924732,-8.434917575,-3.419665616,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,d08c3738-19e6-4651-b4bb-8ae4c281a869,77.79849825574476,4.743724347479753,2.41643275,0.115620268078502,-3.419665616,69.96742992808912,1.045687112712382,-0.76556207,-8.330662573,-3.419665616,0.4958353806975016,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Changeup,Offspeed,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,275.0,
276,277,5/28/2025,9:00:51 PM,6,2,Braeden Sunken,,Right,Burlington bees 2025,Tyler Thompson,,Right,Normal cornbelters,Stretch,7,Bottom,1,1,0,Fastball,,StrikeCalled,,,,,,,87.85464162558024,-2.158144652,-4.32179363,1961.091785487844,213.3152730504188,1:00,5.508254134492048,2.090682519423206,6.000000192000004,-18.78433271,18.19867366292825,9.72648201,1.930455607108752,1.123060032,78.82227271728864,-5.706983742,-2.481996031,0.4376960512969603,,,,,,,,,,,,-6.704988024,10.563390817482402,-1.743622738,49.99999999999997,5.320988152456046,9.309419731053888,-127.2723629,-5.406488574,-10.78762287,30.77677142974777,-15.17866108,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,ac8d6e89-26bc-42b3-a551-80ce3266fd30,88.10696447536846,5.510040581507467,2.0959624394327427,-2.180386949,-4.384187551,79.02733492033073,1.9298228404500328,-1.127113348,-5.715164965,-2.543510779,0.4375089657451684,10.314377466077676,17.185869369763957,-25.62738388,76.85111887,1768.1711678146912,-848.2049943,90.16259110864809,-0.753453594,-0.432516724,-0.49521406,,,,,,,,,,,,,,,,,0.9555369534296556,0.0,,,medium,high,20.833993013266632,-56.28708329,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Other,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,276.0,
277,278,5/28/2025,9:01:13 PM,6,3,Braeden Sunken,,Right,Burlington bees 2025,Tyler Thompson,,Right,Normal cornbelters,Stretch,7,Bottom,1,1,1,Slider,,BallCalled,,,,,,,82.61014098932232,-1.106616014,-2.112002716,,,,4.653622523518209,1.3734065717170298,6.000000192000004,,,,0.3339430827393037,0.590364905,74.34375984044857,-8.555353198,-2.112002716,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,4bcf8ccd-de3a-498b-b201-ca26b1311748,82.82925602877015,4.646940293818869,1.373406571717024,-1.027657568,-2.112002716,74.50927221,0.3401356465152118,-0.590364905,-8.463029757,-2.112002716,0.4652673032737582,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Slider,Breaking,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,277.0,
278,279,5/28/2025,9:01:39 PM,6,4,Braeden Sunken,,Right,Burlington bees 2025,Tyler Thompson,,Right,Normal cornbelters,Stretch,7,Bottom,1,2,1,Fastball,,StrikeCalled,,,,,,,87.95694861641427,-0.706600581,-4.42969868,2049.5697251651445,212.8594906715595,1:00,5.466910209670958,2.3589803256080097,6.000000192000004,-18.0701246,18.82554111791936,10.255745483771085,3.3023553441997207,0.911530443,78.68777628058471,-4.129888288,-2.489019913,0.4371789048801788,,,,,,,,,,,,-7.042524546,10.420850570394895,-2.003381393,49.99999999999996,5.398711620332429,9.549071933,-127.4738684,-2.151216754,-11.35459421,31.12668304539693,-15.372613,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,508dccfb-16e4-4823-a997-a0a7443d66eb,88.21491346658418,5.469156889070977,2.3645158631822625,-0.734187598,-4.494614366,78.89620315763855,3.3014136100188893,-0.915710944,-4.142911023,-2.552750307,0.436987848,10.867548730800666,17.823059736894503,-22.89748015,54.71193269056476,1888.0687892465053,-797.4536384,92.12025168328312,-0.773813514,-0.38908344,-0.499826693,,,,,,,,,,,,,,,,,0.9951334181665484,0.0,,,medium,high,40.759260578491705,-38.81449805,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Other,Other,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-2,278.0,
279,280,5/28/2025,9:02:02 PM,6,5,Braeden Sunken,,Right,Burlington bees 2025,Tyler Thompson,,Right,Normal cornbelters,Stretch,7,Bottom,1,2,2,Changeup,,InPlay,,GroundBall,Out,1.0,0.0,,78.48215194,0.0100023950232431,-3.336533322,1978.6810532354648,234.3566705782582,1:45,4.839228159024382,2.0139441823316724,6.000000192000004,-41.39488609,4.994465075744664,0.1640905087421012,1.39896609052217,1.076844585,70.55015286,-7.807287136,-3.305405236,0.4902083127095006,,,,,,,,,,,,-1.25565145,2.700590009014771,-1.741955467,49.99999999999998,4.816149052711509,6.633678472853629,-113.8660244,-1.151440777,-1.608512299,25.63842178071656,-28.71454476,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,84417710-6aa6-4f13-b2a8-f17f60af53b0,78.70240240488553,4.832897978476971,2.018905341828991,0.083770041,-3.395929318,70.71482518382182,1.4048445082023024,-1.080411144,-7.717368611,-3.35946707,0.4900029770881812,0.726476904,2.5502987883808186,-84.83749781,56.29392955,178.04326624456513,-1970.654537,8.998078086078376,-0.052435194,-0.995943502,-0.073123809,,,,,,,,,,,,,,,,,0.8209653025972015,0.0,,,medium,high,39.335463405051456,-22.87443719,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Changeup,Offspeed,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-2,279.0,
280,281,5/28/2025,9:02:41 PM,7,1,Braeden Sunken,,Right,Burlington bees 2025,Zach Zychowski,,Right,Normal cornbelters,Stretch,7,Bottom,2,0,0,Fastball,,BallCalled,,,,,,,87.46706777775317,-1.524551807,-5.092955958,1939.325078184442,214.53766130550488,1:15,5.236092673212054,2.3726247532659537,6.000000192000004,-18.72743866,18.63656737049761,10.79828419662176,2.2526119384743386,1.473385213,78.37875681915699,-5.065484305,-3.053702334,0.4399448509837904,,,,,,,,,,,,-7.54194243,10.58760997490227,-1.962945368,49.999999999999964,5.100530755383067,10.943303369851648,-126.6164908,-3.975010104,-12.01078607,30.434230279713912,-15.31293992,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,4949d6a7-da67-4749-ac74-aa7deff1809b,87.71991129261998,5.237974069953212,2.378207050206525,-1.5476699,-5.158343276,78.58376540184769,2.251920405,-1.477672485,-5.074479177,-3.118355249,0.4397555401656225,11.414963578365027,17.62358620380508,-18.89658417,73.41314416628998,1834.8045079790488,-628.0717924,94.61046673499196,-0.779357224,-0.323861017,-0.536391982,,,,,,,,,,,,,,,,,0.9669508952280448,0.0,,,medium,high,23.92817025033893,-77.05480882,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Other,Other,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,280.0,
