PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,TaggedPitchType2,GeneralPitchType,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Good Swing Decision
47,06/01/2025,6:23:33 PM,4,2,Luka Zachman,,Right,Normal cornbelters,Ab Charles,,Right,Danville dans 2025,Stretch,2,Top,2,1,0,Fastball,,Foul,,,,,,,83.1415696435439,-0.929513814788712,-4.3913845878345805,2168.511583206503,186.4778366427585,12:15,5.630206903170653,3.4678444348266164,6.000000192000004,-23.60906541583487,17.747074247549783,0.7601458445854965,2.796280814750616,0.5581456240456008,74.53097695014772,-5.389556281891151,-4.247701271167822,0.4628513332830409,,,,,,,,,,,,-1.9157254859090056,9.921464563453814,-3.109883842490224,49.99999999999995,5.540607413565306,9.229465073319966,-120.48081487216128,-2.668786776025904,-2.7544379160935013,28.166885654828395,-17.90892737628624,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,f7712c86-7a3f-45b0-9174-b5c6c09b43ad,83.39676651036648,5.630768030740351,3.4702494108713533,-0.9376302480417644,-4.419719997123683,74.73796566654008,2.7967515833849177,-0.5598806067879585,-5.380967038137316,-4.274097076353832,0.4626362734305961,1.028359105752762,16.334931023650242,-49.831028845614725,67.33218272583066,1398.7852754900516,-1657.0583090443722,64.50439491873574,-0.6409257118983578,-0.7641454728104968,-0.0727731283565938,,,,,,,,,,,,,,,,,0.9970302771786964,0.0,,,medium,high,29.40103554675243,27.466585167159085,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,Other,Other,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2
48,06/01/2025,6:23:54 PM,4,3,Luka Zachman,,Right,Normal cornbelters,Ab Charles,,Right,Danville dans 2025,Stretch,2,Top,2,1,1,Changeup,,Foul,,,,,,,79.66137737106101,-1.5507261239542656,-2.674528026201417,1504.4085640061785,218.77974381551573,1:15,6.123799998272381,2.591853041699186,6.000000192000004,-28.004385519009467,16.830761051960245,10.991675734759216,2.3469420117614304,-1.020329658373616,71.64262790395424,-6.83886319398274,-0.5887160302581883,0.4819265128463365,,,,,,,,,,,,-6.84678783106915,9.626319281111936,-2.380209320858162,50.000000000000064,5.981095659698658,5.084876380768305,-115.63753091768736,-3.941405552518043,-9.084213788682325,25.613755683811167,-19.401995813438404,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,9ddd3c2a-f443-41b7-9e29-f17dd6b96978,79.89233032777032,6.123263157957112,2.597461778771438,-1.5455976204858697,-2.7421582468573957,71.82938565908292,2.3483191412797715,1.0158270244788723,-6.816943407225127,-0.6567006037093025,0.4817153481914069,11.626288369500395,15.246467060061184,-17.746711184665866,18.229282148896846,1432.8187199379724,-458.55822231254496,95.2413296639601,-0.7424627799154058,-0.3048096330237733,-0.596523350805482,,,,,,,,,,,,,,,,,0.995621701432842,0.0,,,medium,high,73.59364606599286,-46.7656677095883,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,Changeup,Offspeed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
49,06/01/2025,6:24:11 PM,4,4,Luka Zachman,,Right,Normal cornbelters,Ab Charles,,Right,Danville dans 2025,Stretch,2,Top,2,1,2,Fastball,,BallCalled,,,,,,,86.21662940158001,-0.5547949388896259,-3.140784886774555,2143.6691335369537,189.1434702860113,12:15,5.915964015613444,3.371313320078952,6.000000192000004,-20.462318045897018,17.887652359313496,1.7922078110452428,3.6943560414807175,-0.5987110549735776,77.15666236829037,-4.431809873117988,-2.80096327064892,0.4457117045905633,,,,,,,,,,,,-2.046940668670803,9.869682594139723,-3.1162620598587205,50.00000000000005,5.858869852393885,6.810037988022638,-125.1251360833238,-1.850876532404517,-3.173619181920975,30.435015144552683,-16.871889401468128,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,9890a558-d2e8-4eb0-afbb-f0131d2e3843,86.47696400515548,5.917228589059361,3.3737313436036924,-0.5713317894394498,-3.169806027446745,77.37223591933022,3.6941910129237594,0.5968717245903286,-4.433011381531321,-2.8289543847548564,0.4455073326275693,2.065767910066956,16.651880564270314,-45.51409818807396,81.37998438681959,1502.141280144636,-1529.3426458987235,70.07337357450182,-0.6918298822274284,-0.7134228981388466,-0.1113516163706275,,,,,,,,,,,,,,,,,0.9956432261991152,0.0,,,medium,high,16.75801405186244,-73.06085549144855,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,Other,Other,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
50,06/01/2025,6:24:32 PM,4,5,Luka Zachman,,Right,Normal cornbelters,Ab Charles,,Right,Danville dans 2025,Stretch,2,Top,2,2,2,Curveball,,InPlay,,LineDrive,Single,0.0,1.0,,76.14231754083593,2.101537023831596,-1.0569538586726406,1975.5351822737923,16.439533739514374,6:30,5.255911964454382,1.6245141009675446,6.000000192000004,-65.16377738509524,-15.719133090514262,-6.260925574612674,1.779961001913991,-0.120332601955574,68.54025906484937,-10.2173788243887,-2.250945795148188,0.5060939561093253,99.35879708232686,5.288350676144179,-7.8223949003609,805.0121401006345,-18.961124283136694,108.35347601831704,0.0054477540838184,110.03803915319486,,-9.926683743434818,0.8443671301922224,3.0078216433175995,-9.291005289355498,-1.5348130533832691,49.999999999999936,5.389753981243006,2.2103254385511204,-110.52456944434678,2.274440186097075,3.6101142552060335,25.14567927179216,-43.32550556239256,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,cc862f5a-1fad-4ad7-b4a1-1be6396da612,76.26041943806705,5.238528988124026,1.6252612617952469,2.3079283417160816,-1.0661294653221105,68.58306130772978,1.7933787653534186,0.1199060227160506,-10.017587403592191,-2.257294597210658,0.5059864863558418,-6.172642315089842,-19.65490357571149,-26.95132127270861,75.29425484222773,1760.9760849928105,-895.3784029587385,89.13919128314232,0.8549508597012819,-0.4532333369675451,0.2522668621862619,-13.46545026455314,98.01524606430606,9.157715095665775,-0.1342634140390735,1.469933420627395,1.8013726586755965,-18.969222740178356,108.39067602572442,-2.7681112712339275,-9.941204013754875,-0.0879347182860005,-0.2945082798547678,0.020526313707261,0.9554284607141326,,,0.99663327854399,0.0,0.9837473168939286,60.54387022130319,medium,high,22.23517064199505,-75.07843745550832,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,Curveball,Breaking,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,-1
51,06/01/2025,6:25:20 PM,5,1,Luka Zachman,,Right,Normal cornbelters,Conner Barth,,Right,Danville dans 2025,Stretch,2,Top,2,0,0,Fastball,,BallCalled,,,,,,,84.36203962490582,-0.5938513941701962,-3.824712900537157,2171.114566542949,189.82980344488152,12:15,5.917622877036446,2.390469127809764,6.000000192000004,-20.80425091462789,19.297307409893413,2.21597699301489,3.630761685855716,0.9848194639555023,75.51885944752273,-4.532374562164571,-3.405153590555861,0.4557767288777226,,,,,,,,,,,,-2.5076205234460742,10.64460098675184,-2.079747238531153,49.99999999999997,5.857106021810495,8.111740013581054,-122.34657516818612,-1.9048132965745423,-3.718349204077958,29.02539387687195,-16.390025154574772,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,8a3e0b76-bb3d-49b3-9729-767b46abab61,84.61878128614266,5.919241219827781,2.3929830820031306,-0.6147061762959362,-3.854897381798813,75.73245760539736,3.630355068370272,-0.986764337367868,-4.537070766781278,-3.4345261186259783,0.4555660056515494,2.5006267362337717,18.051658733592618,-41.71787173840191,85.1853931462614,1620.5864408989833,-1444.7968883650542,74.64306425245132,-0.7354724641479015,-0.6654632190440297,-0.1274321724674398,,,,,,,,,,,,,,,,,0.9900627961535172,0.0,,,medium,high,13.33314616836479,-17.9259154428752,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,Other,Other,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1
52,06/01/2025,6:25:32 PM,5,2,Luka Zachman,,Right,Normal cornbelters,Conner Barth,,Right,Danville dans 2025,Stretch,2,Top,2,1,0,Fastball,,InPlay,,Popup,Out,1.0,0.0,,84.69888026494151,-1.2865189702262774,-3.341891398539852,2190.4455526071674,194.7751756287109,12:30,5.601389528974872,2.735705822879584,6.000000192000004,-21.15764120453397,18.573208324897823,3.317405643252178,2.6403319833032444,0.0973033855208361,75.935402496492,-5.288286336441007,-2.713282121229616,0.4536651808169233,89.60953671043222,47.07514389103242,10.779903591044862,2013.973583959384,12.590375047941636,109.27709023682873,88.23237355932869,294.5841567971686,,-2.423128047187085,4.923375912414605,-2.930423204976989,10.485227345169244,-2.465104748213648,49.99999999999997,5.484153410689247,7.073882771039379,-122.88164561251192,-3.412169134890753,-4.386619653136187,29.11610780095767,-16.478465323015858,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,3fdf60f5-c5e7-4b40-9bc4-f573b9dd30fb,84.95252798114271,5.602777090909201,2.7388052856072287,-1.304571753899726,-3.379185026251899,76.14588652352869,2.6400955930512864,-0.099704330848589,-5.290430883424846,-2.7497160937346083,0.4534597354429121,3.6687604013792456,17.34427497431145,-42.99130419788861,85.86592891543184,1602.2171613810442,-1493.6371335476992,73.14571957627584,-0.7072708131650186,-0.6818873592954204,-0.1865412181744601,11.414396263791708,59.95059471150998,65.61636092566937,0.1977047587448924,2.4366733106614453,3.011730391562118,-12.454710839387827,294.32075294448066,-68.21337580456026,1.031155568781409,-0.1109167504967825,-0.0819010031852693,0.2481490411563251,0.9652534791703384,,,0.996188039455089,0.0,0.619687409042183,48.66658623591818,medium,high,12.720663976111323,-29.62634361351155,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,Other,Other,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,-1
53,06/01/2025,6:27:56 PM,1,1,Ab Trier,,Right,Danville dans 2025,Nolan Mccrossin,,Right,Normal cornbelters,Windup,2,Bottom,0,0,0,Sinker,,StrikeSwinging,,,,,,,87.0045655593975,-0.8250365637576944,-6.258853468464138,1777.7447535836902,261.68289682330044,2:45,5.204161461260001,5.100072131166305,6.000000192000004,-32.46265303923854,5.46009936419825,16.02484676988332,1.7275053380794372,-0.59528874399078,78.05228548002793,-6.949311558603319,-3.2372742787014324,0.4432221414405713,,,,,,,,,,,,-10.776679051321793,3.2316317449124234,-4.597508091398173,49.99999999999996,5.1177403621581385,13.285469099457629,-125.7173658409742,-2.8391723119208128,-16.906142013100073,30.184847669041098,-27.104359289634463,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,e2f06d1a-e4a6-4b13-8880-518f4e1a96d8,87.22611815763368,5.200524676825176,5.109184716002756,-0.7826815161813809,-6.367087628686663,78.22061099040388,1.730942970497633,0.5884772528096059,-6.894418825138899,-3.343878268705876,0.4430644857545817,17.055637716549104,3.820483385045223,-32.425769415260504,11.739441420776869,1500.57095728764,-953.2382761089654,84.40868433236516,-0.1220984910605279,-0.5362064909416087,-0.8352092896710555,,,,,,,,,,,,,,,,,0.9959638343239426,0.0,,,medium,high,79.43450272130079,-0.2430691979113465,54.667001749344,Ty Anderson,,Danville dans 2025,2022-11,Sinker,Fastball,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,-1
54,06/01/2025,6:28:09 PM,1,2,Ab Trier,,Right,Danville dans 2025,Nolan Mccrossin,,Right,Normal cornbelters,Windup,2,Bottom,0,0,1,Slider,,StrikeCalled,,,,,,,79.83614771931923,1.152947014250694,-2.731551933254169,2218.3740287507662,50.0787281850256,7:45,4.994954652914362,2.996149051389688,6.000000192000004,-44.93959629694461,-0.0581871320668696,-5.719358127685867,2.322893473818037,0.0210763510028083,71.61389196117058,-7.35135083783187,-3.817732489083797,0.4821750837106918,,,,,,,,,,,,2.12635105386344,-0.4419088662755943,-2.7701872340463503,49.99999999999999,5.063090581009522,5.691945439990884,-115.8555209567455,1.0425746499513973,2.813974489131032,26.955170576645127,-32.75886377929181,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,8cf55655-b98a-456e-8a34-8fc1e87d589c,80.0448604122788,4.985873648325288,2.99885248584906,1.2601824316598045,-2.764305297838533,71.76320382205371,2.330820900604325,-0.0228752085535102,-7.23126821882757,-3.844677663995318,0.4819874576500933,-5.407254871045144,-2.829302952787401,-74.76185276358048,28.939649499996797,583.0588225384519,-2140.3798122987378,26.2831612244753,0.1686680889696404,-0.9648417194570432,0.2015726473470685,,,,,,,,,,,,,,,,,0.9935021425299166,0.0,,,medium,high,63.9543154500029,-28.79028737409031,54.667001749344,Ty Anderson,,Danville dans 2025,2022-11,Slider,Breaking,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-2
55,06/01/2025,6:28:21 PM,1,3,Ab Trier,,Right,Danville dans 2025,Nolan Mccrossin,,Right,Normal cornbelters,Windup,2,Bottom,0,0,2,Sinker,,BallCalled,,,,,,,76.12935925667756,0.7434437530961665,-5.977753555820266,2221.2679799605453,58.65197256814388,8:00,4.790673064124248,4.356617093076308,6.000000192000004,-50.12457808280812,-0.1553382794013202,-10.571531222007934,1.308393248542156,2.100276370851524,68.45093982389513,-8.672255224963408,-7.966542218056734,0.5087716386289141,,,,,,,,,,,,3.5224645658490275,-0.3596233161168141,-3.861857610146615,50.00000000000004,4.822784438104298,11.803809069767452,-109.98152387684765,0.0719795674991809,4.182485755145367,25.06196997498182,-32.601057258826415,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,17a65380-df58-40a5-8eb7-f3bc51161bc2,76.31968076483874,4.78008240393682,4.357418431256687,0.8689124113451658,-5.987661811838598,68.58018088243006,1.3176744170876449,-2.100581643622625,-8.534641259087717,-7.970738699374114,0.5085809684478354,-10.473092863028237,-3.4629527933534674,-62.92420944353022,45.264566024524896,1011.051685890674,-1977.8285889468848,45.51687122004219,0.2367947715182416,-0.8904052130540395,0.3887245718343699,,,,,,,,,,,,,,,,,0.9956480775863092,0.0,,,medium,high,49.26189057792762,83.7026214204235,54.667001749344,Ty Anderson,,Danville dans 2025,2022-11,Sinker,Fastball,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
56,06/01/2025,6:28:39 PM,1,5,Ab Trier,,Right,Danville dans 2025,Nolan Mccrossin,,Right,Normal cornbelters,Windup,2,Bottom,0,2,2,Slider,,BallCalled,,,,,,,77.3310997498739,1.5317923984298003,-7.176071638606463,2327.8517538929377,51.06309948117682,7:45,4.700986285380818,4.243878554867247,6.000000192000004,-49.20752210258367,-0.5191681972352384,-9.083381575227698,2.035578814743716,3.2175590825029112,69.34166626052644,-7.711411518941355,-8.876675137621088,0.5022085108328075,,,,,,,,,,,,2.2684420523052835,-0.8503467792109735,-3.651063738156327,49.99999999999994,4.798518979207213,14.278344797281491,-111.4182190985134,1.6474476286522344,2.764360485883987,25.718452923966783,-33.210296041297674,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,cdc4f068-b69f-4821-b96c-eb0d2b4150a8,77.53206242884801,4.6902603608174775,4.245507484258339,1.6560624675694335,-7.195475564142099,69.47817329333118,2.044632223527341,-3.218469277724547,-7.57609342607516,-8.889840936706305,0.5020165013815662,-8.894004571392735,-3.759688875538348,-64.80312481013078,10.482552303965296,991.036173792506,-2106.3573035781787,42.57299341056259,0.2675559984572273,-0.904850276679197,0.3311491574549703,,,,,,,,,,,,,,,,,0.9927210269405627,0.0,,,medium,high,80.56570292643123,44.28363973131906,54.667001749344,Ty Anderson,,Danville dans 2025,2022-11,Slider,Breaking,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
57,06/01/2025,6:29:00 PM,1,5,Ab Trier,,Right,Danville dans 2025,Nolan Mccrossin,,Right,Normal cornbelters,,2,Bottom,0,2,2,Splitter,,InPlay,,LineDrive,Single,0.0,0.0,,77.51667271012299,2.006121157350679,-5.199682409266102,844.6140973579277,289.63984743838387,3:45,5.031740050249344,3.7471293887195554,6.000000192000004,-47.759646792395806,0.020970869080152,9.110352420805604,2.924715238029318,0.339537048039009,69.45373213131037,-7.020395070023785,-3.476921583211493,0.4975049454732922,92.75586670817992,6.780131559906514,-24.212968081654637,1470.8373860503464,-48.704603257418086,98.62992249645536,0.203568524702285,111.04416421377748,,-26.315876292432808,0.9108036375689972,-6.730043250244427,-0.684074089683431,-3.3276902616329527,50.00000000000006,5.168287916324516,9.950265666612031,-112.1347162945208,2.6116271017493284,-8.373204402103436,24.59918271848352,-33.02514250860405,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,93cdc20e-c197-4c70-862a-b7f25025efe0,77.71879540215292,5.023325770432416,3.753694734408608,2.104340870537593,-5.277514765521216,69.59432043022072,2.9320869558389515,-0.3445039993124825,-6.9083622346368605,-3.552100526466354,0.4973212278681072,9.847304867085024,-2.6172243151826207,-44.081855060509085,26.21445094221253,606.7257030206957,-587.5856488630313,71.83466448388909,0.2414410917527077,-0.6956853439944731,-0.6765560592918759,-37.7758684826426,84.00426314521332,10.950723382383742,0.3083439074192038,2.474145015749184,3.062323981894889,-49.2280527339728,99.5359494351542,4.491940817915628,-23.157507946842674,-0.2267732313944572,-0.52810997858282,-0.1969767871631731,0.826014525199241,,,0.9969191024126254,0.0,0.9968674541809788,54.75918872126818,medium,high,66.40699415200869,-7.288940031555872,54.667001749344,Ty Anderson,,Danville dans 2025,2022-11,Splitter,Offspeed,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,-1
58,06/01/2025,6:29:32 PM,2,1,Ab Trier,,Right,Danville dans 2025,Cole Freeman,,Right,Normal cornbelters,,2,Bottom,0,0,0,Sinker,,InPlay,,GroundBall,Error,1.0,0.0,,84.42332816753924,0.4151361386889001,-8.062164314272279,1792.7757617219331,258.381909513101,2:30,5.209663986616647,4.642490953155672,6.000000192000004,-33.58105651956028,6.950254063109,16.493046128897323,2.800925558462396,1.5258602838646913,75.57039832205827,-5.909142766115001,-4.973770551379698,0.4582124085857256,98.67358256679724,-0.9823534902749091,-8.42272413853399,595.787651194221,,,,49.02546206215785,,-6.604142954562095,0.3205090500720756,-11.60264843633507,3.6184867066212822,-3.990992102231217,50.00000000000004,5.224331955270487,16.71369174091628,-121.52904413222252,-0.1298790084455582,-17.03722978453708,27.8503485519492,-26.860694636802496,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,2d2ab10d-db78-4dab-9aba-eeea0fad0f2f,84.6475810555979,5.206223310542187,4.651997707640031,0.4546348239481081,-8.17426548676411,75.73991437732938,2.804285257080798,-1.5330036381518413,-5.85570638084501,-5.083648185115101,0.4580474704338402,17.56891804909245,5.314847849647593,-32.58014682135845,23.364667103434087,1510.6628280769876,-965.3718204319496,84.26390295605175,-0.169696715445001,-0.5384788443953108,-0.825374799049419,-14.451125553259022,97.59497425114036,-1.691705568277911,1.0661181972693616,5.0392123692569495,3.020385904297099,-5.638368345931131,48.70015126058317,0.689048856813428,-5.334576713162623,-0.0310161634683449,-0.973515281950817,0.1574021138239258,0.1658088368332066,,,0.9969542644453744,0.0,0.9870501620253672,58.232971393486245,medium,high,68.97179960690931,-9.735386089596306,54.667001749344,Ty Anderson,,Danville dans 2025,2022-11,Sinker,Fastball,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,-2
59,06/01/2025,6:30:25 PM,3,1,Ab Trier,,Right,Danville dans 2025,Jackson Stanek,,Left,Normal cornbelters,,2,Bottom,1,0,0,Sinker,,StrikeCalled,,,,,,,85.56527484499603,-0.3750623330087851,-4.5281892299168005,1815.079398487856,256.86647786832805,2:30,5.529099381689914,3.852043423569907,6.000000192000004,-32.47514739306203,6.550614583314378,15.374581517233429,2.4731599450223856,-0.916004171067466,76.73009425053044,-6.516540155378881,-1.615630962300539,0.4496216532075988,,,,,,,,,,,,-9.858759486668228,3.6715873934603,-3.491331073499062,50.00000000000001,5.47965550740149,9.344633279818854,-123.9899606900112,-1.8174634125459448,-15.024192511896963,29.659168062698164,-26.578757815448476,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,57159dc3-173e-4fa4-ba41-122124cb23e0,85.78832747336878,5.525821630468433,3.861047154589575,-0.3370282572519909,-4.635899801890357,76.90119352472922,2.476541826169791,0.9089515348226568,-6.464698286486541,-1.721894625443677,0.4494508765697981,16.390887265013067,4.855635281580138,-35.46386173611804,13.383421363397469,1478.3488106088398,-1053.0897478308602,81.4481620936502,-0.1850674214536993,-0.5801893562938295,-0.79317738265777,,,,,,,,,,,,,,,,,0.7434065166732834,0.0,,,medium,high,77.95492077294226,4.0367764760704485,54.667001749344,Ty Anderson,,Danville dans 2025,2022-11,Sinker,Fastball,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,-2
60,06/01/2025,6:30:44 PM,3,2,Ab Trier,,Right,Danville dans 2025,Jackson Stanek,,Left,Normal cornbelters,,2,Bottom,1,0,1,Splitter,,Foul,,,,,,,76.9633796576655,1.556632938491148,-3.30246044100718,845.4814361295275,292.9240569962756,3:45,5.063437300659405,2.708348111933005,6.000000192000004,-48.87956035753356,-0.6215529574250453,8.393218329487828,2.439628361350317,-0.3350936836282756,69.07767143998967,-7.692741096436444,-1.7082890067417666,0.4999841250113357,,,,,,,,,,,,-5.6959488859071,-0.8799492031222196,-2.443895562442484,49.999999999999964,5.162251739203282,6.208313848871168,-111.62733876436845,1.682258681599336,-7.014569861345774,24.586974240632703,-33.257708390419445,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,66e1a484-b1fc-4802-b2fc-b8df4ebdc654,77.15985951512617,5.054552336525434,2.714832839431528,1.6599078990066811,-3.3789692892126046,69.21207371384656,2.4473525962693445,0.3302277963233004,-7.576636538810435,-1.7816515949927922,0.4997979910132688,9.113200561181744,-3.376131527551389,-46.44300269318295,27.22274578669474,582.6008184353591,-612.7113065694954,68.90758253692808,0.2684024053280543,-0.7246892485001033,-0.634653954468473,,,,,,,,,,,,,,,,,0.996413568524103,0.0,,,medium,high,65.49952879197471,3.315307258261968,54.667001749344,Ty Anderson,,Danville dans 2025,2022-11,Splitter,Offspeed,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2
61,06/01/2025,6:31:12 PM,3,3,Ab Trier,,Right,Danville dans 2025,Jackson Stanek,,Left,Normal cornbelters,,2,Bottom,1,0,2,Splitter,,BallCalled,,,,,,,79.10222444936299,-0.1251699217731466,-5.310982492092027,701.7179046082981,303.6032307321674,4:00,4.738183127627298,3.3925401515869806,6.000000192000004,-47.75545819722099,-1.8459485556102069,7.033263263338047,0.6417275196244415,0.9715338506273528,71.20774163764585,-9.116149271269176,-3.981025177370949,0.4876664174750881,,,,,,,,,,,,-5.670782922753689,-0.955498805608345,-2.962752685592014,49.99999999999997,4.7003798221424935,10.44074072567565,-114.4656459468909,-1.6094460555799095,-7.340051469637962,25.936154758653224,-33.4108118651911,Normal Cornbelters,Danville Dans 2025,,,,224b8de9-7b39-4692-bdff-02d58ab0f8f2,d84e65fc-feb5-47d1-8662-22d0bdd0cea0,79.29585785010816,4.729189316936813,3.397758712848223,-0.0197281331107986,-5.372740297130852,71.3410069776424,0.6495007149497847,-0.9754877815508294,-8.999471058785183,-4.04075096473076,0.48749127573437,7.617983070858415,-4.535144843171347,-41.35694683906132,38.91579057657847,526.7149158399001,-463.6587269529471,75.06077761175477,0.4154152523776608,-0.6607480355111693,-0.6251737371804218,,,,,,,,,,,,,,,,,0.995622591342502,0.0,,,medium,high,54.97578848107938,-1.8616254530406764,54.667001749344,Ty Anderson,,Danville dans 2025,2022-11,Splitter,Offspeed,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
