PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,RunValue,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,ff_diff,ivb_diff,hb_diff,Stuff+,xBA,xWOBA,Good Swing Decision
71,07/07/2025,7:09:21 PM,1,2,Nicholas Currie,,Right,Normal cornbelters,Vincent Alvarez,,Right,Lafayette aviators 2025,Stretch,3,Top,0,0,1,Slider,,BallCalled,,,,,,,74.78508892808203,-0.5180945873209774,-5.657806954081576,2191.945198635793,23.33359196927611,6:45,5.464790043033473,3.585278548425678,6.000000192000004,-50.49280545323963,1.079661831576054,-3.9300846679778174,0.7731718143467574,2.017716839113481,67.50672152199598,-9.98196246318827,-6.398827117739823,0.5168689898544665,,,,,,,,,,,,0.0914550092309175,0.7719563525254979,-3.120658200712743,49.999999999999964,5.393313768645359,10.817573468115608,-108.12849168091044,-2.335805646350078,0.1052964847668689,23.685675881714747,-31.285259666257584,Normal Cornbelters,Lafayette Aviators 2025,,,,73642a0f-4043-4c7b-a106-08892cb6dd37,5a3e13cd-2ae6-4c4d-8ee6-ac3dba7453c1,74.97754096011752,5.455127288549694,3.589828527435102,-0.4046090393971746,-5.712207723744824,67.63918904300583,0.7816880079423936,-2.020913052925001,-9.854942334710902,-6.446368897348821,0.5166722490267096,-3.410309621716193,-2.0443066147089675,-78.5968371268683,6.496214052442544,433.372644921645,-2148.6767798941105,19.771144150472573,0.1815414766093981,-0.980260264367644,0.0783103209823324,,,,,,,,,,,,,,,,,0.9964647845974324,0.0,,,medium,high,95.84659264719828,37.48278356959648,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-10.88791006555266,-14.920769982065046,-8.37470630384478,104.57295618534413,0.0,,-1
72,07/07/2025,7:09:36 PM,1,3,Nicholas Currie,,Right,Normal cornbelters,Vincent Alvarez,,Right,Lafayette aviators 2025,Stretch,3,Top,0,1,1,Fastball,,InPlay,,GroundBall,Single,0.0,0.0,,85.57552057873761,-0.9444855838874776,-7.88753077949287,1900.1161011802783,225.4607280316903,1:30,5.595547530805649,5.690210889484319,6.000000192000004,-22.6012469825328,16.788008718653384,14.034783743855762,2.825847118624692,0.5175067370669028,76.6364702768924,-5.203668797571215,-5.26109262887769,0.451710732799892,92.11840673046008,-0.3673737925191587,0.1095287282836761,1838.3152727293725,,,,40.75233783810089,,0.6343755376651575,0.3133630975102274,-10.191360114608385,9.38653465794738,-5.051795847968464,50.00000000000004,5.504748895140614,16.640603606646565,-123.23455724502853,-2.747148981508606,-15.4023047805352,28.42775083029221,-17.988085592094187,Normal Cornbelters,Lafayette Aviators 2025,,,,73642a0f-4043-4c7b-a106-08892cb6dd37,53962204-d3b5-454f-9859-c77a6bb5cb24,85.81951519186721,5.596221537117384,5.69717467030245,-0.9535683866631854,-7.969862847928728,76.83285645330723,2.8260847914405605,-0.522965097276728,-5.198339217092164,-5.343227779478253,0.4515272233790328,14.821755585986963,15.66411988638685,-17.55035433391652,76.38038649612588,1811.670079619478,-572.9683416874769,95.3452306674386,-0.6687495213670714,-0.3015438589944957,-0.6795920679157612,0.1760932215054976,92.11634482698835,-0.5906483312300634,0.4504898814415466,0.3034846017696199,2.7483218179789906,0.4511982951251023,40.7498399919458,0.0790133329239342,-10.303011773689803,-0.1042423348065071,-0.9936373539315648,-0.0565486157708969,-0.0974015550505946,,,0.9960330566045466,0.0,0.998019921241692,53.081049373203285,medium,high,21.257652153486703,-57.22816395571159,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,0.891,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0.0,0.0,0.0,105.85503543837129,0.5833333333333334,0.3753,-1
73,07/07/2025,7:12:30 PM,2,1,Nicholas Currie,,Right,Normal cornbelters,Frederick ragsdale Iii,,Left,Lafayette aviators 2025,Stretch,3,Top,0,0,0,Fastball,,BallCalled,,,,,,,83.91570823928126,1.1572395454639448,-6.872758519079524,2053.8503345725685,226.3596207868661,1:30,5.647020059975677,6.619762697648669,6.000000192000004,-23.610553069668924,17.235788489474274,15.493886356639848,4.762936644837018,-1.4926087133375632,74.8673034893805,-3.3045837013445465,-3.958433035495146,0.459989697449475,,,,,,,,,,,,-10.681083683199494,8.930722161216996,-6.066228454711182,50.00000000000001,5.728287684835154,14.12788752329342,-121.09890428000789,1.750365545546411,-15.559797089698105,27.83929556457623,-19.164112690591143,Normal Cornbelters,Lafayette Aviators 2025,,,,73642a0f-4043-4c7b-a106-08892cb6dd37,87a6f7d4-0c8a-4993-893d-c7eba4d16f86,84.16093534420796,5.647666984530244,6.627363671662345,1.148100404848638,-6.9619569818049385,75.06225182114396,4.763243877809632,1.486897412755231,-3.298366563710417,-4.046944131276664,0.4597980765305282,16.343587334366063,15.982723738240246,-9.610088949439657,75.48952853545659,2025.0279462924784,-342.8746324217024,98.59666559948788,-0.6804449047660581,-0.1669423651032775,-0.7135299421269118,,,,,,,,,,,,,,,,,0.9969110521354132,0.0,,,medium,high,22.05942431808904,58.02636175431199,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,105.88255336712999,0.0,,-1
74,07/07/2025,7:12:50 PM,2,2,Nicholas Currie,,Right,Normal cornbelters,Frederick ragsdale Iii,,Left,Lafayette aviators 2025,Stretch,3,Top,0,1,0,Fastball,,BallCalled,,,,,,,84.29247020516043,-1.3775259849082464,-4.91164746444576,1958.267549713985,223.1714113932094,1:30,5.658097190429431,4.683029300548841,6.000000192000004,-23.11089880302916,17.0881597158959,13.124879217516428,2.4469587080827417,-1.2007003648672867,75.61493819713702,-5.74514287141635,-2.430953966496104,0.456330464732854,,,,,,,,,,,,-8.736853096750899,9.700133563757197,-4.289581331556361,50.00000000000004,5.532054471725528,10.089679837804631,-122.06381734945164,-3.650209505470466,-12.932872085716712,28.255482781928546,-17.815265570151965,Normal Cornbelters,Lafayette Aviators 2025,,,,73642a0f-4043-4c7b-a106-08892cb6dd37,a48a8aea-7bf2-41a1-a9a9-dcd0df1927d4,84.53067586211107,5.6588594853523135,4.689718678343329,-1.3878198876276753,-4.992149631128013,75.8083746176827,2.4471682663146472,1.1954541368155989,-5.740472559921308,-2.511509158808624,0.4561425744596078,13.886210410022878,15.871417547994575,-20.77343758422043,70.42565188665385,1830.960973717164,-694.5456853134384,93.4990202939626,-0.6818978002063134,-0.3546735406072985,-0.6397046737885176,,,,,,,,,,,,,,,,,0.995951879585385,0.0,,,medium,high,26.616913302011543,-80.30836077068919,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,105.9840377480858,0.0,,-1
75,07/07/2025,7:13:07 PM,2,3,Nicholas Currie,,Right,Normal cornbelters,Frederick ragsdale Iii,,Left,Lafayette aviators 2025,Stretch,3,Top,0,2,0,Fastball,,BallCalled,,,,,,,83.77746894652832,-0.2338975294485079,-7.586247109602052,1883.941850569121,225.00724610311724,1:30,5.686765828491481,6.413001043762675,6.000000192000004,-24.2832279376154,16.776112503831452,13.538697395439932,3.443859797906181,-0.4491232184452162,74.96093685337004,-4.813222350095902,-5.04900174344171,0.461187477845669,,,,,,,,,,,,-9.842403178198436,9.146904088193567,-5.799286531575468,49.999999999999964,5.653454234387377,15.67239029470059,-120.7400997355177,-1.2295512900381953,-14.26701631854907,27.4665440782417,-18.915191202762387,Normal Cornbelters,Lafayette Aviators 2025,,,,73642a0f-4043-4c7b-a106-08892cb6dd37,65cfc0c5-0db3-41c2-a6df-196fda63a714,84.01956888843478,5.687275747612995,6.41992927565441,-0.2412807444455349,-7.668789688497768,75.1581430939214,3.4442887871229546,0.4436105148780327,-4.804955401089344,-5.132289713216506,0.460996627464348,14.326490362903792,15.54688555765847,-22.21821799467463,66.28066234327615,1744.05991596008,-712.3846614485208,92.57503969314212,-0.6545215913805476,-0.3781351644337197,-0.6546871648622412,,,,,,,,,,,,,,,,,0.9957395168368044,0.0,,,medium,high,30.34740389105148,-66.09192338358986,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,105.88255336712999,0.0,,-2
76,07/07/2025,7:13:28 PM,2,4,Nicholas Currie,,Right,Normal cornbelters,Frederick ragsdale Iii,,Left,Lafayette aviators 2025,Stretch,3,Top,0,3,0,Fastball,,StrikeCalled,,,,,,,84.46047813235361,-1.2884918411604762,-5.465520233156676,1961.4139584023555,222.0802186834019,1:30,5.642711496392536,4.515119969286614,6.000000192000004,-22.499730588427447,17.59308967964639,13.180571890073516,2.564545714254886,-0.5184174590163066,75.73707349013856,-5.539713782576499,-2.978087017172757,0.45572706971328,,,,,,,,,,,,-8.946108740817577,9.941366098243654,-4.076218920431507,49.99999999999999,5.524209377296437,11.290845765017306,-122.2074238286707,-3.447789640670728,-13.27897201285134,28.236400159312435,-17.41778783995484,Normal Cornbelters,Lafayette Aviators 2025,,,,73642a0f-4043-4c7b-a106-08892cb6dd37,2fadc9fb-373b-4c76-8f73-8bad770e40c4,84.70170372256632,5.643673710126147,4.521871283204269,-1.3009654798428223,-5.544992282760973,75.9312221019078,2.5646066191547017,0.5132656811002422,-5.537253547224552,-3.0569056456758603,0.4555367343207243,13.932298229369302,16.414840182196553,-17.99451005454338,71.71809119464679,1865.473592067048,-605.9315089315469,95.1086120334611,-0.7059030242921415,-0.30892586765575,-0.637389777599508,,,,,,,,,,,,,,,,,0.9961423372495376,0.0,,,medium,high,25.45371792481785,-88.38209192412405,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,105.9840377480858,0.0,,-2
77,07/07/2025,7:13:43 PM,3,1,Nicholas Currie,,Right,Normal cornbelters,Frederick ragsdale Iii,,Left,Lafayette aviators 2025,Stretch,3,Top,0,0,0,Fastball,,BallCalled,,,Walk,0.0,0.0,,84.08699662016292,-0.4309563252655435,-5.61383402933895,1989.0522959519185,224.4518886996373,1:30,5.7122258737876495,4.647006944732922,6.000000192000004,-23.128366988097905,17.33680589423904,14.354046863566085,3.382395921187347,-0.608955402851143,75.28168348553217,-4.805610098776584,-2.904790609963861,0.4578384077532987,,,,,,,,,,,,-9.636978053643544,9.518062269278609,-4.196589592555252,49.999999999999964,5.663540601504997,11.522712291721264,-121.66078715710354,-1.6218525505921528,-14.171557666395495,28.06447596097047,-18.177362287285288,Normal Cornbelters,Lafayette Aviators 2025,,,,73642a0f-4043-4c7b-a106-08892cb6dd37,9c46aac6-c12e-4e90-8d30-945bf7e7ef95,84.32835168859653,5.712984961247022,4.6541988655911455,-0.4411542746359825,-5.6983505690240985,75.47501700459907,3.3826221714290625,0.603366660554102,-4.800740591715806,-2.988741135296773,0.4576451038515509,15.152514358944345,16.109544198320382,-13.591777612980303,66.36902666744975,1933.3483588685465,-467.4325184365069,97.19947347806092,-0.6938475079972443,-0.2350026288337499,-0.6806977303379532,,,,,,,,,,,,,,,,,0.996776189272202,0.0,,,medium,high,30.26787599929521,-67.64302498151115,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,0.695,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,105.63181631150553,0.0,,-2
78,07/07/2025,7:14:20 PM,3,1,Nicholas Currie,,Right,Normal cornbelters,Adrian Davis,,Right,Lafayette aviators 2025,Stretch,3,Top,0,0,0,Fastball,,Foul,,,,,,,84.83673242478093,-0.5047728326317853,-3.530331058888209,1963.72339997796,226.41978539296568,1:30,5.490525775224332,2.361956973761972,6.000000192000004,-23.230915882553514,16.349776998612757,14.443458334240283,3.084579235443752,-0.2803526834326386,75.97742952559452,-4.906352198186646,-0.7909775010282085,0.4528070903308789,,,,,,,,,,,,-9.00666631734706,9.014489004827851,-2.0823955054084275,50.00000000000004,5.435876979755911,7.150624411206575,-123.08825878287546,-1.799306619569668,-13.53528951512918,29.088764079260045,-18.62700407413372,Normal Cornbelters,Lafayette Aviators 2025,,,,73642a0f-4043-4c7b-a106-08892cb6dd37,b476f2e5-a6f5-47e1-b42b-26d00c4725f7,85.07679343176,5.491062171189529,2.369267956854777,-0.5123978064688514,-3.6169892359521207,76.16864400223885,3.0849555099810315,0.2748410065370623,-4.899348179122788,-0.8766181388384745,0.452618207633332,15.259830931904466,15.061597995622474,-15.199507193252192,59.772398550106864,1895.0298986897487,-514.8507304966353,96.50187489292117,-0.6652544262535968,-0.2621808807199699,-0.6990691912356736,,,,,,,,,,,,,,,,,0.997152959604275,0.0,,,medium,high,36.2048413049038,81.30144983635357,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,107.20096126139475,0.0,,-2
79,07/07/2025,7:14:48 PM,3,2,Nicholas Currie,,Right,Normal cornbelters,Adrian Davis,,Right,Lafayette aviators 2025,Stretch,3,Top,0,0,1,Fastball,,BallCalled,,,,,,,85.45154750080611,0.0158951907793125,-4.518958733057622,1920.447872283483,228.3500812905498,1:30,5.673143664508004,3.4603710414329254,6.000000192000004,-23.47195255978556,15.622646489944646,14.59047923726654,3.73196647605846,-0.4676223913838163,76.43656690748924,-4.43134008199657,-1.7565070904484643,0.4500180196180842,,,,,,,,,,,,-9.417324414362255,8.444341716388458,-3.099967890498877,49.99999999999999,5.660845990366453,9.336903042080772,-123.837143811116,-0.6903018702105037,-14.32943503159423,29.37662149690123,-19.325108561410303,Normal Cornbelters,Lafayette Aviators 2025,,,,73642a0f-4043-4c7b-a106-08892cb6dd37,15a0a962-0aea-4ed6-ba5a-480e92fdf63d,85.69424885901391,5.673490540693981,3.467786488279061,0.0104470445172667,-4.6072104005770935,76.63021179518758,3.732483456376316,0.4618602991049936,-4.422207108501733,-1.8440526733956504,0.4498300863472812,15.42286466096404,14.34453736769005,-17.52443055897712,71.6397440448634,1831.3172827354465,-578.2707325402334,95.35886441728528,-0.6337335348216451,-0.301112433659888,-0.7125399000321893,,,,,,,,,,,,,,,,,0.9967613434571762,0.0,,,medium,high,25.524230359622926,-65.9000254372912,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,106.29775091231885,0.0,,-1
80,07/07/2025,7:15:11 PM,3,3,Nicholas Currie,,Right,Normal cornbelters,Adrian Davis,,Right,Lafayette aviators 2025,Stretch,3,Top,0,1,1,Fastball,,StrikeSwinging,,,,,,,85.68447274459761,-1.306811953203782,-5.764817892912832,1884.622529208941,224.1255881729248,1:30,5.692620135857104,3.0659524239884703,6.000000192000004,-22.271072671044724,16.722602594588682,13.38706130951319,2.6157691526888027,1.1943975168822156,76.8156001084051,-5.51415363734838,-3.2404070978970188,0.4494367772969267,,,,,,,,,,,,-9.1567476062756,9.47665252391924,-2.6025567381519985,49.99999999999997,5.572695111372808,12.0957051795125,-123.91448621817536,-3.5301962065942267,-13.974989406992789,29.01462058648966,-17.710822648876892,Normal Cornbelters,Lafayette Aviators 2025,,,,73642a0f-4043-4c7b-a106-08892cb6dd37,ab1f8d05-52a9-4b1b-bb06-b3ece63185ca,85.92768603601668,5.6933536507723135,3.072764233996257,-1.3165250578219247,-5.844883904089109,77.0105371747693,2.6159717492539367,-1.199593681428248,-5.509559589238859,-3.319683074218487,0.4492507547496348,14.145148654663478,15.559723471983318,-18.038741826839825,62.96601585391114,1791.9883362316348,-583.5922209999737,95.08473492481336,-0.6825329017058975,-0.3096600045659717,-0.6620117216946615,,,,,,,,,,,,,,,,,0.9758474720449744,0.0,,,medium,high,33.33058573147998,-73.39461967361606,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,106.21642074098654,0.0,,-2
81,07/07/2025,7:15:35 PM,3,4,Nicholas Currie,,Right,Normal cornbelters,Adrian Davis,,Right,Lafayette aviators 2025,Stretch,3,Top,0,1,2,Slider,,BallCalled,,,,,,,77.67479034350922,3.3214311400865704,-4.98131583061602,2256.795962993983,74.24227660281835,8:30,5.3229793838653725,4.272207474328322,6.000000192000004,-43.89315024011324,3.897935064315035,-3.569602089115669,4.767312704066828,0.6665626577524493,69.28736189322534,-4.987030220042549,-5.655493747698675,0.4975594384790343,,,,,,,,,,,,0.1635397051190399,0.9283429993424148,-3.863373643507748,50.0,5.569554349275362,9.883833048338133,-112.25767561938146,5.316748095355891,0.2032669150300142,25.23943052783092,-31.02019268361236,Normal Cornbelters,Lafayette Aviators 2025,,,,73642a0f-4043-4c7b-a106-08892cb6dd37,9d121b32-cc89-4d07-8eb5-faba509c2016,77.90419118402797,5.315354483103158,4.276045892375452,3.4093381552765165,-5.02693744126803,69.4552410361406,4.77414196030615,-0.6691779451988422,-4.8823970845592894,-5.694661125240274,0.4973472945634384,-3.134340318793904,1.1925018425352745,-81.55825838539747,46.05746909894268,331.30597566725146,-2232.345038087327,14.680369032020232,0.0398675053570126,-0.989165646647906,0.141286607674749,,,,,,,,,,,,,,,,,0.9942618691577748,0.0,,,medium,high,48.5482778109516,74.33360812995312,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-7.998208650125477,-12.102496749326065,-8.014223724982632,103.46785935827943,0.0,,-1
82,07/07/2025,7:15:55 PM,3,5,Nicholas Currie,,Right,Normal cornbelters,Adrian Davis,,Right,Lafayette aviators 2025,Stretch,3,Top,0,2,2,Slider,,Foul,,,,,,,76.7320934845638,1.4761656735054485,-3.412133677725268,2248.604513644712,49.92607999489313,7:45,5.38605052771154,3.2941669402320133,6.000000192000004,-47.65111074849993,1.0081455739798173,-5.033425294433008,2.7898040737392256,0.30025493323871,68.85471097148765,-7.534413321790047,-4.366754693754236,0.5020584211651701,,,,,,,,,,,,1.512437286301641,0.0204204863499212,-3.013003523769404,49.999999999999936,5.479071540450562,6.773008810782427,-111.26589254191023,1.556942769333752,1.8461496435457267,24.856117669139365,-32.149123412903506,Normal Cornbelters,Lafayette Aviators 2025,,,,73642a0f-4043-4c7b-a106-08892cb6dd37,29ddb406-ebe7-4c6b-b475-92d03c59ae93,76.93719683161537,5.3767656946329705,3.297719427872416,1.5850147638115344,-3.4548329660608736,68.99980810795721,2.7980375356318365,-0.3027024725713562,-7.410949256150635,-4.403099343482601,0.5018596554503905,-4.627498013958033,-1.924857954377996,-77.38598365583903,10.232945812448838,491.054667483076,-2194.3307800617613,21.838196290335496,0.1405889321928844,-0.975863370702312,0.1671090478292149,,,,,,,,,,,,,,,,,0.9962002669235692,0.0,,,medium,high,99.20965123120398,29.03167445186446,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-8.940905509070888,-14.992286239661283,-9.478046930299971,103.84704571769879,0.0,,-2
83,07/07/2025,7:16:20 PM,3,6,Nicholas Currie,,Right,Normal cornbelters,Adrian Davis,,Right,Lafayette aviators 2025,Stretch,3,Top,0,2,2,Slider,,InPlay,,GroundBall,Single,0.0,0.0,,77.78061533625652,0.1391925542223871,-2.7490430386597167,2273.831161689621,76.20564051653547,8:30,5.311177103214123,2.5841451607966217,6.000000192000004,-43.770079704767824,3.450266687732274,-3.287188979109632,1.793184255961325,0.2466928334790834,69.95142017131735,-8.12680236060703,-3.373243150697121,0.4945794949418011,44.94760315400827,-3.85056379713085,33.91074692278522,,,,,18.81841200735174,,29.00251888142752,0.2428567344550445,0.8111801812163677,1.819400224060248,-2.358155134027164,50.00000000000002,5.297282333462944,5.51333607423349,-112.9019198165874,-0.952519715870474,1.0206048769222176,25.390202083759103,-29.884929628748512,Normal Cornbelters,Lafayette Aviators 2025,,,,73642a0f-4043-4c7b-a106-08892cb6dd37,f4c28488-f846-434b-9e52-1d9ffabca693,77.99374916825933,5.303499242401787,2.588139049312231,0.2287461379768471,-2.7968682845473776,70.10684052691984,1.8000710874739414,-0.2494587984363565,-8.022555191768308,-3.414825243654664,0.4943755859824442,-2.8336741528671454,0.7891122093516312,-85.60549572470772,27.173135703414875,174.2286260619256,-2267.146342372134,7.662337863839511,0.0182699138569367,-0.9970601074388832,0.0744133885911868,25.01969560481496,37.21815329891248,-3.018431074460356,0.2401147315083142,3.428798713978724,2.0385231996196387,9.124070751387745,16.458552895139682,,,,,,,,,0.996541811678464,0.0,,15.920139764476502,medium,high,65.54417786692662,48.56200775494361,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,0.891,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,-7.892383657378176,-12.550165125908826,-7.731810614976595,103.7774299522541,0.0,0.0891,-1
84,07/07/2025,7:19:24 PM,4,1,Jake Fenton,,Right,Normal cornbelters,Brody Chrisman,,Left,Lafayette aviators 2025,Stretch,3,Top,0,0,0,Fastball,,InPlay,,FlyBall,Sacrifice,1.0,2.0,,85.87734741532407,-0.6884251497946797,-5.894475088714654,1939.4093546494576,225.488860018538,1:30,4.888284744785002,4.045327098105831,6.000000192000004,-22.737446874896484,16.103549323274763,13.175833366407412,2.350247599652612,0.3543839492721178,76.89365645244976,-4.9867154345828855,-3.4102466984360023,0.448556033315987,,,,,,,,,,,,-9.0964020257631,8.937993667921695,-3.5711341676753925,49.99999999999999,4.8187243938718245,12.412638756405723,-124.18348057415248,-2.2048299179965696,-13.935612393388054,29.26482457431323,-18.48111748186244,Normal Cornbelters,Lafayette Aviators 2025,,,,73642a0f-4043-4c7b-a106-08892cb6dd37,0ed3a08f-ba5f-4aa2-9479-a7a58d8eca08,86.12198655510672,4.888972480133158,4.052264818157762,-0.6978545929547992,-5.9770339151286,77.09205720824995,2.3504992491541263,-0.3598822093148606,-4.981389335178798,-3.49280180835404,0.4483690543840344,13.957310825110223,14.92317994514223,-24.90954800075407,11.497940711734012,1758.993543792305,-816.8539390850814,90.69738369444124,-0.635832129027344,-0.4211869645398948,-0.6467758843666207,,,,,,,,,,,,,,,,,0.9933401080124096,0.0,,,medium,high,79.65185335943939,25.264937940707885,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,106.06546229580407,0.0,0.0,-1
85,07/07/2025,7:20:15 PM,5,1,Jake Fenton,,Right,Normal cornbelters,Gavin Collins,,Right,Lafayette aviators 2025,Stretch,3,Top,1,0,0,Fastball,,BallCalled,,,,,,,86.776226318517,-1.6697154865216952,-6.568372639783592,2083.013431642712,222.465583045378,1:30,4.621611750989365,3.979313065720919,6.000000192000004,-20.52583134090684,17.59529995697521,13.1880490302843,1.3486069805811265,1.053170886278804,77.7962793618023,-5.543440523450679,-4.088561559201042,0.4443799059041441,,,,,,,,,,,,-9.303181815487989,10.065007724023326,-3.4495882683094603,50.0,4.472753882849225,14.013543675526746,-125.2890558867161,-4.318844500040414,-14.526104530132695,29.48862098239888,-16.45842054687358,Normal Cornbelters,Lafayette Aviators 2025,,,,73642a0f-4043-4c7b-a106-08892cb6dd37,51077b1d-44c8-4421-8d8d-016efbf60827,87.02034900889781,4.623003953698084,3.986011341718116,-1.6873497607022745,-6.64811225250844,77.99577492751527,1.348258119318892,-1.0584980043631076,-5.546995828459488,-4.168517395786586,0.4441985398728145,13.944993938387022,16.570228746809047,-21.37826394847267,12.01447969528158,1939.6899622596088,-759.3074520332748,93.11941693673694,-0.6869261303210783,-0.3645235505920227,-0.6286931465714367,,,,,,,,,,,,,,,,,0.9913272500618188,0.0,,,medium,high,79.1869682742466,19.05111243431789,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,105.9840377480858,0.0,,-1
