PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,TaggedPitchType2,GeneralPitchType,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Good Swing Decision,xBA
41,05/28/2025,6:50:41 PM,5,2,Graham Kasey,,Left,Normal cornbelters,Dash Denton,,Right,Burlington bees 2025,Stretch,2,Top,2,0,1,Splitter,,BallCalled,,,,,,,79.38613189156668,0.1676815102905314,0.0837250025696283,1349.8605708019372,122.2726024304774,10:00,4.7304164244261,-1.2125889153407778,6.000000192000004,-34.26924161317594,10.903059152805774,-13.094545101144412,2.0304888911029693,-2.225987519429524,71.22118195096039,-6.322618544349816,-2.4068491326996138,0.4837351299415984,,,,,,,,,,,,7.118201679377506,5.84421687151368,1.213330052828521,49.999999999999964,4.724287488273053,0.2069519944814162,-115.3751073933726,-0.6451727230742245,9.364981706908551,26.257318606820657,-24.485171613984143,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,52b6802f-7f74-48a9-86f8-bcf0e6b683b8,79.6109807248894,4.727487409960396,-1.220027406260043,0.2009674510850251,0.1723507884280798,71.39433933245353,2.033755610883304,-2.22020437934251,-6.272863354181197,-2.319555288000162,0.4835241998863123,-13.924309556458756,8.885304350653087,27.381360331559407,16.4727803051191,1198.6290092837048,620.8156398716901,88.79650500285467,-0.474127253881639,0.4599109369517108,0.75078976897588,,,,,,,,,,,,,,,,,0.9972542497799816,0.0,,,medium,high,104.82550227460716,8.622595594162528,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,Splitter,Offspeed,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,
42,05/28/2025,6:51:03 PM,5,3,Graham Kasey,,Left,Normal cornbelters,Dash Denton,,Right,Burlington bees 2025,Stretch,2,Top,2,1,1,Cutter,,BallCalled,,,,,,,78.21091487956254,-0.5604286656783795,2.3610313492108443,2205.4336251777395,186.18247666722715,12:15,5.092075639334563,-3.1240007300957644,6.000000192000004,-37.4382561790783,9.168284495777556,2.129030717076469,1.4509027739000384,-0.7510110028033844,70.34671453154935,-7.629912094702908,2.765309284612277,0.4913545216401864,,,,,,,,,,,,-0.3323668023333047,5.157715036335458,2.930345332599288,49.99999999999997,5.024761586448727,-4.7426921846648575,-113.5688346529618,-2.169073379710191,-0.4238592375401577,25.36632281020493,-25.59654200280208,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,f9aa2768-8b0a-4cb5-b165-d201682a4bca,78.43860528633053,5.087433125820151,-3.1274305843309707,-0.5062006496851281,2.402503840883201,70.52299044351435,1.4556073136382035,-0.7485582545265931,-7.558197693619639,2.80217797503456,0.4911374385099987,1.736290496448589,6.915107687827732,75.7392142280776,54.64960521033625,543.2771069427747,2137.4722127168143,24.633573222997864,-0.2449030307977816,0.9691845577735544,-0.0265292005032295,,,,,,,,,,,,,,,,,0.9969958168029532,0.0,,,medium,high,40.81535531069739,-57.05253417141628,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,Cutter,Fastball,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,
43,05/28/2025,6:51:24 PM,5,4,Graham Kasey,,Left,Normal cornbelters,Dash Denton,,Right,Burlington bees 2025,Stretch,2,Top,2,2,1,Fastball,,BallCalled,,,,,,,86.89513317644288,1.427773779039847,1.4510210976482716,2069.206360936221,132.79626396533018,10:30,4.555176787787271,-1.1297954958217769,6.000000192000004,-23.164129941929414,14.575265714317506,-13.3004885279556,3.952496916975419,-0.8893113870823365,77.5077147059406,-2.975894745222317,-1.0793343571807106,0.4421493522082078,,,,,,,,,,,,7.704224071355231,7.393761375470516,1.0192597455896668,49.99999999999997,4.65815824001375,-2.7796266895788806,-126.21183525143492,2.4198622712311044,12.133197654527663,31.34966559953916,-20.52979218277322,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,22cffcbe-2aab-4a92-89da-7d7cb9cdbd7f,87.1488403815653,4.555761999386188,-1.137463483760235,1.4194268551561982,1.541544168513787,77.70924282090924,3.9528894627811706,-0.8834799594989823,-2.968816361711524,-0.9907180423490086,0.4419525043105545,-14.148763384024754,13.23316228546062,30.146779221730625,85.75468381978772,1789.3289656474972,1039.190462251159,86.47416707330764,-0.5874998349503441,0.5022169281274453,0.6345250988223798,,,,,,,,,,,,,,,,,0.9733049658762116,0.0,,,medium,high,12.820784562191024,39.175515175318885,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,Other,Other,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,
44,05/28/2025,6:51:45 PM,5,5,Graham Kasey,,Left,Normal cornbelters,Dash Denton,,Right,Burlington bees 2025,Stretch,2,Top,2,3,1,Fastball,,StrikeSwinging,,,,,,,85.70891031506702,0.3261612133142133,1.456318803252168,2048.6286941594667,128.00385993025952,10:15,4.468205800443882,-1.3709898405915175,6.000000192000004,-24.505504964648484,14.240034361508844,-15.18925282412114,2.729313672717664,-1.282975939713731,76.6457233064265,-4.325446615024269,-1.4322881892481911,0.4480045014295172,,,,,,,,,,,,8.724334214819324,7.594633515466531,1.2611179927764928,50.000000000000014,4.4806208619718975,-2.6953962014575,-124.53082353270636,-0.0500283737489281,13.38511938718566,30.36853946296045,-20.52214884453508,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,f0130d8f-6879-4e7c-9425-f7759698f5f3,85.9495349370287,4.468266415760769,-1.379147255167528,0.3240415813663589,1.5533429761761155,76.83677023701671,2.730091887329324,-1.27663468425144,-4.312720923878325,-1.3363897107866225,0.4478128284798089,-16.098099603708615,12.833537091615495,22.35224079664629,88.28882624266313,1894.70160580092,779.0926462937102,92.48633543026196,-0.5694518342021916,0.3802995869943941,0.728763907349735,,,,,,,,,,,,,,,,,0.9926241319011604,0.0,,,medium,high,10.54005638160322,50.34469984205308,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,Other,Other,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,-1,
45,05/28/2025,6:52:09 PM,5,6,Graham Kasey,,Left,Normal cornbelters,Dash Denton,,Right,Burlington bees 2025,Stretch,2,Top,2,3,2,Fastball,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1.0,0.0,,86.54387990632216,0.2719884098910404,2.4811991673314058,2037.4816336571128,130.87391025862644,10:15,4.545262252405626,-2.0934712839823653,6.000000192000004,-23.065204198666624,14.950449307089944,-14.39955379572318,2.8761852254815,-0.9859807583591628,77.36951872991328,-4.105926720335597,-0.2549522757749261,0.4437647001443753,,,,,,,,,,,,8.642696347542724,7.996697147021754,1.8995675725534948,50.00000000000001,4.554098632642044,-4.995258059471749,-125.67534417929424,-0.1245008688513206,13.517571382145045,30.70922748505553,-19.66685042505808,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,38ce7ad4-2060-4a87-a762-ffc52511aca3,86.78775522144095,4.54574640756866,-2.1010461116844774,0.2648778032080586,2.5723971837354216,77.56603736064451,2.8766091551646484,-0.9799778893069148,-4.098391917082973,-0.1639455658477893,0.4435768136907505,-15.255708652876514,13.651442734504927,23.24868181806025,89.75046405552814,1872.038716263775,804.2402951230036,91.8800290191386,-0.601259755242985,0.394722721342748,0.694752243595457,,,,,,,,,,,,,,,,,0.996505881746287,0.0,,,medium,high,9.224582350024738,28.179896700462063,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,Other,Other,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,-1,
46,05/28/2025,6:54:13 PM,1,1,Alex Logan,,Right,Burlington bees 2025,Michael Kuska,,Left,Normal cornbelters,Windup,2,Bottom,0,0,0,Fastball,,StrikeCalled,,,,,,,85.61160783806723,-1.6320427009001484,-3.581176011665007,2129.4297540959888,208.9663057781659,1:00,5.4185160418601,3.3902610435386964,6.000000192000004,-19.90840170923434,18.96985038721435,8.387979560133475,2.2392934895794343,0.756596049906894,76.78332984461223,-5.397123406032944,-1.9921101710970368,0.4487711070031071,,,,,,,,,,,,-5.741138246158156,10.808804740227798,-3.1030377181534963,49.99999999999999,5.273747200285833,7.51111249515023,-124.165407207935,-4.161193367906309,-8.785066501556344,29.45630705421673,-15.634460331416,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,4eda1b24-b447-4430-bf02-dc2de43bc76e,85.86342360419886,5.42046098004559,3.395289691810141,-1.656323029902553,-3.640537672151152,76.98779884218455,2.238625996399626,0.7527932090761712,-5.405876374991556,-2.050172397488171,0.4485735936400642,8.946682355206862,17.87801340207445,-30.932162566874947,72.69350916337467,1826.574791746557,-1094.5755377247035,85.77764954364494,-0.75047265340272,-0.5140228437304737,-0.4154170345784077,,,,,,,,,,,,,,,,,0.995657098353828,0.0,,,medium,high,24.57584175296276,-15.49907709812051,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Other,Other,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,
47,05/28/2025,6:54:26 PM,1,2,Alex Logan,,Right,Burlington bees 2025,Michael Kuska,,Left,Normal cornbelters,Windup,2,Bottom,0,0,1,Fastball,,Foul,,,,,,,85.56133892889673,-1.17512993881545,-3.2527579331897254,2264.22666977905,207.04613580636973,1:00,5.421500057877341,2.255589310791965,6.000000192000004,-20.959367860987115,17.951738152617366,7.003328838223174,2.5808118647292715,-0.1871445544557421,76.68440404148699,-5.142410533717013,-1.924998875113523,0.4489606831089671,77.37416549312422,53.48477669809756,-52.39908641861006,,-86.4124810584542,68.06528569873834,95.09478857152534,232.19965690716745,,-52.102609924666496,4.882733074211548,-4.890278321125194,10.108993769012,-1.994407478608595,50.00000000000003,5.313476475449604,6.8391581055039845,-124.15224588474211,-3.1993867676877925,-7.475249345416243,29.639333475102177,-16.721503924501384,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,b9460688-c615-444c-a4b8-6d4c1c9e8cc6,85.81550437781371,5.423085156017404,2.2604142116985444,-1.1953347540110308,-3.3099031069975533,76.89186411488815,2.5804332076572445,-0.1908348813484495,-5.146672672389138,-1.9808131657046149,0.4487591700267777,7.540565397988691,16.786832376463078,-40.08117540144669,65.38944342306436,1732.4345064975278,-1457.8727972067368,76.5132983203746,-0.681458554604328,-0.6438722839303895,-0.3479119433748198,-36.47691654512658,28.09193396087307,62.18552316620961,0.4525936719619463,0.7499017115788117,2.26587434455701,-183.23155093994745,142.62846633105087,,,,,,,,,0.9453680943797128,0.0,,35.703815704101444,medium,high,31.14950091924208,-28.185515797234203,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Other,Other,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,
48,05/28/2025,6:54:55 PM,1,3,Alex Logan,,Right,Burlington bees 2025,Michael Kuska,,Left,Normal cornbelters,Windup,2,Bottom,0,0,2,Curveball,,InPlay,,LineDrive,Single,0.0,0.0,,73.06413477054143,2.5803890674859766,-1.974027984686964,2073.764011895917,44.53601218835583,7:30,5.147458374491617,3.3352569001814008,6.000000192000004,-59.68168141621861,-5.973536663926936,-10.748288036361537,2.5752296896973763,0.6041907921470432,65.63648208609109,-8.709818115341811,-4.018184034641576,0.5274625108694365,79.26339234019117,9.393134688291552,-24.753647908636047,2493.538092004057,-53.44241501849324,96.14524567841916,6.007005675939187,141.22849297179508,,-30.37858248548196,1.414525670025817,5.111739949113919,-4.170537721825965,-3.168215895459378,49.99999999999996,5.323573330170431,3.935204503100632,-105.98601658242158,3.2123625163198324,5.650364056838126,22.87511781782994,-36.784036924103496,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,c55b7443-f844-4cdf-8aab-69e7208feaa4,73.22329440067415,5.133247204410916,3.336188931107204,2.747848767682691,-1.9855082182093864,65.7260825829182,2.5867945158103014,0.6037618656162687,-8.53625292038292,-4.024409395632848,0.5272996074123706,-10.636430664965811,-9.70183867208323,-52.29153136138359,42.067708302729386,1268.405262058827,-1640.6234388841729,61.164397433013626,0.4359857975548297,-0.7911331421863425,0.4289810434795965,-32.743967047330244,71.01526278914615,12.936399741309142,-0.9012742682978576,2.5825580662526644,2.782389042549549,-71.4208470182365,121.8382117329454,-17.33933927901397,4.438733276865699,0.1512491029711169,0.3099323229486049,-0.0800027868209279,0.9473866735882276,,,0.996070858284736,0.0,0.9960932620597848,45.2587445507726,medium,high,52.13906252754354,-7.640985585708493,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Curveball,Breaking,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,-2,0.3097580671310425
49,05/28/2025,6:55:25 PM,2,1,Alex Logan,,Right,Burlington bees 2025,Charlie Graham,,Right,Normal cornbelters,Windup,2,Bottom,0,0,0,Fastball,,StrikeSwinging,,,,,,,85.61076360255649,-1.1614762352661232,-2.758223804084582,2015.9278641352,205.16033436379752,12:45,5.551440055748759,1.7368486910826704,6.000000192000004,-21.150335522203456,17.690013190524184,6.393836567092123,2.7080432543929818,-0.2957894172089291,76.73086798473474,-5.165883938757992,-1.5450727263154729,0.4485522945510087,,,,,,,,,,,,-4.395271777563255,9.964221116604069,-1.5157064383580623,50.00000000000006,5.4444660937076605,5.789395136068487,-124.27852043888538,-3.1775910035427946,-6.730365248789563,29.76347769740461,-16.91609719343444,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,26b45e1c-e2fd-4b2f-8c9e-ef593c7bab4f,85.8651404178579,5.5527479702224944,1.7412349649056946,-1.1783256294848772,-2.8101516594599176,76.93911002427889,2.7078704147150265,-0.29914601292476,-5.1671535340322325,-1.596006836633862,0.4483497684481917,6.881428865007062,16.483587049503548,-38.147431345776326,85.72985754198584,1585.3739456373482,-1245.2126749639892,78.6423945936899,-0.711809300926543,-0.6176871192254518,-0.3343503280354732,,,,,,,,,,,,,,,,,0.9973390494434582,0.0,,,medium,high,12.843128212212736,-57.077950532098654,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Other,Other,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,-1,
50,05/28/2025,6:55:40 PM,2,1,Alex Logan,,Right,Burlington bees 2025,Charlie Graham,,Right,Normal cornbelters,Windup,2,Bottom,0,0,1,Fastball,,Foul,,,,,,,85.17450448088657,-1.4453684637499236,-4.327503737016841,1901.2259381956103,208.73002472719145,1:00,5.766582284392519,3.1231668244447,6.000000192000004,-20.583613720457947,18.75625999725166,8.26172612885436,2.703838200937917,-0.2179760103072976,76.36927915457838,-5.336918180877894,-2.7646990512652367,0.4514274909962524,66.13922652196726,35.00621614950009,58.7533713750038,,93.62280443304132,57.74747172005732,41.876146336539485,198.23680707211648,,58.5202808496016,3.185004231884993,-5.923887376812441,10.630394645768092,-2.7747874584763847,50.00000000000002,5.636561483290005,9.086109134995406,-123.4316381074911,-3.757005294611775,-8.95848710266265,29.09418430283627,-16.09807661880786,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,779b9d04-fa5a-4dcd-9ed6-036c4fa8f327,85.42512384198584,5.768162270352417,3.127889075757886,-1.4654980104784914,-4.383721595293678,76.5750501889422,2.703418566881047,-0.2216681231038608,-5.3417756691753615,-2.8205357129955377,0.4512285307417793,8.79137338651001,17.614640953402684,-28.32457173653421,74.70791310036407,1673.5996741867975,-902.0666264914277,88.02739540652146,-0.771907293387605,-0.474465768833108,-0.4231327978550346,46.31562068247925,28.10127989416708,37.94177953167824,0.0727197224126026,0.7326450980531747,2.481220038697783,169.06131658784892,103.51861142678952,,,,,,,,,0.9977636162072726,0.0,,26.57178923570211,medium,high,22.76287820967233,-55.82508967905645,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Other,Other,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-2,
51,05/28/2025,6:56:02 PM,2,1,Alex Logan,,Right,Burlington bees 2025,Charlie Graham,,Right,Normal cornbelters,,2,Bottom,0,0,1,Slider,,BallCalled,,,,,,,75.8837683775504,1.247754498763783,-5.302132616381226,2259.585442729273,91.33069456616258,9:00,4.867506910455108,2.9115760086832885,6.000000192000004,-44.703706370313085,5.39478930439352,-10.1622910580023,2.3070203271145227,-2.8771649491785616,68.06762112705555,-7.1789401691398,-7.217463232647301,0.5094292356827198,,,,,,,,,,,,3.5817029736777406,2.4699363447846348,-2.4726112293535176,49.99999999999999,4.943883428351658,10.461797462665515,-109.75287755390973,1.185740806601269,4.243992363710323,24.593489827479875,-29.24739959208576,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,422a8c57-fa60-4032-858a-00951cfd0f29,76.09635761754102,4.859446558937517,2.912001689347839,1.3417168735409633,-5.307504563861609,68.2215971030109,2.314149581044383,-2.877179810260084,-7.069795613756504,-7.2174097276493,0.5092160183532336,-10.107149183810836,2.434560162600284,-67.32617325574004,16.049736457087377,871.035318729118,-2084.9517611974884,38.548456821222274,-0.0089520748386549,-0.9227142827930194,0.3853806075632853,,,,,,,,,,,,,,,,,0.9957657860021548,0.0,,,medium,high,75.55523718862136,48.55392620491625,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Slider,Breaking,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,
52,05/28/2025,6:56:20 PM,2,1,Alex Logan,,Right,Burlington bees 2025,Charlie Graham,,Right,Normal cornbelters,Stretch,2,Bottom,0,0,1,Fastball,,Foul,,,,,,,85.37707439260186,-2.2374179685956634,-2.8874068476158525,2174.9072072155072,195.59756819201328,12:30,5.761931678493502,2.838751099913303,6.000000192000004,-21.068009195196552,18.01772492622451,3.1696160274983205,1.923119757028843,0.4170740822945709,76.68403524451459,-6.214005123688984,-2.2865425368675822,0.4499669946202838,,,,,,,,,,,,-2.6899850569203854,10.502290206520062,-2.6051951004479457,49.99999999999997,5.567157552699939,6.149371045261771,-123.86120228650672,-5.495982072473472,-4.093807087550804,29.436191523061307,-16.190931028386498,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,7b701235-2145-4b5a-a645-e6303e7cdcb6,85.62985468312927,5.763114503237004,2.8418752025112988,-2.252778394239181,-2.924457698711406,76.89098068017877,1.923035807051938,0.4147641439818578,-6.213949119006531,-2.322195531585532,0.449766266686883,3.5186902086935343,16.812079921692764,-44.124884179390925,85.35140018159257,1561.200553608192,-1514.22395682126,71.78239827560127,-0.6913893822017974,-0.6962246259507744,-0.193007752171568,,,,,,,,,,,,,,,,,0.9970857826238648,0.0,,,medium,high,13.183739836566687,-5.2348305443874485,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Other,Other,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,
53,05/28/2025,6:56:57 PM,2,1,Alex Logan,,Right,Burlington bees 2025,Charlie Graham,,Right,Normal cornbelters,Stretch,2,Bottom,0,0,1,Fastball,,BallCalled,,,,,,,85.74880025359288,-0.789380190331437,-1.9683604233963827,2134.780183938146,200.9648396434095,12:45,5.615672254577062,2.944896717242749,6.000000192000004,-20.197144526015823,18.484569558895306,5.544917485101865,3.198452242098844,1.5768714401207282,76.7860112073413,-4.61803991406076,-0.9151653100411148,0.4476353520866632,,,,,,,,,,,,-3.671174936866107,10.27007792141304,-2.787710157119512,50.00000000000001,5.539644957117935,4.108795353380625,-124.5589279078088,-2.343826809797948,-5.643878328933854,30.02269330249771,-16.38535217606257,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,3dfdddfb-346a-48b2-9be4-ae6696288c11,86.00583900311597,5.617396105174687,2.948865025996608,-0.8112863737069751,-2.0155055330566465,76.9965135977718,3.197967811776207,1.5738892659543435,-4.624225445125289,-0.9612121599534864,0.4474323297798481,5.987944118894952,17.306949630143293,-37.5471306952365,85.10967839655993,1692.5653998523348,-1300.9645656041864,79.28523098476428,-0.7403656202960635,-0.6094138288300137,-0.283678574295571,,,,,,,,,,,,,,,,,0.996737116288746,0.0,,,medium,high,13.401289443095928,-4.869403484831296,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Other,Other,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,
54,05/28/2025,6:57:22 PM,2,1,Alex Logan,,Right,Burlington bees 2025,Charlie Graham,,Right,Normal cornbelters,Stretch,2,Bottom,0,0,1,Slider,,BallCalled,,,,,,,69.10993830329852,5.515612695710564,0.1443196705217757,1895.5131897756053,56.75804662175598,8:00,5.298339714873076,1.5915774075979432,6.000000192000004,-63.18932875301878,-2.968332631502861,-10.17181538942764,5.174647697000643,0.8780561545305933,61.64223175893941,-6.468691392895901,-1.791966638873192,0.5585286944170709,,,,,,,,,,,,5.559012766021092,-3.5530101810465364,-1.597465099243382,49.999999999999936,5.7125537515623055,0.000735912407057,-99.96789615531638,8.08450387245425,5.484528631089048,19.87817797324676,-35.6794536720655,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,757f8a86-0200-4e90-a7b2-8bb319457714,69.28482691673756,5.284329676242408,1.5933045729810629,5.680069813573248,0.1232510551742415,61.74373071050264,5.18638300077479,0.8770462972219708,-6.291835085848451,-1.806944549027164,0.5583388657237915,-9.969685934408846,-6.790948896586164,-57.63419756361957,69.97447521675309,1014.711326444376,-1601.040654261717,53.53227463241759,0.2934509619030724,-0.8446475935370574,0.4477242183422955,,,,,,,,,,,,,,,,,0.9975653407795728,0.0,,,medium,high,27.02297230492221,23.94108889082473,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Slider,Breaking,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,
55,05/28/2025,6:57:40 PM,2,2,Alex Logan,,Right,Burlington bees 2025,Charlie Graham,,Right,Normal cornbelters,Stretch,2,Bottom,0,3,2,Fastball,,BallCalled,Walk,,Walk,0.0,0.0,,85.41369319798925,-1.689046249081612,-5.022941530483332,2127.5557825310016,202.78911085143253,12:45,5.39688132423007,5.011096523084959,6.000000192000004,-21.6051072385428,18.27053811134901,5.680841026373123,2.076048140653937,1.0925777572455588,75.82547156594197,-5.760378500914627,-1.6626904325136318,0.4506966580360792,,,,,,,,,,,,-4.8074816617619245,10.713694593197078,-4.604239712188689,49.99999999999997,5.24687783424085,10.689414107808553,-123.63966619600453,-4.29073141616318,-7.2934851603371715,29.23015636514875,-15.920181547483262,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,532cac37-79e7-40b6-a5e4-2f8f7b33bde6,85.66726380550877,5.398543936403718,5.015115159725078,-1.7101621982318225,-5.070666906938338,76.03107162131128,2.075872184746391,1.089503969365031,-5.761751833873058,-1.7109821436878154,0.4504959444103542,6.143721427759377,17.051169143223483,-39.36823521203248,84.83466203774972,1644.782197221146,-1349.5129237934264,77.30853455059429,-0.7127358163088997,-0.6343020168373714,-0.2994471699424282,,,,,,,,,,,,,,,,,0.984583860911926,0.0,,,medium,high,13.64880416602522,3.744233342812624,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Other,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,
56,05/28/2025,6:58:09 PM,3,1,Alex Logan,,Right,Burlington bees 2025,Jack Novak,,Right,Normal cornbelters,Stretch,2,Bottom,0,0,0,Cutter,,StrikeCalled,,,,,,,73.54249363676993,2.7290792457872866,-3.5756986317195967,2162.9535831793137,87.20877681051377,9:00,4.903113792535732,3.92602165609274,6.000000192000004,-49.03853853833687,4.123486774615941,-12.057830518717006,3.359828620022656,-0.4063503796150526,65.82771931646052,-6.552527528303132,-5.859419320690668,0.5247739657597382,,,,,,,,,,,,5.242742693259414,1.24734280231194,-3.6274480514124616,49.99999999999997,5.09779549874107,6.974751586173625,-106.52359859999224,3.793458963901685,5.854892966835679,23.085633564442706,-30.78106522117912,Normal Cornbelters,Burlington Bees 2025,,,,e8f9f5d5-0242-4138-9c3a-20cabf554a40,848dc695-edf5-4579-86b9-9ef6518f915c,73.74703019528572,4.893632344688199,3.925690454246431,2.8393619136601767,-3.572118831457352,65.96920685076256,3.368037352037925,-0.4057844619916357,-6.427748890822686,-5.850568895674074,0.5245589704341382,-12.087145351351174,0.902905475104376,-60.57692706645126,16.888053535353276,1062.5607722788109,-1883.967305502537,49.125454218807526,0.0239225084024436,-0.871016058852869,0.490671722042498,,,,,,,,,,,,,,,,,0.9969046498130972,0.0,,,medium,high,74.80075181818204,43.66179965885006,54.667001749344,Dominic Texeira,,Burlington bees 2025,2022-11,Cutter,Fastball,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,-2,
