PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,RunValue,ff_diff,ivb_diff,hb_diff,ang_diff,PitchType_Changeup,PitchType_Curveball,PitchType_Fastball,PitchType_Slider,PitchType_Cutter,PitchType_Knuckleball,PitchType_Sinker,PitchType_Splitter,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Stuff+,xBA,xWOBA,Good Swing Decision
11,07/25/2025,8:42:52 PM,3,2,Cody DelFavero,,Right,Normal cornbelters,Baden Hackworth,,Right,O'fallon hoots 2025,Windup,1,Top,2,0,1,Fastball,,Foul,,,,,,,88.87742974614179,0.841049247833812,-3.5093648174365,,,,4.126515801132228,2.8322082953988463,6.000000192000004,,,,2.061254656130844,0.4334579662510885,79.50050866034688,-5.6359039173249,-3.509364817436574,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,2ec45be1-6041-4c66-bee6-12af881a3411,89.1238694979057,4.120679995721903,2.832208295398853,0.9094318104380597,-3.5093648174365346,79.68948320715718,2.06650375611263,-0.4334579662510864,-5.555641628871061,-3.5093648174365324,0.4328972005235981,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,111.83097,0.0,,-2
12,07/25/2025,8:43:25 PM,3,3,Cody DelFavero,,Right,Normal cornbelters,Baden Hackworth,,Right,O'fallon hoots 2025,Windup,1,Top,2,0,2,Fastball,,BallCalled,,,,,,,88.03754954214058,2.5749759463113078,-4.360595182701213,,,,4.676511262896143,3.4096063299388573,6.000000192000004,,,,4.163901479050757,0.6509461688795994,78.4917157306944,-4.055342967882873,-4.36059518270117,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,07063461-48b9-421f-a31e-d3a97b1be299,88.28902054586203,4.670506757437122,3.409606329938855,2.644751382153858,-4.360595182701191,78.6842398962643,4.169333521256313,-0.6509461688796035,-3.972687839812268,-4.360595182701193,0.4378716676001642,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,110.72948,0.0,,-1
13,07/25/2025,8:43:44 PM,3,4,Cody DelFavero,,Right,Normal cornbelters,Baden Hackworth,,Right,O'fallon hoots 2025,Windup,1,Top,2,1,2,Fastball,,Foul,,,,,,,89.64545747226795,1.5248995250302426,-2.13306041511954,,,,4.443356465144595,3.115285856601832,6.000000192000004,,,,3.067287823960123,-1.1319166044450577,80.07973715450122,-4.842652322998707,-2.133060415119516,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,d86fbcc0-03ec-461a-85eb-bba9defd09d1,89.89522623289615,4.43769700862766,3.1152858566018296,1.591671893362626,-2.133060415119527,80.27311788734973,3.072455819629593,1.1319166044450546,-4.763482518930811,-2.133060415119528,0.428751623246045,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.60563,0.0,,-1
14,07/25/2025,8:44:12 PM,3,5,Cody DelFavero,,Right,Normal cornbelters,Baden Hackworth,,Right,O'fallon hoots 2025,Windup,1,Top,2,1,2,Curveball,,InPlay,,Popup,Out,1.0,0.0,,74.42919596935486,2.815487017256152,-3.1328389270362997,1942.0977101135225,42.14729212793475,7:30,4.545212651520727,3.665309169680195,6.000000192000004,-58.35860747294872,-6.459994586157109,-10.426002348890348,2.3047187765484773,0.1180702232036711,66.76705679792539,-8.222055360671927,-5.111493560557117,0.5185007604355277,72.94933576827067,69.9174898606799,-32.37303042070547,,-57.91168144451926,93.52131923926063,99.6158094782617,147.9873193630613,,-31.922749211103845,5.444802417859834,4.512761516972469,-4.525976777259905,-3.4038753010345872,49.99999999999997,4.74151712936519,6.180976812380518,-107.84346690213587,3.753320856959884,5.161412383863604,23.789859231384447,-37.35057675220852,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,6a87d5e7-193b-4a68-915f-759f18e0da20,74.59270987341498,4.531262956884039,3.66595843013192,2.9803456535895143,-3.140961285330812,66.86110081779073,2.316159096353242,-0.1183049346438131,-8.050838355168475,-5.114743564671721,0.5183398400920108,-10.3457515201396,-10.118211087229314,-49.57320068137347,46.92718961925395,1259.4038001115043,-1478.3929057909097,64.84760234014631,0.4807945302383881,-0.7612350800333793,0.4351525854449478,-13.41187939880183,21.15574491761183,68.51395140411061,-0.0104174762280594,2.548269531645897,2.9400559255254968,-78.25205045579308,125.60598429903214,,,,,,,,,0.951684564222264,0,,35.358681759864155,medium,high,47.76552934267146,-58.20525362996435,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,12.172253977270074,20.14184844341377,-2.56891859245469,-2.3682492642813533,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,99.16965,0.0,0.0,-1
15,07/25/2025,8:46:42 PM,1,1,Cole Murray,,Right,O'fallon hoots 2025,Cole Jones,,Right,Normal cornbelters,Windup,1,Bottom,0,0,0,Changeup,,BallCalled,,,,,,,75.77690759285277,1.166155881885109,1.545982280386055,1494.455206315017,101.36636062250336,9:30,5.395377586827357,-1.7269809947652366,6.000000192000004,-43.101881277385566,6.539166926235708,-18.63651871761707,2.887916261003768,1.842849351656189,68.00933931035631,-6.9972451873389145,-1.999783210744586,0.5070981125790602,,,,,,,,,,,,10.62906990958558,3.1333111583177846,1.6117826417753949,50.0,5.4655298013752684,-2.46074946745028,-110.06619806939968,1.0622130384256896,12.724665924269589,23.924722642455837,-28.422984058580344,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,d11c5882-d0e0-4805-9672-12725a9f61b3,75.97182338414095,5.389352125284531,-1.7362940846641677,1.2361520692895305,1.6566851862194187,68.14682403124253,2.893507230292575,-1.8356543158494587,-6.913187333273587,-1.8912389437171813,0.5069035453505621,-19.67402541100633,4.031087754206284,9.285600977726004,34.03639895924725,1474.8723102226372,241.13903089421572,98.6896297721317,-0.1944992707364681,0.1613558103817706,0.9675403537522476,,,,,,,,,,,,,,,,,0.9118912785832042,0,,,medium,high,59.36724093667748,52.9900454208585,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,118.009315,0.0,,-1
16,07/25/2025,8:46:58 PM,1,2,Cole Murray,,Right,O'fallon hoots 2025,Cole Jones,,Right,Normal cornbelters,Windup,1,Bottom,0,1,0,Changeup,,InPlay,,FlyBall,Out,1.0,0.0,,75.00305697406561,0.5042127340810719,0.2445200820234187,,,,5.046123979355944,-0.532365102755351,6.000000192000004,,,,1.5304249789545494,0.3051083057385612,67.5184486447881,-8.53440884613414,0.2445200820234194,,88.1900475518347,46.84030604910279,-11.904781741296627,,-21.830167975884105,107.81207616089873,87.25331197727323,294.65190551123465,,-11.733767219377528,4.943981632238609,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,8ea90162-d559-4fb4-894f-54327662b610,75.2062040143731,5.037970759814329,-0.5323651027553503,0.600169879933168,0.2445200820234186,67.66347538788604,1.5378389352509927,-0.3051083057385612,-8.423277288050361,0.2445200820234186,0.511986692645554,,,,,,,,,,,-12.444194239234657,59.027518284914194,64.33023085653575,0.213407880497591,3.9877448932002073,2.344100837599436,-59.92169743761429,288.4946023716849,,,,,,,,,,0,,50.26380261848848,low,high,,,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,107.64996,0.08333333333333333,0.0,-1
17,07/25/2025,8:47:34 PM,2,1,Cole Murray,,Right,O'fallon hoots 2025,Tyler Thompson,,Right,Normal cornbelters,Windup,1,Bottom,1,0,0,Fastball,,InPlay,,FlyBall,Out,1.0,0.0,,85.40747252747558,0.3185052705628765,-0.6409423083721364,,,,4.808460963548942,0.3371687559240536,6.000000192000004,,,,2.0318567866299704,0.2585438198632153,76.56268249762633,-6.669905725917161,-0.64094230837214,,84.66181650229508,39.830827521637765,4.386944253147803,,8.532488893762746,109.66857632556857,66.5200511103429,281.86565109185483,,4.411080967015335,4.250474447671679,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,b534c242-35e0-4761-a356-6014437f9a0f,85.64153551969142,4.802100231022927,0.3371687559240539,0.3925508494720889,-0.6409423083721382,76.73987719315755,2.0376048118603887,-0.258543819863215,-6.5834666665860055,-0.6409423083721384,0.4495982578539358,,,,,,,,,,,4.973124964913526,64.82463051283388,54.22783861105111,0.2351586973622416,1.027674033956697,1.7487153525287489,21.67881038326956,281.03073576710693,,,,,,,,,,0,,45.77223707298767,low,high,,,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,108.05643,0.08333333333333333,0.06344999999999999,-1
18,07/25/2025,8:48:15 PM,3,1,Cole Murray,,Right,O'fallon hoots 2025,Nolan Mccrossin,,Right,Normal cornbelters,Windup,1,Bottom,2,0,0,Changeup,,StrikeCalled,,,,,,,74.49080577336598,0.7483261239447023,0.7653712541891415,,,,5.702510417907034,-1.3759557322728422,6.000000192000004,,,,2.357572855561945,0.6645822169130117,67.03451800629705,-8.420437042355285,0.7653712541891661,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,c0893790-13c7-4ad4-b5b3-6c53c32988cb,74.69322618065723,5.6942543296923525,-1.3759557322728488,0.8454637656076172,0.7653712541891591,67.17907247597,2.3651697468682213,-0.664582216913012,-8.307353400371026,0.7653712541891596,0.515570918492289,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,107.326385,0.0,,-2
19,07/25/2025,8:48:29 PM,3,2,Cole Murray,,Right,O'fallon hoots 2025,Nolan Mccrossin,,Right,Normal cornbelters,Windup,1,Bottom,2,0,1,Changeup,,Foul,,,,,,,75.61221350676385,0.6860667732225358,1.9708437649641763,,,,5.707628671721098,-1.465933461714262,6.000000192000004,,,,2.419430544930808,-0.3664790274604901,68.00444531640113,-8.221752551954806,1.9708437649642436,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,d1b2b357-57c5-4537-b89c-dd592afe27dd,75.81554182506804,5.699828345195659,-1.465933461714267,0.7793115959447734,1.970843764964207,68.15301105542513,2.426491853462569,0.3664790274604852,-8.111578068552495,1.970843764964206,0.5081994362182018,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,106.99175,0.0,,-2
20,07/25/2025,8:48:53 PM,3,3,Cole Murray,,Right,O'fallon hoots 2025,Nolan Mccrossin,,Right,Normal cornbelters,Windup,1,Bottom,2,0,2,Changeup,,BallCalled,,,,,,,76.55513523025286,0.1261773566409945,1.8265475571898464,1973.3865592969528,301.21279119553395,4:00,4.985628603166479,-1.2376160555942384,6.000000192000004,-51.359624170252935,-2.535185339681263,11.753027435386503,0.8229879460730227,-1.4399600025907966,69.00033637794678,-9.556596166571936,4.06221449216858,0.5029098625295457,,,,,,,,,,,,-5.708687463434316,-1.4197011842336795,1.0820244817969362,49.99999999999999,4.96636860234476,-3.8688316062560153,-111.170229894446,-1.1691778512019693,-6.941002889830607,25.20972430098369,-33.900216955571445,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,50c4eb7a-5764-4bed-950d-1d6006233658,76.73023410264742,4.974174863783719,-1.2373622720497903,0.2623735973495861,1.8238529548062907,69.11346856642874,0.8326852424826235,1.4394828802423685,-9.412012454683929,4.054670926372364,0.5027351660248691,11.774339237740453,-5.8005454828226215,56.970664442366505,56.11895759339164,1075.6305700148262,1654.4707278351725,54.50683572092612,0.2824642095340971,0.8383916065712951,-0.4661689440139491,,,,,,,,,,,,,,,,,0.6148856297321597,0,,,medium,high,39.49293816594752,-16.56349843489666,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111.52099,0.0,,-1
21,07/25/2025,8:49:16 PM,3,4,Cole Murray,,Right,O'fallon hoots 2025,Nolan Mccrossin,,Right,Normal cornbelters,Windup,1,Bottom,2,1,2,Fastball,,StrikeCalled,Strikeout,,StrikeoutLooking,1.0,0.0,,85.78453846102155,-1.3490130793632444,2.5362696140619234,2134.5395827446127,124.99582736834266,10:15,5.380922714736477,-0.3639842952550292,6.000000192000004,-24.134005993615578,14.544699907093449,-17.522149152988163,2.114529889683571,-0.5345703173212961,76.96365790941022,-5.9149361901565305,-0.7916363021702103,0.4476179459839711,,,,,,,,,,,,10.340938999595222,8.32701348388836,0.1674010329214703,49.99999999999995,5.256941727608221,-4.972917924188613,-124.54321920198468,-3.6846801503618383,15.900553834766413,29.91590944204406,-19.37017111920164,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,7a32f422-2028-4928-a7e1-92e4a34b81e4,86.01246048123161,5.38058924480454,-0.3723080034087616,-1.3461411074141072,2.635670799472966,77.14341878884669,2.115515665151797,0.541058703109553,-5.899166052407638,-0.692827048633494,0.4474399534648355,-18.455259585345257,13.17962095925567,5.522198592022982,77.07814931879156,2124.6331615729573,205.40973455035345,99.53589892397694,-0.5708550815883787,0.0962314010060359,0.8153919261834404,,,,,,,,,,,,,,,,,0.971893918022058,0,,,medium,high,20.629665613087685,-87.90133273755481,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,111.150925,0.0,0.0,-2
22,07/25/2025,8:51:38 PM,1,1,Cole Murray,,Right,O'fallon hoots 2025,Nolan Mccrossin,,Right,Normal cornbelters,Windup,2,Bottom,0,0,0,Fastball,,StrikeCalled,,,,,,,86.23597215060384,-0.0133120436335961,-6.412364006336122,1734.950875001712,237.8105070630268,2:00,4.907743425073223,3.410265805474471,6.000000192000004,-25.844386699447604,12.729439948292132,16.75154204422278,2.741594405399001,1.1783902643576565,77.15318598673717,-4.898330239170637,-3.256588866345742,0.4470106647692354,,,,,,,,,,,,-11.195708190840833,6.886601315140371,-2.8954745429892,50.00000000000004,4.891661347152488,13.481498053981824,-124.59310953119576,-0.8330611809423004,-17.272278975313508,29.362804974857397,-21.549683795171717,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,38f6fa11-5d39-458e-806e-a6796bf53260,86.4724485823651,4.906396789035194,3.4179803880258053,0.0016047620100179,-6.503728123431086,77.33825042343898,2.7433334370279616,-1.1843830115758318,-4.870640928625543,-3.3476910653672003,0.4468352483078396,17.619068841506028,11.35150428150779,-4.026548665190279,83.29849645794893,1730.6683580949275,-121.82599459152176,99.7531620653651,-0.5314061320662211,-0.0702186997608226,-0.8442019053557729,,,,,,,,,,,,,,,,,0.9638257630347964,0,,,medium,high,15.031353187845994,-37.72871028196816,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,115.3206,0.0,,-1
23,07/25/2025,8:51:53 PM,1,2,Cole Murray,,Right,O'fallon hoots 2025,Nolan Mccrossin,,Right,Normal cornbelters,Windup,2,Bottom,0,0,1,Fastball,,BallCalled,,,,,,,87.96053269368187,3.1293181199926083,-2.3642170010718315,,,,4.353942057600875,3.0762777331071804,6.000000192000004,,,,4.357211706177794,-0.8777414765170729,78.35213888952744,-3.5060618875400134,-2.364217001071859,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,7aa6faa5-f8a0-462a-99cf-03b8511b63d2,88.21130652002299,4.348064151238374,3.0762777331071813,3.19844226290028,-2.364217001071839,78.54661863085862,4.3626579349139165,0.8777414765170778,-3.422959994196405,-2.364217001071839,0.4375273034029071,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,112.60566,0.0,,-1
24,07/25/2025,8:52:09 PM,1,3,Cole Murray,,Right,O'fallon hoots 2025,Nolan Mccrossin,,Right,Normal cornbelters,Windup,2,Bottom,0,1,1,Slider,,BallCalled,,,,,,,74.4057897899174,0.8709955494962545,-4.835476281038091,,,,5.013507472768071,2.311167310153728,6.000000192000004,,,,1.7118716818768906,2.542758260937671,67.04130576656212,-8.514017574145985,-6.989019708993179,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,f09a0513-59b0-494a-99b8-f0ca6290cd36,74.61016444762771,5.005130015092552,2.31116731015372,0.9691529660694724,-4.8354762810380585,67.18704523762948,1.7195075706402738,-2.5427582609376587,-8.39978735310101,-6.989019708993115,0.5180651634620661,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,low,high,,,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,11.836060629557238,,,-0.5148356519491957,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107.58634,0.0,,-1
25,07/25/2025,8:52:23 PM,1,4,Cole Murray,,Right,O'fallon hoots 2025,Nolan Mccrossin,,Right,Normal cornbelters,Windup,2,Bottom,0,2,1,Fastball,,InPlay,,GroundBall,Out,1.0,0.0,,86.30586577929834,-0.3161900859161147,-5.574689326988941,1857.7291661196152,235.744898525187,1:45,5.057072819518229,3.6702665850244407,6.000000192000004,-24.803256639656283,13.609561149175974,16.299160299128143,2.6948701324660216,0.1689622788315683,77.25550416967401,-5.008637800904553,-2.4966254499980205,0.4460767680735453,,,,,,,,,,,,-10.679671506913596,7.464972445474684,-3.224194550104264,50.00000000000002,5.016814370812132,11.68086129098758,-124.87923598346671,-1.4654250759214136,-16.543070256045883,29.620621226936905,-20.61062616562705,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,5fc8cd90-9887-4e44-ade1-e5573ff2a88e,86.54298303611549,5.056470990041577,3.678266955175596,-0.3102006557648566,-5.669332033135097,77.4428785681369,2.6960743114487475,-0.1752150589595106,-4.98921130846285,-2.5908555891814267,0.4458984822711836,17.19387490794427,12.29866975453488,-12.882258925497505,82.59679936802424,1810.970632425433,-414.1775261214796,97.48302742149168,-0.5487110249018949,-0.2229482820612677,-0.805735859123225,,,,,,,,,,,,,,,,,0.6263723466560069,0,,,medium,high,15.662880568778217,8.160557114899586,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,117.79248,0.0,0.0,-1
26,07/25/2025,8:53:01 PM,2,1,Cole Murray,,Right,O'fallon hoots 2025,Austin Weigand,,Left,Normal cornbelters,Windup,2,Bottom,1,0,0,Fastball,,BallCalled,,,,,,,86.50543356121081,0.734220449300245,-4.77997164559633,1668.0003714889872,238.70374924543356,2:00,5.112752951781248,4.114389588904412,6.000000192000004,-26.029044734052796,12.163977949246611,16.399916343421186,3.628464672559356,-1.028238720382132,77.29443067741855,-4.198537691410926,-1.675152201982115,0.4447987292469455,,,,,,,,,,,,-10.48956534557792,6.330594486315998,-3.7336307833576456,50.00000000000001,5.157696767547057,9.965781776524675,-125.30508384311584,0.7983743822557728,-16.33649196014232,30.149321653081515,-22.314755847749804,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,62e0221f-26d7-461d-9759-974d69d3c2f8,86.74320807138903,5.111315466287939,4.121975816573251,0.750209705134147,-4.87056431047481,77.48281994863918,3.63033456428918,1.0221819778207002,-4.169270451725624,-1.7665913621827487,0.444619229034664,17.25375580286254,10.711127060920456,-5.655403416962774,83.72256333123757,1659.8815042592887,-164.37345012294438,99.5132574687348,-0.5169347495024895,-0.0985452119391387,-0.850333643907301,,,,,,,,,,,,,,,,,0.9860072512526687,0,,,medium,high,14.649693001886249,-33.67986475200202,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,115.74223,0.0,,-1
27,07/25/2025,8:53:15 PM,2,2,Cole Murray,,Right,O'fallon hoots 2025,Austin Weigand,,Left,Normal cornbelters,Windup,2,Bottom,1,1,0,Fastball,,BallCalled,,,,,,,86.84506871124184,0.5557484190423312,-4.4240278351507705,1547.3522554460158,241.68487229999783,2:00,4.923900142679676,3.918426632935837,6.000000192000004,-26.962864424509856,10.902554446218849,16.010859469883812,3.195063514185086,-1.1328107566882633,77.64196663543581,-4.554536322504907,-1.3905158785858542,0.4428869718999483,,,,,,,,,,,,-10.163020955156131,5.708833492063801,-3.566621199196743,50.00000000000002,4.953694729130115,9.2354100323866,-125.86160707534692,0.3787609102622388,-15.96359889977969,30.494066827304238,-23.20688042881163,Normal Cornbelters,O'Fallon Hoots 2025,,,,040cdbbe-15cd-404b-a01e-d95a3a6f7e46,dda9f8e8-ac2c-4d7b-bd25-ac1273ac42c4,87.08277009872569,4.922023270554553,3.926016029309425,0.5770183777683845,-4.514619192922787,77.82779158698587,3.197243934184172,1.126869153418241,-4.520387676296615,-1.4809553506023951,0.4427096619510453,16.86500069417812,9.39935714876013,-9.764663849248723,76.48078962325162,1524.935275114026,-262.4336280791421,98.55126844885568,-0.4674490302436282,-0.1696017355812087,-0.8675982108165814,,,,,,,,,,,,,,,,,0.9445945548464922,0,,,medium,high,21.167289339073573,-50.17109673214144,54.667001749344,William Zareh,,O'fallon hoots 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,115.119354,0.0,,-1
