PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,RunValue,ff_diff,ivb_diff,hb_diff,PitchType_Changeup,PitchType_Curveball,PitchType_Cutter,PitchType_Fastball,PitchType_Sinker,PitchType_Slider,PitchType_Knuckleball,PitchType_Splitter,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Stuff+,xBA,xWOBA,Good Swing Decision
102,07/12/2025,7:31:50 PM,3,3,Graham Kasey,,Left,Normal cornbelters,Ben Kearns,,Left,Rex baseball 2025,Stretch,4,Top,2,1,2,Fastball,,StrikeCalled,Strikeout,,StrikeoutLooking,1.0,0.0,,86.42498230706754,0.7934587028662473,-0.3322618385098189,2090.692025326084,127.75825445003429,10:15,4.4275541319257945,0.9411667740354136,6.000000192000004,-25.52041730923953,12.631121920779268,-13.66488747410761,3.038347626302959,0.5063794190150561,77.2189625421191,-4.053220837385137,-2.9313661981899037,0.4445571039565833,,,,,,,,,,,,7.282779280359651,6.561165106457613,-0.906217631664197,50.00000000000004,4.477464960868394,1.1545682993016029,-125.5841730273032,0.9431541847627322,11.342337177086348,31.30974567294536,-21.955567870829743,Normal Cornbelters,REX Baseball 2025,,,,7466ffa9-cb11-44f9-a72b-048a48315ae9,cdbe720e-b3f7-4602-8f64-eab84a630c01,86.67026919016499,4.42725701485998,0.9330897671681644,0.795559469613913,-0.2362252315125922,77.41451238641098,3.039442163480918,-0.5001701562462595,-4.035666396548539,-2.836574487164707,0.4443617503436617,-14.564548584369373,11.139973922574136,33.92450639093126,80.5714153193623,1734.8011508732104,1166.8153717238508,82.97736490397884,-0.5080962828083241,0.5581000728894363,0.6560201795960012,,,,,,,,,,,,,,,,,0.997407913915756,0.0,,,medium,high,17.485726212573944,-65.50437431085321,54.667001749344,Charlie Graham,,Normal cornbelters,2022-11,0.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,64.03899,0.0,0.0,-2
103,07/12/2025,7:34:02 PM,1,1,Blaine Mcrae,,Right,Rex baseball 2025,Max Hennemann,,Left,Normal cornbelters,Stretch,4,Bottom,0,0,0,Changeup,,BallCalled,,,,,,,70.9242950855512,-0.0603674900751042,-5.824438682386756,1626.257500831939,265.3429868851843,2:45,4.827031697360815,2.910717772994185,6.000000192000004,-52.91245404723932,4.0742926382989,19.62278272187961,0.3612639733784769,0.8859705328607536,64.10711174819252,-10.001268890913424,-2.1164240985168585,0.5433234560663874,,,,,,,,,,,,-12.583416965562012,2.2241104329302708,-2.4460161422981765,49.99999999999998,4.7914397280406105,9.961242860214796,-102.57203355877222,-1.4618561531505394,-13.135263746609809,20.16004237672661,-29.85240060797769,Normal Cornbelters,REX Baseball 2025,,,,7466ffa9-cb11-44f9-a72b-048a48315ae9,fec83444-8647-4175-a235-3eef75766f53,71.09072788026076,4.817062313737044,2.9171184733306976,0.0560640482370404,-5.899674297506426,64.21150443657018,0.3696948925582985,-0.8909588964488093,-9.87573609287969,-2.191932062642079,0.5431406041460484,20.33404109070121,1.1009758076819574,26.337602610163724,51.37021835801677,1457.4445770131683,721.5045141556989,89.61954526067295,-0.0727627771800504,0.443659453553082,-0.8932367365542166,,,,,,,,,,,,,,,,,0.9961788234406008,0.0,,,medium,high,43.76680347778492,-69.93736789893337,54.667001749344,Ben Jones,,Rex baseball 2025,2022-11,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,141.24232,0.0,,-1
104,07/12/2025,7:34:30 PM,1,2,Blaine Mcrae,,Right,Rex baseball 2025,Max Hennemann,,Left,Normal cornbelters,Stretch,4,Bottom,0,1,0,Changeup,,BallCalled,,,,,,,74.09115645637756,0.7646743948880573,4.6176701243460005,1626.1033162644717,264.31094866857126,2:45,5.143619941841436,-5.300593271632959,6.000000192000004,-46.82812237436848,5.771610424653218,19.418392570797447,1.9726335688375105,1.5047773853036366,65.6622587229983,-8.047096422159786,-3.5121435845940128,0.5219913321277981,,,,,,,,,,,,-8.807520338644215,2.844738163016505,4.912511768613994,49.99999999999996,5.179260755802583,-9.177618687412728,-107.26100575709884,0.1959886264008097,-9.931000520855957,24.10326724981455,-28.966438920071685,Normal Cornbelters,REX Baseball 2025,,,,7466ffa9-cb11-44f9-a72b-048a48315ae9,ed9e7fb6-412f-4eaa-a05f-4c50c1677b49,74.27786897429094,5.135467920859597,-5.2936017939931554,0.8595957507848396,4.535364617503794,65.78090475126261,1.9805493066933693,-1.5101294023727772,-7.927873168726186,-3.592954172438397,0.5217811379621721,20.19125381265209,2.5480791150293447,23.49469614849585,50.34343604362335,1491.2944422416567,648.2691429533397,91.7096981062371,-0.0909114591397603,0.3986641786344555,-0.9125798481616796,,,,,,,,,,,,,,,,,0.9979258036898908,0.0,,,medium,high,44.690907560738985,-56.83853194853839,54.667001749344,Ben Jones,,Rex baseball 2025,2022-11,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.51278,0.0,,-1
105,07/12/2025,7:34:44 PM,1,3,Blaine Mcrae,,Right,Rex baseball 2025,Max Hennemann,,Left,Normal cornbelters,Stretch,4,Bottom,0,2,0,Sinker,,BallCalled,,,,,,,83.74270405261782,-1.699284044458068,-5.320839469612354,1908.3863359834415,242.96757451588243,2:00,5.039140447540938,3.5371319598409228,6.000000192000004,-29.1929476888985,11.59867103596455,16.64703587775344,1.0197910071374638,0.0350346105798569,75.26902729823875,-7.204853727426583,-2.175343957571517,0.4596814645020458,,,,,,,,,,,,-10.777985423894368,6.839790582484271,-3.112128870337461,49.99999999999998,4.883157107001972,10.78176232025121,-121.17222352260669,-4.493304833912408,-15.722679121790952,27.835878049065798,-22.196319206977936,Normal Cornbelters,REX Baseball 2025,,,,7466ffa9-cb11-44f9-a72b-048a48315ae9,2488e0ea-fc2c-4436-8817-36b350c8c417,83.96311809954207,5.0375246903771815,3.5458286261390053,-1.680940868201706,-5.424846229588711,75.44164434436651,1.0218335244245524,-0.0418050584795215,-7.17242906329005,-2.2789349683456965,0.4595073692647186,17.631649706243408,10.11586760356978,-22.883396440851783,12.106359798977264,1758.1927597372464,-742.0893658959351,92.1298128468942,-0.4187250940602661,-0.38885698975282,-0.8206458049150052,,,,,,,,,,,,,,,,,0.9973950596425588,0.0,,,medium,high,79.10427618092045,16.751244580533122,54.667001749344,Ben Jones,,Rex baseball 2025,2022-11,0.0,5.511464858624308,1.0712892482379068,-2.3146740263513585,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98.77604,0.0,,-1
106,07/12/2025,7:35:00 PM,1,4,Blaine Mcrae,,Right,Rex baseball 2025,Max Hennemann,,Left,Normal cornbelters,Stretch,4,Bottom,0,3,0,Sinker,,StrikeCalled,,,,,,,84.34169036434938,-1.051623198195104,-5.593429401989325,1901.7874370244083,237.02579176766844,2:00,5.32060201479123,3.784761207456048,6.000000192000004,-26.69264324139905,13.526089747818324,16.508471186512583,2.114056786800544,0.054608476530482,75.6589878136867,-6.093819337799002,-2.4766725530069587,0.4564421211030154,,,,,,,,,,,,-10.789365836661968,7.66393250810914,-3.337273644869948,50.0,5.219040177444484,11.44702497816038,-122.0189485114864,-3.063696540766359,-15.964585125588991,28.16348110122023,-20.83404084269369,Normal Cornbelters,REX Baseball 2025,,,,7466ffa9-cb11-44f9-a72b-048a48315ae9,96a99825-5950-4084-9f3d-ebc8b03e1ef6,84.57015016745078,5.319754930254034,3.792958650478917,-1.0424612478152793,-5.6916113813918265,75.83901252522666,2.1154923425961454,-0.0610345605877124,-6.070674612619026,-2.5743743841334576,0.4562645037430014,17.438674398287528,12.150930644048996,-16.354737090065182,27.05282864662601,1824.8348803710664,-535.5120120081189,95.95367204792645,-0.5222388479948982,-0.2815835258886747,-0.804970374357382,,,,,,,,,,,,,,,,,0.995575840572438,0.0,,,medium,high,65.65245421803658,3.49259459500793,54.667001749344,Ben Jones,,Rex baseball 2025,2022-11,0.0,4.912478546892757,-0.8561294636158667,-2.176109335110503,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,116.31282,0.0,,-2
107,07/12/2025,7:35:15 PM,1,5,Blaine Mcrae,,Right,Rex baseball 2025,Max Hennemann,,Left,Normal cornbelters,Stretch,4,Bottom,0,3,1,Sinker,,Foul,,,,,,,84.67045489006198,-0.7109438836312842,-3.545204354236961,1805.628218748314,236.9891932939937,2:00,5.277642002724069,2.230074184002277,6.000000192000004,-27.104260006798384,12.64557893821754,15.198269186083456,2.356905947759216,-0.1974948190930058,75.92003728977613,-5.841209289665458,-0.6621645191690692,0.4537735828223446,86.94364002210409,9.81976405146662,-53.15917181319158,2706.340122136124,-91.5809120744624,60.93387022304233,10.882284743902147,180.9233558934888,,-58.68758186024187,1.7537289787312187,-9.423208839467964,7.081648761004014,-1.9497318252898357,50.00000000000004,5.203925098896616,7.145088836037408,-122.8381951874396,-2.35702001497068,-14.1001222002164,29.02837288451832,-21.577647170407843,Normal Cornbelters,REX Baseball 2025,,,,7466ffa9-cb11-44f9-a72b-048a48315ae9,df0027db-a9fb-445c-b170-306a29f67789,84.90362782258488,5.276612123500728,2.238208427749408,-0.7000003368353068,-3.6412511839218498,76.10275476191883,2.358514880371716,0.1912120794731323,-5.81596642866076,-0.7567978368721959,0.4535870549738379,16.100673425016264,11.175860753241237,-22.944585066579275,23.72224176763329,1662.7711141149143,-703.9072995823075,92.08823260790471,-0.501694121216033,-0.3898406617007046,-0.7722222913268104,-68.56194213169978,51.367125027334026,14.828185925759986,-0.5936272981873147,1.6870346250950294,2.4497024411553685,-154.57118355817764,94.02664474065938,-34.44740036927741,3.306408405054889,0.3511878453866683,0.7090174774776666,0.0245188288844372,0.7047645306493098,,,0.9977303872280504,0.0,0.9972711550870448,45.47938678049753,medium,high,68.64998240913003,11.854556535572852,54.667001749344,Ben Jones,,Rex baseball 2025,2022-11,0.0,4.583714021180157,0.024381345984917147,-0.8659073346813759,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,96.58054,0.0,,-2
108,07/12/2025,7:35:37 PM,1,6,Blaine Mcrae,,Right,Rex baseball 2025,Max Hennemann,,Left,Normal cornbelters,Stretch,4,Bottom,0,3,2,Cutter,,BallCalled,Walk,,Walk,0.0,0.0,,79.61158859166584,1.5296657825943458,-4.553350831535928,2222.5652512003426,217.0590980566328,1:15,4.992767640633691,4.217077238060706,6.000000192000004,-37.50638444310593,7.715775559071844,1.9110120616525976,3.2937372754150207,-0.1355412800114049,71.22225361884536,-5.569284043010013,-4.191836616980393,0.484002019297204,,,,,,,,,,,,-2.6201775166883627,3.643447223791065,-3.846507020735361,50.00000000000001,5.096128508550008,9.1274999355213,-115.2992735326352,2.0135047046104817,-3.443639898908426,26.168422780896325,-27.38554951319889,Normal Cornbelters,REX Baseball 2025,,,,7466ffa9-cb11-44f9-a72b-048a48315ae9,056c7ef2-9de3-451d-ac44-f82392bc9949,79.85090162823587,4.98813937854408,4.222584513640174,1.5822662192221622,-4.618282518509077,71.40449329895281,3.298243561806402,0.1316323248820686,-5.49915003682716,-4.25120811039644,0.4837883851036743,2.526841429234102,5.527294534933628,-78.89779392179163,22.167999171120183,427.9765809395235,-2180.970504617281,19.255973731632213,-0.1536654316475353,-0.98128525290288,-0.1160439035533863,,,,,,,,,,,,,,,,,0.997418795984278,0.0,,,medium,high,70.04880074599183,25.702692990253837,54.667001749344,Ben Jones,,Rex baseball 2025,2022-11,0.695,9.642580319576297,4.954184725130613,12.421349789749483,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,93.149475,,0.695,-2
109,07/12/2025,7:36:16 PM,2,1,Blaine Mcrae,,Right,Rex baseball 2025,Austin Weigand,,Left,Normal cornbelters,Stretch,4,Bottom,0,0,0,Sinker,,BallCalled,,,,,,,83.93430760804623,-2.4203212381625967,-5.181554092226757,1939.668554994741,236.7772727758728,2:00,5.337059164682363,2.970230311091549,6.000000192000004,-27.064465728383592,13.539603060122577,15.810309693497766,0.8216812595857981,0.5411189441016971,75.5178935305722,-7.518420399206407,-2.1945051451179785,0.4586234952740455,,,,,,,,,,,,-10.269215299974208,8.125599227125562,-2.5561874739831647,50.00000000000001,5.123284194337336,10.531830456463329,-121.42619318567684,-5.974122953328688,-15.051723819507927,27.83197254069169,-20.264252015098137,Normal Cornbelters,REX Baseball 2025,,,,7466ffa9-cb11-44f9-a72b-048a48315ae9,c33af08b-925d-467f-831f-394e2cf9cd45,84.15815577240225,5.3362496285110455,2.9783652055340566,-2.411499159289637,-5.2791027917484765,75.69471198928193,0.8230922106185609,-0.5474488282737185,-7.495568465439169,-2.2913582377156128,0.4584470916484995,16.7337828973931,12.171003465455332,-21.724752910898054,31.024141428890907,1801.8992231978257,-717.9646876236043,92.89727456569048,-0.5089796111347564,-0.37014812957338,-0.7771294085430305,,,,,,,,,,,,,,,,,0.9539489655145008,0.0,,,medium,high,62.07827271399818,-1.344397891435205,54.667001749344,Ben Jones,,Rex baseball 2025,2022-11,0.0,5.319861303195907,-0.86964277592012,-1.477947842095686,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,96.236855,0.0,,-1
110,07/12/2025,7:36:54 PM,2,2,Blaine Mcrae,,Right,Rex baseball 2025,Austin Weigand,,Left,Normal cornbelters,Stretch,4,Bottom,0,1,0,Cutter,,BallCalled,,,,,,,79.10841018537243,0.1371207817626177,-4.695250945765788,2136.3866161491787,234.28792570760496,1:45,4.862672076408415,3.826287433494613,6.000000192000004,-36.22340578966267,9.491738968179128,6.571666692151967,1.9719233087575536,-0.0003954273311562,70.98824330103476,-6.706084735597399,-3.4522164395496717,0.4866330176181404,,,,,,,,,,,,-5.167632965633128,5.088965252218154,-3.446780294522523,49.99999999999997,4.852928555295966,9.224874525435236,-114.60131062711072,-0.7583508182028809,-6.721263518159027,25.522031326622606,-25.55510495073173,Normal Cornbelters,REX Baseball 2025,,,,7466ffa9-cb11-44f9-a72b-048a48315ae9,09d38ffd-17fd-4e92-b6cc-47baef95f5d2,79.33829871781094,4.859346797099982,3.833170378518151,0.1753228532724991,-4.77796538021921,71.16900075472205,1.9755999730354163,-0.0048662272296148,-6.648708680587548,-3.532107353138523,0.4864255004380445,7.35475624166645,7.501094352107448,-65.19021009934724,24.179029312559067,896.4431535229976,-1939.210521362516,41.96071753804701,-0.2449298836034119,-0.9077057994577448,-0.3407044668753196,,,,,,,,,,,,,,,,,0.996972834527042,0.0,,,medium,high,68.23887361869684,56.27690548330754,54.667001749344,Ben Jones,,Rex baseball 2025,2022-11,0.0,10.145758725869698,3.178221316023329,7.760695159250113,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,83.36712,0.0,,-2
111,07/12/2025,7:37:12 PM,2,3,Blaine Mcrae,,Right,Rex baseball 2025,Austin Weigand,,Left,Normal cornbelters,Stretch,4,Bottom,0,2,0,Sinker,,StrikeCalled,,,,,,,83.37724683228868,0.8127965717081262,-3.8458858656776975,1939.9216648922345,237.92605780059705,2:00,5.166796974034498,3.0597604376602043,6.000000192000004,-28.700304751066064,12.342868477608016,15.06482421775715,3.5322685371160256,-0.7354427120667176,74.5543701897745,-4.62889937995179,-0.9885672811015777,0.4610966720739166,,,,,,,,,,,,-9.460843434268998,6.40042619782726,-2.7547425862260275,50.00000000000004,5.216547294912759,7.674552560274138,-120.9135194066948,0.8547543250905558,-13.708437605763509,28.24882957676604,-22.90005157590731,Normal Cornbelters,REX Baseball 2025,,,,7466ffa9-cb11-44f9-a72b-048a48315ae9,dd6e1a13-66a4-4998-841d-81705ca9c59e,83.61189135101246,5.165726436106354,3.0682551639082374,0.8241194301774682,-3.94768569361072,74.73936910823548,3.5339890984864035,0.7287850379182844,-4.601578834038161,-1.0893733350469366,0.4609057233656656,16.023608948883307,10.799305300486722,-30.3580612133352,28.3585216167373,1673.9270500831867,-980.4408686494356,86.28838372069914,-0.4582027578908104,-0.5054022986561679,-0.7311762777704958,,,,,,,,,,,,,,,,,0.9979807912586526,0.0,,,medium,high,64.47733054493644,13.487138364808535,54.667001749344,Ben Jones,,Rex baseball 2025,2022-11,0.0,5.876922078953456,0.32709180659444037,-0.7324623663550707,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.03387,0.0,,-1
112,07/12/2025,7:37:32 PM,2,4,Blaine Mcrae,,Right,Rex baseball 2025,Austin Weigand,,Left,Normal cornbelters,Stretch,4,Bottom,0,2,1,Slider,,BallCalled,,,,,,,73.94680614849452,5.836469527528554,-2.058961900061387,2278.920341423834,46.26530136353521,7:30,4.530979311709952,3.523226926234979,6.000000192000004,-57.32404326408072,-4.56006512345877,-8.734703462249026,5.200710229227077,-0.880924626817449,65.76884230487829,-5.035524695755193,-3.718500108370798,0.5228056691661318,,,,,,,,,,,,4.001817081015409,-4.54429571265548,-3.350407371331481,50.00000000000005,4.975298662569146,4.072285782750795,-106.83060751494077,9.407251452407625,4.505324721339042,22.832701405307013,-37.29010746691315,Normal Cornbelters,REX Baseball 2025,,,,7466ffa9-cb11-44f9-a72b-048a48315ae9,b5e1c8a4-b919-4fa4-a8a1-c9a8a4034134,74.13393072403946,4.517665240435754,3.5254032738578123,5.992735583780686,-2.0854849245503204,65.88487728541207,5.211520042189363,0.8796041112514232,-4.867367108619045,-3.738633750029378,0.5226306319738092,-8.480474586890104,-8.06086475997645,-58.39940910994845,9.662842028608312,1194.142139626778,-1941.0055313993585,52.399468200836566,0.3622480649793297,-0.8517215350259448,0.3786116297629795,,,,,,,,,,,,,,,,,0.9972658153585232,0.0,,,medium,high,81.30344217425251,7.748640782289739,54.667001749344,Ben Jones,,Rex baseball 2025,2022-11,0.0,15.307362762747616,17.230025407661227,23.067065313651106,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96.07352,0.0,,-1
113,07/12/2025,7:37:55 PM,2,5,Blaine Mcrae,,Right,Rex baseball 2025,Austin Weigand,,Left,Normal cornbelters,Stretch,4,Bottom,0,3,1,Sinker,,BallCalled,Walk,,Walk,0.0,0.0,,84.97739484331113,0.2133071036571227,-4.300933609226092,1919.6143474362104,237.5153685183563,2:00,5.270339522451206,3.8288128461341433,6.000000192000004,-27.355757696002943,12.174906381398444,14.401653754279982,3.18949997879445,-1.0241653207177903,76.04255433911152,-4.969190513891094,-1.5723841017147422,0.4525208325844067,,,,,,,,,,,,-9.250014882915613,6.513465654108648,-3.4861609565185216,50.00000000000004,5.271925177405629,8.821868323365145,-123.18029813853896,-0.3799211214026147,-13.917561329832967,29.200033022508453,-22.373896952921825,Normal Cornbelters,REX Baseball 2025,,,,7466ffa9-cb11-44f9-a72b-048a48315ae9,572a4576-625b-4c87-82c6-ee4ccc353313,85.21435027783843,5.26943732431625,3.836918751630369,0.222756320132043,-4.398133569861379,76.23145680115458,3.1910591355451623,1.017752033219308,-4.944367665747888,-1.6692372349268203,0.4523351149255861,15.31773930501339,10.725207020574008,-32.356579536870605,32.75725163958983,1621.563018487225,-1027.3522375298294,84.47337459489947,-0.4536839955351049,-0.5351867883785802,-0.712562933178764,,,,,,,,,,,,,,,,,0.9971465468210444,0.0,,,medium,high,60.518473524369135,6.403229158925525,54.667001749344,Ben Jones,,Rex baseball 2025,2022-11,0.695,4.276774067931001,0.4950539028040133,-0.06929190287790199,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111.484184,,0.695,-1
114,07/12/2025,7:38:31 PM,3,1,Blaine Mcrae,,Right,Rex baseball 2025,Jack Novak,,Right,Normal cornbelters,Stretch,4,Bottom,0,0,0,Slider,,StrikeCalled,,,,,,,74.6471908595784,3.587762805221521,-4.847902042986595,2237.521209747802,35.77932210335212,7:15,4.382925618968337,3.2882211037213134,6.000000192000004,-54.5844169409306,-2.759163098636769,-6.155165935883841,3.1850203472898566,1.7411019213881995,66.73554304892224,-6.732686750365188,-6.010846320342973,0.5181341786615684,,,,,,,,,,,,1.591052185931062,-2.7890250201315605,-2.888848877235389,49.99999999999997,4.645174285906815,9.312845498724084,-107.86243066816384,5.327920756822303,1.822940531630148,23.560838391822912,-35.36956183750619,Normal Cornbelters,REX Baseball 2025,,,,7466ffa9-cb11-44f9-a72b-048a48315ae9,b59eaeed-d5ff-423b-811f-ca1a70892284,74.83853024784014,4.371068122592571,3.291835596250456,3.727329908717573,-4.891472809317714,66.86033999045051,3.19516568667498,-1.74357336611551,-6.579901005319377,-6.047536320563943,0.5179494199743799,-5.7387372614375245,-6.13777231412894,-65.96771482493051,10.356279043288431,911.2335020737236,-2043.564207156145,40.72513360337852,0.330392777083459,-0.9133161277995132,0.2381055722833524,,,,,,,,,,,,,,,,,0.99758786303856,0.0,,,medium,high,80.67934886104038,21.738298130368435,54.667001749344,Ben Jones,,Rex baseball 2025,2022-11,0.0,14.60697805166373,15.429123382839226,20.48752778728592,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,93.14174,0.0,,-1
115,07/12/2025,7:38:55 PM,3,2,Blaine Mcrae,,Right,Rex baseball 2025,Jack Novak,,Right,Normal cornbelters,Stretch,4,Bottom,0,0,1,Slider,,StrikeSwinging,,,,,,,74.38671664707955,2.7927112353346293,-4.702959284750759,2211.0990639425427,33.187784652013555,7:00,4.42869065892826,3.61242784739824,6.000000192000004,-56.138665710292045,-4.018920616772633,-6.756723249214395,2.356829076255159,1.3313758641269842,66.67874659683436,-7.810684574338757,-5.980383747938072,0.5196042132657591,,,,,,,,,,,,1.9600002736884137,-3.1904892742741424,-3.224600276217764,50.0,4.624819508567061,9.03091871306298,-107.58676715152863,3.769658526719865,2.2325809125192806,23.56247364490252,-35.80824573942069,Normal Cornbelters,REX Baseball 2025,,,,7466ffa9-cb11-44f9-a72b-048a48315ae9,219fe7bc-62f2-452a-ae92-711c2dcf25e4,74.56718906409522,4.416094819162991,3.615799481473413,2.941036770936912,-4.743548338047208,66.79218380698173,2.367506264072842,-1.3336654873842833,-7.6513289149799455,-6.014237175354405,0.5194267258970037,-6.368889544838628,-7.51254533699126,-62.81616627094914,10.143205792068017,1010.1338572368952,-1966.8728126219296,45.68469471628995,0.3823265454520387,-0.8895453146793247,0.2500710814443991,,,,,,,,,,,,,,,,,0.9974284794222014,0.0,,,medium,high,80.87111478713877,21.243547153057484,54.667001749344,Ben Jones,,Rex baseball 2025,2022-11,0.0,14.86745226416258,16.68888090097509,21.089085100616476,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,86.2165,0.0,,-2
116,07/12/2025,7:39:20 PM,3,3,Blaine Mcrae,,Right,Rex baseball 2025,Jack Novak,,Right,Normal cornbelters,Stretch,4,Bottom,0,0,2,Fastball,,Foul,,,,,,,88.92784745751483,-1.6020598921510434,-4.901139353648691,2067.378972669365,235.3399600101357,1:45,5.210549684020962,2.583486236401995,6.000000192000004,-22.630626303729414,13.502222766518267,15.38120611379158,1.8298659956464915,0.7009773101133114,79.74054183905199,-5.880295837951153,-1.992328718051288,0.4326359714244649,,,,,,,,,,,,-9.957928097986828,7.838195821250622,-2.192206844297713,50.00000000000004,5.066421434955724,10.5472118519107,-128.76274840863044,-4.341685702824127,-16.398072761300643,31.510891668074763,-19.26661501432688,Normal Cornbelters,REX Baseball 2025,,,,7466ffa9-cb11-44f9-a72b-048a48315ae9,53257045-f1ff-4005-9151-35c1a0ea9477,89.16722839425736,5.210663183271751,2.591450779188282,-1.6043795307125128,-4.996283179533166,79.93263330742002,1.8304978901148783,-0.7073142645881496,-5.869555925236053,-2.087250523639781,0.4324650731343673,16.278656630532396,12.345802422420688,-23.961814140094432,23.07708330829089,1889.2046666996432,-839.6198806339265,91.38163305687172,-0.5196928246335762,-0.4061277064987381,-0.7516512848644974,,,,,,,,,,,,,,,,,0.9977586914268888,0.0,,,medium,high,69.2306250225382,12.88867682667732,54.667001749344,Ben Jones,,Rex baseball 2025,2022-11,0.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85.479866,0.0,,-2
