PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,TaggedPitchType2,GeneralPitchType,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Good Swing Decision
1,6/5/2025,6:38:20 PM,1,1,Rj Bergren,,Left,Normal cornbelters,Gio Mendoza,,Left,Rex baseball 2025,Windup,1,Top,0,0,0,Fastball,,StrikeCalled,,,,,,,88.26006959152015,-1.230263514,0.8411125844820795,2331.318887315553,139.92222260096156,10:45,5.045493060315835,0.6210375954280226,6.000000192000004,-20.23655435,16.27046771,-11.36729011,2.2154153270557977,-0.4555442467557151,79.07799772592071,-5.063477824,-1.319792877,0.4348702785281453,,,,,,,,,,,,6.439334354402956,9.225991513845315,-0.682980938,49.99999999999998,4.933552929355397,-1.519876985,-128.2458376,-3.400539258,10.487605359095651,31.978541086033157,-17.14787565,Normal Cornbelters,REX Baseball 2025,,,,6c9f7e7d-254e-4744-8b4d-83a5ccc7ef6d,b908036f-d970-4f7f-9b3f-6a3e98c68a9c,88.50979005391126,5.046965347,0.6145207802052924,-1.249274493,0.919494393,79.28198705027008,2.215051884082748,0.4606381146046308,-5.067970316,-1.242055383,0.4346829794411869,-12.10233908,15.13440876687523,32.623414274363675,74.70668098618289,1963.511723249892,1256.8490231584976,84.22321519090077,-0.644451762,0.5391150176824258,0.5422517160970679,,,,,,,,,,,,,,,,,0.9933330387059992,0.0,,,medium,high,22.763987112435405,2.390308553829619,54.667001749344,Kannan Kleine,,Normal cornbelters,2022-11,Other,Other,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,-2
2,6/5/2025,6:38:32 PM,1,2,Rj Bergren,,Left,Normal cornbelters,Gio Mendoza,,Left,Rex baseball 2025,Windup,1,Top,0,0,1,Slider,,StrikeCalled,,,,,,,78.19956943,0.7669005363219044,-1.704324366,2625.909104349789,254.1342688340272,2:30,4.784409956242124,-0.223430453,6.000000192000004,-41.45013514,5.140127123715885,11.04975958797219,2.0433423939269506,0.887072742,70.18869096534283,-7.083334968,0.3977064356680435,0.4912687057038894,,,,,,,,,,,,-6.573971289,2.5159269350933333,0.3559145724147187,49.99999999999999,4.822969268800721,3.0678619396132736,-113.5930465,0.3505102982607972,-8.386346864,25.396334066910047,-28.96450774,Normal Cornbelters,REX Baseball 2025,,,,6c9f7e7d-254e-4744-8b4d-83a5ccc7ef6d,2aaeebc0-8288-4b4b-acb2-a3121280decf,78.41253869778737,4.7768169036794506,-0.223148334,0.856307458,-1.707367208,70.34515230508373,2.0501777326156145,-0.887594099,-6.980318899,0.3895329530702258,0.491065534676202,11.074083957560692,2.5645937117813444,64.98647308685574,24.41679442198201,1110.3189504065126,2379.619812632953,42.28322102114204,-0.115595539,0.9062079904788554,-0.406724414,,,,,,,,,,,,,,,,,0.9955234025396676,0.0,,,medium,high,111.97511497978384,-20.72361931,54.667001749344,Kannan Kleine,,Normal cornbelters,2022-11,Slider,Breaking,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-2
3,6/5/2025,6:38:47 PM,1,3,Rj Bergren,,Left,Normal cornbelters,Gio Mendoza,,Left,Rex baseball 2025,Windup,1,Top,0,0,2,Fastball,,BallCalled,,,,,,,88.50549689458198,-1.040168003,1.3014301748374342,2339.996381703524,142.8979891156206,10:45,5.255072657094772,0.9000636005125827,6.000000192000004,-19.57355239,16.72930160265545,-10.45898934,2.656861962,-1.2382301407811411,79.25742722059198,-4.750239369,-0.68657338,0.4336525524202761,,,,,,,,,,,,6.104337241,9.407839328,-1.000039261,50.00000000000003,5.158992793354848,-2.586508895,-128.593756,-2.962152827,9.998524917343586,32.09151095307423,-16.76459362,Normal Cornbelters,REX Baseball 2025,,,,6c9f7e7d-254e-4744-8b4d-83a5ccc7ef6d,bf73d078-dc2d-4be8-951f-51cb52b60b5d,88.75842534974223,5.256766187986414,0.8939746614873576,-1.061835434,1.3747455536829865,79.46478756537613,2.656320296718315,1.242998824628443,-4.757358518,-0.613840554,0.4334645747019552,-11.14681026,15.631975508576891,34.10893989930832,51.087494051760864,1937.453461,1312.195547197958,82.79728446713017,-0.660360305,0.5607681949673256,0.4994630102201737,,,,,,,,,,,,,,,,,0.9963470486778676,0.0,,,medium,high,44.02125535341522,78.7025611,54.667001749344,Kannan Kleine,,Normal cornbelters,2022-11,Other,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
4,6/5/2025,6:39:05 PM,1,4,Rj Bergren,,Left,Normal cornbelters,Gio Mendoza,,Left,Rex baseball 2025,Windup,1,Top,0,1,2,Fastball,,BallCalled,,,,,,,89.77259795972856,-2.771483576,2.1478907287046054,2371.0158313705974,142.5639624195506,10:45,5.186725949061378,0.090587212,6.000000192000004,-18.66415776,16.666772388372266,-10.03011139,1.0517568491076026,-1.2519162599089697,80.61735671575977,-6.294964755,0.2438807544970487,0.42780815406979,,,,,,,,,,,,6.148291817633394,9.948734586638324,-0.25981415,50.00000000000001,4.949828622493333,-4.559703164,-130.2615497,-6.916553563,10.352080995221828,32.48011548459365,-15.4230382,Normal Cornbelters,REX Baseball 2025,,,,6c9f7e7d-254e-4744-8b4d-83a5ccc7ef6d,2a0e6eaf-42bb-4d33-a1e9-3f092d8d6962,90.02566339946041,5.188496229646452,0.084606278,-2.793512366,2.2185356804956564,80.82141710924738,1.0511542802418756,1.256400563056037,-6.302999483,0.3125991563845064,0.4276271591679976,-10.69355733,15.67428920283136,35.32074698775804,49.47183555761672,1934.578891112708,1370.8101935246657,81.59282893,-0.64787353,0.5781531170680756,0.4959827238139891,,,,,,,,,,,,,,,,,0.9953197422166354,0.0,,,medium,high,45.47534799814496,83.25949866061734,54.667001749344,Kannan Kleine,,Normal cornbelters,2022-11,Other,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
5,6/5/2025,6:39:23 PM,1,5,Rj Bergren,,Left,Normal cornbelters,Gio Mendoza,,Left,Rex baseball 2025,Windup,1,Top,0,2,2,Slider,,BallCalled,,,,,,,78.53508080943548,-0.606322458,0.9706950749805588,2676.0031549610994,256.0526092039078,2:30,4.808271370781212,-0.827477308,6.000000192000004,-40.58505713,5.646894026648184,10.913897072851912,0.8625689284351152,-0.9842583471015516,70.69482701383099,-8.265859295,3.046360611677552,0.4893759626906233,,,,,,,,,,,,-5.568367923,3.271828022733548,0.7421076571446426,50.000000000000014,4.735467407,-2.242560483,-114.1054334,-2.357607092,-7.155628736,25.94771596694485,-27.96958843,Normal Cornbelters,REX Baseball 2025,,,,6c9f7e7d-254e-4744-8b4d-83a5ccc7ef6d,7a816729-9ca3-433a-9099-211722dc512d,78.74494172,4.801025273416227,-0.827271629,-0.520399111,0.9685087589490746,70.85023430201397,0.869161966,0.9837945021604184,-8.16667496,3.0390470603129764,0.4891751569946743,10.930253148812664,3.052634648599076,67.15252977206488,9.670442799666548,1039.0364128191152,2466.048705560728,38.82792181663999,-0.093587276,0.9215417780763328,-0.376831757,,,,,,,,,,,,,,,,,0.9884636766693008,0.0,,,medium,high,98.70339851969987,9.34061205896282,54.667001749344,Kannan Kleine,,Normal cornbelters,2022-11,Slider,Breaking,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
6,6/5/2025,6:39:38 PM,1,6,Rj Bergren,,Left,Normal cornbelters,Gio Mendoza,,Left,Rex baseball 2025,Windup,1,Top,0,3,2,Slider,,BallCalled,Walk,,Walk,0.0,0.0,,78.14512199256308,0.1455584873194444,0.6440564975580036,2661.263349537401,255.2078873788786,2:30,4.812846790968547,-0.309086842,6.000000192000004,-40.84192904,5.830347934567634,11.134933981076228,1.5446425074206498,-1.2174316173685489,70.23374743473644,-7.578098254,2.762232145971316,0.491700915563266,,,,,,,,,,,,-5.803308783,3.1060813646030296,0.250200013863847,49.99999999999995,4.8011439252787085,-1.590546024,-113.5557581,-0.863302064,-7.38760411,25.65393285716721,-28.22001228,Normal Cornbelters,REX Baseball 2025,,,,6c9f7e7d-254e-4744-8b4d-83a5ccc7ef6d,e1eee721-7445-4052-8201-70ab4106f9f5,78.35820896130909,4.805449414563398,-0.308723133,0.23190232,0.6400693003189601,70.38985535,1.551196043747429,1.2168571087561777,-7.478895047,2.753219756657274,0.4914960998526242,11.168149057403632,3.220098171879481,65.64528271388104,9.6177314480962,1097.463885329984,2424.4371792206625,41.23845486846511,-0.105286997,0.9110098704219164,-0.398717524,,,,,,,,,,,,,,,,,0.9945096827753834,0.0,,,medium,high,98.6559583,9.480566336511878,54.667001749344,Kannan Kleine,,Normal cornbelters,2022-11,Slider,Breaking,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
7,6/5/2025,6:40:10 PM,2,1,Rj Bergren,,Left,Normal cornbelters,Nomar Garcia,,Right,Rex baseball 2025,Stretch,1,Top,0,0,0,Fastball,,BallCalled,,,,,,,86.77288924357934,-1.859205574,1.7789708503879866,2236.0983194085297,140.08268576065697,10:45,4.891568263674996,0.1290537746104992,6.000000192000004,-21.57318765,16.207269306477674,-10.83185108,1.364428380777276,-0.8802952310753576,77.87390874621532,-5.938528627,-0.278655003,0.4423898209911044,,,,,,,,,,,,6.463433233076663,9.398911966050528,-0.267735225,49.99999999999999,4.727512893347268,-3.573617796,-126.0102919,-4.769748038,10.174915389195084,30.60155763985028,-17.37802237,Normal Cornbelters,REX Baseball 2025,,,,6c9f7e7d-254e-4744-8b4d-83a5ccc7ef6d,eb4bf13f-b622-4672-9b7d-6d730ed92208,87.01823330026018,4.892684262063282,0.1226999951187439,-1.873899033,1.855223063061686,78.07434891151411,1.3643613612437169,0.8852884061222628,-5.938361746,-0.203053662,0.4422000932088169,-11.54696353,15.028117087680531,34.24747385897201,84.58141579803402,1848.3914263733373,1258.4056694767355,82.66145590871224,-0.633989624,0.5627684876618468,0.5304232142233838,,,,,,,,,,,,,,,,,0.9972512076068748,0.0,,,medium,high,13.876725781769377,15.530085457917206,54.667001749344,Kannan Kleine,,Normal cornbelters,2022-11,Other,Other,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1
8,6/5/2025,6:40:28 PM,2,2,Rj Bergren,,Left,Normal cornbelters,Nomar Garcia,,Right,Rex baseball 2025,Stretch,1,Top,0,1,0,Fastball,,BallCalled,,,,,,,88.70790077428833,-1.803504838,2.305989115391984,2333.582353931225,134.91707561444952,10:30,4.989494382192971,-0.567681319,6.000000192000004,-20.57748194,15.58969535846104,-12.64153442,1.596625423537525,-0.5231870626119195,79.56224054473547,-5.696442369,-0.094662196,0.4328414368332601,,,,,,,,,,,,7.620273390638934,9.045077151786307,0.3870653728371515,49.99999999999999,4.830509710055408,-4.780228277,-128.783248,-4.718774319,12.531567275842605,31.92922493124251,-17.29938735,Normal Cornbelters,REX Baseball 2025,,,,6c9f7e7d-254e-4744-8b4d-83a5ccc7ef6d,c91a7b21-e88b-47a1-ba67-74733afca66a,88.95441322624866,4.990734576161329,-0.574798791,-1.819519662,2.390848989179275,79.76191633,1.596421040816088,0.5287448164615587,-5.698367719,-0.010814035,0.4326597027877066,-13.43744235,14.488997480077792,31.526998226748432,99.22991051930558,1989.1312741476245,1220.2308702811308,85.23938617,-0.601860511,0.5229002817172885,0.6036051865513617,,,,,,,,,,,,,,,,,0.9973245997435614,0.0,,,medium,high,0.6930805326242969,-3.37459433,54.667001749344,Kannan Kleine,,Normal cornbelters,2022-11,Other,Other,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,-2
9,6/5/2025,6:40:47 PM,2,3,Rj Bergren,,Left,Normal cornbelters,Nomar Garcia,,Right,Rex baseball 2025,Stretch,1,Top,0,2,0,Slider,,StrikeSwinging,,,,,,,78.70977505080818,0.6048625908072742,-1.586736929,2653.1011299014813,252.7194843,2:30,4.593803903971227,0.2322201885605599,6.000000192000004,-41.05951164,4.924346315552732,9.730852210829845,1.7345697582335042,0.431955804,70.65883245423261,-7.170309675,0.2645292092759552,0.4880611342648642,,,,,,,,,,,,-5.819715586,2.4553494180461595,-0.108559798,50.00000000000002,4.619381440250056,2.890801742709668,-114.3440039,0.040390436,-7.52186936,25.752739212665706,-29.00055815,Normal Cornbelters,REX Baseball 2025,,,,6c9f7e7d-254e-4744-8b4d-83a5ccc7ef6d,9f29ce93-0079-4427-adf3-5e5298d00617,78.92394041,4.586437383858074,0.231782009,0.6921294965777796,-1.581120826,70.81823057,1.7412308623696158,-0.431916028,-7.068568543,0.2648322706026926,0.4878599793316839,9.673904933306025,2.3861136314739944,68.59259036265317,24.323923237874386,968.3744249230068,2470.0600354322464,36.499717783429006,-0.108422476,0.9310086251872232,-0.348521888,,,,,,,,,,,,,,,,,0.99542211,0.0,,,medium,high,68.10846908591307,45.03444199691789,54.667001749344,Kannan Kleine,,Normal cornbelters,2022-11,Slider,Breaking,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,-1
10,6/5/2025,6:41:05 PM,2,4,Rj Bergren,,Left,Normal cornbelters,Nomar Garcia,,Right,Rex baseball 2025,Stretch,1,Top,0,2,1,Slider,,BallCalled,,,,,,,79.88557581491354,-0.583258979,0.6848785281065234,2594.119113832661,246.11457334237008,2:15,4.728935536228593,-0.923053404,6.000000192000004,-38.60150855,6.04370417,8.3436882,0.9700083316493014,-0.4088060701494554,71.85271130499311,-7.875618279,2.272094898466427,0.480904643719773,,,,,,,,,,,,-4.277891335,3.4766906693589648,0.8624490879796691,50.00000000000004,4.6591442581249245,-1.628281667,-116.0823049,-2.295119009,-5.693722713,26.70625338,-27.54669674,Normal Cornbelters,REX Baseball 2025,,,,6c9f7e7d-254e-4744-8b4d-83a5ccc7ef6d,51db80a1-4ec9-4932-9c79-2ed5613f7b6f,80.10569332438932,4.722301614594212,-0.92392388,-0.506273243,0.6954857715467158,72.01769566044382,0.9760199204374832,0.4091844306283153,-7.785181502,2.277524758386025,0.4806996096195356,8.240357407264206,3.618367041710295,72.23759348883276,15.583552681345282,791.3892349499195,2470.456851587845,30.50705076455366,-0.123525804,0.9523297671315828,-0.278943346,,,,,,,,,,,,,,,,,0.9976856101602092,0.0,,,medium,high,75.97480258678925,-45.35026592,54.667001749344,Kannan Kleine,,Normal cornbelters,2022-11,Slider,Breaking,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
