PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,RunValue,ff_diff,ivb_diff,hb_diff,ang_diff,PitchType_Changeup,PitchType_Curveball,PitchType_Fastball,PitchType_Sinker,PitchType_Slider,PitchType_Cutter,PitchType_Knuckleball,PitchType_Splitter,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Stuff+,xBA,xWOBA,Good Swing Decision
228,7/24/2025,8:28:42 PM,7,2,Jonny Marquez,,Left,Springfield lucky horseshoes 2025,Austin Weigand,,Left,Normal cornbelters,,5,Bottom,1,0,1,Curveball,,StrikeCalled,,,,,,,64.3215854,1.08038749,1.508613132,,,,6.764060002,-0.826596003,6.000000192,,,,2.34526074,-0.575823605,58.34341167,-11.1633552,1.508613132,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,be48d149-ea09-4cfc-a77a-a69cad7352a4,64.49407087,6.752937935,-0.826596003,1.211280261,1.508613132,58.4503722,2.35539506,0.575823605,-11.01417448,1.508613132,0.59737084,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,17.228691730526307,,,-2.0214166,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,109.26389,0.0,,-2
229,7/24/2025,8:28:59 PM,7,3,Jonny Marquez,,Left,Springfield lucky horseshoes 2025,Austin Weigand,,Left,Normal cornbelters,,5,Bottom,1,0,2,Fastball,,StrikeCalled,Strikeout,,StrikeoutLooking,1.0,0.0,,81.9018624,-2.396432584,2.050001896,1806.559988,150.2866219,11:00,5.970767529,-0.584557855,6.000000192,-22.49602097,19.89741906,-9.62909891,1.866142872,-0.519089415,73.66995891,-6.640730783,0.222602595,0.468620035,,,,,,,,,,,,5.893804604,11.56326485,0.423085726,50.0,5.762289255,-3.969955924,-118.8886151,-5.645936811,8.271650013,26.92442774,-15.94560526,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,8a21868b-1b2f-4f68-bb28-824ac8f10970,82.13913729,5.971972094,-0.589329051,-2.412212961,2.107242789,73.86512171,1.866055612,0.522886853,-6.6407687,0.28010801,0.468413927,-10.16550818,18.62017697,12.37368733,36.49159624,1764.595028,387.1219169,97.67707906,-0.84834087,0.214286777,0.484147649,,,,,,,,,,,,,,,,,0.514533727,0.0,,,medium,high,57.15756339,12.20770622,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,110.8325,0.0,0.0,-2
230,7/24/2025,8:29:29 PM,8,1,Jonny Marquez,,Left,Springfield lucky horseshoes 2025,Max Hennemann,,Left,Normal cornbelters,,5,Bottom,2,0,0,Curveball,,StrikeCalled,,,,,,,63.37532774,4.152727964,-1.626150327,2061.543998,314.4144629,4:30,5.755049562,0.015989328,6.000000192,-82.40129609,-10.85130328,15.84148256,2.756123819,0.175626818,57.23466739,-11.3935537,1.393594951,0.608802349,,,,,,,,,,,,-9.168598676,-7.375696562,0.10738496,50.0,6.046606631,2.245830992,-91.80447895,4.793398955,-7.608606732,17.08851148,-38.29480768,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,b6667c76-ab50-4f75-bb4c-2c294d02cd36,63.46731431,5.734596053,0.018736445,4.393654727,-1.65881543,57.24011752,2.771795921,-0.177743051,-11.16574061,1.361767943,0.608702818,16.14772679,-15.84010324,27.84041129,31.29854011,1822.924003,962.7625531,88.4251806,0.618838029,0.467010432,-0.631617567,,,,,,,,,,,,,,,,,0.993756514,0.0,,,medium,high,61.8313139,-53.22838043,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,18.174949390526308,30.68741354769231,-25.610440092230768,-5.093757074,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,102.21827,0.0,,-2
231,7/24/2025,8:29:47 PM,8,2,Jonny Marquez,,Left,Springfield lucky horseshoes 2025,Max Hennemann,,Left,Normal cornbelters,,5,Bottom,2,0,1,Changeup,,InPlay,,GroundBall,Out,1.0,0.0,,72.94685744,-0.501516775,1.908874514,1126.659343,146.8461527,11:00,6.246107795,-0.563711516,6.000000192,-37.61548272,15.8095493,-7.741630212,2.645106846,-0.565905184,65.70735321,-7.604832933,0.438398865,0.526070463,,,,,,,,,,,,4.837264126,8.723462491,0.412648173,50.0,6.183462072,-3.327576557,-105.9748002,-1.921309933,5.384768966,21.67943544,-22.46322362,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,ac3276a6-f327-4bd6-891a-24e5c89e0497,73.16993803,6.243461453,-0.568587222,-0.471429263,1.967676572,65.88345407,2.648456451,0.569785732,-7.553441626,0.496893361,0.525825696,-8.293109409,13.62798737,28.0583451,8.111400427,994.2420156,529.9472522,88.24690636,-0.738807612,0.470370441,0.48261264,,,,,,,,,,,,,,,,,0.973725671,0.0,,,medium,high,82.69973962,23.59038567,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,120.29944,0.0,0.0,-1
232,7/24/2025,8:32:58 PM,1,1,Dom Panozzo,,Left,Normal cornbelters,Tommy Atkinson,,Right,Springfield lucky horseshoes 2025,,6,Top,0,0,0,Fastball,,BallCalled,,,,,,,93.13591922,-0.970997487,-2.244857635,,,,4.688567281,1.119855849,6.000000192,,,,1.19658545,0.967568869,83.49456703,-6.848137523,-2.244857635,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,08cbf2e8-2daa-4b92-9955-c0d5d638c768,93.38655865,4.683347135,1.119855849,-0.909060486,-2.244857635,83.69132797,1.201421743,-0.967568869,-6.775029334,-2.244857635,0.412674635,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,109.35684,0.0,,-1
233,7/24/2025,8:33:14 PM,1,3,Dom Panozzo,,Left,Normal cornbelters,Tommy Atkinson,,Right,Springfield lucky horseshoes 2025,,6,Top,0,1,1,Slider,,StrikeSwinging,,,,,,,87.10264608,-0.459210591,-4.2718214,,,,5.353288374,2.553672619,6.000000192,,,,1.953947277,1.42390408,78.13465141,-7.191627969,-4.2718214,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,6da74bd4-1ab5-4a4b-a5b1-feb877e18dd6,87.33844355,5.347213879,2.553672619,-0.388065085,-4.2718214,78.31602177,1.95945232,-1.42390408,-7.107885188,-4.2718214,0.442145991,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,5.436292806666671,,,-0.235105409888889,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,107.15397,0.0,,-2
234,7/24/2025,8:33:30 PM,1,3,Dom Panozzo,,Left,Normal cornbelters,Tommy Atkinson,,Right,Springfield lucky horseshoes 2025,,6,Top,0,1,1,Slider,,BallCalled,,,,,,,85.93674645,-0.508290485,-3.254650159,2664.819035,90.63600197,9:00,5.378913243,1.353224601,6.000000192,-34.93505353,3.826642242,-7.903794525,1.994481075,2.333533914,77.11003846,-7.10457422,-4.75325642,0.448097898,,,,,,,,,,,,3.122693494,2.253974538,-1.083278702,50.0,5.317312374,7.333814833,-124.6688472,-2.188290337,4.784893539,31.22508997,-28.7202914,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,4eba08ef-8f91-4344-a59f-ecc9215de527,86.17131696,5.372344046,1.353827099,-0.432245953,-3.262037096,77.28601815,2.000140161,-2.333721083,-7.018152211,-4.755838366,0.447910481,-7.830619053,1.576424598,-74.28968046,17.71758468,721.5632316,-2565.26938,27.07738208,-0.003005617,-0.962642996,0.270757139,,,,,,,,,,,,,,,,,0.59432046,0.0,,,medium,high,105.9458262,24.79597684,54.66700175,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,6.6021924366666696,14.925641074666666,18.70579174166667,-0.18602551588888905,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98.70985,0.0,,-1
235,7/24/2025,8:33:50 PM,1,4,Dom Panozzo,,Left,Normal cornbelters,Tommy Atkinson,,Right,Springfield lucky horseshoes 2025,,6,Top,0,2,1,Slider,,StrikeSwinging,,,,,,,86.70163052,-1.607176076,-2.223118791,2597.773648,144.6058936,10:45,5.604637777,0.848091598,6.000000192,-30.93647861,7.032071315,-4.503234826,1.531381217,1.594368017,77.89916135,-7.444221163,-3.078408624,0.44348969,,,,,,,,,,,,1.661234503,4.369207027,-0.66431802,50.0,5.455734753,5.02678851,-125.8605779,-4.501673188,2.600048952,31.32215123,-25.33566997,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,20dcc02b-cdd4-4748-80b9-477df38a57ae,86.94416525,5.600255941,0.849801044,-1.556258389,-2.243756886,78.08955284,1.535605687,-1.595480512,-7.380364451,-3.094916722,0.443297678,-4.306577044,5.11635137,-78.31116165,4.561629128,526.2998998,-2543.901795,20.25965196,-0.165154125,-0.979262299,0.117343362,,,,,,,,,,,,,,,,,0.986931585,0.0,,,medium,high,94.10546622,35.68906159,54.66700175,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,5.837308366666676,11.720212001666667,15.305232042666669,0.912860075111111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,95.09255,0.0,,-2
236,7/24/2025,8:34:07 PM,1,5,Dom Panozzo,,Left,Normal cornbelters,Tommy Atkinson,,Right,Springfield lucky horseshoes 2025,,6,Top,0,2,2,Slider,,InPlay,,GroundBall,Single,0.0,0.0,,86.80411417,-0.095225175,-3.240774533,,,,5.165054669,1.936520203,6.000000192,,,,2.092639281,1.078651292,77.83210041,-6.868093001,-3.240774533,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,5652ab50-165e-4179-a405-b82df98b39bb,87.04154215,5.158891484,1.936520203,-0.023266446,-3.240774533,78.01192999,2.098135403,-1.078651292,-6.784532514,-3.240774533,0.443082552,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Nolan Mccrossin,,Normal cornbelters,2022-11,0.891,5.734824716666665,,,-0.599090825888889,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,106.20759,0.0,0.891,-2
237,7/24/2025,8:34:43 PM,2,1,Dom Panozzo,,Left,Normal cornbelters,Brady Vessells,,Right,Springfield lucky horseshoes 2025,,6,Top,0,0,0,Fastball,,BallCalled,,,,,,,93.04160779,0.199112724,-2.514671561,,,,4.416737805,0.818751861,6.000000192,,,,2.00782715,1.519869779,83.24783709,-5.702590677,-2.514671561,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,2be913db-fd8c-4674-afe6-146db748f393,93.29620945,4.411482494,0.818751861,0.261141713,-2.514671561,83.44739252,2.012654973,-1.519869779,-5.629121748,-2.514671561,0.413093102,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,109.48636,0.0,,-1
238,7/24/2025,8:35:13 PM,2,2,Dom Panozzo,,Left,Normal cornbelters,Brady Vessells,,Right,Springfield lucky horseshoes 2025,,6,Top,0,1,0,Slider,,Foul,,,,,,,84.54566425,0.497457148,-4.119592153,,,,5.240373803,2.392549568,6.000000192,,,,2.551809518,1.442784739,75.76433498,-6.655601162,-4.119592153,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,d67dadca-6914-4158-adff-7bacf5083980,84.77872518,5.233854941,2.392549568,0.57329068,-4.119592153,75.94039556,2.557710831,-1.442784739,-6.566839504,-4.119592153,0.455400834,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,7.993274636666669,,,-1.191773148888889,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.34083,0.0,,-1
239,7/24/2025,8:35:36 PM,2,3,Dom Panozzo,,Left,Normal cornbelters,Brady Vessells,,Right,Springfield lucky horseshoes 2025,,6,Top,0,1,1,Slider,,InPlay,,LineDrive,Single,0.0,1.0,,85.72702532,-0.339338509,-3.699989306,,,,5.536516715,2.091609634,6.000000192,,,,2.158101859,1.35192508,76.9266607,-7.282081115,-3.699989306,,88.08055881,14.43676798,-1.317747757,1307.680617,3.751230569,109.936019,20.0230595,235.2825636,,4.757703154,2.466654077,,,,,,,,,,,,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,c4fd0d99-26e8-43f7-8008-2a858c89d12d,85.96122086,5.53011415,2.091609634,-0.26525268,-3.699989306,77.10307125,2.163831189,-1.35192508,-7.196287297,-3.699989306,0.448893097,,,,,,,,,,,-1.961628167,85.27671298,21.9594872,1.33011866,1.820896799,2.214014872,19.51485119,234.4718646,22.61494629,39.86781241,0.537426747,0.655700697,0.107594372,-0.747315226,,,,0.0,0.942095499,49.86078514,low,high,,,54.66700175,Nolan Mccrossin,,Normal cornbelters,2022-11,0.891,6.811913566666675,,,-0.354977491888889,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,107.495636,1.0,0.8140499999999999,-2
240,7/24/2025,8:36:12 PM,3,1,Dom Panozzo,,Left,Normal cornbelters,Cal Darling,,Right,Kcl bluecaps 2025,,6,Top,0,0,0,Slider,,Foul,,,,,,,84.50403094,-0.001911437,-2.891011894,,,,5.680619192,2.487281025,6.000000192,,,,2.532279455,0.201889716,75.81533278,-7.14424618,-2.891011894,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,3ff52d01-a181-4b39-ab60-0a0abdf77596,84.73400585,5.674145787,2.487281025,0.073711445,-2.891011894,75.98899219,2.538024965,-0.201889716,-7.056018212,-2.891011894,0.454993182,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,8.034907946666664,,,-0.692404563888889,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,107.29712,0.0,,-2
241,7/24/2025,8:36:46 PM,3,2,Dom Panozzo,,Left,Normal cornbelters,Cal Darling,,Right,Kcl bluecaps 2025,,6,Top,0,0,1,Slider,,InPlay,,GroundBall,Out,1.0,0.0,,86.68987643,-0.816568478,-2.474695066,2550.303503,118.1768781,10:00,5.729412666,2.485187624,6.000000192,-32.59300355,5.403101069,-5.430083658,2.253655456,0.268716582,77.7941487,-6.975638253,-3.505801084,0.443650586,,,,,,,,,,,,2.070045457,3.213187846,-2.280354439,50.0,5.644030165,5.608821074,-125.8511764,-2.814159461,3.236944928,31.49348112,-27.1495647,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,dcc3cf16-b8d0-4159-9908-0cb892f2c345,86.93090846,5.724138034,2.486660952,-0.755221335,-2.4924806,77.98053042,2.258485273,-0.26961055,-6.902021785,-3.519122619,0.443461111,-5.259760892,3.363637593,-78.93744751,89.09550365,489.3536587,-2502.914492,19.18805578,-0.090605054,-0.981418286,0.169141576,,,,,,,,,,,,,,,,,0.602067799,0.0,,,medium,high,9.814046713,32.50621413,54.66700175,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,5.8490624566666725,13.349182247666667,16.232080874666668,0.12225247711111098,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,100.169975,0.0,0.0,-1
242,7/24/2025,8:37:27 PM,4,1,Dom Panozzo,,Left,Normal cornbelters,Charlie Linderman,,Right,Springfield lucky horseshoes 2025,,6,Top,1,0,0,Fastball,,Foul,,,,,,,92.61681551,-1.16784283,1.638157492,2379.573437,214.1582163,1:15,5.861135596,-1.207234205,6.000000192,-14.7099189,18.71990964,10.97347134,3.532623322,-0.614531901,82.51581442,-3.880422152,-0.077733217,0.414861715,,,,,,,,,,,,-5.33262941,10.21117141,1.067465887,50.0,5.757229662,-4.21186859,-134.5226997,-3.248881667,-9.538935604,35.66231838,-13.90844383,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,b214abef-0609-4259-84be-75fc96b2bc29,92.87987275,5.86394722,-1.201331123,-1.202360069,1.568348717,82.72965941,3.531010038,0.610074166,-3.903960422,-0.145906916,0.414678027,11.6185476,17.88523765,-23.18350932,83.4944644,2187.419747,-936.7841746,91.92486828,-0.760669333,-0.393677354,-0.516139814,,,,,,,,,,,,,,,,,0.936212134,0.0,,,medium,high,14.85498204,86.22350682,54.66700175,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110.16217,0.0,,-1
243,7/24/2025,8:37:52 PM,4,2,Dom Panozzo,,Left,Normal cornbelters,Charlie Linderman,,Right,Springfield lucky horseshoes 2025,,6,Top,1,0,1,Slider,,BallCalled,,,,1.0,,,82.25307597,-2.631817959,-4.665173749,,,,5.932602569,1.540104591,6.000000192,,,,0.133682248,2.805285426,74.2513347,-10.14179163,-4.665173749,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,1b7c64dd-82ee-4cdb-9ceb-f31f03c653c0,82.46713594,5.925739306,1.540104591,-2.551299541,-4.665173749,74.41154586,0.139941955,-2.805285426,-10.0488733,-4.665173749,0.469063578,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,10.285862916666673,,,1.937501958111111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107.29122,0.0,,-1
244,7/24/2025,8:38:25 PM,4,3,Dom Panozzo,,Left,Normal cornbelters,Charlie Linderman,,Right,Springfield lucky horseshoes 2025,,6,Top,2,1,1,Fastball,,BallCalled,,,,,,,93.34831349,-1.537005573,-1.187378414,,,,4.77382598,0.997160235,6.000000192,,,,0.770012366,0.106539758,83.76592642,-7.377186018,-1.187378414,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,28d7c690-145f-4c93-9c3c-45d5b1512523,93.60017916,4.768449443,0.997160235,-1.47470964,-1.187378414,83.96028834,0.774804943,-0.106539758,-7.305090713,-1.187378414,0.411588758,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,109.07268,0.0,,-1
245,7/24/2025,8:38:45 PM,4,4,Dom Panozzo,,Left,Normal cornbelters,Charlie Linderman,,Right,Springfield lucky horseshoes 2025,,6,Top,2,2,1,Slider,,BallCalled,,,,,,,85.87203905,-1.316009582,-5.420406755,,,,5.53780409,2.210639702,6.000000192,,,,1.240058593,2.842135,77.18025411,-8.240988069,-5.420406755,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,896e8f6d-3d00-46ba-988a-37172f073f34,86.10338016,5.53141366,2.210639702,-1.241955397,-5.420406755,77.35504555,1.245717777,-2.842135,-8.155295099,-5.420406755,0.449414818,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,6.666899836666673,,,0.621693581111111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107.928085,0.0,,-1
246,7/24/2025,8:39:07 PM,4,5,Dom Panozzo,,Left,Normal cornbelters,Charlie Linderman,,Right,Springfield lucky horseshoes 2025,,6,Top,2,3,1,Fastball,,BallCalled,Walk,,Walk,0.0,0.0,,90.81507156,1.723624093,-0.268806858,,,,4.667757484,1.258313596,6.000000192,,,,3.550280576,-1.00848437,81.08174135,-4.479575456,-0.268806858,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,55ab61e3-7590-4880-9cec-00fe988de20d,91.06821345,4.662232028,1.258313596,1.788481001,-0.268806858,81.27898997,3.555272523,1.00848437,-4.402357807,-0.268806858,0.422965301,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Nolan Mccrossin,,Normal cornbelters,2022-11,0.695,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,109.611626,,0.695,-1
247,7/24/2025,8:39:41 PM,5,1,Dom Panozzo,,Left,Normal cornbelters,Cj Schoeffel,,Left,Springfield lucky horseshoes 2025,,6,Top,2,0,0,Slider,,BallCalled,,,,,,,81.25263854,-0.810630202,-4.87370608,,,,5.8191641,2.70632379,6.000000192,,,,1.642562161,1.834224261,73.10462759,-8.534861795,-4.87370608,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,2206e1ce-fd71-4d92-86d1-4db5b6654e35,81.47210763,5.812004165,2.70632379,-0.727782838,-4.87370608,73.26621233,1.648920233,-1.834224261,-8.43965163,-4.87370608,0.474451556,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.66700175,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,11.286300346666664,,,0.11631420111111102,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,109.2553,0.0,,-1
248,7/24/2025,8:39:59 PM,5,2,Dom Panozzo,,Left,Normal cornbelters,Cj Schoeffel,,Left,Springfield lucky horseshoes 2025,,6,Top,2,1,0,Fastball,,BallCalled,,,,,,,91.01987081,-2.521702759,-1.693371723,2250.283172,214.4943525,1:15,5.779029053,2.398423639,6.000000192,-15.67747024,18.66518485,10.91439459,2.126379487,-1.733689203,81.64369339,-5.485376608,0.379282456,0.421782403,,,,,,,,,,,,-6.474504295,10.94678456,-2.266772503,50.0,5.564321622,3.546711334,-132.1315234,-6.338150404,-11.21455212,33.46554193,-13.21301713,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,95d59f39-546d-4231-bdbe-de8cb92fd11f,91.27433483,5.781644724,2.404131914,-2.553599613,-1.760808904,81.85141877,2.125058711,1.729295193,-5.50427193,0.312618275,0.421603481,11.54595928,17.79165931,-20.72120515,67.68206736,2104.71943,-796.1975101,93.53131447,-0.770868272,-0.35382103,-0.529691218,,,,,,,,,,,,,,,,,0.943919073,0.0,,,medium,high,29.08613938,-3.642728495,54.66700175,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,112.92491,0.0,,-1
