PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,RunValue,ff_diff,ivb_diff,hb_diff,ang_diff,PitchType_Changeup,PitchType_Curveball,PitchType_Fastball,PitchType_Sinker,PitchType_Slider,PitchType_Cutter,PitchType_Knuckleball,PitchType_Splitter,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Stuff+,xBA,xWOBA,Good Swing Decision
54,7/24/2025,6:54:59 PM,4,5,Will Davidsmeier,,Right,Normal cornbelters,Cj Schoeffel,,Left,Springfield lucky horseshoes 2025,,2,Top,2,3,1,Fastball,,BallCalled,Walk,,Walk,0.0,0.0,,87.2891994,-0.516293866,-5.698552703,2058.257921,211.3190061,1:00,5.978611975,4.369269731,6.000000192,-19.37853497,18.22718768,8.87385603,3.881497564,0.204973761,78.06698873,-4.181728313,-4.025328028,0.441365611,,,,,,,,,,,,-6.725357243,10.03309566,-3.908700564,50.0,5.925121832,12.32010751,-126.2628795,-1.75354857,-10.63858784,30.52928164,-16.30307566,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,6d053be8-7812-43cb-9bc9-0d83e3c37fb8,87.54792549,5.980516164,4.374452654,-0.540231426,-5.759853999,78.2786722,3.880809778,-0.208983537,-4.190642638,-4.085994082,0.441171778,9.454101816,17.17265462,-33.18330902,27.21129042,1722.605014,-1126.524582,83.69237871,-0.71497265,-0.547319445,-0.435035097,,,,,,,,,,,,,,,,,0.996484935,0.0,,,medium,high,65.50983862,-8.376916593,54.66700175,Nolan Mccrossin,,Normal cornbelters,2022-11,0.695,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114.09012,,0.695,-1
55,7/24/2025,6:55:37 PM,5,1,Will Davidsmeier,,Right,Normal cornbelters,Jarrett Chapman,,Right,Springfield lucky horseshoes 2025,,2,Top,2,0,0,Curveball,,BallCalled,,,,,,,70.88568044,2.530379876,-4.433143882,2692.470571,24.42762875,6:45,5.623649306,3.042944838,6.000000192,-71.34578504,-13.79527121,-9.661838538,2.038477663,1.890585862,63.91435212,-10.89774376,-6.263692507,0.546004378,,,,,,,,,,,,3.580968817,-8.433591635,-2.675583756,50.0,5.789611368,8.19538999,-102.5539002,2.739343471,3.690172499,22.07405528,-40.8648284,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,11ccd8aa-c6aa-4fc5-862a-7ade05249a03,70.9948891,5.604497092,3.04483217,2.754892126,-4.455698448,63.94416455,2.053227122,-1.891778578,-10.68239407,-6.281292725,0.545894941,-9.445734604,-18.34828176,-36.89241196,34.62101847,2153.341479,-1616.328633,79.97641654,0.728172757,-0.600314317,0.330737292,,,,,,,,,,,,,,,,,0.997393132,0.0,,,medium,high,58.84108338,75.94034868,54.66700175,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,15.394012921333342,32.89316621551724,18.753364501965514,-3.9768766560666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100.20177,0.0,,-1
56,7/24/2025,6:55:56 PM,5,2,Will Davidsmeier,,Right,Normal cornbelters,Jarrett Chapman,,Right,Springfield lucky horseshoes 2025,,2,Top,2,1,0,Fastball,,BallCalled,,,,,,,87.06717231,-0.573819562,-4.07551683,2142.599514,206.0833999,12:45,6.102904358,3.453039385,6.000000192,-18.26495408,19.37452689,7.785337659,4.046150612,-0.307656801,77.87802303,-4.034811346,-2.601388977,0.441563671,,,,,,,,,,,,-5.595019354,10.67562805,-3.125016281,50.0,6.045469662,8.749842099,-126.2399449,-1.842169658,-8.841097577,30.68329902,-15.30471218,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,c66d9d69-58ad-492d-9416-2c0af6ca715f,87.32470134,6.105255977,3.457556785,-0.603371771,-4.129766548,78.09157944,4.045092437,0.304092585,-4.049492082,-2.655552001,0.441368015,8.296503181,18.33870828,-30.64547436,17.95645093,1843.359221,-1092.135275,86.03377389,-0.772716642,-0.509724411,-0.378272411,,,,,,,,,,,,,,,,,0.997378667,0.0,,,medium,high,73.83919416,18.85743376,54.66700175,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,113.67393,0.0,,-1
57,7/24/2025,6:56:16 PM,5,3,Will Davidsmeier,,Right,Normal cornbelters,Jarrett Chapman,,Right,Springfield lucky horseshoes 2025,,2,Top,2,2,0,Fastball,,InPlay,,GroundBall,Out,1.0,0.0,,84.91643423,-1.584681354,-5.145833229,2054.485371,214.0341341,1:15,6.044600066,3.64985868,6.000000192,-20.81607404,18.83185081,10.29284739,2.830797228,0.287809263,76.15758293,-5.517020648,-3.202593563,0.453191497,80.84259104,-10.46290335,-33.31527265,,61.6755004,-91.08310846,10.95551185,16.60608298,,-28.08838135,0.127090362,-7.284936449,10.71274946,-3.235545014,50.0,5.902894628,10.75289398,-122.9113073,-4.052684071,-10.93343255,28.65891343,-16.09606118,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,d098c0bd-c696-42f6-ae11-be9008cb8612,85.16166465,6.046259511,3.655413612,-1.605816895,-5.212484528,76.36043749,2.830298299,-0.292223625,-5.522978417,-3.269559172,0.452998259,10.92266654,17.73019824,-26.44930152,15.74687038,1839.439983,-915.0796073,89.53288299,-0.741962837,-0.445405755,-0.501103644,-43.66414357,66.43370821,-14.68092322,0.212244543,2.466576222,2.941217008,-7.818691709,14.65025774,,,,,,,,,0.996131871,0.0,,42.79344724,medium,high,75.82781666,15.02733594,54.66700175,Nolan Mccrossin,,Normal cornbelters,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,116.06288,0.25,0.3221,-1
58,7/24/2025,6:58:28 PM,1,1,Trey Carter,,Right,Springfield lucky horseshoes 2025,Nolan Mccrossin,,Right,Normal cornbelters,,2,Bottom,0,0,0,Slider,,BallCalled,,,,,,,82.82430405,0.365464544,-1.794527416,2514.561382,98.10881526,9:15,5.286040073,3.432188504,6.000000192,-37.47013947,4.126771872,-7.100659716,2.503360002,-1.172098829,74.27022793,-6.729211557,-3.144270473,0.464196717,,,,,,,,,,,,3.212368852,2.105968388,-3.281873306,50.0,5.294214726,3.98113633,-120.2991178,-0.351453943,4.58792667,28.8610407,-29.16629146,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,c6b32ace-273f-4b6d-a4c2-b852fb1e6f35,83.05115795,5.27943363,3.433434856,0.443711963,-1.809849843,74.4433752,2.50947841,1.17138755,-6.636965003,-3.154678071,0.464002466,-6.95309531,1.777851597,-75.30716969,46.98962305,637.7855349,-2432.333973,25.36368925,-0.035776384,-0.967299502,0.251101023,,,,,,,,,,,,,,,,,0.997061519,0.0,,,medium,high,47.70933925,-59.94764936,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,7.091410380952382,16.32535120038095,17.8096793862381,-2.2471895260476193,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,99.78645,0.0,,-1
59,7/24/2025,6:58:39 PM,1,2,Trey Carter,,Right,Springfield lucky horseshoes 2025,Nolan Mccrossin,,Right,Normal cornbelters,,2,Bottom,0,1,0,Fastball,,BallCalled,,,,,,,89.11570997,-0.091248792,-3.046906118,2229.334418,211.8666786,1:00,5.795368391,3.298714599,6.000000192,-15.48401767,20.38213911,11.40612825,4.420107342,-1.414777661,79.5950731,-3.031137848,-0.881820632,0.431036397,,,,,,,,,,,,-7.210555808,11.05862521,-3.05689599,50.0,5.778965667,6.517907047,-129.3552167,-0.70519873,-11.95537044,32.37731502,-13.83843657,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,ebedd56a-d6ca-4ec9-8d8f-57985b9bffce,89.37378576,5.798235933,3.3040974,-0.126619612,-3.111015209,79.8061076,4.418597984,1.410589679,-3.053088619,-0.945770263,0.430848438,12.00833862,19.44053291,-3.574080883,4.232465824,2224.998432,-138.9745505,99.80550311,-0.847627046,-0.062339032,-0.526917675,,,,,,,,,,,,,,,,,0.995897017,0.0,,,medium,high,93.80921924,-1.629154578,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,115.30062,0.0,,-1
60,7/24/2025,6:58:55 PM,1,3,Trey Carter,,Right,Springfield lucky horseshoes 2025,Nolan Mccrossin,,Right,Normal cornbelters,,2,Bottom,0,2,0,Changeup,,BallCalled,,,,,,,76.80652496,0.265258407,-5.051001944,1290.477849,231.8055126,1:45,5.706156359,4.505183582,6.000000192,-35.03778998,13.41100338,14.16747788,3.033832707,-0.979238721,68.92140295,-6.355674473,-2.372381022,0.500971483,,,,,,,,,,,,-9.362112974,7.163376951,-4.100896904,50.0,5.707544136,9.437589271,-111.2241571,-0.455083807,-11.4961725,23.62127218,-23.37780697,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,79ac233f-38f5-4ab6-857a-df13c14853e4,77.02969979,5.702784578,4.510791661,0.303624015,-5.11700054,69.09300548,3.037403178,0.974803859,-6.300796678,-2.43937395,0.500755398,14.78885271,11.41574666,10.25717225,56.80121846,1269.853967,229.7911671,98.40184148,-0.608450845,0.178066727,-0.773356198,,,,,,,,,,,,,,,,,0.996849401,0.0,,,medium,high,38.87890339,-10.60881086,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,118.91885,0.0,,-2
61,7/24/2025,6:59:08 PM,1,4,Trey Carter,,Right,Springfield lucky horseshoes 2025,Nolan Mccrossin,,Right,Normal cornbelters,,2,Bottom,0,3,0,Fastball,,StrikeCalled,,,,,,,89.5504859,-0.926431673,-5.439294985,2084.993031,209.7124464,1:00,5.441257355,4.311187585,6.000000192,-15.35609966,20.33107186,10.34751586,3.296592651,-0.102992704,80.07731778,-3.83367555,-3.486593244,0.429959537,,,,,,,,,,,,-7.424325647,11.30663152,-3.87279344,50.0,5.356547615,12.00449489,-129.5842952,-2.601356168,-12.37735587,32.01509275,-13.32436429,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,b8c578d7-cc63-4f69-8221-83d610d3daec,89.80775507,5.444001724,4.315986235,-0.960462957,-5.496883549,80.2916931,3.295089345,0.099103798,-3.854967037,-3.545036302,0.42977569,10.89142011,19.45889494,-8.000683781,83.79333303,2064.698559,-290.1995889,99.02664076,-0.860070008,-0.13918492,-0.490822921,,,,,,,,,,,,,,,,,0.996718822,0.0,,,medium,high,14.58600028,15.48088045,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,113.95892,0.0,,-2
62,7/24/2025,6:59:22 PM,1,5,Trey Carter,,Right,Springfield lucky horseshoes 2025,Nolan Mccrossin,,Right,Normal cornbelters,,2,Bottom,0,3,1,Fastball,,StrikeCalled,,,,,,,89.80865912,-2.132396286,-5.350244993,2111.536489,211.2593486,1:00,5.458404576,4.662022302,6.000000192,-15.33294997,20.13631873,11.11386894,2.189231494,-0.601190782,80.48767642,-5.031084502,-3.253453097,0.428644879,,,,,,,,,,,,-7.785659118,11.5955944,-4.231397652,50.0,5.274974413,11.80625899,-129.9157062,-5.355974607,-13.06374539,31.84557246,-12.71752182,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,f5dc7af3-9630-4f07-b612-cddd38a5ecbd,90.06266564,5.460926113,4.667051163,-2.163192654,-5.40971133,80.6955083,2.187939351,0.597283115,-5.049367043,-3.31282309,0.428465984,11.67572428,19.28975847,-1.024213412,64.01997054,2111.199129,-37.74359739,99.98402304,-0.854690639,-0.017874944,-0.518829836,,,,,,,,,,,,,,,,,0.996531634,0.0,,,medium,high,32.38202651,-54.15712872,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,113.79682,0.0,,-2
63,7/24/2025,6:59:41 PM,1,6,Trey Carter,,Right,Springfield lucky horseshoes 2025,Nolan Mccrossin,,Right,Normal cornbelters,,2,Bottom,0,3,2,Fastball,,InPlay,,FlyBall,Out,1.0,0.0,,89.15971118,-1.237056936,-5.23285173,2115.89888,208.6532236,1:00,5.412953943,4.326698114,6.000000192,-15.275844,20.69967133,10.10966827,2.985262809,-0.292223714,79.78117983,-4.128506522,-3.324333735,0.431693028,91.63512278,45.35260002,-26.87573076,3352.230829,-49.22936019,98.3690505,104.4683991,313.5054743,,-23.7512058,6.121918875,-7.221593898,11.60880029,-3.905129834,50.0,5.302897481,11.49366524,-129.051293,-3.29029134,-11.94362978,31.6888409,-12.974519,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,1651fd6e-5ff5-47ca-bcc1-cc00661e9604,89.41702978,5.41583616,4.331463683,-1.272365619,-5.289277197,79.99300944,2.983716042,0.288495501,-4.150622255,-3.380825126,0.431507727,10.64237643,19.83691317,-7.112649163,65.83507657,2099.616247,-261.9917663,99.23046261,-0.870784944,-0.123820551,-0.475817246,-29.11058381,57.44038392,65.19334271,-0.466768627,2.700539973,3.45604119,-126.269331,286.9525021,13.25726278,10.24966016,1.134815901,0.938888104,0.090313593,-0.33216349,,,0.995374037,0.0,0.996519213,48.78759406,medium,high,30.74843109,-52.24579747,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,114.05823,0.16666666666666666,0.10389999999999999,-1
64,7/24/2025,7:00:18 PM,2,1,Trey Carter,,Right,Springfield lucky horseshoes 2025,Caleb Royer,,Left,Normal cornbelters,,2,Bottom,1,0,0,Curveball,,BallCalled,,,,,,,76.29117025,3.172926017,-5.021546455,2723.297801,39.89093458,7:15,4.910508737,6.841090379,6.000000192,-60.3978855,-10.58536075,-13.47710501,2.840640451,-1.039018514,68.3588931,-8.224750065,-7.565817662,0.5079732,,,,,,,,,,,,5.43276362,-6.931882912,-6.423284103,50.0,5.135586234,10.05165089,-110.2209368,4.489781695,6.468525698,25.45163384,-40.42750324,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,48bce1eb-64ca-4b09-ab1a-e2194dcfccfc,76.43607298,4.894553485,6.840024294,3.362343773,-5.009224956,68.43075938,2.852986449,1.040025504,-8.034192603,-7.549856954,0.507841775,-13.59070473,-14.50987399,-37.67065615,34.17884982,2155.589929,-1664.266496,79.15366172,0.607319635,-0.611121742,0.507634787,,,,,,,,,,,,,,,,,0.995139351,0.0,,,medium,high,59.23903516,29.40932496,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,13.624544180952384,31.03748382238095,24.1861246802381,-5.054650999047619,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,106.401825,0.0,,-1
65,7/24/2025,7:00:31 PM,2,2,Trey Carter,,Right,Springfield lucky horseshoes 2025,Caleb Royer,,Left,Normal cornbelters,,2,Bottom,1,1,0,Fastball,,Foul,,,,,,,90.01646188,-1.122740929,-6.723725932,2138.618582,207.9063158,1:00,5.692828665,5.060611536,6.000000192,-14.56150358,20.91118126,9.888459221,3.428540735,0.393182951,80.48889987,-3.874804572,-4.865978372,0.42866552,,,,,,,,,,,,-7.598567355,11.68364939,-4.516139311,50.0,5.592287685,14.99890778,-129.9452547,-3.036572492,-12.74633786,32.04109055,-12.5751258,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,9690daa3-316d-4fc5-ac68-7183c716643f,90.27536541,5.695870517,5.065194996,-1.160298622,-6.778573464,80.70494232,3.426819756,-0.396825392,-3.899763684,-4.921601863,0.428485207,10.4100198,20.10813508,-9.157670868,3.935348533,2111.359991,-340.3651386,98.72541129,-0.872450325,-0.159151866,-0.462061808,,,,,,,,,,,,,,,,,0.995060936,0.0,,,medium,high,93.54181368,-6.623930986,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114.54844,0.0,,-2
66,7/24/2025,7:00:51 PM,2,3,Trey Carter,,Right,Springfield lucky horseshoes 2025,Caleb Royer,,Left,Normal cornbelters,,2,Bottom,1,1,1,Fastball,,StrikeSwinging,,,,,,,91.24948367,-0.579579954,-6.490950185,2216.533173,207.4408945,1:00,5.330575335,4.7907172,6.000000192,-13.43795709,21.06330699,9.80420992,3.668593863,0.450854705,81.49236342,-3.121714212,-4.646896449,0.422755266,,,,,,,,,,,,-7.489532052,11.58677538,-4.265407701,50.0,5.275272501,14.67320815,-131.799144,-1.78365383,-12.91483251,33.15250176,-12.19399444,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,7b1b5b36-7dc0-45a5-ac21-af6869dc0b4c,91.51419554,5.333999098,4.795376231,-0.621486784,-6.54622295,81.71102974,3.666595414,-0.454503239,-3.150908931,-4.702334156,0.422574681,10.32900953,20.30531746,-9.665101841,97.25084481,2185.071503,-372.1314711,98.58059108,-0.874889629,-0.16788897,-0.454292231,,,,,,,,,,,,,,,,,0.997615685,0.0,,,medium,high,2.47423967,-40.94716785,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,113.71023,0.0,,-2
67,7/24/2025,7:01:05 PM,2,4,Trey Carter,,Right,Springfield lucky horseshoes 2025,Caleb Royer,,Left,Normal cornbelters,,2,Bottom,1,1,2,Curveball,,BallCalled,,,,,,,76.67161158,1.411430186,-3.800971192,2804.247179,34.65834432,7:15,4.820014544,4.180282799,6.000000192,-62.02547433,-12.94651809,-12.98263989,0.966156846,0.439393866,69.04526833,-10.27104898,-6.263850004,0.504218971,,,,,,,,,,,,5.613420775,-7.556741949,-3.862782913,50.0,4.89972068,7.735801022,-111.0822959,1.042988424,6.781936692,26.02351148,-41.30383827,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,42b9d86b-aea7-45a8-a4e2-05ed7764b469,76.7977337,4.803140681,4.179216448,1.611656587,-3.788646019,69.09807875,0.97945878,-0.438385954,-10.07555754,-6.248415919,0.504098688,-13.09581276,-16.9617409,-34.66738218,13.99447158,2306.403538,-1595.08776,82.24679889,0.676527383,-0.568811399,0.467722454,,,,,,,,,,,,,,,,,0.99706549,0.0,,,medium,high,77.40497558,24.0712871,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,13.244102850952373,33.39864116238095,23.691659560238097,-3.2931551680476194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,106.45198,0.0,,-1
68,7/24/2025,7:01:21 PM,2,5,Trey Carter,,Right,Springfield lucky horseshoes 2025,Caleb Royer,,Left,Normal cornbelters,,2,Bottom,1,2,2,Slider,,BallCalled,,,,,,,84.48695075,0.030275017,-5.287835743,2662.948006,86.71321556,9:00,5.769791366,4.302177629,6.000000192,-36.04935263,4.309417899,-7.788664843,2.793936163,1.27535958,75.73292532,-6.763881911,-6.756445361,0.457236073,,,,,,,,,,,,2.314715057,2.324205792,-3.865748982,50.0,5.751517148,11.54924295,-122.2356826,-1.027241329,3.405433984,30.29285823,-28.75465273,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,80dcc0c9-d4f6-4a46-a9ba-7b847c6faecd,84.72024728,5.763269935,4.30298852,0.106230742,-5.297751123,75.91079682,2.799857297,-1.275715987,-6.675064669,-6.761466203,0.457042199,-7.691139867,1.959925947,-74.38437682,90.7576709,716.8188171,-2564.656481,26.91824307,0.015433239,-0.963089206,0.268739644,,,,,,,,,,,,,,,,,0.989235933,0.0,,,medium,high,8.318096187,-37.3233039,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,5.428763680952372,16.14270517338095,18.4976845132381,-1.9119999990476193,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107.55144,0.0,,-1
69,7/24/2025,7:01:41 PM,2,6,Trey Carter,,Right,Springfield lucky horseshoes 2025,Caleb Royer,,Left,Normal cornbelters,,2,Bottom,1,3,2,Slider,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1.0,0.0,,85.06428908,-0.433757279,-3.30202704,2617.051413,62.44340854,8:00,5.218954825,3.384460988,6.000000192,-38.37901235,1.197335601,-6.545116088,1.616894248,0.233250564,76.37506313,-7.678111803,-4.543507738,0.452782236,,,,,,,,,,,,2.36663813,0.803639683,-3.111427372,50.0,5.16145558,7.319639904,-123.3957096,-2.110296271,3.551438871,30.66963905,-30.96808693,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,8ab0c0da-30f8-4fa7-b750-12db7ccdca90,85.28700593,5.211407902,3.386167783,-0.343985348,-3.322910352,76.5424497,1.623689679,-0.234320001,-7.576220495,-4.55923485,0.45260084,-6.344744862,-1.215820013,-76.35124428,88.79413514,617.5432781,-2543.147341,23.59691044,0.109165088,-0.971760558,0.209199431,,,,,,,,,,,,,,,,,0.996940372,0.0,,,medium,high,10.08527837,-52.200818,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,4.851425350952383,19.25478747138095,17.2541357582381,-1.4479677030476195,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,99.47286,0.0,0.0,-1
70,7/24/2025,7:02:11 PM,3,1,Trey Carter,,Right,Springfield lucky horseshoes 2025,Jack Novak,,Right,Normal cornbelters,,2,Bottom,2,0,0,Slider,,BallCalled,,,,,,,80.43005612,2.129620117,-3.438474386,2770.295516,51.40236025,7:45,5.371860931,5.134271611,6.000000192,-49.15857465,-4.72083489,-11.99586485,3.259051437,-0.93507782,72.03562792,-7.172202402,-5.712627402,0.479785925,,,,,,,,,,,,5.249495042,-3.336011142,-4.846959416,50.0,5.517461147,7.349615313,-116.5603176,2.923900482,7.011522674,27.85706326,-36.62981487,Normal Cornbelters,Springfield Lucky Horseshoes 2025,,,,af308dc0-5e0e-4c10-a999-6a66b3cb381c,c0889018-4267-44a3-9ed3-e1e60a91cc8b,80.61742507,5.359701467,5.134013435,2.272806525,-3.435866879,72.15716158,3.268862265,0.935560328,-7.022393176,-5.70486626,0.47962293,-12.01616237,-7.900306122,-54.74149601,91.91550542,1599.198477,-2262.101119,57.72663848,0.360126134,-0.81655589,0.451160333,,,,,,,,,,,,,,,,,0.997041998,0.0,,,medium,high,7.276045119,-43.23195971,54.66700175,Brady Vessells,,Springfield lucky horseshoes 2025,2022-11,0.0,9.485658310952374,25.17295796238095,22.704884520238096,-4.011345099047619,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,100.78267,0.0,,-2
