PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,TaggedPitchType2,GeneralPitchType,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Good Swing Decision,RunValue,Stuff+,xBA,xWOBA
249,06/21/2025,8:36:46 PM,3,3,Dylan King,,Right,Danville dans 2025,Zach Zychowski,,Right,Normal cornbelters,,7,Bottom,0,0,2,Fastball,,InPlay,,LineDrive,Single,0.0,0.0,,92.00792350318554,-2.1886623015761675,-3.3460515924371963,2121.5469050749048,200.8947951235355,12:45,5.898883572596822,1.9907829726003776,6.000000192000004,-12.874623112294588,20.79124919559784,6.778633968829381,2.7874040489902216,0.5576701854299956,82.41943559268353,-4.625375462719684,-2.0616582046838947,0.4176057389763012,86.05975123337348,8.871916967244106,23.72295825600997,2925.4788640359807,52.91199969626755,96.43816820095849,6.375321318051505,147.11825177749995,,30.36779353129186,1.404971032068683,-4.791558866285499,11.981316379679328,-1.721849271217521,49.99999999999996,5.712755895330275,7.57566502864947,-133.43204460490122,-5.536662550851432,-8.467204222640975,34.0188462481505,-11.001764015925646,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,567e877c-dcdd-4a5e-b252-7ca520d15f12,92.2696966991771,5.902225719195479,1.994197197313416,-2.2299354723511184,-3.387241438994801,82.63889341200492,2.7853960884972846,-0.5604070758934362,-4.654593017333543,-2.103218806173483,0.4174273638409698,7.165789303461192,20.041049949355493,-18.24329058130988,89.09018453256695,2014.90902746759,-664.1557659634655,94.97357907325885,-0.8872781994341561,-0.3130525959029014,-0.3387262449343668,34.20885311108601,77.8451770483904,13.27266218507121,0.3260590477385736,-0.8264182178300671,2.529718528430988,74.37546411458911,126.93333031086571,19.49427743558936,2.8181881138344287,0.102915304826896,0.2166023155288627,0.0340682786351513,-0.9756653059827292,,,0.9125368220564556,0.0,0.989455193077931,46.115165172079976,medium,high,9.818833920689794,-20.41533341127991,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,-1,0.891,104.43241119384766,0.8333333333333334,0.5467500000000001
250,06/21/2025,8:39:51 PM,4,1,Theo Nagy,,Left,Danville dans 2025,Michael Kuska,,Left,Normal cornbelters,,7,Bottom,0,0,0,Fastball,,InPlay,,GroundBall,Out,1.0,0.0,,84.3367875912737,-1.491507840380314,4.130188965370966,1895.0618105615447,131.3860996716372,10:30,5.997226802027903,-2.708501279125077,6.000000192000004,-24.145472004748733,15.94180280225632,-15.626562314372023,2.5949826943391794,0.1654807317264307,75.69665708391605,-6.0558141533871295,1.170500402887179,0.4556955515499207,92.48074444333336,-0.7024071958051353,-1.7863147304994695,1075.7363381514226,,,,42.69191070890153,,-2.481060320010691,0.3229131218674727,9.832648436222602,9.12025224335242,2.380553605505146,50.00000000000004,5.861395395898579,-8.351096508078486,-122.2506862557149,-3.92796121767974,14.594241239559684,28.421916271980564,-18.637192017211063,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,0f35f82c-866a-44b5-96cc-8ceeb044c7ba,84.56797537701198,5.996948375915747,-2.715439554328859,-1.4891348738660375,4.213560037812303,75.88152602127056,2.5959592866748875,-0.1599321377308741,-6.03997246607867,1.254333037060482,0.4555107043818844,-16.411481676652595,14.5976875498059,-0.2224202991174052,72.00047458569685,1895.0475316066213,-7.356548134329353,99.99924651772074,-0.661124882548357,-0.0038819568276506,0.7502658329463028,-2.8825952683549723,92.4288559414746,-1.1337224802052923,0.1290681999917214,0.8910333961311231,2.5514896883309124,-1.848096092406304,42.65189070615807,-0.5182109583467883,-4.39636075820977,-0.0391134135880775,-0.5446533657210892,0.0481894511209613,0.8372756344295169,,,0.9919117492176536,0.0,0.9708739845624252,53.56870454712943,medium,high,25.19957287287236,82.38017721028775,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,-1,0.0,100.70112609863281,0.5,0.3753
251,06/21/2025,8:40:32 PM,5,1,Theo Nagy,,Left,Danville dans 2025,Tyler Thompson,,Right,Normal cornbelters,,7,Bottom,1,0,0,Fastball,,Foul,,,,,,,85.87140044080911,1.827206894937948,1.174632751335192,,,,4.763089280091049,-1.6455030001706044,6.000000192000004,,,,3.4184513036982653,0.5536537799213007,76.7308185277273,-5.110012570984465,1.174632751335189,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,8326f198-c11c-48a3-963d-bf5f60165ddc,86.1107725212394,4.756981326688523,-1.6455030001706077,1.899751300046978,1.1746327513351953,76.91463436064733,3.4241086696277616,-0.553653779921299,-5.02366789769474,1.174632751335195,0.4474404137889499,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-2,0.0,,0.0,
252,06/21/2025,8:40:52 PM,5,2,Theo Nagy,,Left,Danville dans 2025,Tyler Thompson,,Right,Normal cornbelters,,7,Bottom,1,0,1,Fastball,,InPlay,,GroundBall,Single,0.0,1.0,,85.50973492412736,-0.568509954071756,3.4870756332267243,2029.092235523917,124.81430390466883,10:15,5.622651260400707,-3.0002937437869583,6.000000192000004,-24.67661912273288,14.284765449748765,-17.335598192631206,3.036899233916705,1.200053579955641,76.6075252944942,-5.2428820722182925,0.1980057510782876,0.4492506492814007,77.18779072849549,1.1549839125479076,27.20182683763192,2477.9351342884293,,,,48.03991052282952,,30.351989486108003,0.4559267250693685,10.557826547761785,7.919500708293963,2.7259428016868466,50.00000000000004,5.561966750861586,-7.024134996429283,-124.06817823120944,-1.9965070503574027,16.11812994891182,29.580269975446416,-20.083725789778693,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,8a1ec35e-d0cf-4c7d-8f46-485896751098,85.74164867553537,5.622048146862112,-3.0084819679456847,-0.5624905905376727,3.584290402098649,76.78854606078518,3.038088040379061,-1.19374641540843,-5.2239010296065445,0.2939741396976658,0.4490704460382174,-18.25000245614952,12.894493766984048,3.5286770782282155,74.92469075900637,2025.245316074094,124.8867886663364,99.8104117997953,-0.5698361557846798,0.0615481083017846,0.8194501729361034,35.27739924011163,68.63701201201988,1.5558671092427094,0.8488603532775394,-1.2268301236134989,2.818118908790537,24.27508804500965,41.455435149670016,-0.7914034026350136,-5.168667925787713,-0.0932416027624989,-0.3164771177473606,0.140212429979377,-0.9381805308263444,,,0.9844978757029812,0.0,0.940648414784687,40.58639434908629,medium,high,22.56777831689428,-26.589873803697884,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,-2,0.891,85.31719970703125,0.5,0.4455
253,06/21/2025,8:41:38 PM,6,1,Theo Nagy,,Left,Danville dans 2025,Jackson Smith,,Left,Normal cornbelters,,7,Bottom,1,0,0,Fastball,,InPlay,,Popup,Out,1.0,0.0,,84.89211832747627,-0.926725378616404,4.334418458301261,1741.509228984433,132.36639201387823,10:30,5.905900094419737,-2.962064207661728,6.000000192000004,-24.01816754738088,15.565471261857637,-14.340199723648825,3.0405475569815503,0.1209975067447117,76.09700954612386,-5.471363610689512,1.6192299888964674,0.4528239408734267,,,,,,,,,,,,9.211759577239732,8.729485992064484,2.6166414158111104,49.99999999999999,5.816272110378361,-8.88601649335625,-123.04535225869724,-2.733262607985869,13.845239888355838,28.885414374490296,-19.053665076530365,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,16122551-43c3-4fef-ac66-13d8a835ca61,85.13076646495449,5.905791576362862,-2.968984142425585,-0.9265690634553688,4.4160886446749705,76.28740710876637,3.0414098353975203,-0.1156018128813998,-5.457181754276921,1.7006573177711066,0.4526343702435074,-15.108589429263288,14.238824202958147,9.920610329758352,74.11834052963535,1715.469166198724,300.03322225948665,98.50474161420928,-0.6637930313842793,0.1722834523446378,0.7278030114899788,,,,,,,,,,,,,,,,,0.9869329102092372,0.0,,,medium,high,23.29349352332821,-8.966874041032877,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,-1,0.0,102.43425750732422,0.0,0.0
254,06/21/2025,8:42:19 PM,7,1,Theo Nagy,,Left,Danville dans 2025,Jackson Stanek,,Left,Normal cornbelters,,7,Bottom,2,0,0,Fastball,,StrikeCalled,,,,,,,85.68076842965031,-1.8960063993316665,4.760919305974119,1683.5165739798945,128.30237123829772,10:15,5.828547238862989,-2.5591586782151388,6.000000192000004,-24.627630085956746,14.280037961862014,-15.379066957893292,2.0073616112085846,-0.5942325333961911,76.94847961226382,-6.545760872624466,1.8521676426222689,0.4489408488544149,,,,,,,,,,,,9.904160910608011,8.354737515324144,2.1793837106369165,50.00000000000002,5.659235663563637,-9.856970189159492,-124.07023711471192,-4.884098777653583,15.147624251250893,29.17867692353931,-19.396144850586072,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,72b3aa92-99c0-4400-a89b-3b1d8f0ad907,85.91430488306177,5.8276418631751055,-2.5660901871201336,-1.886201594234772,4.842443860106193,77.13261275521795,2.008776738659104,0.5996199105004216,-6.523410872043495,1.9334339909205127,0.4487593001376685,-16.1468770558564,12.925090373041767,0.2440697160099748,90.2899303975705,1683.501299399856,7.171456197866446,99.99909269797077,-0.6198058863906176,0.0042598073037753,0.784743599679077,,,,,,,,,,,,,,,,,0.9933039131925222,0.0,,,medium,high,8.739062642186457,-87.45610600974815,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,-2,0.0,102.1639633178711,0.0,
255,06/21/2025,8:42:33 PM,7,2,Theo Nagy,,Left,Danville dans 2025,Jackson Stanek,,Left,Normal cornbelters,,7,Bottom,2,0,1,Fastball,,BallCalled,,,,,,,84.99027514010659,-2.1548898233846723,3.0341245464354767,2004.9708910241905,130.0015335871384,10:15,6.03130166904215,-3.0051016831676307,6.000000192000004,-23.630279769227016,15.797339156128402,-16.304061838363854,2.0556130521163496,1.5412385260268031,76.3729188545387,-6.616813134485985,-0.0592238053819597,0.451930651435397,,,,,,,,,,,,9.8374463439242,9.268510537056704,2.767174452390955,49.999999999999964,5.841754352304383,-6.03389488472321,-123.29544123434394,-5.372510404326338,14.843622333582896,29.035888117077533,-18.188888681729924,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,664feb8c-8905-4b06-8690-123df8f538f4,85.21770759541529,6.031036016966636,-3.0122754215458194,-2.152614902878886,3.120598718450572,76.55502604951293,2.056559398178709,-1.5354660295939322,-6.601693336643908,0.0278709502936213,0.4517496122590886,-17.115917246092035,14.458102699258816,-2.320087096725045,66.55750970035912,2003.327344307492,-81.16542000279176,99.91802640506867,-0.6422811805937134,-0.0404820939626362,0.7653992978331937,,,,,,,,,,,,,,,,,0.9562725604434342,0.0,,,medium,high,30.09824126967684,55.12258567202411,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,86.90548706054688,0.0,
256,06/21/2025,8:42:49 PM,7,3,Theo Nagy,,Left,Danville dans 2025,Jackson Stanek,,Left,Normal cornbelters,,7,Bottom,2,1,1,Fastball,,InPlay,,LineDrive,Out,1.0,0.0,,85.34395042151223,-1.2715235653104489,3.527539380011533,1923.4440586489177,131.58857657217646,10:30,5.96521463258282,-2.4611291060644014,6.000000192000004,-23.15089489482231,15.957297579820338,-15.511388696543122,2.8517896700422134,0.4711234532897155,76.54497257150481,-5.652124497475365,0.586151616872329,0.4500962497911237,75.81978243373572,23.673136924293782,-22.04288611753521,,-40.633716636289854,102.21986632882732,28.31187498813613,206.86053409763204,,-21.849099921587865,2.591902076592509,9.576486687966844,9.058546508680283,2.1824184839045464,50.0,5.84801628324916,-7.152950751528375,-123.80350284055086,-3.467951217228645,14.567466316411354,29.30241874991505,-18.39445844359726,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,7f71c6ae-0b05-410b-a43e-8bec2a7d0eb9,85.58014669817177,5.965202521554744,-2.4683224691254906,-1.2724594141743066,3.6124560379516457,76.7314752873337,2.8525343800709817,-0.4655797033561272,-5.639818963657893,0.670159950801012,0.4499104076650406,-16.309281822570732,14.647434990200418,1.41705906673712,74.67860654806294,1922.8558138776336,47.56643552763261,99.96941711048788,-0.6635741039267092,0.024729825291121,0.7477017081289407,-26.06072314289743,64.36380548373324,30.443039618612666,0.5669333336025135,0.1243269351211092,2.610784558934827,-76.98591347666647,192.0011710727849,,,,,,,,,0.5963314852604701,0.0,,39.4156291135159,medium,high,22.78925410674343,36.69527385627493,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,-1,0.0,102.95652770996094,0.5,0.5448500000000001
257,06/21/2025,8:44:54 PM,1,1,Logan Barnett,,Right,Normal cornbelters,Kyle Campbell,,Right,Danville dans 2025,,8,Top,0,0,0,Fastball,,BallCalled,,,,,,,86.09214490703758,-1.80603984035322,-2.3653948634602555,,,,5.418559661676872,1.3724376118901775,6.000000192000004,,,,0.7062082635315293,0.8271952095054739,77.4724367659186,-8.66144351427601,-2.3653948634602795,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,09972b54-12e7-40ac-af95-b896056774c8,86.32150431942671,5.412234095216561,1.372437611890181,-1.732588364112977,-2.3653948634602715,77.64471993007159,0.7117484675692463,-0.8271952095054728,-8.57731196841449,-2.365394863460271,0.4466719110737478,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,low,high,,,54.667001749344,Kannan Kleine,,Normal cornbelters,2022-11,Other,Other,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,,0.0,
258,06/21/2025,8:45:06 PM,1,2,Logan Barnett,,Right,Normal cornbelters,Kyle Campbell,,Right,Danville dans 2025,,8,Top,0,1,0,Fastball,,StrikeCalled,,,,,,,86.0569907274973,-1.6043482121359245,-3.045663487947978,2030.3957260338143,214.2137134955153,1:15,5.985196708393923,2.6973139066940206,6.000000192000004,-24.19803653418948,14.27785921817463,6.756747226928524,2.475123003569521,-0.4270866939546155,77.23354762198868,-6.178196460451335,-1.764047864791183,0.4464428707699625,,,,,,,,,,,,-4.690323180605719,8.269653173318792,-2.4529079383386674,50.00000000000002,5.840289310507728,6.433748064656723,-124.8703961371471,-4.25527172063683,-7.250027383314908,30.07023835984378,-19.391303142217524,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,aff1b495-52e9-43a0-805e-8838e522cb19,86.30636827213137,5.985111041978999,2.702395242736681,-1.6046745108729128,-3.106508470807555,77.43679255171295,2.476020387219464,0.4231998820805135,-6.163167100662943,-1.8236088158180936,0.4462485221228283,7.329676506241554,12.934415062293434,-49.15065751994672,95.7553614297386,1328.0255443920296,-1535.8564248453154,65.40722714119389,-0.5408824605735566,-0.7564320615693302,-0.3677726200709726,,,,,,,,,,,,,,,,,0.874711309803618,0.0,,,medium,high,3.820174713235096,37.57630443504431,54.667001749344,Kannan Kleine,,Normal cornbelters,2022-11,Other,Other,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-2,0.0,94.8508071899414,0.0,
259,06/21/2025,8:45:17 PM,1,3,Logan Barnett,,Right,Normal cornbelters,Kyle Campbell,,Right,Danville dans 2025,,8,Top,0,1,1,Fastball,,BallCalled,,,,,,,85.28202174963778,-2.9724973926382776,-2.503623446344281,1920.2161801373763,206.3682774321547,1:00,6.124999523863335,1.9243194727817223,6.000000192000004,-26.21220359002799,13.007855112437973,3.4179195883164404,1.1729057018632316,0.1191877541784287,76.78327742199212,-7.904402272970389,-1.8550636956881503,0.450739524406729,,,,,,,,,,,,-2.70024955314698,8.048941436821645,-1.7222363745192977,49.99999999999997,5.867255340916406,5.302664499362945,-123.6838871315554,-7.236364860040206,-4.094611483167521,29.51978540657922,-19.968774708297293,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,ac14ab62-e275-43a8-b845-3246409002ab,85.52627480565151,6.123829176809172,1.9282603038056727,-2.959857335349925,-2.55082623184526,76.98158596234614,1.17467694065772,-0.1221978866768036,-7.876749840363088,-1.9004093999740943,0.4505419178319197,3.861973221014678,11.517701564691844,-57.05532352091965,73.29926894175632,1044.2691917496345,-1611.437877680658,54.38289722540121,-0.4872478101556299,-0.8391960729991205,-0.2415357583493552,,,,,,,,,,,,,,,,,0.6674600012975793,0.0,,,medium,high,24.03065795241933,70.53362008946895,54.667001749344,Kannan Kleine,,Normal cornbelters,2022-11,Other,Other,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,96.81475067138672,0.0,
260,06/21/2025,8:45:30 PM,1,4,Logan Barnett,,Right,Normal cornbelters,Kyle Campbell,,Right,Danville dans 2025,,8,Top,0,2,1,Fastball,,InPlay,,FlyBall,Out,1.0,0.0,,86.25891681183356,0.349785772482673,-2.2200273159691006,,,,5.081916879022003,2.3436934273842507,6.000000192000004,,,,2.3903989060739934,-0.2793809209758433,77.29375505768083,-6.508920790675586,-2.220027315969125,,83.91163003055647,31.043769190979123,14.264336322289571,,26.428847554338567,106.7778816838459,47.2050323385285,267.58236633338674,,14.115392753470752,3.498053135673091,,,,,,,,,,,,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,11081b5a-9bc0-49dd-975c-00174b1f6a4f,86.49447186636293,5.075814791696589,2.343693427384256,0.4220339700838079,-2.2200273159691144,77.47401815970899,2.395991417825305,0.2793809209758464,-6.423883951382063,-2.2200273159691144,0.4454896171294203,,,,,,,,,,,17.714199883093723,69.67674902198976,43.27261746894262,-0.2923799378924858,1.6550216204979329,2.415521258507646,65.2568002945997,259.50312674009444,,,,,,,,,,0.0,,45.375849230886296,low,high,,,54.667001749344,Kannan Kleine,,Normal cornbelters,2022-11,Other,Other,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,-1,0.0,,0.4166666666666667,0.12689999999999999
261,06/21/2025,8:46:03 PM,2,1,Logan Barnett,,Right,Normal cornbelters,Paul Wittmann,,Left,Danville dans 2025,,8,Top,1,0,0,Fastball,,StrikeCalled,,,,,,,87.22710379789841,-1.854291180626445,-4.602354061581084,2068.0764210291795,215.62725790672425,1:15,5.983791075917658,4.457290152740692,6.000000192000004,-22.75418113372485,14.815341290434574,7.333356776024623,2.358064016051404,-0.7817810018728922,78.2732735258518,-6.14952177815986,-3.2159624955698822,0.4411531246607333,,,,,,,,,,,,-5.521469776923546,8.64063299845813,-4.085846826460783,50.00000000000003,5.819029176147054,9.93842052581272,-126.32886225525051,-4.819800253953023,-8.742390428666802,30.58653775443825,-18.49294830766752,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,c54dcb8d-0f35-49ad-a2cd-f18335c0982a,87.48045867814697,5.984138568043756,4.462506334318738,-1.8596663359604864,-4.664229093921359,78.47810512270257,2.3585946179760966,0.7778265043790855,-6.140022129824831,-3.276111782747937,0.4409627095290874,7.917916212946309,13.585889892870334,-47.70910289412353,71.97330622415582,1391.5982631846975,-1529.8347483039445,67.2894990259677,-0.5469450157020679,-0.7397380158430612,-0.3919678784227551,,,,,,,,,,,,,,,,,0.9944435257673586,0.0,,,medium,high,25.224024398259782,-62.15245607296802,54.667001749344,Kannan Kleine,,Normal cornbelters,2022-11,Other,Other,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,-2,0.0,95.61979675292969,0.0,
262,06/21/2025,8:46:20 PM,2,2,Logan Barnett,,Right,Normal cornbelters,Paul Wittmann,,Left,Danville dans 2025,,8,Top,1,0,1,Fastball,,Foul,,,,,,,86.07214870986309,-1.509930775324424,-4.21282941325282,2117.671588122349,208.44596023669345,1:00,6.074315219049448,3.836941581713028,6.000000192000004,-24.028243276449064,14.529999046458476,5.024862695081462,2.6645135947056247,-0.3332319246397324,77.22099379600941,-6.047839462778568,-3.262077065599052,0.4469203566020701,,,,,,,,,,,,-4.151240949935891,8.374561114521166,-3.4960763518357982,50.0,5.937054066139138,9.0319996171239,-124.73674948853908,-4.043704264139017,-6.403049491776464,30.00476305212484,-19.25677257537169,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,1251e99d-8ea9-4e0a-9a9e-8b9f18076d24,86.32616878009011,6.074243456279252,3.841473083547196,-1.510390381753581,-4.266235626166639,77.42694417377419,2.6654221738175283,0.329802754442463,-6.032795967939161,-3.313587583245164,0.446720725023674,5.528232441213182,13.186048399292195,-53.70299627975525,74.91537145339582,1253.6002211595965,-1706.7569951956373,59.197102524811775,-0.5205004479852015,-0.8059592454129999,-0.2819733646650197,,,,,,,,,,,,,,,,,0.8226025055156536,0.0,,,medium,high,22.57616569194377,18.23623040347797,54.667001749344,Kannan Kleine,,Normal cornbelters,2022-11,Other,Other,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,0.0,97.43354797363281,0.0,
263,06/21/2025,8:46:45 PM,2,3,Logan Barnett,,Right,Normal cornbelters,Paul Wittmann,,Left,Danville dans 2025,,8,Top,1,0,2,Fastball,,BallCalled,,,,,,,88.66688012765734,0.2154887220798085,-4.918817091195852,2041.3130373978029,219.83351422368324,1:15,6.041150003739459,4.450292832555053,6.000000192000004,-20.641416594681044,15.735964960768126,10.439553764045414,4.522046966616414,-0.7374740783095698,79.20536178223198,-3.6957580226823374,-2.9447237684280845,0.4340974554085571,,,,,,,,,,,,-7.319761552474353,8.43920250320524,-4.054689102761985,49.99999999999995,6.04681809525888,10.717500662818738,-128.4154238464734,-0.1757775286581272,-11.967530653048302,31.77099094938581,-18.376275721324024,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,b04ac61f-9ea4-407a-af13-e1f21af932e9,88.92576040760514,6.042326178545679,4.45640577864435,0.200121869940566,-4.991378222866596,79.41711789692155,4.521908893427923,0.7327150168986601,-3.696482863640352,-3.0169689783215388,0.4339091382476962,11.12442697010076,14.615100109755751,-36.87337253117911,87.89727947396867,1632.9761386909788,-1224.886871150207,79.99636061564776,-0.6142992292756663,-0.6000485220589448,-0.5124238754060921,,,,,,,,,,,,,,,,,0.9913824740985698,0.0,,,medium,high,10.892448473428248,-63.83819253229099,54.667001749344,Kannan Kleine,,Normal cornbelters,2022-11,Other,Other,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,72.09840393066406,0.0,
