PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,RunValue,ff_diff,ivb_diff,hb_diff,ang_diff,PitchType_Changeup,PitchType_Curveball,PitchType_Cutter,PitchType_Fastball,PitchType_Sinker,PitchType_Slider,PitchType_Knuckleball,PitchType_Splitter,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Stuff+,xBA,xWOBA,Good Swing Decision
57,07/26/2025,7:02:06 PM,1,4,Blaine Mcrae,,Right,Rex baseball 2025,Collin Amsden,,Left,Normal cornbelters,,2,Bottom,0,2,1,Fastball,,BallCalled,,,,,,,86.51559604277385,1.6185338734298529,-5.171180272992072,1996.594131621802,232.6502049816053,1:45,5.128373596969023,4.650284037997985,6.000000192000004,-25.301307537300037,12.978320159787252,13.00560970615254,4.530735778230649,-0.9149302584809552,77.14240419023888,-3.17586394813789,-2.7116524927466497,0.4453027478407133,,,,,,,,,,,,-8.799559925395142,6.468473462066635,-4.235447456856685,49.99999999999997,5.2461413771025285,10.924871203640118,-125.19924350922304,2.762945614682754,-13.670945304767724,30.27318324682291,-22.12466670151631,Normal Cornbelters,REX Baseball 2025,,,,df2952b2-b59a-42ad-959c-c2cc1988583d,16a2d9f3-4fe9-42e2-a94d-83348532225f,86.76476866053433,5.128192205360548,4.657798065824028,1.6192039094367914,-5.2619371817621206,77.34553562511562,4.531720998122212,0.9089745781252948,-3.1593351377903813,-2.803126087205092,0.4451164412260309,13.864597149650375,11.634069892952589,-38.27087810438114,13.075995667533864,1567.508647166302,-1236.650624665466,78.50912823694615,-0.4762987921395384,-0.6193800758399275,-0.6241055858257818,,,,,,,,,,,,,,,,,0.9976642868453688,0.0,,,medium,high,78.23160389921952,8.713473724264114,54.667001749344,Nick Turner,,Rex baseball 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,113.32889,0.0,,-1
58,07/26/2025,7:02:17 PM,1,5,Blaine Mcrae,,Right,Rex baseball 2025,Collin Amsden,,Left,Normal cornbelters,,2,Bottom,0,3,1,Sinker,,Foul,,,,,,,84.86780873368923,0.6114911567427657,-6.280187358851807,1904.9152423931555,236.56267119721716,2:00,5.31870791066172,5.081180615905916,6.000000192000004,-27.67948370761853,12.17919909979398,13.02977438322651,3.58385301789654,-0.3067409526885237,75.86545346579813,-4.620990274474551,-3.82529460636296,0.4543944243957726,,,,,,,,,,,,-9.165719857344456,6.380042858939976,-4.5751218822017,50.00000000000004,5.352781414186403,13.097041746176576,-122.62992857144218,0.4701622892532169,-13.680276481188898,28.73760548336846,-22.65152962787625,Normal Cornbelters,REX Baseball 2025,,,,df2952b2-b59a-42ad-959c-c2cc1988583d,c954272d-79bd-4cbf-9ec1-48532a7b19ed,85.1113956959528,5.317790281499026,5.089075128173756,0.6208479496956891,-6.373391480771779,76.05883464486455,3.585397195359377,0.3007330504766937,-4.595728898171744,-3.9172507005511856,0.454207244453773,13.915203904433133,10.756694661741632,-39.59586891097799,25.267157141237185,1467.84995725068,-1214.1328525746064,77.05591958026501,-0.4245970228477741,-0.6373684380042467,-0.6430232051993409,,,,,,,,,,,,,,,,,0.9972258115707548,0.0,,,medium,high,67.2595585728865,23.474428782073453,54.667001749344,Nick Turner,,Rex baseball 2025,2022-11,0.0,2.007526882996885,0.23296590643579052,0.12367993368861008,-0.8765659820479754,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.65496,0.0,,-1
59,07/26/2025,7:02:34 PM,1,6,Blaine Mcrae,,Right,Rex baseball 2025,Collin Amsden,,Left,Normal cornbelters,,2,Bottom,0,3,2,Fastball,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1.0,0.0,,85.64915999302833,-0.6758078663872755,-6.359341193881484,1963.9849250304064,236.0200835004628,1:45,5.583209655000257,5.371482316400349,6.000000192000004,-26.62504872779252,12.497941326556528,12.971674353461273,2.732445896927836,-0.5177335777617349,76.74149983098212,-5.7022769470384285,-3.916903554151585,0.4501813944219898,,,,,,,,,,,,-9.146800952523597,6.985113185262527,-4.858867790623903,49.99999999999997,5.512382729602917,13.390682660860962,-123.7443637292186,-2.2908515939608645,-13.911153786237607,29.102695754395167,-21.55055572854882,Normal Cornbelters,REX Baseball 2025,,,,df2952b2-b59a-42ad-959c-c2cc1988583d,c8e4e343-be49-46f1-a674-f2e2c3ac4bcc,85.89029297747584,5.582523713162601,5.379232781390203,-0.6689307519897987,-6.45090427475135,76.93330677345692,2.7337722890389857,0.5118599990040824,-5.680242814953386,-4.007149164260071,0.449999873402788,13.84223264397994,11.155468043684158,-38.88549164225853,19.92061316156272,1528.770052255236,-1232.9229144898777,77.8402131692313,-0.4350507200989288,-0.6277659766002478,-0.6454771487547336,,,,,,,,,,,,,,,,,0.9974230827570116,0.0,,,medium,high,72.07144815459355,14.730417388586282,54.667001749344,Nick Turner,,Rex baseball 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,112.92959,0.0,0.0,-1
60,07/26/2025,7:03:16 PM,2,1,Blaine Mcrae,,Right,Rex baseball 2025,Max Hennemann,,Left,Normal cornbelters,,2,Bottom,0,0,0,Fastball,,BallCalled,,,,,,,83.46067326062634,-1.6386008645402006,-4.908331033919003,2000.0444060170423,238.0953896028037,2:00,5.374306069111778,4.4192813357087575,6.000000192000004,-28.896476526126516,12.140573487262849,13.58889963746036,1.437338845456306,-0.9787257864624496,75.00786316722495,-7.089464166663805,-2.3388764436087737,0.4610622753730624,,,,,,,,,,,,-8.996912292614978,7.116441216455326,-4.026370442070684,49.99999999999997,5.223558886021984,9.96770180075477,-120.84020664534698,-4.340701422926724,-13.043857950755744,27.82859912913349,-21.85652671556568,Normal Cornbelters,REX Baseball 2025,,,,df2952b2-b59a-42ad-959c-c2cc1988583d,18275175-0471-43d5-b331-7d878a4ba861,83.68955530603895,5.373125626703245,4.427366501086416,-1.6256670287714894,-5.005058116404562,75.18874871395509,1.4391054410922652,0.9724851665406784,-7.061112718997369,-2.4342034020088823,0.4608786229111006,14.50387496398437,10.66486993264289,-37.11694328361704,21.777394332781896,1594.8464339005482,-1206.9144453169697,79.7405512148893,-0.4214341134341784,-0.6034438243901099,-0.6769407941905897,,,,,,,,,,,,,,,,,0.9945589118744002,0.0,,,medium,high,70.40034510049628,26.10300915123161,54.667001749344,Nick Turner,,Rex baseball 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,113.49324,0.0,,-1
61,07/26/2025,7:03:36 PM,2,2,Blaine Mcrae,,Right,Rex baseball 2025,Max Hennemann,,Left,Normal cornbelters,,2,Bottom,0,1,0,Fastball,,StrikeCalled,,,,,,,83.62678702124445,1.089682107310305,-6.567442730234026,1977.6160072542648,239.87173434766427,2:00,4.810092000460598,5.802672003343034,6.000000192000004,-28.885021772087093,12.202563063381769,15.158618029434766,3.422562923096466,-0.9352778518571344,74.70661690225907,-4.369363832177717,-3.7131529777665215,0.461346074176719,,,,,,,,,,,,-10.403529446241436,6.231618735124503,-5.274155681433825,50.00000000000001,4.882704956875593,13.44589875839028,-120.75787630162472,1.441776988855673,-15.06528101759339,27.753174866924837,-23.15008440915632,Normal Cornbelters,REX Baseball 2025,,,,df2952b2-b59a-42ad-959c-c2cc1988583d,1705895f-4a2c-4787-95b9-021f5e91d001,83.86480961532169,4.809005282218891,5.811438114790031,1.1009211226997782,-6.671138575262895,74.89289581726734,3.4242228809450723,0.9286827366866354,-4.342083249216976,-3.8150855304641738,0.4611614263287921,16.1463486033008,10.744220385059837,-33.4616055253643,7.0301282145451935,1649.837011994931,-1090.4140984047942,83.4255490420294,-0.4187440986539455,-0.5513780705682759,-0.7215508319854534,,,,,,,,,,,,,,,,,0.995548138804394,0.0,,,medium,high,96.32711539309066,-15.93168786122475,54.667001749344,Nick Turner,,Rex baseball 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,114.76694,0.0,,-2
62,07/26/2025,7:03:53 PM,2,3,Blaine Mcrae,,Right,Rex baseball 2025,Max Hennemann,,Left,Normal cornbelters,,2,Bottom,0,1,1,Fastball,,Foul,,,,,,,84.6491383709284,0.692545391395167,-7.783744144966115,2051.555279567901,237.2666509666768,2:00,4.587905038283988,6.716335254476164,6.000000192000004,-27.22735408680218,13.05042608073164,14.463682246478326,2.968623212022825,-0.6426446090682155,75.63003150813289,-4.44178732154655,-5.073749052184294,0.4567770612205415,,,,,,,,,,,,-10.42068862558104,6.823499527903008,-6.08677424430341,49.99999999999999,4.629049877091879,16.226490681482076,-121.9278161321471,0.6586912890486359,-15.396598613957474,28.113554259748792,-22.0923086235314,Normal Cornbelters,REX Baseball 2025,,,,df2952b2-b59a-42ad-959c-c2cc1988583d,310fa01e-4661-4e19-8299-73055a31670b,84.89154103329358,4.587376870121371,6.724763202490389,0.6972256868625343,-7.883115077945831,75.82239705224917,2.9698465210524803,0.6362625591596631,-4.421090881198733,-5.171999865201972,0.4565946059322554,15.415195695961811,11.719270410226164,-36.08049405723903,7.720342773566246,1658.047326085125,-1208.204506523997,80.81904214807916,-0.4370128313813197,-0.5889212533324811,-0.6798467052074179,,,,,,,,,,,,,,,,,0.9968002768138408,0.0,,,medium,high,96.9483084962096,-11.714220350509368,54.667001749344,Nick Turner,,Rex baseball 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,115.03972,0.0,,-2
63,07/26/2025,7:04:18 PM,2,4,Blaine Mcrae,,Right,Rex baseball 2025,Max Hennemann,,Left,Normal cornbelters,,2,Bottom,0,1,2,Fastball,,BallCalled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,REX Baseball 2025,,,,df2952b2-b59a-42ad-959c-c2cc1988583d,f226c8bf-6484-464c-a0ba-814365aa9296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Turner,,Rex baseball 2025,2019-02,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,109.11818,0.0,,-1
64,07/26/2025,7:04:38 PM,2,5,Blaine Mcrae,,Right,Rex baseball 2025,Max Hennemann,,Left,Normal cornbelters,,2,Bottom,0,2,2,Fastball,,Foul,,,,,,,89.2322394374748,-1.595117572148825,-6.296108803732028,2077.119211861934,234.1568124175002,1:45,5.212110380938379,5.974934068443849,6.000000192000004,-22.40448162552768,13.627121774280518,14.232265986022671,1.8531964635488196,-1.285725081962013,79.98848505558531,-5.824954670639171,-3.616000222612272,0.4320294146863085,88.72032010435906,18.464746854818124,-55.51649752214762,3599.960892082708,-94.02000692262686,57.09849642098629,29.03690057219597,274.20966320862084,,-62.39668134004605,3.0811247632883125,-9.790224532535117,7.899320824747252,-5.4682699155949,49.99999999999998,5.068360666516761,13.764066643053956,-128.90312385793558,-4.332537600343784,-16.17046154374714,31.377089675840743,-19.126783591864516,Normal Cornbelters,REX Baseball 2025,,,,df2952b2-b59a-42ad-959c-c2cc1988583d,4cb700c4-4000-4173-b9e4-7e98336c04e9,89.47532464333332,5.212389590264785,5.982508194137062,-1.5994132680271005,-6.3869253924956535,80.18339333682991,1.8536565497116568,1.2801681048911966,-5.8159884991885935,-3.7060293216507936,0.4318661237752866,15.100054909583577,12.525443853520123,-30.528044790201765,20.757921955011,1789.190251176807,-1055.0935813376072,86.13806280155546,-0.5043976729653423,-0.5079600512634126,-0.6982546625892438,-69.36631657346118,47.6447469219995,28.09959813216058,-1.7805349984161358,1.6573802093035532,2.0311543358580577,-242.9982262203568,127.05432480142338,-53.95592076960519,-2.6011157116336374,0.6979411551075527,0.9100479223973172,0.0547829993133826,0.4108668907645837,,,0.9965362907240796,0.0,0.9979417876769344,45.60450366482952,medium,high,71.31787024049008,-28.769572756604013,54.667001749344,Nick Turner,,Rex baseball 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.76,0.0,,-1
65,07/26/2025,7:04:58 PM,2,6,Blaine Mcrae,,Right,Rex baseball 2025,Max Hennemann,,Left,Normal cornbelters,,2,Bottom,0,2,2,Changeup,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1.0,0.0,,75.10208621857211,-0.3289472855529081,-5.57033126411106,1759.9914517542602,260.5503904386959,2:45,4.670369316115739,4.422247571253238,6.000000192000004,-45.045779319439184,5.713503027539524,20.41127771348637,0.6093787520468674,-0.9297840882958288,67.69162973249703,-8.81062460654362,-1.7113404881302623,0.5127778523283284,,,,,,,,,,,,-12.914847415339388,3.200890747735812,-3.978911311305985,49.99999999999997,4.617345456646338,10.044546940748171,-108.66366020817932,-1.8477154589483025,-15.136840304298673,22.547760178941527,-28.42244722309195,Normal Cornbelters,REX Baseball 2025,,,,df2952b2-b59a-42ad-959c-c2cc1988583d,1d676770-f101-4a28-a601-d434053480ea,75.2827042521045,4.662604113375438,4.430094374693105,-0.2384640727248087,-5.66251206844807,67.81369477711647,0.6160635503347789,0.9237371927061264,-8.71021915721817,-1.8028948838490055,0.5126008116388149,21.28256282050698,3.2044395336336584,18.43515016283633,66.75911689257042,1669.672537606892,556.5640371147152,94.8682185895083,-0.1557547594872913,0.3162311024635736,-0.9358089253323718,,,,,,,,,,,,,,,,,0.99557244485078,0.0,,,medium,high,29.916794796686624,54.21929806081384,54.667001749344,Nick Turner,,Rex baseball 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,117.081955,0.0,0.0,-2
66,07/26/2025,7:05:32 PM,3,1,Blaine Mcrae,,Right,Rex baseball 2025,Michael Kuska,,Left,Normal cornbelters,,2,Bottom,1,0,0,Fastball,,BallCalled,,,,,,,85.85737643704529,-0.6747242080650891,-1.9741277725836084,2033.403803149191,236.4450927252213,2:00,5.180365269564303,3.6835866438920144,6.000000192000004,-25.55945578027613,13.044481619812526,15.893464158275162,2.422924690569288,-3.1725738124404628,76.94907850960016,-5.5165976421658,1.0467091031175748,0.4471850991322613,,,,,,,,,,,,-9.277055763567288,7.290003180042633,-3.531912940420005,50.00000000000005,5.110588975364525,3.80526299768998,-124.71411531532166,-2.263173740682822,-14.288623043871224,30.241400431625344,-20.94590672656787,Normal Cornbelters,REX Baseball 2025,,,,df2952b2-b59a-42ad-959c-c2cc1988583d,a27e19a0-f869-4cc2-9621-ba837d651b68,86.0921800538394,5.179865000854622,3.6921514581020585,-0.6700642121138138,-2.075301509423355,77.13223049640195,2.4240904715676246,3.166111871632057,-5.497956419469953,0.9478669361773095,0.4470010959115387,16.84291635530969,11.620313077530678,-22.225586946570587,25.055113653134715,1882.325471996834,-769.1435783606925,92.57017563759948,-0.5116685519220948,-0.3782542243549942,-0.7714395859246195,,,,,,,,,,,,,,,,,0.997089999680986,0.0,,,medium,high,67.45039771217873,50.18956258953633,54.667001749344,Nick Turner,,Rex baseball 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,116.81284,0.0,,-1
67,07/26/2025,7:05:52 PM,3,2,Blaine Mcrae,,Right,Rex baseball 2025,Michael Kuska,,Left,Normal cornbelters,,2,Bottom,1,1,0,Sinker,,StrikeCalled,,,,,,,83.3977013609495,-0.2104311691866705,-5.9726461509273125,1946.212479739816,234.64752375238925,1:45,5.260161465494782,5.816739363547532,6.000000192000004,-27.983442754048905,13.221801764934591,13.51608945302184,2.731566074385783,-1.3719465158822917,74.70318699971779,-5.497693986583116,-3.42413983559873,0.4620061644211573,,,,,,,,,,,,-9.314024605476222,7.220503480810182,-5.336305112086033,50.00000000000004,5.226706241350287,12.209182864288188,-120.58548249670872,-1.287235724948928,-13.449053305410596,27.674640806998017,-21.74795127526296,Normal Cornbelters,REX Baseball 2025,,,,df2952b2-b59a-42ad-959c-c2cc1988583d,f5637a86-dea9-4891-b0a7-9b52379064d8,83.63468066752995,5.259423832299459,5.824652956955503,-0.2030026171651142,-6.066970234230775,74.89151539417301,2.7330132918766203,1.3657811815717589,-5.474147729515143,-3.517382502524125,0.4618169008327611,14.410811437365238,11.79361490824361,-35.730948373185434,27.36317593639339,1579.873410843696,-1136.5487327889243,81.1768204803057,-0.4696930355569424,-0.5839797784776648,-0.6620846401167169,,,,,,,,,,,,,,,,,0.9965196956318664,0.0,,,medium,high,65.37314165724597,46.96983551408331,54.667001749344,Nick Turner,,Rex baseball 2025,2022-11,0.0,3.4776342557366178,-0.809636758704821,-0.3626351361067197,-0.05464365611853919,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.25505,0.0,,-1
68,07/26/2025,7:06:09 PM,3,3,Blaine Mcrae,,Right,Rex baseball 2025,Michael Kuska,,Left,Normal cornbelters,,2,Bottom,1,1,1,Fastball,,BallCalled,,,,,,,86.34056942750256,-1.5531185408529318,-2.770780503718337,2066.3167796588145,237.20100902881185,2:00,5.160950828729418,4.33538658204949,6.000000192000004,-25.938785158265304,12.26672087831956,14.540348721816938,1.5538831837766574,-2.969927193282608,77.50859534308624,-6.456956692806018,-0.0098587389972832,0.4448714143298261,,,,,,,,,,,,-8.808233095246406,7.164552259506338,-4.117933901301919,49.99999999999999,5.019249546955908,5.610870693067224,-125.31489497507454,-4.211607056263006,-13.711371170451004,30.30126303007197,-21.021320742663605,Normal Cornbelters,REX Baseball 2025,,,,df2952b2-b59a-42ad-959c-c2cc1988583d,6524a500-0d25-481b-8148-5cad66330c88,86.57404006733468,5.160324402538881,4.34352143992228,-1.5468079208152032,-2.868446212723724,77.69370566839493,1.5551640010814711,2.963613891568542,-6.436473040513359,-0.1062583406742016,0.44469233393924,15.458851887713402,10.883014440720672,-31.34534433282281,3.090594484846444,1764.732490828943,-1074.888026592654,85.40474085102922,-0.462631850528347,-0.5201951787712515,-0.7178918768588086,,,,,,,,,,,,,,,,,0.9972958326809712,0.0,,,medium,high,92.78153503636184,-5.223176519080488,54.667001749344,Nick Turner,,Rex baseball 2025,2022-11,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,113.73145,0.0,,-1
69,07/26/2025,7:06:30 PM,3,4,Blaine Mcrae,,Right,Rex baseball 2025,Michael Kuska,,Left,Normal cornbelters,,2,Bottom,1,2,1,Changeup,,StrikeSwinging,,,,,,,72.82417225076898,-0.2482347662574779,-4.599453852441345,1505.428264993144,268.2904525821029,3:00,5.258049620099108,4.114313053964001,6.000000192000004,-50.5916206590997,3.322563812542967,19.654100113149063,0.810626386213958,-1.4682454585131048,65.77577383905499,-9.768755414186698,-0.8733709743093572,0.5284732904961625,,,,,,,,,,,,-12.207894705337814,1.882748372308088,-3.750230341095802,50.00000000000003,5.208495363144452,7.971967664642966,-105.51377190157056,-1.7880305843261532,-13.464644372035748,21.57632727434139,-30.097480457002412,Normal Cornbelters,REX Baseball 2025,,,,df2952b2-b59a-42ad-959c-c2cc1988583d,f3617a79-835f-435f-8d7b-29be971f195a,72.99091468888858,5.248882475312903,4.12170294467118,-0.1400318103436623,-4.687457903240976,65.88282179284731,0.8184137783164299,1.4625391177137652,-9.65090543015872,-0.9612303233282988,0.5282996475113168,20.48490517612507,0.4553692434094814,16.4033913697801,24.62210117910005,1444.1532100117,425.1302942077526,95.92972601841493,-0.028618527339984,0.2823982411474709,-0.9588702796988264,,,,,,,,,,,,,,,,,0.9978239936386556,0.0,,,medium,high,112.15989106119004,-4.543496549851601,54.667001749344,Nick Turner,,Rex baseball 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,124.66578,0.0,,-2
70,07/26/2025,7:06:50 PM,3,5,Blaine Mcrae,,Right,Rex baseball 2025,Michael Kuska,,Left,Normal cornbelters,,2,Bottom,1,2,2,Changeup,,BallCalled,,,,,,,74.35899479741292,-0.7373616606954371,-5.778135807568626,1690.265897011135,261.68134600576525,2:45,4.7821568936128935,3.709306471383797,6.000000192000004,-46.64778248895327,5.1770205781309215,19.926416675921462,0.2060045472186089,0.0186011941983405,67.13350750585037,-9.505633980402967,-2.0128813477034853,0.5181319252953659,,,,,,,,,,,,-12.723828330583196,3.048746917061792,-3.248595148077169,50.000000000000014,4.694755742840526,10.347809180134758,-107.54232589358048,-2.64237138337438,-14.606211804611076,22.0912080705826,-28.674266183372268,Normal Cornbelters,REX Baseball 2025,,,,df2952b2-b59a-42ad-959c-c2cc1988583d,1f2b328a-ceb6-4422-b20f-7cd4101ae376,74.53539620247929,4.773831851815271,3.7164995426856176,-0.6402285149856232,-5.862584302618717,67.25143892079306,0.2131539363413808,-0.0241927506987201,-9.39881629560968,-2.0974562099345446,0.5179539511806978,20.724618429075104,2.573339787152573,22.231129094835048,84.09985365602101,1564.620258747761,639.5015625586432,92.5665163992511,-0.1339237149066051,0.3783437645458395,-0.915925998328957,,,,,,,,,,,,,,,,,0.9960963151245816,0.0,,,medium,high,14.310131709581146,44.087293042311735,54.667001749344,Nick Turner,,Rex baseball 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,118.34694,0.0,,-1
71,07/26/2025,7:07:09 PM,3,6,Blaine Mcrae,,Right,Rex baseball 2025,Michael Kuska,,Left,Normal cornbelters,,2,Bottom,1,3,2,Fastball,,BallCalled,Walk,,Walk,0.0,0.0,,90.35284245876451,-2.026874569552974,-5.034851120101875,2119.833284394894,237.85847155121525,2:00,5.110765451174903,3.587961680671346,6.000000192000004,-22.598095992781065,12.433543497188762,14.896641699327338,1.3357403856131516,-0.1379078332307461,81.05997605707108,-6.2953636401998025,-2.2187855935038083,0.4259923046812413,,,,,,,,,,,,-9.740305656803557,7.402738109631918,-3.1854278835347345,50.00000000000004,4.931856954643365,11.03484040351016,-130.76912532071657,-5.383355217852303,-16.544053727631532,32.4915279419501,-19.60038903236117,Normal Cornbelters,REX Baseball 2025,,,,df2952b2-b59a-42ad-959c-c2cc1988583d,43ae8429-bba0-4e9a-9f20-3e4628e60a50,90.59534113892188,5.110735026572552,3.5960557005628173,-2.027434253527012,-5.130698044760606,81.25281276386038,1.336461907544557,0.1316419755191872,-6.28316295911608,-2.3133250090824764,0.4258252912838779,15.801734332737947,11.300779043045182,-29.79815779049017,11.746913436551225,1839.5519580916828,-1053.4428067576798,86.77814296216143,-0.4616705164235487,-0.4969460638780303,-0.7347822424782368,,,,,,,,,,,,,,,,,0.9970566194604004,0.0,,,medium,high,79.42777790710389,-10.165521717861983,54.667001749344,Nick Turner,,Rex baseball 2025,2022-11,0.695,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,115.59879,,0.695,-1
72,07/26/2025,7:07:43 PM,4,1,Blaine Mcrae,,Right,Rex baseball 2025,Shea Zbrozek,,Right,Normal cornbelters,,2,Bottom,1,0,0,Changeup,,StrikeCalled,,,,,,,75.11111798703905,1.918032734540064,-4.174890155324708,2333.689799047841,31.867346999105838,7:00,4.603991425646828,4.663308703246043,6.000000192000004,-54.45262226329919,-3.48002699641863,-6.300497268368661,1.8542908949677173,-0.2512691027521254,67.45277490118444,-8.363284742542854,-5.3680416885319335,0.5138541822005185,,,,,,,,,,,,1.9069542579714207,-2.5792665649929707,-4.319016153918787,50.00000000000004,4.729363206786599,8.110340477171953,-108.78203738907364,2.184987036756041,2.2211552273774053,24.05289982540773,-35.1782912397711,Normal Cornbelters,REX Baseball 2025,,,,df2952b2-b59a-42ad-959c-c2cc1988583d,33c5c895-f974-4354-988d-4eccfbe211b0,75.29235285842012,4.59204084596962,4.666900789770714,2.059644473283444,-4.218363364081757,67.56913672890569,1.86422051611185,0.2488721307668258,-8.210690381546389,-5.404693013097916,0.5136786217241234,-5.884910827966961,-6.862201455049459,-66.06638180283946,43.414123056256685,946.7264806862528,-2133.030015950872,40.56779444605374,0.3445312064708336,-0.9140160859515948,0.2141794630432122,,,,,,,,,,,,,,,,,0.9954808781968818,0.0,,,medium,high,50.927289249368975,-33.538693946883285,54.667001749344,Nick Turner,,Rex baseball 2025,2022-11,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,108.046074,0.0,,-2
