PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,TaggedPitchType2,GeneralPitchType,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Good Swing Decision,Stuff+
69,06/11/2025,7:09:25 PM,4,2,Landen Ray,,Right,Rex baseball 2025,Jackson Smith,,Left,Normal cornbelters,,2,Bottom,2,0,1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,a827fa7b-74f3-490e-a65a-55ecb40bdbeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eli Riley,,Rex baseball 2025,2019-02,Other,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,
70,06/11/2025,7:12:00 PM,1,1,Graham Kasey,,Left,Normal cornbelters,Delvis Claudio,,Right,Rex baseball 2025,,3,Top,0,0,0,Changeup,,BallCalled,,,,,,,81.65766624331822,0.9399027194103144,0.6921522375767396,2109.197829576708,144.96555958012175,10:45,5.005933849372471,-1.5030579358251883,6.000000192000004,-29.0284088056626,13.654478000851247,-7.390867020456616,3.460581416244936,-1.4756503471223046,73.02401981765232,-4.572120044237368,-0.7137893107590185,0.4702170957746444,,,,,,,,,,,,4.240086376158342,7.06543948300416,1.4509464402349863,50.00000000000003,5.065734018394194,-1.2153742087784007,-118.65837690816328,1.0901130561363972,5.904845111332228,27.619024691596604,-22.33455055474894,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,bc38d490-8912-4ec9-815f-2178ea59847a,81.90688225849094,5.0050810429282775,-1.509313399440367,0.948255281961042,0.7660323693419968,73.22116670690515,3.4622411393179444,-1.4710055028712437,-4.545606389215346,-0.643148785829491,0.4699976435227038,-8.084161566695261,11.974747716461335,51.06679671128349,68.04858450519366,1325.4493248596475,1640.7009390867668,62.84139430987612,-0.5145498110790822,0.7778791140781882,0.3607527904249859,,,,,,,,,,,,,,,,,0.9973697384797736,0.0,,,medium,high,28.756273945325688,4.371685648060397,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Changeup,Offspeed,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,91.27715951245364
71,06/11/2025,7:12:17 PM,1,2,Graham Kasey,,Left,Normal cornbelters,Delvis Claudio,,Right,Rex baseball 2025,,3,Top,0,1,0,Sinker,,InPlay,,GroundBall,Out,1.0,0.0,,86.88185181166781,0.1304911759796284,4.607584451800709,1898.6046080125727,130.50130544637153,10:15,4.499418861706294,-2.8739607927876327,6.000000192000004,-24.44561709388305,13.402081871864866,-11.95992505035017,2.5839550936487945,0.4208936105012338,77.69815189136126,-4.5005802222788445,2.3439056473447124,0.4427833307194628,,,,,,,,,,,,8.033614356297772,7.205403098280761,2.5047654877944963,49.99999999999997,4.495928966217645,-9.770323774742202,-125.88901972666352,-0.4793307594702131,12.624866063893643,30.49735368688589,-20.85072175151823,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,698d2ea5-62b2-471a-ad22-5ed20afda17d,87.13256785034321,4.499302553960586,-2.881081100291252,0.1304669803093921,4.691737932376685,77.8979498913059,2.5848547719293844,0.426362153983826,-4.485619107700641,2.426458854273875,0.4425942980819565,-12.753607640470214,12.09308736999932,37.38636037840618,80.2004335371377,1508.5537283175324,1152.8074888487874,79.45591841245245,-0.5160386772913951,0.6071867117480173,0.6041757861880741,,,,,,,,,,,,,,,,,0.9966661441123272,0.0,,,medium,high,17.819609816576044,-49.00094736595168,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Sinker,Fastball,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,-1,114.09644939056705
72,06/11/2025,7:12:57 PM,2,2,Graham Kasey,,Left,Normal cornbelters,Emil Estrella,,Right,Rex baseball 2025,,3,Top,1,1,0,Fastball,,BallCalled,,,,,,,83.19034387683891,1.4963702586132126,0.3202794807549033,2141.6157694545395,140.71896571308423,10:45,4.3627397196940345,-1.7834565757955056,6.000000192000004,-29.32255395624909,11.840539493355354,-7.537060679220843,3.3102484957132705,-2.1138761739404965,74.29291589885868,-4.0758165195613,-1.1139126667500154,0.4617697984326567,,,,,,,,,,,,4.191864040688358,5.8888887503737015,1.7617201791121777,50.0,4.467723899312932,-0.4491700864899093,-120.86172025958544,2.2762874174595265,6.052175725535627,28.806929208178143,-23.671724796969173,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,e81e360b-8d20-401a-a2bc-938ad7cf5b38,83.4381904764588,4.361454988651284,-1.7896978678298998,1.5103204782046775,0.3960680844863933,74.49252966813765,3.312165967578588,-2.109246342907632,-4.044010453681196,-1.0399417712897532,0.4615648040529668,-8.25188970782369,10.143766285535984,55.19817743200496,67.0883360328809,1222.3051008987368,1758.547225494183,57.07396809139357,-0.4417809503325893,0.8211310593506125,0.361349381199104,,,,,,,,,,,,,,,,,0.995779232707183,0.0,,,medium,high,29.620497570407192,-76.22957200210922,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,148.32538420773716
73,06/11/2025,7:13:19 PM,2,2,Graham Kasey,,Left,Normal cornbelters,Emil Estrella,,Right,Rex baseball 2025,,3,Top,1,1,0,Slider,,BallCalled,,,,,,,79.61413166761297,-0.2161092712684619,0.524625115535414,2049.613279855525,159.47985747199036,11:15,4.820078155773535,-1.972936607612212,6.000000192000004,-35.200654595337355,9.681370939196256,-1.3945054755997777,1.6858301617598035,-1.6015485128572735,71.50106112266371,-6.878759069411463,0.2593718822431213,0.4821783946257854,,,,,,,,,,,,0.9361557106777866,5.314811979595774,1.931008108901052,49.99999999999993,4.782134018388304,-1.019367892826017,-115.70836195768152,-1.4496274661637405,1.2398776079865903,26.23380667242189,-25.13492533669252,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,db4c1352-69ed-4291-bd8e-bdd8146de097,79.84887189985544,4.816342528411689,-1.977531937813653,-0.1733139368784669,0.5796636372472737,71.68373527482773,1.6897325541517778,-1.5982082764674967,-6.818542492494736,0.3101793021416137,0.4819614462968172,-1.9131651519077613,7.611389775260808,69.954406852843,67.18786420151758,702.5414052598468,1925.448044184949,34.276778559385995,-0.3210188318901036,0.939420164334938,0.1201526712679819,,,,,,,,,,,,,,,,,0.9898663428829708,0.0,,,medium,high,29.53092221863418,3.863040180715178,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Slider,Breaking,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,79.86751457339693
74,06/11/2025,7:13:39 PM,2,3,Graham Kasey,,Left,Normal cornbelters,Emil Estrella,,Right,Rex baseball 2025,,3,Top,1,2,0,Cutter,,StrikeSwinging,,,,,,,85.91614328627908,0.3566320026673903,0.2864334957995606,2189.8647967217107,133.76086637295774,10:30,4.753912479149411,-1.0274512312448942,6.000000192000004,-23.542761311702584,15.02099978037593,-13.28448176683421,3.123475553127728,-1.86827973804773,76.80791875123168,-4.113170236819423,-2.2403772940368465,0.4469523388954661,,,,,,,,,,,,7.29126759996468,8.007606969295358,1.0117912306660872,49.99999999999997,4.769367073850666,-0.2118494117849853,-124.8633303577574,0.0464109991744879,11.236928965438564,30.72085404206388,-19.833134996943,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,ede17cd9-9533-4147-b592-9b93df375229,86.16214478587843,4.75455655651496,-1.0350179241765058,0.3474792191066461,0.3772560275535964,77.00600585319918,3.123836339745775,-1.8623314307809555,-4.1067183480614045,-2.1504670431847663,0.4467553285941886,-14.135254549559768,13.652373209997783,30.03795817586465,53.37395125589708,1895.752736138865,1096.1885747183403,86.56939638359684,-0.5987572669221711,0.5005736319243843,0.6252325761905908,,,,,,,,,,,,,,,,,0.997380198152792,0.0,,,medium,high,41.96344386969265,89.2995621973185,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Cutter,Fastball,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-2,79.86751457339693
75,06/11/2025,7:13:59 PM,2,4,Graham Kasey,,Left,Normal cornbelters,Emil Estrella,,Right,Rex baseball 2025,,3,Top,1,2,1,Fastball,,InPlay,,GroundBall,Out,1.0,0.0,,87.18517648036688,-1.2812211769742303,2.6214049818760072,2208.6862384520527,136.32996949918862,10:30,4.924364401895549,-1.7223218838304657,6.000000192000004,-20.99210847379835,16.446218438643417,-12.954720881888672,1.9828169898670536,-0.3638634334769636,78.14553976219243,-5.256316037915572,0.1619275166042277,0.4403821815855862,85.68359158350711,5.118256935313503,6.510070569603612,2352.9659826795205,,,,99.89975957812042,,10.488045993452744,0.8724460953819071,7.896047394006825,9.330798734026484,1.5161480529653113,50.000000000000014,4.807722179325707,-5.386422683028163,-126.57435360145256,-3.496050896689113,12.544430202139822,30.82507552812475,-17.350233617259544,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,f226794c-fb83-4f28-affd-8537737a073c,87.43108931338101,4.92564799926363,-1.7294285369227544,-1.2977419510976698,2.7057953411550915,78.34283863433126,1.9826094062836868,-0.3584272421707164,-5.258308755341512,0.2447693488955483,0.4401960929246041,-13.747426280460868,15.305222457896429,26.434026141488665,55.57125939826323,1977.7626716030293,983.234313244368,89.5447545772339,-0.6477026624093657,0.4451670391777617,0.6183102524926498,9.675885904439484,84.79165477276997,7.643976681604479,0.3907854401748927,2.006365311241342,2.025299327549213,18.184791037708536,98.23072502369683,7.121710765421197,2.961894289526941,0.0381815178250363,0.091993432098169,-0.0147294503160444,-0.9956506675256068,,,0.9965215802607142,0.0,0.9966408098915742,47.750849170002624,medium,high,39.9858665415631,85.11181072687111,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,-1,68.45786963434023
76,06/11/2025,7:14:39 PM,3,1,Graham Kasey,,Left,Normal cornbelters,Felix Polanco,,Right,Rex baseball 2025,,3,Top,2,0,0,Curveball,,BallCalled,,,,,,,69.77063504848262,4.23119255298628,-2.4314067511170703,1889.036253125761,292.802953345947,3:45,4.921546394499036,-1.0473816766461903,6.000000192000004,-63.51886520868515,-4.584461198339682,18.73481924666543,3.5714651103903927,-1.7472381477145662,62.49329617281376,-7.798541404422934,1.133305048634589,0.5525301362630552,,,,,,,,,,,,-10.995038988990252,-3.9666597869428815,1.2347368152014386,49.99999999999998,5.230474812788335,3.81958669467838,-101.0300678318372,5.88668639609038,-11.086159083041808,20.212695164952603,-36.17358259996997,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,1e4535f9-d600-4ba9-bfda-240b3a6bebd2,69.9171893935548,4.906712403217935,-1.04173050575078,4.4044173220686185,-2.4981610931853147,62.565034549828376,3.583241569129974,-1.7515722242246008,-7.62284078509521,1.067736179996826,0.5523779105911204,19.360868548876617,-8.364487830587942,26.58406967840336,49.09695759088171,1689.32487301472,845.3634952120981,89.42786938151231,0.3465894263592065,0.4475104666801853,-0.8243847110103867,,,,,,,,,,,,,,,,,0.9918535243015456,0.0,,,medium,high,45.81273816820645,64.21291206883744,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Curveball,Breaking,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,102.68680445151034
77,06/11/2025,7:14:59 PM,3,2,Graham Kasey,,Left,Normal cornbelters,Felix Polanco,,Right,Rex baseball 2025,,3,Top,2,1,0,Fastball,,StrikeCalled,,,,,,,87.87014660501397,-0.7181373539010231,3.074608772573391,2118.869476276334,140.52084342327402,10:45,4.849461869692467,-1.5077670747562852,6.000000192000004,-20.08714812195552,16.794545175677722,-11.421315704263062,2.5071033291514926,0.400724528204421,78.64672776948579,-4.526109663276356,0.9072395876519612,0.4370961170378785,,,,,,,,,,,,7.223106076320617,9.329475867999786,1.2636969611058355,50.00000000000003,4.779251145906896,-6.487573957970705,-127.53827150981928,-2.23930154251523,11.647797922290213,31.357392548335465,-17.129573084735743,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,a3d18532-df7c-404d-b8a2-a3e4e92d47ff,88.12049494853567,4.850936066924518,-1.5139833777219454,-0.7371295542581915,3.149613835687548,78.8532227598144,2.5067109518193744,0.405705845662978,-4.530773544327169,0.982616405868422,0.4369089449374661,-12.125927931274717,15.685426216379106,29.16386187040712,91.95578815441448,1850.2595638663456,1032.5441413405365,87.32296087996704,-0.6740074508488916,0.4873089885437928,0.555197177482563,,,,,,,,,,,,,,,,,0.993906206139765,0.0,,,medium,high,7.239790661026896,64.77134074058893,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-2,102.68680445151034
78,06/11/2025,7:15:18 PM,3,3,Graham Kasey,,Left,Normal cornbelters,Felix Polanco,,Right,Rex baseball 2025,,3,Top,2,1,1,Fastball,,Foul,,,,,,,87.95054239566873,-0.3002061545923987,1.0594376756191606,2005.9117346937453,136.36825435731805,10:30,4.976215674290589,-0.0540638470078125,6.000000192000004,-21.278454345263345,15.497592373932124,-12.479514892468822,2.923951096627403,-0.1092765682315848,78.67855072524286,-4.337777151271194,-1.313700274101951,0.4364696432887386,,,,,,,,,,,,7.119332507898146,8.490996342274553,-0.0250289079344513,49.99999999999999,4.939459273331943,-1.9666902749711328,-127.80971477416831,-1.346477007803178,11.508331874379234,31.92867563718373,-18.44843644142095,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,a000edb4-cac5-4e09-bc37-118d8bf0f055,88.19960386146543,4.977130131015544,-0.0607707377868338,-0.3124769105914625,1.1402222994514906,78.88237716190964,2.9240193335755413,-0.1038796299643207,-4.335768658122134,-1.2325947903493717,0.436279711845303,-13.235569739190009,14.264257337773431,26.44101427847468,55.54439998178992,1796.0798150425892,893.1848550992393,89.53932438691314,-0.6480763675768441,0.4452762500218422,0.6178398521905892,,,,,,,,,,,,,,,,,0.9969479771434172,0.0,,,medium,high,40.01004001638909,54.85285037046713,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,125.50609432962374
79,06/11/2025,7:15:40 PM,3,4,Graham Kasey,,Left,Normal cornbelters,Felix Polanco,,Right,Rex baseball 2025,,3,Top,2,1,2,Fastball,,Foul,,,,,,,88.19124816598509,-0.4045021942364477,2.147753554282753,2079.60175643683,136.40426160321792,10:30,4.810751327885288,-1.5770555980151622,6.000000192000004,-20.12766342488697,16.454968788951327,-13.33907678293376,2.757233643913548,-0.6916013485161376,78.89498769167025,-4.223213667769255,-0.3869348425498252,0.4353203782578052,,,,,,,,,,,,7.951971621921092,9.04182630573634,1.409745608466066,49.99999999999999,4.766135773716132,-4.378574308958111,-128.09855764085592,-1.5470576740507265,12.925386379475368,31.832312232439,-17.47717890608269,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,e5604b02-863d-4de3-b0a6-f6a93db977be,88.44218383488182,4.812088497907089,-1.5841205048750595,-0.4215065019078283,2.2310851083989345,79.09583059771714,2.7569702019468205,-0.6861934886006005,-4.226122237967966,-0.305006942115421,0.4351325266526009,-14.120135932070951,15.307162183445536,20.58605535546654,74.35491742666568,1946.809073451756,731.2167236196568,93.61451380899966,-0.6779779832469451,0.3516138228660264,0.645533557456112,,,,,,,,,,,,,,,,,0.9973570083607955,0.0,,,medium,high,23.080574316000845,-43.31735090066673,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,91.27715951245364
80,06/11/2025,7:16:04 PM,3,5,Graham Kasey,,Left,Normal cornbelters,Felix Polanco,,Right,Rex baseball 2025,,3,Top,2,1,2,Curveball,,BallCalled,,,,,,,73.15942785603576,4.7337653276064655,-5.349165716299714,1739.7437668496625,291.15016105975445,3:45,4.776514871469457,0.03232680439779,6.000000192000004,-57.85879560594353,-3.965519747383084,15.677989776372003,4.383805097169793,-3.647149423782892,65.27589393766058,-6.201152891110237,-2.3837491182475605,0.5283708061947697,,,,,,,,,,,,-10.308617441938004,-3.7678422898689456,0.3955846997029522,49.99999999999994,5.131189341003567,9.468114177975306,-105.52103942830716,7.255362506245337,-11.37516771335698,21.52533643723231,-36.331720409089606,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,e1b043ee-6e10-408b-a835-9ca2166f2748,73.32971220765728,4.763461481564617,0.0356319371876282,4.889044116966617,-5.3887610789348335,65.37647527957984,4.394534447510227,-3.649863725466799,-6.036130170878189,-2.4257894589102293,0.5282101397238872,16.05125311004705,-7.260217851537717,38.74154333845123,70.21700780648023,1356.959871733466,1088.7461966855951,77.99768549771305,0.281426138526146,0.6258083618009465,-0.7274360610076176,,,,,,,,,,,,,,,,,0.9974895340976448,0.0,,,medium,high,26.804692974167786,-61.63380061873488,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Curveball,Breaking,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,79.86751457339693
81,06/11/2025,7:16:28 PM,3,6,Graham Kasey,,Left,Normal cornbelters,Felix Polanco,,Right,Rex baseball 2025,,3,Top,2,2,2,Fastball,,Foul,,,,,,,87.2932794234806,-0.4892941272541815,1.5182990031324504,1975.4676240338515,142.13540020769642,10:45,4.808766198936846,-2.117191422823598,6.000000192000004,-21.29743427183388,16.02698513769376,-10.298942288559736,2.579062282699053,-1.5640087786284071,78.12699747935686,-4.529085703220932,-0.4394347043472566,0.4397117316416292,,,,,,,,,,,,6.0934986280603205,8.840331599778338,1.999446190373864,49.99999999999994,4.756579275637665,-3.036620217528972,-126.83464165241072,-1.7560333996401358,9.706966832115508,31.282848155943704,-18.09136722864516,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,bfb2e282-0717-46c8-a7c0-355df1a47679,87.54683321241193,4.809796770706172,-2.123194683234967,-0.5029267492632349,1.5897526979977816,78.3326677059562,2.579067599695132,-1.559342632633571,-4.527867055189907,-0.3688946871296917,0.4395166186875615,-10.968399354472528,14.804598540270517,32.1657985877777,79.81914408031541,1672.2552734992294,1051.6818120800456,84.65111010447892,-0.668289591579955,0.5323710696571882,0.5195864374461271,,,,,,,,,,,,,,,,,0.997079063166297,0.0,,,medium,high,18.16277032771611,68.12554406477733,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,114.09644939056705
82,06/11/2025,7:16:48 PM,3,7,Graham Kasey,,Left,Normal cornbelters,Felix Polanco,,Right,Rex baseball 2025,,3,Top,2,2,2,Slider,,Foul,,,,0.0,0.0,,78.06656119743788,-0.2707545099625529,0.76868993579264,2190.5077640299974,214.3932828675917,1:15,4.977005229154037,-1.6336699533500705,6.000000192000004,-38.24967705112205,8.461807462313168,5.115089096658594,1.5378699293881235,-0.4929540770893018,70.19175396388277,-7.502466013076267,1.7415252760196578,0.4919074014989267,,,,,,,,,,,,-2.501770413929851,4.674870768470412,1.5680988290061315,49.99999999999996,4.932858859408312,-1.6664080177508336,-113.44823747737158,-1.6150259343661326,-3.183152038650084,25.34337482906701,-26.22593207120892,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,f281e014-a9bd-49d1-b419-e4318b820521,78.2921292743799,4.971583219339573,-1.635814102458132,-0.2079905598814712,0.7944637416573845,70.36384463441584,1.5430532526282168,-0.4915658704553368,-7.423422990540217,1.7623862441918892,0.4916897000219292,4.869975732951275,6.114905508152871,73.30958478853306,55.08370307729072,629.1144310089946,2098.222890203024,28.72002744475912,-0.2369918440982719,0.9578705561594576,-0.1622308955583742,,,,,,,,,,,,,,,,,0.9963148911528972,0.0,,,medium,high,40.424667230438345,-72.1078685776604,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Slider,Breaking,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,79.86751457339693
83,06/11/2025,7:17:12 PM,3,8,Graham Kasey,,Left,Normal cornbelters,Felix Polanco,,Right,Rex baseball 2025,,3,Top,2,2,2,Changeup,,InPlay,,GroundBall,Error,0.0,0.0,,75.62815548409284,1.2215663440778974,2.9522424915980583,1210.0584019821176,116.35830859605215,10:00,4.072892351209348,-2.008284197516192,6.000000192000004,-39.95836683253965,9.887210465968735,-13.581526939043195,1.8800253747949185,-0.3938518631445991,67.80777170672273,-6.34776112241136,0.3725676858015389,0.5081417015973996,94.97317977494971,-8.070801636029387,-37.79325780378223,,68.09666844893735,-86.38775228269331,8.530615995808922,12.937162416571235,,-33.92752659791425,0.0829743172711952,8.362691241487495,4.9307481309874674,1.7754516325097225,50.00000000000006,4.149434321515641,-5.289292595680157,-109.7568355482498,1.2517403071943778,9.975222880084562,23.4370088713207,-26.292532482014263,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,ed3e7199-5e2b-4ecf-93a2-d8834db68fee,75.84407939871235,4.068635437850444,-2.016008098978462,1.270544697016615,3.0443644018893,67.9706079444034,1.884441083671216,-0.3878027432372699,-6.280462195202492,0.4637380230507943,0.5079262093475204,-14.446479773155405,7.634485302527789,27.375914305007115,16.77071116496499,1074.5424623489907,556.4169594975372,88.80087610555432,-0.3942610555764999,0.459826532823628,0.7956869860486,-57.62444023971658,74.30703424780262,-13.33392008826142,0.0968378866097972,1.803844354586732,1.8375865081864384,-7.22079708560776,10.73453589314516,,,,,,,,,0.9602449526634116,0.0,,55.55906052837349,medium,high,74.90635995153153,3.035972193427751,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Changeup,Offspeed,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,-1,114.09644939056705
84,06/11/2025,7:17:54 PM,4,1,Graham Kasey,,Left,Normal cornbelters,Wally Diaz,,Right,Rex baseball 2025,,3,Top,2,0,0,Slider,,InPlay,,GroundBall,Out,1.0,0.0,,79.12546657404087,0.650306900440221,1.7164085389635864,2161.976598634836,201.68933010086644,12:45,5.078525373604366,-2.260169835293844,6.000000192000004,-38.02186628961806,7.50104560072355,2.7589498924497824,2.514724738443124,-0.4345607293345915,70.96459590137852,-6.552036242207368,2.2408686398367594,0.4856087902019463,,,,,,,,,,,,-0.8948423008816677,3.834090308823621,2.11872587585372,50.000000000000014,5.109570471472136,-3.523002022040393,-114.93669318235575,0.2189952999960659,-1.1681779460427657,26.088088777195733,-27.168810408671103,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,f9760bfc-7883-4f80-9593-05673bcd6ac4,79.35566851291408,5.073296253225941,-2.2633756479136875,0.7116498339500518,1.755259487868987,71.14213742908139,2.519851640726899,-0.432296422405329,-6.473424610255743,2.2750514377091244,0.4853955187531209,2.390899473744314,5.1969358978716444,78.36912976473363,44.083778257310335,435.8667246695538,2117.584239498039,20.16056625889377,-0.1873322662369202,0.9794667716732792,-0.0745081553553987,,,,,,,,,,,,,,,,,0.996841637939912,0.0,,,medium,high,50.32459956842071,-78.85263546166061,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Slider,Breaking,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,-1,114.09644939056705
