PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,TaggedPitchType2,GeneralPitchType,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Good Swing Decision,Stuff+
121,06/11/2025,7:40:02 PM,1,6,Landen Ray,,Right,Rex baseball 2025,Shea Zbrozek,,Right,Normal cornbelters,,4,Bottom,0,2,2,Fastball,,BallCalled,,,,,,,88.49446813684288,0.8247124134173487,-4.523560190833922,2246.806547784804,200.04994825303964,12:45,5.247935791387537,2.487355687403506,6.000000192000004,-19.680364083361365,16.863279037801018,4.757532094693805,4.376836035743238,-1.3291085726935865,78.94456521154011,-2.907171420659371,-3.623349488823379,0.4350883382122215,,,,,,,,,,,,-4.136167282749907,8.841417442511643,-2.120873699053037,49.99999999999999,5.303950871955447,9.9916736014412,-128.2107854452116,1.2234769148167297,-6.728753016160236,32.10608696434218,-17.7907545651373,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,0589fca2-59cf-427b-86ab-d1e9f63b55b2,88.76452339652853,5.249460382347818,2.491208988844298,0.8051084216987698,-4.569333194267856,79.16630654955773,4.376462661954081,-1.3320579314106973,-2.9115034468397165,-3.668020961310204,0.4348879829798033,5.1896217189341005,15.70464712624716,-48.13974305195072,74.20780339915022,1499.3301822307694,-1673.3644754865925,66.73160996922522,-0.6268728094031593,-0.7447746122764392,-0.2287821184871542,,,,,,,,,,,,,,,,,0.99742019214543,0.0,,,medium,high,23.21297694076482,-39.81932146708609,54.667001749344,Eli Riley,,Rex baseball 2025,2022-11,Other,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,114.09644939056705
122,06/11/2025,7:40:16 PM,1,7,Landen Ray,,Right,Rex baseball 2025,Shea Zbrozek,,Right,Normal cornbelters,,4,Bottom,0,3,2,Fastball,,StrikeCalled,Strikeout,,StrikeoutLooking,1.0,0.0,,87.21027876174335,-2.2968393000519813,-2.549776229583717,2226.5859917471644,197.1542552615228,12:30,5.27252865410868,2.60558254959767,6.000000192000004,-20.17602123042143,17.272700228426597,3.3976801409186845,1.453264688229693,0.5174110685839773,78.29930899845093,-6.1067301610254665,-1.9052733396703945,0.4404433121930419,,,,,,,,,,,,-2.7007172455081743,10.12104406892343,-2.399721943306274,50.00000000000001,5.073471647441262,5.528236827070496,-126.54920683883924,-5.717205633097221,-4.289596318976495,30.775620297289382,-16.098618715011614,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,6db42f6c-66f0-4c96-90ea-51d7b2620bc1,87.46626917179243,5.27371691067667,2.6088084518290406,-2.312240741979429,-2.588070167544596,78.51011108339752,1.453134672518877,0.5149424302403716,-6.10738887895429,-1.9423736455440568,0.4402454930663312,3.7572870825969016,16.118029731621597,-45.93721511251363,81.52839176938245,1548.470773148331,-1599.9760758680466,69.54462027910596,-0.6645086872236329,-0.7185781648669102,-0.2051185646908336,,,,,,,,,,,,,,,,,0.9975088305174796,0.0,,,medium,high,16.624447407555838,8.093285655686435,54.667001749344,Eli Riley,,Rex baseball 2025,2022-11,Other,Other,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,79.86751457339693
123,06/11/2025,7:40:47 PM,2,1,Landen Ray,,Right,Rex baseball 2025,Tyler Thompson,,Right,Normal cornbelters,,4,Bottom,1,0,0,Fastball,,BallCalled,,,,,,,87.44276479116984,0.2620801410084074,-4.917625708906592,2302.700005515548,198.96573645350912,12:45,5.320889470076567,3.863887937272052,6.000000192000004,-19.930126843790305,17.515606297830566,4.477028533227803,3.9045227333862775,-0.3446924826601794,78.09598747700076,-3.512975105915992,-4.071647118771631,0.4404257386879359,,,,,,,,,,,,-4.113016266285113,9.388014024748696,-3.4649275091457232,50.00000000000001,5.330790612003377,10.754255477295525,-126.63147334988996,-0.0469007019195498,-6.530742904074543,31.19473400004007,-17.26754253470262,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,5325f370-6f37-4b13-9456-549f0b602a5f,87.70925009686991,5.322510828865746,3.867634488835905,0.2413537267255669,-4.9620092480904665,78.31501614082178,3.904089066186892,-0.3475580959404259,-3.518108196992224,-4.114896615683767,0.4402232644068514,4.896377656629203,16.354876735842723,-47.56379752372396,28.23263098870721,1553.7902167668851,-1699.459701693694,67.47688422483021,-0.6381377336440135,-0.7380291386733223,-0.2193016720611041,,,,,,,,,,,,,,,,,0.9973366687762272,0.0,,,medium,high,115.40936788983647,-6.777312021149867,54.667001749344,Eli Riley,,Rex baseball 2025,2022-11,Other,Other,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,125.50609432962374
124,06/11/2025,7:40:58 PM,2,2,Landen Ray,,Right,Rex baseball 2025,Tyler Thompson,,Right,Normal cornbelters,,4,Bottom,1,1,0,Slider,,InPlay,,GroundBall,Out,1.0,0.0,,80.86586822840556,0.1193595054482662,-3.2516207644825665,2243.9408934553835,134.9576952141644,10:30,5.2951435442826975,3.294755345667046,6.000000192000004,-39.6703515263149,4.040275858346234,-1.6449072898235186,2.1003917602333084,0.1323953896430401,72.60532417874529,-7.378095297603849,-3.563697222579158,0.4758444874206403,90.2699367157333,-4.050779947702315,-19.905001159244204,2620.7531710578355,,,,22.755346557756788,,-19.129385322420017,0.17199936815136,-0.2520041132187862,2.1458210730840688,-3.0286622769423746,50.00000000000004,5.281993070492841,6.713723054165488,-117.32953909867516,-0.9113386190190906,-0.3425560908610349,27.341200635438927,-29.25717624971148,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,717b5425-1114-494a-b9dc-4b1c2f8b07fe,81.0894186335743,5.288788333303136,3.298813394385226,0.1945486094369757,-3.3008113433066244,72.77549742832868,2.106386968788017,0.1294436146790736,-7.286975609781326,-3.608059480499177,0.4756469647460661,-1.1786185399342644,1.663594569577768,-89.08903656197013,56.0859626595309,35.675580589176235,-2243.657279147368,1.5898627585613625,-0.0112337236750541,-0.9998736088330834,0.0112503249507985,-30.65667198271376,84.66503049454559,-6.37671929478246,0.0935938335470334,0.753557691981181,2.162185301164393,-7.456983783876415,21.49881833521596,0.6039506863377412,-2.304042526660396,-0.0397166646584639,-0.7498549397448967,-0.231896837358665,0.619630072029454,,,0.9957903047511856,0.0,0.996120512925768,52.14714153399553,medium,high,39.52263360642218,32.632994523246126,54.667001749344,Eli Riley,,Rex baseball 2025,2022-11,Slider,Breaking,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,-1,125.50609432962374
125,06/11/2025,7:41:31 PM,3,1,Landen Ray,,Right,Rex baseball 2025,Jackson Smith,,Left,Normal cornbelters,,4,Bottom,2,0,0,Fastball,,BallCalled,,,,,,,87.43406430850446,-3.089273414951228,-1.278555306191237,2216.813883820133,203.0530194060485,12:45,5.321189939121206,1.6076009584312216,6.000000192000004,-20.85533475647661,16.38765406091581,4.625264893195127,0.7085928912095119,0.8045612282059375,78.62654864182211,-7.019152738156913,-0.4001609495196064,0.439231810747564,,,,,,,,,,,,-2.9333604542504528,9.907851596898372,-1.5061183498087618,50.000000000000014,5.057168888919003,2.6856485790043267,-126.8874107332802,-7.509587874049688,-4.685101595916709,30.88692605745592,-16.34943748915635,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,8394ff6d-76c0-4c24-a012-fe577b7acd6e,87.68548190404297,5.322048338887026,1.6114240944257234,-3.100844285126263,-1.3244042762325328,78.8333566079527,0.7087058219329128,0.8016236977561157,-7.016262071718749,-0.4448048146382797,0.4390394155600413,5.055741744254424,15.215612528600571,-45.69680533818705,24.28319828303103,1548.3451499520852,-1586.4712704986364,69.84551843765492,-0.6426785727137846,-0.7156537957822349,-0.2735030105082063,,,,,,,,,,,,,,,,,0.9972698937750192,0.0,,,medium,high,68.14512154527209,-9.084070290456047,54.667001749344,Eli Riley,,Rex baseball 2025,2022-11,Other,Other,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,114.09644939056705
126,06/11/2025,7:41:41 PM,3,2,Landen Ray,,Right,Rex baseball 2025,Jackson Smith,,Left,Normal cornbelters,,4,Bottom,2,1,0,Fastball,,Foul,,,,,,,87.85758037090585,-0.9817494563339864,-2.901635042511998,2220.953946681413,207.27601565063665,1:00,5.328982030772639,1.8627256273752373,6.000000192000004,-19.971959930187943,16.920255770144145,6.677455853829436,2.750959477764117,-0.2798887905107873,78.67654819456314,-4.7655378821029,-1.6347158043067855,0.4371584646817942,99.0932850663225,22.861055408724766,42.24502910966503,3142.4517297439,79.73502103710537,75.7781392547012,37.0443471809166,299.70760892521525,,55.97178180521082,3.253900597144995,-4.599812741499001,9.488061674137368,-1.6300367147132109,49.99999999999997,5.237344379840941,6.251864438500305,-127.52971272138184,-2.822773384390178,-7.4150668997547475,31.40080640850101,-16.878946064068312,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,45e1709b-b0ed-4a56-8c20-495268719fa2,88.11808162779457,5.330474227786509,1.8674177805667045,-1.000667738909668,-2.9569327238182663,78.88789192165345,2.7506208012196227,-0.283426455391955,-4.769343011492014,-1.6883843025856728,0.4369621321844003,7.197032656098708,15.79437719730548,-42.43793361722451,65.34339187321439,1639.0834266861978,-1498.6800704761438,73.80087413047639,-0.6559489207132041,-0.6747911512147726,-0.3382128259800692,61.38759691717653,67.59425569904431,38.49751532841994,-0.0238478548302614,2.307161384206208,2.6582053263941363,248.3862981544465,167.71671871581606,52.12161841906699,-51.20505922633357,0.1313184477152078,0.3370501332254369,0.1348416861591947,-0.9317805145883126,,,0.9952414025695748,0.0,0.9973915300301284,55.07279425909197,medium,high,31.19094731410704,-64.52721327032359,54.667001749344,Eli Riley,,Rex baseball 2025,2022-11,Other,Other,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,102.68680445151034
127,06/11/2025,7:41:56 PM,3,3,Landen Ray,,Right,Rex baseball 2025,Jackson Smith,,Left,Normal cornbelters,,4,Bottom,2,1,1,Changeup,,BallCalled,,,,,,,82.83914532360866,-2.2845156698532065,-1.6415995775416312,1705.519014939126,219.28736530034928,1:15,5.482915711687406,2.669209800042448,6.000000192000004,-27.21402801498331,14.256427381643793,8.52644952364245,1.0898674063620315,1.853637417909496,74.55215910889001,-7.416033400305179,-0.0218992526542438,0.4634905935771267,,,,,,,,,,,,-5.169693583967547,8.488151784424547,-2.5403932453113955,50.0,5.280902732067837,3.1914105269677866,-120.27400130161668,-5.615732588952979,-7.414122480259153,27.880850683172053,-20.000756152145108,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,c9dd0f3a-e087-4700-96ba-0ba0e0284805,83.07746758015668,5.482135648209552,2.6749851736057524,-2.2766829914424944,-1.7098941391565758,74.74185967772122,1.0913488821170885,1.8492951478186737,-7.392486544079877,-0.088213124943513,0.4632875893593904,9.167360167972356,12.733078318194988,-40.358897177742215,2.1179413678628887,1299.6107004914047,-1104.4487935106663,76.20030554381071,-0.5897750198661932,-0.6475734271130872,-0.4825081164486693,,,,,,,,,,,,,,,,,0.9946128947244968,0.0,,,medium,high,88.0938527689234,-16.897570644693676,54.667001749344,Eli Riley,,Rex baseball 2025,2022-11,Changeup,Offspeed,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,57.04822469528352
128,06/11/2025,7:42:06 PM,3,4,Landen Ray,,Right,Rex baseball 2025,Jackson Smith,,Left,Normal cornbelters,,4,Bottom,2,2,1,Fastball,,BallCalled,,,,,,,87.84082680759052,-0.2155732270271456,-3.830732526871682,2286.5719026109314,195.6544002500165,12:30,5.400854013697175,4.10304654149454,6.000000192000004,-20.06178260287855,16.937237075887147,3.327232143817446,3.528236736538728,0.8147429039967375,78.53602777391438,-4.01752123075531,-3.2005108593386646,0.4377908002406114,,,,,,,,,,,,-3.1158375048574207,9.239295728121371,-3.792474327672071,50.00000000000002,5.371653466025201,8.424561156215892,-127.39317037878476,-1.116624425896826,-5.007144103230124,31.56886180993425,-17.32652141710752,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,b6865529-0dc7-4036-8162-a2edf86e8bc8,88.10701773267692,5.402180080471074,4.1063645677566125,-0.2325307084939059,-3.869760947641999,78.7538830357759,3.528034410364058,0.812256067782291,-4.019246944264437,-3.238112202885235,0.4375887302959486,3.694818527397095,15.753546110346688,-49.25854937980787,71.49853920006328,1492.3236052606449,-1732.4495152793477,65.26466994353552,-0.6284379469409328,-0.7576623824079807,-0.1761063915039095,,,,,,,,,,,,,,,,,0.9956865784593926,0.0,,,medium,high,25.651314719943063,34.585221751264775,54.667001749344,Eli Riley,,Rex baseball 2025,2022-11,Other,Other,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,114.09644939056705
129,06/11/2025,7:42:36 PM,3,5,Landen Ray,,Right,Rex baseball 2025,Jackson Smith,,Left,Normal cornbelters,,4,Bottom,2,3,1,Fastball,,InPlay,,FlyBall,Out,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,4c432b59-4042-4c83-b0ba-e8d4873a9ba3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eli Riley,,Rex baseball 2025,2019-02,Other,Other,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-2,
130,06/11/2025,7:43:29 PM,1,1,Graham Kasey,,Left,Normal cornbelters,Jeremi Lara,,Right,Rex baseball 2025,,5,Top,0,0,0,Changeup,,Foul,,,,,,,83.80374284451264,0.9994449066626324,2.070793556179665,1809.1434763348047,131.34986232652622,10:30,4.8016437673011945,-2.1241072244094723,6.000000192000004,-27.22701001424925,13.329718201381372,-12.074092038385286,3.4623052166759183,-1.2048607440532184,74.88548698698405,-4.170769608571998,-0.2247096169580768,0.4583560611013368,,,,,,,,,,,,7.2489996204389024,6.869376744003891,1.962336829408444,50.0,4.867377771814287,-4.035065046339019,-121.70783585326464,1.3001189717691477,10.625539618089212,28.95754097642724,-22.104958874615097,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,07f570f9-4624-4c15-84b9-606e756a1e44,84.04756110426678,4.801033131257348,-2.131290046474475,1.0052664735276555,2.157118514071189,75.0814034974329,3.463707079568312,-1.1991786759155545,-4.148409610149175,-0.1388735015481188,0.4581542048584169,-12.88378370653061,11.784063693880595,35.60961779694881,98.31165592247277,1470.8391277751011,1053.3908952381184,81.30030298950724,-0.5371146910276214,0.5822594553817327,0.6103128175787158,,,,,,,,,,,,,,,,,0.9958453666424384,0.0,,,medium,high,1.519509669774615,-6.545056389808774,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Changeup,Offspeed,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,136.91573926868045
131,06/11/2025,7:45:15 PM,1,2,Graham Kasey,,Left,Normal cornbelters,Jeremi Lara,,Right,Rex baseball 2025,,5,Top,0,0,1,Changeup,,BallCalled,,,,,,,79.32401629125827,-0.6466337758081327,0.0041099899344804,2050.341608443879,178.0264241554957,12:00,5.117660704628815,-2.733271822962269,6.000000192000004,-33.5383472957612,11.653779578453964,0.9870988916211324,1.7217954289518795,-2.647193779164384,71.28959337738546,-6.989888575274376,0.1918306997683124,0.4838412738924779,,,,,,,,,,,,-0.5327934330313656,6.529521358687848,2.7323664286092875,50.0,5.045599533910556,-0.0365897343695418,-115.28889298617268,-2.263403448608811,-0.7008932249681071,25.94674741359176,-23.584421788692964,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,fdb7e8c3-fdb9-4237-ac45-6d26c697363c,79.56111720633871,5.114457334644795,-2.7365050899247683,-0.6104418666657432,0.0425336599788397,71.47588345966437,1.7253109617497937,-2.6448891067495297,-6.936241398775613,0.2263813888776582,0.48361725559761,0.6250255051551025,9.65034815349147,65.50965808798598,76.51767080594722,849.94828114198,1865.87476286594,41.45398394304909,-0.4142939410233153,0.910031165139383,0.0142761656766419,,,,,,,,,,,,,,,,,0.9967401600938068,0.0,,,medium,high,21.134096274647515,-60.91595791363087,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Changeup,Offspeed,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,79.86751457339693
132,06/11/2025,7:45:32 PM,1,3,Graham Kasey,,Left,Normal cornbelters,Jeremi Lara,,Right,Rex baseball 2025,,5,Top,0,1,1,Slider,,InPlay,,LineDrive,Single,0.0,0.0,,77.91927111224099,0.3792151198404419,2.4949137522712315,2085.138118264789,187.1051893618939,12:15,5.121427050084958,-3.166914865045216,6.000000192000004,-35.25838187675889,11.698897436839523,2.02968661655182,2.536008094241628,-0.6775505876466874,69.89603451225419,-6.2951147115025625,2.880224720538309,0.4931999063896375,70.2776896063257,22.952164740867595,-17.231547883971256,1939.250319530284,-29.094719239839456,106.0825023847641,31.718023575502123,225.13587567179985,,-14.21674148719075,3.1643474494530226,-0.232982099718453,6.201025462591109,2.9623917757462563,50.00000000000002,5.1319780784365445,-4.986759563402362,-113.13809550315786,-0.2424797164571172,-0.2949067958397173,25.14889866808932,-24.32484334954164,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,086da400-ba9d-4db9-981c-ddec359ff4cf,78.1566851540158,5.117883925134079,-3.1698993148291854,0.4194514997608882,2.5305061367769865,70.08196949086611,2.53982622552382,-0.6754561072458714,-6.236279181672124,2.9117124317396983,0.4929712416529629,1.6929173146217062,9.557015327947116,68.47736050006111,80.76390392010451,764.9721768120154,1939.7470301418973,36.68688275904764,-0.3640515461290809,0.9302726822509564,-0.0453785017231328,-19.17044453753134,61.80920158649686,27.405662040466883,0.8287002026469145,1.259069413628816,2.3976586756546663,-55.29126415080636,218.24078130155664,-2.399822597432206,43.194315113256025,0.7678886064511024,0.9415799785135216,0.179138159273334,-0.2851958343921552,,,0.9964715420411848,0.0,0.9966867206179204,36.95791270983756,medium,high,17.312486471905903,-39.15660573033082,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Slider,Breaking,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,-1,79.86751457339693
133,06/11/2025,7:46:23 PM,2,1,Graham Kasey,,Left,Normal cornbelters,Nomar Garcia,,Right,Rex baseball 2025,,5,Top,0,0,0,Fastball,,StrikeCalled,,,,,,,84.85567936353742,-0.5775377434241283,1.7149654062896946,1892.1320792539468,136.3125116700199,10:30,4.840876381244164,-2.508868107345207,6.000000192000004,-23.64633920128114,15.853935997616391,-12.571140917186018,2.3333293665448656,-1.962109075493042,76.01550421186592,-5.059540883852604,-0.6743178593677542,0.4523468632773237,,,,,,,,,,,,7.388957928303463,8.776097755418055,2.3764061667649643,50.0,4.780132885914563,-3.3052322936048184,-123.28107849796751,-1.969131184704629,11.12288045694835,29.50308072443185,-18.96305459060412,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,cb3c4160-d588-4254-aa8a-1540b9d7675a,85.09848739738378,4.84134801472321,-2.515693096204308,-0.5845367594747373,1.7962135653677362,76.21150071955584,2.333806748623972,-1.956746198556472,-5.051298304751652,-0.593536142204394,0.4521490858426988,-13.331876211454611,14.50317841184225,24.20355539910216,77.35540560508413,1725.8035952822231,775.7356223951659,91.209467573886,-0.659552074584407,0.4099796366758036,0.6300061574481481,,,,,,,,,,,,,,,,,0.984587447282447,0.0,,,medium,high,20.380134955424268,33.77746273349203,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,102.68680445151034
134,06/11/2025,7:46:43 PM,2,2,Graham Kasey,,Left,Normal cornbelters,Nomar Garcia,,Right,Rex baseball 2025,,5,Top,0,0,1,Changeup,,BallCalled,,,,,,,71.98719991212535,1.1792477951815266,0.1191449147232894,1227.7479122058808,124.20148212594069,10:15,4.9499716754119065,-3.030250029424894,6.000000192000004,-44.793167145906565,10.15906829698421,-10.060012955388729,2.313350150082125,-3.757851795350647,64.68367314353831,-7.301165798995486,-1.794648558082191,0.5335365847697346,,,,,,,,,,,,5.487522914169338,5.089278826294295,3.026354453860133,49.99999999999997,5.020173932078031,0.044084936516917,-104.60095944880574,0.9883816191436642,5.934888526862935,21.56295015443097,-26.66987165570108,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,5a8db116-b787-4bff-a305-f313c7fca452,72.19938568782642,4.945069956839855,-3.0377496329615754,1.236014666300985,0.2092967643017931,64.84253484289002,2.318528408520064,-3.752009023196203,-7.222778930528393,-1.7065802423163536,0.5332971254832627,-10.905351575463266,7.548404425324466,44.19035336635815,14.488263039631743,880.3295946816218,855.7948005530244,71.70279712387729,-0.4030448446965105,0.6970443948997865,0.5930294804664912,,,,,,,,,,,,,,,,,0.9969266528540848,0.0,,,medium,high,103.0394367356686,-0.4394086352213715,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Changeup,Offspeed,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,125.50609432962374
135,06/11/2025,7:47:03 PM,2,3,Graham Kasey,,Left,Normal cornbelters,Nomar Garcia,,Right,Rex baseball 2025,,5,Top,0,1,1,Fastball,,StrikeSwinging,,,,,,,84.61733923406514,-0.1697852785935781,2.6289049924986303,1973.083018378023,133.94204952298563,10:30,4.713420450309767,-2.8526596785860048,6.000000192000004,-24.1272473225498,15.627045964431858,-13.356790190356016,2.54485233083634,-1.5207218899425423,75.7455272713946,-4.744918970769666,0.0920418883492596,0.4537990069013393,,,,,,,,,,,,8.123629051101378,8.512866793978887,2.646101356663341,49.99999999999996,4.68561584896871,-5.232813337577621,-122.86924202167955,-1.1028573427827293,12.151769552002246,29.223758340503576,-19.440036885937253,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,a562385f-0455-48fd-9795-36fb1f96d433,84.85905358062647,4.7138452324458,-2.859905587289002,-0.1762708449185662,2.7154598854188574,75.94032525660232,2.545368038320528,-1.515020565238283,-4.735943984880666,0.1781658913181223,0.4536034074414438,-14.168849131875538,14.278579604400065,25.04883528856229,91.36685977840116,1787.5091211322022,835.3847851624498,90.59472432141388,-0.6286643834533078,0.423390590959107,0.6523200904958936,,,,,,,,,,,,,,,,,0.9936936065015036,0.0,,,medium,high,7.769826199438973,-44.23255644656731,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-2,102.68680445151034
136,06/11/2025,7:47:28 PM,2,4,Graham Kasey,,Left,Normal cornbelters,Nomar Garcia,,Right,Rex baseball 2025,,5,Top,0,1,2,Fastball,,InPlay,,LineDrive,HomeRun,0.0,2.0,,84.75174006564174,-0.9326670523891576,3.042323683202941,1950.9981038366589,140.28878885561923,10:45,5.012058840241748,-2.7408676098979963,6.000000192000004,-22.40839334438354,17.223228648108474,-11.836202804900802,2.276577685936721,-0.8970411545952215,75.95722334922966,-5.1764564246136135,0.7965585557976901,0.4530983137474428,103.61815585993988,21.50853811026974,-29.776379762990302,2219.072836865081,-57.61860120566757,93.70217063739749,40.22299272299501,367.2071343397703,,-38.38329002865194,4.200046454947748,7.431831058226592,9.632043678808836,2.4996774918322333,50.00000000000001,4.922998614223997,-6.1750187315763005,-123.01290400432389,-2.692533616193586,11.154043706302003,29.07110033925906,-17.71782267062654,Normal Cornbelters,REX Baseball 2025,,,,2c19d258-3b49-48dc-802d-02752f534010,c2d85237-3841-449a-9664-203f8d40b8ec,84.9969214703315,5.013077922582538,-2.747308598570489,-0.9460746283079118,3.11855970168132,76.15461837130171,2.2766197585072323,-0.892063754031663,-5.174524692911589,0.8717531695760217,0.4529008503463884,-12.551883908256816,15.97854825005419,23.646534995015188,88.66836876970952,1787.1869706552302,782.5320013228985,91.6037266843421,-0.7046841578251027,0.4010931634346752,0.5852730234311938,-47.87503766532496,83.67449612935326,37.99054737506893,0.8789516142301188,2.3766523165383933,2.3915705639334184,-228.00595801623845,287.844337479693,-79.31888692627905,24.12831164271748,1.1507945000141966,0.8691533602989239,-0.021658444770845,0.4940681613413248,,,0.9975769370481924,0.0,0.9942174445959016,60.643601102220416,medium,high,10.198468107261402,62.50521128209364,54.667001749344,Nolan Mccrossin,,Normal cornbelters,2022-11,Other,Other,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,-1,91.27715951245364
