PlayResult,TaggedHitType,ExitSpeed,Angle,xSLG
0,LineDrive,106.16177,10.666244,0.03876723721623421
0,LineDrive,98.82535,10.551273,0.06337243318557739
0,GroundBall,52.86433,0.37113,0.01043221727013588
0,GroundBall,56.55349,-66.94587,0.02199074812233448
0,GroundBall,91.72899,-30.179696,0.055723048746585846
0,GroundBall,97.80508,-21.052856,0.011579688638448715
0,GroundBall,83.44537,-29.853781,0.020155666396021843
3,LineDrive,103.60213,15.920326,1.1482917070388794
3,LineDrive,98.84271,18.418656,2.917451858520508
0,FlyBall,75.58942,48.991325,0.590962290763855
1,GroundBall,87.37172,-8.47776,0.891936719417572
0,FlyBall,86.48395,30.209841,0.0015741323586553335
1,LineDrive,96.98559,12.033139,0.7679628729820251
2,LineDrive,107.55074,16.30919,1.991476058959961
1,LineDrive,101.95802,8.915925,1.0329375267028809
2,FlyBall,102.30257,27.161259,1.9793013334274292
0,Popup,68.56599,82.843267,0.0005266115767881274
1,LineDrive,98.14919,14.018476,0.9946057200431824
0,FlyBall,85.63761,52.099031,-0.0013235830701887608
1,GroundBall,102.54314,5.870694,0.3971448838710785
1,GroundBall,83.45583,7.851427,0.47787320613861084
3,LineDrive,99.04311,20.617075,2.991771697998047
0,FlyBall,93.77652,40.122325,-0.0062494738958776
0,FlyBall,96.62465,57.525596,-0.005748245865106583
0,FlyBall,92.54815,34.391306,0.005182291381061077
0,Popup,89.47538,64.582686,0.0004637591482605785
0,LineDrive,89.18342,19.400889,1.2116320133209229
4,FlyBall,109.58821,17.878398,3.984616756439209
0,GroundBall,69.57079,-27.859276,0.000368844106560573
0,GroundBall,82.92999,7.840849,0.06385330855846405
0,GroundBall,63.29863,-48.344372,0.016587797552347183
1,LineDrive,102.36792,5.708017,1.005898356437683
1,LineDrive,102.64515,8.551403,1.8521721363067627
0,FlyBall,94.58911,23.720054,-0.013010420836508274
0,LineDrive,86.37383,9.162774,0.7394617199897766
0,GroundBall,73.06026,-2.482907,0.014624559320509434
1,GroundBall,99.98039,2.69181,0.9434806704521179
0,FlyBall,90.77245,24.392762,0.026168271899223328
2,FlyBall,86.86077,26.526302,1.9387654066085815
0,FlyBall,105.86742,22.035933,0.033634163439273834
1,GroundBall,102.25931,0.864072,0.9698994159698486
0,GroundBall,58.12445,-32.214473,0.0682680681347847
1,LineDrive,65.76197,25.276212,0.997983455657959
0,Popup,85.19873,59.351466,6.669801950920373e-05
0,GroundBall,90.23045,-2.518063,-0.03964265063405037
0,GroundBall,67.88456,4.574619,0.01783047989010811
1,GroundBall,94.44101,3.784181,0.8231676816940308
0,FlyBall,94.24889,21.509367,0.4029292166233063
0,GroundBall,68.2361,-17.363028,0.0034944647923111916
0,FlyBall,99.88112,20.088402,0.017803233116865158
0,FlyBall,73.82783,30.669534,0.01696501299738884
0,LineDrive,97.70223,16.554718,0.04394190385937691
1,GroundBall,89.98571,-17.933917,0.8142723441123962
1,GroundBall,70.45539,-1.011902,-0.07832600176334381
1,Popup,81.70637,44.015309,0.9970943927764893
0,LineDrive,101.7536,14.605658,1.2500568628311157
1,LineDrive,83.46991,11.526724,0.21988080441951752
0,GroundBall,102.12025,0.308169,0.03737429156899452
0,FlyBall,93.08577,46.809994,0.002712845802307129
0,FlyBall,87.44002,40.396999,0.0091830650344491
0,GroundBall,72.01143,-42.670581,0.006483270321041346
0,GroundBall,,,1.5019162893295288
1,GroundBall,97.35112,-1.175027,0.9929744601249695
0,GroundBall,101.72512,1.114638,0.02225470542907715
4,FlyBall,104.56909,23.490984,4.002739429473877
1,LineDrive,96.2337,7.791517,0.9654742479324341
0,GroundBall,88.18799,-8.417198,0.03641878068447113
0,FlyBall,79.34372,39.294777,-0.017730403691530228
0,GroundBall,101.55576,-7.191772,0.016731593757867813
0,LineDrive,90.54679,18.20806,-0.016216157004237175
1,LineDrive,102.31804,7.751574,0.9372962117195129
0,GroundBall,80.42369,-10.240806,-0.011798628605902195
1,LineDrive,86.07634,10.87936,0.9583742618560791
0,GroundBall,80.6011,-41.718254,-0.025744959712028503
0,GroundBall,97.67605,-6.99414,0.008430303074419498
1,GroundBall,98.05365,4.849384,0.9117692112922668
1,GroundBall,107.03257,-2.060998,0.9545203447341919
0,Popup,85.05338,63.084262,6.669801950920373e-05
2,FlyBall,97.59978,21.103362,2.0027406215667725
0,FlyBall,83.06399,20.297176,0.6458572745323181
0,FlyBall,90.62253,53.86926,0.028552789241075516
0,FlyBall,90.94248,40.107258,-0.005047669168561697
0,GroundBall,68.27442,-60.171252,0.04757273569703102
0,FlyBall,83.0502,25.380142,-0.24145835638046265
0,FlyBall,90.55112,43.871295,-0.0012817985843867064
1,LineDrive,86.94225,13.941133,1.0027917623519897
0,GroundBall,87.06967,-6.994775,0.040095191448926926
1,LineDrive,92.44507,10.33239,0.9845338463783264
0,FlyBall,99.02488,28.989701,-0.13833846151828766
0,Bunt,37.00403,-43.865789,
1,GroundBall,67.46764,-52.252713,0.9498149156570435
1,GroundBall,87.70578,-19.2593,0.9062888622283936
2,FlyBall,104.86854,20.921443,1.9699021577835083
2,LineDrive,105.54384,11.515443,1.9977328777313232
1,LineDrive,103.37334,13.45866,1.8779789209365845
1,LineDrive,107.97446,9.937746,1.155582308769226
1,GroundBall,95.15672,1.680465,0.9926586747169495
2,Popup,75.76735,20.36176,1.998105525970459
2,Popup,75.89858,43.460368,0.16099928319454193
0,GroundBall,71.78831,-11.950096,-0.0072271800599992275
2,FlyBall,,,2.4264326095581055
0,FlyBall,87.89961,46.295408,0.008641812950372696
0,GroundBall,77.35324,-0.980789,-0.03342748433351517
2,LineDrive,99.29585,20.40048,2.0045900344848633
3,GroundBall,101.85464,4.735721,3.001361846923828
0,GroundBall,73.9865,-38.038363,-0.09071385860443115
1,LineDrive,95.6863,13.367968,0.948576807975769
1,GroundBall,80.12538,4.948914,0.9363681674003601
1,GroundBall,98.73361,-1.537371,0.058565884828567505
0,FlyBall,99.18198,34.306508,-0.0447612926363945
0,Popup,100.13377,60.975924,0.00017920511891134083
0,Popup,92.24649,59.364981,0.00017920511891134083
1,GroundBall,103.23888,-0.077042,0.9709400534629822
0,FlyBall,97.40139,26.601597,-0.016036808490753174
1,LineDrive,98.32251,6.601491,0.9997951984405518
0,GroundBall,74.00176,-61.386411,-0.028500458225607872
0,FlyBall,95.07052,25.753729,1.3475478887557983
0,FlyBall,91.05573,23.011241,-0.01848306879401207
0,FlyBall,87.37427,26.290169,0.003935167565941811
0,GroundBall,85.53676,-29.934529,0.02523304894566536
0,Popup,86.58356,67.035628,6.669801950920373e-05
0,GroundBall,93.29055,6.046915,0.03361663594841957
1,GroundBall,93.16165,-0.164953,0.932736337184906
0,GroundBall,101.8754,-8.017225,-0.1674821376800537
0,GroundBall,76.19152,-28.637573,0.02187963016331196
1,GroundBall,100.69645,4.898488,0.9855815768241882
0,GroundBall,88.32709,-24.939212,0.04730414226651192
1,GroundBall,100.69047,-3.780366,0.970470666885376
0,GroundBall,115.04901,-42.339014,0.000500753172673285
0,GroundBall,88.83827,-20.00507,0.05492417514324188
0,FlyBall,86.26342,41.556173,0.0015532050747424364
0,GroundBall,81.79259,-28.128177,-0.006419636774808168
0,LineDrive,93.57502,6.334987,-0.0002377019845880568
1,GroundBall,96.55816,-9.10274,0.9050977826118469
2,FlyBall,99.78974,18.13854,1.969106674194336
0,GroundBall,97.54782,3.105711,0.07832621783018112
0,Popup,82.70962,70.213621,0.00016695275553502142
0,GroundBall,89.36482,-1.922947,0.0830405056476593
1,GroundBall,70.2099,10.694249,0.9729228019714355
2,FlyBall,87.98648,25.234309,1.9248108863830566
0,Popup,70.07098,71.497318,-0.0005444105481728911
1,LineDrive,97.04633,12.546035,1.0197023153305054
1,LineDrive,71.78525,16.239341,0.9948891997337341
2,GroundBall,86.45614,-3.044025,1.8560630083084106
0,GroundBall,67.88942,-68.6074,1.1341674327850342
1,LineDrive,89.8914,8.833783,0.9698203206062317
0,GroundBall,72.76927,-3.704322,0.01280992478132248
1,GroundBall,91.1967,-9.191133,0.9589486122131348
1,GroundBall,73.11994,-80.147932,1.0331867933273315
0,Popup,73.9916,68.992603,-0.0003055408305954188
1,LineDrive,97.22786,8.491637,0.8581568598747253
1,LineDrive,104.12425,6.099205,0.9893724322319031
0,Popup,89.46578,65.161313,0.0004637591482605785
1,GroundBall,98.96546,-8.480883,0.9920870661735535
0,LineDrive,105.09264,17.877073,0.11150716245174408
0,LineDrive,89.19378,23.618427,0.025701528415083885
0,FlyBall,98.35025,49.066613,-0.005951873958110809
0,GroundBall,98.36961,-5.770207,0.012728693895041943
2,LineDrive,93.74623,19.170911,0.37414589524269104
0,FlyBall,83.63076,51.9592,-0.00471754465252161
0,GroundBall,80.84213,-40.951579,-0.014058299362659454
0,GroundBall,96.75456,-6.205282,0.10947037488222122
1,GroundBall,98.39753,8.440079,0.962463915348053
1,GroundBall,98.13533,6.734271,1.0046306848526
0,FlyBall,90.60428,36.13901,0.0033822073601186275
0,Popup,67.63467,60.86126,0.0005266115767881274
1,GroundBall,102.25592,-5.862962,0.9979528188705444
1,GroundBall,89.096,-5.664002,0.9931997656822205
0,FlyBall,80.19237,22.893236,-0.001970408484339714
0,LineDrive,97.99856,17.741872,0.10495607554912567
0,FlyBall,90.29706,43.347818,0.0005920188268646598
1,GroundBall,81.86945,6.368615,0.9638040065765381
1,GroundBall,94.28,-2.329739,0.9381109476089478
1,Bunt,,,
0,Popup,77.8597,65.287075,-0.00017665763152763247
1,LineDrive,78.05184,11.467188,0.964226484298706
1,GroundBall,81.30035,-12.466931,0.8519486784934998
0,FlyBall,87.43029,49.425524,-0.004560073837637901
0,GroundBall,90.05832,-36.28287,-0.017211101949214935
1,LineDrive,107.89694,11.992798,0.9798742532730103
1,GroundBall,82.36044,2.773539,0.8392624258995056
1,LineDrive,71.02535,24.393661,1.1008944511413574
0,FlyBall,83.50459,51.291439,-0.00471754465252161
2,FlyBall,95.09901,39.586043,2.0113813877105713
0,GroundBall,75.25275,-19.34155,0.21050897240638733
2,Popup,89.6129,57.327174,1.9964988231658936
1,GroundBall,100.46702,5.874981,0.9771315455436707
1,LineDrive,77.88518,18.17402,0.9894884824752808
0,FlyBall,88.11224,31.396526,-0.022746538743376732
0,FlyBall,94.44975,36.859514,-0.00093681993894279
0,GroundBall,102.43195,-3.841099,1.1322375535964966
0,Popup,92.6642,64.657642,0.00017920511891134083
0,FlyBall,93.17636,29.650031,-0.12374548614025116
0,FlyBall,99.24791,25.712891,0.008048665709793568
0,FlyBall,101.35812,19.883332,-0.0009208226692862809
0,FlyBall,87.59606,36.349661,-0.007861207239329815
0,FlyBall,99.13519,32.828002,0.02545062080025673
0,LineDrive,62.17278,21.564812,0.8169402480125427
0,FlyBall,89.21074,53.998215,-0.00225880928337574
0,FlyBall,94.44447,59.787586,0.014240249060094357
0,FlyBall,85.04043,46.709901,0.0030730513390153646
0,FlyBall,90.26183,42.626835,0.0005920188268646598
0,FlyBall,98.22226,36.08969,-0.314776211977005
0,GroundBall,96.27676,2.139375,0.031582072377204895
0,GroundBall,102.62568,-47.758383,0.007179553620517254
2,LineDrive,100.07342,11.666712,1.8858259916305542
0,Popup,86.50328,74.797933,6.669801950920373e-05
1,GroundBall,86.06009,4.561922,0.9725345969200134
1,LineDrive,99.33231,14.967517,0.9979046583175659
0,Popup,79.25489,55.209852,0.01475881040096283
0,GroundBall,83.74203,-29.691322,-0.009931137785315514
1,GroundBall,59.60696,22.843482,1.0031298398971558
0,Bunt,,,
0,GroundBall,66.52171,-38.25168,-0.001594363246113062
0,FlyBall,85.26508,50.733725,-0.00471754465252161
0,FlyBall,91.09574,30.055554,0.026538493111729622
1,LineDrive,76.29313,16.72641,0.985306978225708
1,GroundBall,86.38496,-35.539527,1.0449851751327515
1,GroundBall,85.33742,-3.83396,0.4228057563304901
4,FlyBall,107.45024,31.208058,4.035927772521973
